parameter	level	mean	lo	hi	p_gt0
risky_prior_mu	group	9.951862440917274	8.568804376862339	11.012904156155145	1.0
risky_prior_mu	sub-01	9.981885980604462			
risky_prior_mu	sub-02	9.921310279026867			
risky_prior_mu	sub-03	9.995604378005012			
risky_prior_mu	sub-04	9.921431794531161			
risky_prior_mu	sub-05	10.027714337867424			
risky_prior_mu	sub-06	9.929359868512101			
risky_prior_mu	sub-07	9.994384417790826			
risky_prior_mu	sub-09	9.911073399530073			
risky_prior_mu	sub-10	10.043581110675872			
risky_prior_mu	sub-11	10.091020459896043			
risky_prior_mu	sub-18	10.046285052877487			
risky_prior_mu	sub-19	9.968102308853261			
risky_prior_mu	sub-21	10.003448507906246			
risky_prior_mu	sub-25	10.018082937433338			
risky_prior_mu	sub-26	10.028316150453898			
risky_prior_mu	sub-29	9.947526585862192			
risky_prior_mu	sub-30	10.017596447401438			
risky_prior_mu	sub-31	9.950722607391024			
risky_prior_mu	sub-34	10.012008976813533			
risky_prior_mu	sub-35	9.618886363684345			
risky_prior_mu	sub-36	9.90661028037105			
risky_prior_mu	sub-37	10.02449249062001			
risky_prior_mu	sub-45	9.77933227760577			
risky_prior_mu	sub-46	9.835564746393679			
risky_prior_mu	sub-47	9.94799550809163			
risky_prior_mu	sub-50	9.997247400350775			
risky_prior_mu	sub-53	9.938299073135287			
risky_prior_mu	sub-56	9.929814347734345			
risky_prior_mu	sub-59	9.74790809741547			
risky_prior_mu	sub-62	10.189124304133767			
risky_prior_mu	sub-63	10.014952432111103			
risky_prior_mu	sub-67	9.866571293918037			
risky_prior_mu	sub-69	9.963209729746408			
risky_prior_mu	sub-72	10.046759581914761			
risky_prior_mu	sub-74	9.667813382910207			
risky_prior_sd	group	1.31000951754974	0.8190603548538226	1.7966020294281138	1.0
risky_prior_sd	sub-01	1.4204256722870912			
risky_prior_sd	sub-02	1.1831324481033454			
risky_prior_sd	sub-03	1.4544247911163157			
risky_prior_sd	sub-04	1.3149662990268796			
risky_prior_sd	sub-05	1.3386852249091503			
risky_prior_sd	sub-06	1.3208427430321468			
risky_prior_sd	sub-07	1.2277992390318002			
risky_prior_sd	sub-09	1.1490795908360574			
risky_prior_sd	sub-10	1.2655682710489327			
risky_prior_sd	sub-11	1.400132196629241			
risky_prior_sd	sub-18	1.371937108125469			
risky_prior_sd	sub-19	1.234341319877006			
risky_prior_sd	sub-21	1.180869040449583			
risky_prior_sd	sub-25	1.423046574732341			
risky_prior_sd	sub-26	1.4343106850658438			
risky_prior_sd	sub-29	1.1296315063570426			
risky_prior_sd	sub-30	1.2487910194306722			
risky_prior_sd	sub-31	1.3762679947580658			
risky_prior_sd	sub-34	1.2988638142193354			
risky_prior_sd	sub-35	1.284971155558145			
risky_prior_sd	sub-36	1.3876123336900321			
risky_prior_sd	sub-37	1.3667575508998446			
risky_prior_sd	sub-45	1.313145022421944			
risky_prior_sd	sub-46	1.3219421874494566			
risky_prior_sd	sub-47	1.3559656104826487			
risky_prior_sd	sub-50	1.3166474107810977			
risky_prior_sd	sub-53	1.2925649228367804			
risky_prior_sd	sub-56	1.3696046353054232			
risky_prior_sd	sub-59	1.2567216063319555			
risky_prior_sd	sub-62	1.2584255918276757			
risky_prior_sd	sub-63	1.3802381021162555			
risky_prior_sd	sub-67	1.1850948276401185			
risky_prior_sd	sub-69	1.2977814176458697			
risky_prior_sd	sub-72	1.417559439828282			
risky_prior_sd	sub-74	1.2165105931376528			
safe_prior_mu	group	4.9013616727937945	3.8609109231599112	5.694636707259111	1.0
safe_prior_mu	sub-01	5.443106310010348			
safe_prior_mu	sub-02	4.27390852359836			
safe_prior_mu	sub-03	5.200296561584897			
safe_prior_mu	sub-04	5.276835734383132			
safe_prior_mu	sub-05	4.616272019204648			
safe_prior_mu	sub-06	5.136886207229729			
safe_prior_mu	sub-07	4.1096923191268555			
safe_prior_mu	sub-09	4.982938116051478			
safe_prior_mu	sub-10	4.163755892280571			
safe_prior_mu	sub-11	4.765082032417344			
safe_prior_mu	sub-18	4.4073394005058475			
safe_prior_mu	sub-19	5.017180275952724			
safe_prior_mu	sub-21	4.166773900576683			
safe_prior_mu	sub-25	4.682718070157015			
safe_prior_mu	sub-26	4.737621885041532			
safe_prior_mu	sub-29	4.29183029305552			
safe_prior_mu	sub-30	4.328419336061951			
safe_prior_mu	sub-31	4.893102526579973			
safe_prior_mu	sub-34	4.649287596689214			
safe_prior_mu	sub-35	7.485024087059748			
safe_prior_mu	sub-36	5.394005798387997			
safe_prior_mu	sub-37	4.723683175148117			
safe_prior_mu	sub-45	6.047684351037458			
safe_prior_mu	sub-46	5.368217943748049			
safe_prior_mu	sub-47	4.484629921610067			
safe_prior_mu	sub-50	5.178335022206587			
safe_prior_mu	sub-53	5.024618748195053			
safe_prior_mu	sub-56	4.923068049373948			
safe_prior_mu	sub-59	5.9168450594791295			
safe_prior_mu	sub-62	3.747437677319			
safe_prior_mu	sub-63	4.880643639621356			
safe_prior_mu	sub-67	4.4305640177348575			
safe_prior_mu	sub-69	4.3192109877365095			
safe_prior_mu	sub-72	5.0052444137051175			
safe_prior_mu	sub-74	5.411352551108446			
safe_prior_sd	group	1.0626932112669147	0.5692294173457877	1.5567778323631158	1.0
safe_prior_sd	sub-01	1.053218720432334			
safe_prior_sd	sub-02	1.1361301575452447			
safe_prior_sd	sub-03	1.009080815757679			
safe_prior_sd	sub-04	1.0909965940615354			
safe_prior_sd	sub-05	1.1035715896015013			
safe_prior_sd	sub-06	1.2475608856157343			
safe_prior_sd	sub-07	1.0832431252474373			
safe_prior_sd	sub-09	1.2972937340147734			
safe_prior_sd	sub-10	1.1284826329335274			
safe_prior_sd	sub-11	1.0289046953896475			
safe_prior_sd	sub-18	0.9057977241854198			
safe_prior_sd	sub-19	1.4052687873454996			
safe_prior_sd	sub-21	1.2773593592135377			
safe_prior_sd	sub-25	0.8685684963299513			
safe_prior_sd	sub-26	0.8984708886358276			
safe_prior_sd	sub-29	1.258636147972503			
safe_prior_sd	sub-30	0.9915975421418769			
safe_prior_sd	sub-31	0.9619632166149151			
safe_prior_sd	sub-34	1.2847161081440381			
safe_prior_sd	sub-35	-0.11355190064886171			
safe_prior_sd	sub-36	0.8975331499319847			
safe_prior_sd	sub-37	1.1060228977964446			
safe_prior_sd	sub-45	0.9814315843049546			
safe_prior_sd	sub-46	0.9291498680708941			
safe_prior_sd	sub-47	1.031147762151168			
safe_prior_sd	sub-50	1.3779364665342237			
safe_prior_sd	sub-53	1.0143005403965748			
safe_prior_sd	sub-56	1.0519513798328128			
safe_prior_sd	sub-59	1.0688960777187277			
safe_prior_sd	sub-62	1.1187833522919077			
safe_prior_sd	sub-63	1.123547913913202			
safe_prior_sd	sub-67	1.1866832955296496			
safe_prior_sd	sub-69	1.0451972501131102			
safe_prior_sd	sub-72	1.0688346462048022			
safe_prior_sd	sub-74	1.1129750355988899			
