term	payoff	pct	lo	hi	p_increase
memory_noise_sd	7.0	15.702690632926798	2.0030999922773858	34.535381954535836	0.9888
memory_noise_sd	7.882352941176471	12.715938809043914	2.1222115405154365	26.98243713435173	0.9914
memory_noise_sd	8.764705882352942	10.292016700790022	2.0328666088961014	21.170647890137015	0.9931
memory_noise_sd	9.647058823529411	8.335799777216778	1.6675217185097968	16.892531608820423	0.99385
memory_noise_sd	10.529411764705882	6.770926404055678	1.1152970950414571	13.786930132647235	0.99215
memory_noise_sd	11.411764705882353	5.535271298779535	0.43866817774629085	11.729188909419614	0.984
memory_noise_sd	12.294117647058822	4.577499551927742	-0.27283168435267646	10.321971318299527	0.96705
memory_noise_sd	13.176470588235293	3.8544145797373766	-0.8956024244515565	9.329831441696241	0.94255
memory_noise_sd	14.058823529411764	3.32889586832133	-1.3946383714538395	8.7138152815678	0.91495
memory_noise_sd	14.941176470588236	2.9682805997085784	-1.7338017444444136	8.23860377521037	0.89255
memory_noise_sd	15.823529411764707	2.7430852444888867	-1.832271705562207	7.890926699929079	0.879
memory_noise_sd	16.705882352941174	2.625994057304532	-1.7970499921394512	7.618350092052246	0.8755
memory_noise_sd	17.588235294117645	2.591064419810973	-1.6898555136661157	7.382023697818422	0.8823
memory_noise_sd	18.470588235294116	2.6131162959756575	-1.5056016610073422	7.171771532614348	0.8942
memory_noise_sd	19.352941176470587	2.6672860847707143	-1.2893272174248225	7.081863036413387	0.90805
memory_noise_sd	20.235294117647058	2.7288142050706408	-1.0881263826285608	7.0092173516575	0.921
memory_noise_sd	21.11764705882353	2.7810355300957945	-0.9647819565227328	6.922753678577448	0.9288
memory_noise_sd	22.0	2.822450283756032	-0.8729902004344148	6.915288473030475	0.9347
memory_noise_sd	22.88235294117647	2.8532174449114045	-0.8123518915927588	6.917149335956938	0.93785
memory_noise_sd	23.764705882352942	2.8735040008634383	-0.8014760883173394	6.925291337457812	0.93825
memory_noise_sd	24.647058823529413	2.883484419386787	-0.7939651747662024	6.934930464176328	0.93945
memory_noise_sd	25.52941176470588	2.8833401353105588	-0.814518298288194	6.937445605910199	0.9379
memory_noise_sd	26.41176470588235	2.873259051687281	-0.8495248710981875	6.963668083715427	0.9359
memory_noise_sd	27.294117647058822	2.853435055595522	-0.9159478193236594	6.969524476768321	0.93155
memory_noise_sd	28.176470588235293	2.8240675486279723	-1.0101349309697139	6.955509548847082	0.9268
memory_noise_sd	29.058823529411764	2.7853609921226345	-1.1241682421978658	6.96481297332411	0.9214
memory_noise_sd	29.941176470588236	2.7375244671953554	-1.2365531498740037	6.995953429824606	0.91465
memory_noise_sd	30.823529411764707	2.680771249634627	-1.34365374346407	7.003600184782024	0.90695
memory_noise_sd	31.705882352941174	2.615318399717291	-1.4713188463048381	6.989227496102273	0.89795
memory_noise_sd	32.588235294117645	2.541386367002628	-1.6094107577157566	6.969976108478824	0.88825
memory_noise_sd	33.470588235294116	2.4591986101585754	-1.7378421796578927	6.948295286159627	0.8751
memory_noise_sd	34.35294117647059	2.3689812318688537	-1.8888519553211802	6.917847548064439	0.86265
memory_noise_sd	35.23529411764706	2.2709626288656453	-2.066357714661051	6.874558995861518	0.84885
memory_noise_sd	36.11764705882353	2.1653731571252397	-2.2251123232801318	6.8408509020323685	0.8316
memory_noise_sd	37.0	2.052444812258382	-2.4355275934774285	6.785798403859936	0.8123
memory_noise_sd	37.88235294117647	1.932410925119527	-2.6573659013228754	6.738503771095738	0.79455
memory_noise_sd	38.76470588235294	1.805505872652755	-2.8552316372122397	6.720823382898928	0.77685
memory_noise_sd	39.64705882352941	1.6719648039842763	-3.0707945993217143	6.65938879281074	0.7552
memory_noise_sd	40.529411764705884	1.532023381764378	-3.2997585196643104	6.627547137499905	0.73225
memory_noise_sd	41.411764705882355	1.3859175387547464	-3.5357617246180215	6.5565298395451785	0.70975
memory_noise_sd	42.294117647058826	1.2338832496501184	-3.8090791662238797	6.489578190762612	0.68655
memory_noise_sd	43.17647058823529	1.0761563181161262	-4.069779286351549	6.419182543061345	0.66265
memory_noise_sd	44.05882352941176	0.9129721790196893	-4.345753644351891	6.347338292198624	0.63595
memory_noise_sd	44.94117647058823	0.7445657158212371	-4.61513390843472	6.2852643985685575	0.61085
memory_noise_sd	45.8235294117647	0.5711710930934006	-4.890074994376795	6.215731787049608	0.58285
memory_noise_sd	46.705882352941174	0.39302160412474935	-5.217790290326368	6.151115117138867	0.5554
memory_noise_sd	47.588235294117645	0.21034953356285183	-5.49454567946683	6.123099139627364	0.52955
memory_noise_sd	48.470588235294116	0.02338603504586241	-5.826883324066673	6.061011219158235	0.50395
memory_noise_sd	49.35294117647059	-0.16763897623183385	-6.165107365262119	6.017439574876022	0.47955
