order	stake_bin	median	lo	hi	obs	obs_sem	stake
Risky first	0	-0.0053240945501008	-0.050086324801052795	0.04339358071777355	0.011795959213031306	0.029597452359253172	12.667230248654299
Risky first	1	-0.011668622792019523	-0.05409161431717824	0.038402321056014044	-0.008979291876240124	0.03521516769099482	23.082450358562475
Risky first	2	-0.013668752987638422	-0.05606677120609016	0.03804953560371527	0.016444006629765147	0.033777521973981664	42.217878391198916
Risky second	0	0.011624624331391331	-0.02891492801267237	0.0567497748700756	0.05994824724148031	0.03282724727628665	12.667230248654299
Risky second	1	0.017169477041215186	-0.02428755234151081	0.05649817821865588	0.061330860893001535	0.03509798859832722	23.082450358562475
Risky second	2	0.015087827794594777	-0.035281493777734374	0.05811129555490446	0.03700550076489926	0.03892267001359706	42.217878391198916
