order	stimulation_condition	median	lo	hi	observed
Risky first	ips	0.5300354720284586	0.5075375037002741	0.55073513881404	0.5337960636674839
Risky first	vertex	0.5306246665199359	0.5107663301970057	0.5545310558900044	0.5280256926944052
Risky second	ips	0.5875391566082275	0.5673824201848447	0.6064439511308538	0.6158696377748244
Risky second	vertex	0.5863630291391835	0.567152932008572	0.6073934276808327	0.563302162478083
