order	bin	channel	delta	lo	hi
Risky first	20%	bias_only	-0.01635912923720451	-0.0356066933560211	0.003659881423917626
Risky first	32%	bias_only	-0.010287353265719874	-0.02951348528490423	0.014403891374421034
Risky first	44%	bias_only	-0.004745392336445258	-0.02475013735268851	0.01988746497114723
Risky first	56%	bias_only	0.0029011597446032744	-0.018391829584250292	0.024287165172823078
Risky first	68%	bias_only	0.008206307379020844	-0.015150200710091646	0.03337459625429651
Risky first	80%	bias_only	0.018705378174811504	-0.005851733716633718	0.04813172397911687
Risky second	20%	bias_only	0.026508184305969955	0.0031493872170417834	0.05345134894370107
Risky second	32%	bias_only	0.030591542605702484	0.006950448304429913	0.05874468074222557
Risky second	44%	bias_only	0.024510837295250137	0.003068919026844248	0.04837121261508007
Risky second	56%	bias_only	0.027785443948233374	0.004322545719481809	0.05373319749071978
Risky second	68%	bias_only	0.022121144397632984	0.003283701501490853	0.04804547948462115
Risky second	80%	bias_only	0.027350311136798592	0.005491258063027616	0.05135396692562875
Risky first	20%	bias_risky_percept_only	-0.014648257022702997	-0.029627414071713012	0.0019844608618106853
Risky first	32%	bias_risky_percept_only	-0.011383063071618854	-0.028341505357540896	0.006276129644440921
Risky first	44%	bias_risky_percept_only	-0.006635918784793003	-0.026329853215110773	0.015505043106927557
Risky first	56%	bias_risky_percept_only	-0.00331218184983222	-0.027286637016699738	0.023236993128203917
Risky first	68%	bias_risky_percept_only	0.005442087434658297	-0.021389843919867566	0.0366370144007621
Risky first	80%	bias_risky_percept_only	0.015082133824084337	-0.013708438069607405	0.048459355597885286
Risky second	20%	bias_risky_percept_only	0.002459019624490204	-0.014453338873701786	0.02016432706252834
Risky second	32%	bias_risky_percept_only	0.0020012661915801873	-0.017935361265410628	0.021615098079530503
Risky second	44%	bias_risky_percept_only	0.0011573490380420172	-0.01912924286718712	0.020635333956170447
Risky second	56%	bias_risky_percept_only	0.00484977057313475	-0.019495667126415924	0.029030420994182397
Risky second	68%	bias_risky_percept_only	0.005701673836513233	-0.019547473190677758	0.03125280073105276
Risky second	80%	bias_risky_percept_only	0.014716073899386664	-0.013174883712341637	0.04067900597116632
Risky first	20%	bias_safe_percept_only	0.0002614308733759212	-0.01731029874444036	0.019563947124192488
Risky first	32%	bias_safe_percept_only	0.0024382572793238207	-0.016746273947829172	0.023013927886030967
Risky first	44%	bias_safe_percept_only	0.0025881160536492974	-0.018517530068634252	0.024939216920488425
Risky first	56%	bias_safe_percept_only	0.006160587150169665	-0.014126916668039793	0.027593904453873486
Risky first	68%	bias_safe_percept_only	0.002288340459626459	-0.01217052889658942	0.019489647221561778
Risky first	80%	bias_safe_percept_only	0.0030057487960576277	-0.008711576802133072	0.01853443396955968
Risky second	20%	bias_safe_percept_only	0.024566518013694773	0.0023341677284366927	0.05031707703818774
Risky second	32%	bias_safe_percept_only	0.02804372114754132	0.006472682898900765	0.053988455490992314
Risky second	44%	bias_safe_percept_only	0.021684405790231735	-0.0001226979844964051	0.044476386077043364
Risky second	56%	bias_safe_percept_only	0.02070966233275552	0.0013821575531384994	0.04173714909481266
Risky second	68%	bias_safe_percept_only	0.0144307829009244	-0.001422911606923346	0.032612118925323154
Risky second	80%	bias_safe_percept_only	0.01126617308457459	-0.0006851133901372667	0.02578232544866733
Risky first	20%	full	-0.011513431136047225	-0.03275644374857177	0.0100705781454524
Risky first	32%	full	-0.007466616940454338	-0.026818093256141387	0.01620909962805369
Risky first	44%	full	-0.0058948580055153636	-0.025101294499402023	0.01913745299642693
Risky first	56%	full	-0.002298183006274106	-0.02629759653384528	0.022043725976680296
Risky first	68%	full	0.0028747255986441562	-0.025144951373124124	0.029948368493359398
Risky first	80%	full	0.015074854778433098	-0.014440859003449038	0.04886278818031442
Risky second	20%	full	0.02887921453997742	0.0013789681025171004	0.05570084340103746
Risky second	32%	full	0.030723746990952833	0.006967484614163861	0.05839150016578256
Risky second	44%	full	0.023464331061009345	0.003200442694448644	0.04456851076034243
Risky second	56%	full	0.027027997655443982	0.005016153571881387	0.052825755475355014
Risky second	68%	full	0.02330300014920325	0.0017476464538467035	0.05152737134784045
Risky second	80%	full	0.030148992045340616	0.0031869537232914504	0.05849781087728534
Risky first	20%	noise_only	0.004645606230582243	-0.0026182595874387586	0.012282817932084206
Risky first	32%	noise_only	0.0021074807089462924	-0.0035846232351630356	0.008315563441111283
Risky first	44%	noise_only	-0.004193103512464443	-0.009862016918154115	0.001430909104733087
Risky first	56%	noise_only	-0.009476333580828453	-0.016738254292543164	-0.0019677428780499784
Risky first	68%	noise_only	-0.010909853628190004	-0.019026186566640534	-0.002645352701639019
Risky first	80%	noise_only	-0.008395820629974285	-0.01679343601100327	-0.00016432894064293915
Risky second	20%	noise_only	0.004372739183309518	-0.004681181148309388	0.012535170663398786
Risky second	32%	noise_only	0.0015468190696374244	-0.005126709322775386	0.0067929553723809636
Risky second	44%	noise_only	-0.0027704625855993676	-0.00819625765422135	0.0028738290486737357
Risky second	56%	noise_only	-0.004193906856898798	-0.012305836488989556	0.0029154059364964384
Risky second	68%	noise_only	-0.0041898614702742774	-0.012802697960485152	0.004794864420842036
Risky second	80%	noise_only	-0.002556544707064787	-0.011676584910678668	0.0064528468046921176
