term	spline	regressor	mean	lo	hi	p_gt0
memory_noise_sd	1	Intercept	-0.26085847056184214	-0.5292175829438572	-0.0643204214948349	0.0043
memory_noise_sd	2	Intercept	0.10104431754858258	0.013705781094422005	0.20984713210243983	0.9888
memory_noise_sd	3	Intercept	0.103052204432901	-0.1383722089674703	0.33605551945702844	0.8117
memory_noise_sd	4	Intercept	-0.03338516200969268	-0.40722581074162467	0.34428872008845157	0.4275
memory_noise_sd	5	Intercept	0.002184107016598432	-0.2692235760058742	0.29852557455372897	0.49135
perceptual_noise_sd	1	Intercept	1.1655843773924528	0.6235583836113335	1.8833762861796655	1.0
perceptual_noise_sd	1	stimulation_condition[T.vertex]	-0.2560235131157331	-0.5201337631215958	-0.058222557306583066	0.00485
perceptual_noise_sd	2	Intercept	1.7993379885286798	1.4030369551777808	2.2375611553622066	1.0
perceptual_noise_sd	2	stimulation_condition[T.vertex]	-0.1459467293158493	-0.3309994381914609	0.0082759397433359	0.03205
perceptual_noise_sd	3	Intercept	4.221673443689353	3.750976196199388	4.713525659610336	1.0
perceptual_noise_sd	3	stimulation_condition[T.vertex]	-0.2935039118572825	-0.5977545483397801	0.0023747439774416445	0.02565
perceptual_noise_sd	4	Intercept	4.45985442352665	3.7511528232686904	5.237562639547177	1.0
perceptual_noise_sd	4	stimulation_condition[T.vertex]	-0.292534274589458	-0.6731986747336265	0.08255140923774522	0.0635
perceptual_noise_sd	5	Intercept	5.558202150143198	4.913993964922381	6.217715319406841	1.0
perceptual_noise_sd	5	stimulation_condition[T.vertex]	-0.221733868543727	-0.6311681166606181	0.19629063781086678	0.13955
