parameter	level	mean	lo	hi	p_gt0
risky_prior_mu	group	36.148698289981674	36.12930706367503	36.168286330869115	1.0
risky_prior_mu	sub-01	36.148635665671016			
risky_prior_mu	sub-02	36.14865389402759			
risky_prior_mu	sub-03	36.14880855680228			
risky_prior_mu	sub-04	36.14848673983273			
risky_prior_mu	sub-05	36.148634315617706			
risky_prior_mu	sub-06	36.148347291750866			
risky_prior_mu	sub-07	36.148725741232866			
risky_prior_mu	sub-09	36.14817877421719			
risky_prior_mu	sub-10	36.148708378242226			
risky_prior_mu	sub-11	36.14868150120515			
risky_prior_mu	sub-18	36.14882864240186			
risky_prior_mu	sub-19	36.14799572143243			
risky_prior_mu	sub-21	36.148603400087424			
risky_prior_mu	sub-25	36.14882747508261			
risky_prior_mu	sub-26	36.148768701548605			
risky_prior_mu	sub-29	36.148501373692824			
risky_prior_mu	sub-30	36.14867605422166			
risky_prior_mu	sub-31	36.14866477413011			
risky_prior_mu	sub-34	36.14847157731725			
risky_prior_mu	sub-35	36.148543211554966			
risky_prior_mu	sub-36	36.14870699063599			
risky_prior_mu	sub-37	36.14874177241626			
risky_prior_mu	sub-45	36.14855205171369			
risky_prior_mu	sub-46	36.14854355159955			
risky_prior_mu	sub-47	36.14875518959068			
risky_prior_mu	sub-50	36.148073015338085			
risky_prior_mu	sub-53	36.14863852944652			
risky_prior_mu	sub-56	36.1486207188386			
risky_prior_mu	sub-59	36.148314688245094			
risky_prior_mu	sub-62	36.148755113704475			
risky_prior_mu	sub-63	36.1486381631773			
risky_prior_mu	sub-67	36.148299281007645			
risky_prior_mu	sub-69	36.14878829056337			
risky_prior_mu	sub-72	36.148668345945715			
risky_prior_mu	sub-74	36.14842511767058			
risky_prior_sd	group	22.083807255929646	22.06427778769107	22.103174563197186	1.0
risky_prior_sd	sub-01	22.083734932229532			
risky_prior_sd	sub-02	22.08385660405467			
risky_prior_sd	sub-03	22.083772487591485			
risky_prior_sd	sub-04	22.083662726271605			
risky_prior_sd	sub-05	22.08370705565186			
risky_prior_sd	sub-06	22.08369924881815			
risky_prior_sd	sub-07	22.083654667199973			
risky_prior_sd	sub-09	22.08370515429016			
risky_prior_sd	sub-10	22.08358260940119			
risky_prior_sd	sub-11	22.083774665439716			
risky_prior_sd	sub-18	22.083803326421183			
risky_prior_sd	sub-19	22.08365665820716			
risky_prior_sd	sub-21	22.08376579199274			
risky_prior_sd	sub-25	22.083770867459155			
risky_prior_sd	sub-26	22.083665271784955			
risky_prior_sd	sub-29	22.083588787951996			
risky_prior_sd	sub-30	22.08371991359104			
risky_prior_sd	sub-31	22.08375801859271			
risky_prior_sd	sub-34	22.083748140432178			
risky_prior_sd	sub-35	22.083941251566078			
risky_prior_sd	sub-36	22.083741409333218			
risky_prior_sd	sub-37	22.083903538741602			
risky_prior_sd	sub-45	22.083806651103092			
risky_prior_sd	sub-46	22.083862013735093			
risky_prior_sd	sub-47	22.083772059544355			
risky_prior_sd	sub-50	22.08357292513055			
risky_prior_sd	sub-53	22.083758772893795			
risky_prior_sd	sub-56	22.083910578606115			
risky_prior_sd	sub-59	22.083584169220405			
risky_prior_sd	sub-62	22.083809984316478			
risky_prior_sd	sub-63	22.083818672635342			
risky_prior_sd	sub-67	22.083548196928238			
risky_prior_sd	sub-69	22.083740393250366			
risky_prior_sd	sub-72	22.083723163721913			
risky_prior_sd	sub-74	22.08378704082651			
safe_prior_mu	group	15.826189248892069	15.806695549360473	15.845604152002045	1.0
safe_prior_mu	sub-01	15.826491682426791			
safe_prior_mu	sub-02	15.826227260140564			
safe_prior_mu	sub-03	15.826174980921909			
safe_prior_mu	sub-04	15.826533713078764			
safe_prior_mu	sub-05	15.826107109890689			
safe_prior_mu	sub-06	15.826183481055084			
safe_prior_mu	sub-07	15.825919319847948			
safe_prior_mu	sub-09	15.827437075834672			
safe_prior_mu	sub-10	15.825955177327577			
safe_prior_mu	sub-11	15.82600670974463			
safe_prior_mu	sub-18	15.825383123353976			
safe_prior_mu	sub-19	15.82707913504964			
safe_prior_mu	sub-21	15.826390534904174			
safe_prior_mu	sub-25	15.825402174450272			
safe_prior_mu	sub-26	15.825662233456791			
safe_prior_mu	sub-29	15.826619113749778			
safe_prior_mu	sub-30	15.826069839727506			
safe_prior_mu	sub-31	15.82613074003376			
safe_prior_mu	sub-34	15.826545673435977			
safe_prior_mu	sub-35	15.827566923169634			
safe_prior_mu	sub-36	15.826320675526464			
safe_prior_mu	sub-37	15.826009837995638			
safe_prior_mu	sub-45	15.826792200423297			
safe_prior_mu	sub-46	15.826239411346775			
safe_prior_mu	sub-47	15.825728624318407			
safe_prior_mu	sub-50	15.82685173287008			
safe_prior_mu	sub-53	15.82632174605556			
safe_prior_mu	sub-56	15.826233005591645			
safe_prior_mu	sub-59	15.827105376396329			
safe_prior_mu	sub-62	15.825880828104838			
safe_prior_mu	sub-63	15.826251202661899			
safe_prior_mu	sub-67	15.82678222961573			
safe_prior_mu	sub-69	15.825858382941412			
safe_prior_mu	sub-72	15.826162931759571			
safe_prior_mu	sub-74	15.826929692303422			
safe_prior_sd	group	7.508264233999006	7.4882978183761315	7.527812753108518	1.0
safe_prior_sd	sub-01	7.508514048179152			
safe_prior_sd	sub-02	7.50870321464738			
safe_prior_sd	sub-03	7.508172004558069			
safe_prior_sd	sub-04	7.508704319139401			
safe_prior_sd	sub-05	7.5082801013433915			
safe_prior_sd	sub-06	7.508650800942881			
