parameter	level	mean	lo	hi	p_gt0
safe_prior_sd	sub-07	7.50861229460022			
safe_prior_sd	sub-09	7.509571310052385			
safe_prior_sd	sub-10	7.508559054045561			
safe_prior_sd	sub-11	7.508438524414468			
safe_prior_sd	sub-18	7.508153273448976			
safe_prior_sd	sub-19	7.50943210660241			
safe_prior_sd	sub-21	7.509021352649293			
safe_prior_sd	sub-25	7.5081819937812035			
safe_prior_sd	sub-26	7.508270126828441			
safe_prior_sd	sub-29	7.509012926042454			
safe_prior_sd	sub-30	7.508365539724292			
safe_prior_sd	sub-31	7.508272460816278			
safe_prior_sd	sub-34	7.508895720554741			
safe_prior_sd	sub-35	7.507858910310255			
safe_prior_sd	sub-36	7.508254409995128			
safe_prior_sd	sub-37	7.508613800154363			
safe_prior_sd	sub-45	7.508797248873679			
safe_prior_sd	sub-46	7.508341554401229			
safe_prior_sd	sub-47	7.508383641127919			
safe_prior_sd	sub-50	7.509150805917005			
safe_prior_sd	sub-53	7.50846828417638			
safe_prior_sd	sub-56	7.508453199195078			
safe_prior_sd	sub-59	7.5089367094507455			
safe_prior_sd	sub-62	7.508315881578758			
safe_prior_sd	sub-63	7.508488694353649			
safe_prior_sd	sub-67	7.508977263483392			
safe_prior_sd	sub-69	7.5083299845803095			
safe_prior_sd	sub-72	7.508462879840413			
safe_prior_sd	sub-74	7.508757288496128			
