order	stake_bin	median	lo	hi	obs	obs_sem	stake
Risky first	0	-0.006239226152981114	-0.046212934934739436	0.04127552775496168	0.011795959213031306	0.029597452359253172	12.667230248654299
Risky first	1	-0.0034602868260541486	-0.043661451821557895	0.039804055593529286	-0.008979291876240124	0.03521516769099482	23.082450358562475
Risky first	2	0.028049111191526116	-0.01363180678970144	0.08734309034618631	0.016444006629765147	0.033777521973981664	42.217878391198916
Risky second	0	0.011683537848951375	-0.04327300936323508	0.049147869674185385	0.05994824724148031	0.03282724727628665	12.667230248654299
Risky second	1	0.005844845115079489	-0.03650726000128923	0.05884247798002773	0.061330860893001535	0.03509798859832722	23.082450358562475
Risky second	2	0.01589834977053023	-0.03055994965769404	0.07487159457084269	0.03700550076489926	0.03892267001359706	42.217878391198916
