curve	payoff	median	lo	hi
memory	7.0	1.0563869510063932	0.945996126411503	1.2128427157327855
memory	7.515760138376831	1.0460883030670258	0.9397918502756308	1.1966606872825387
memory	8.069521493944878	1.0358298305440927	0.933766026105759	1.180639501103012
memory	8.664083997137995	1.0255779164285705	0.9277307166903838	1.165222523020214
memory	9.302453877319765	1.0155725027499038	0.9215834575283322	1.1494629316992588
memory	9.987858862892699	1.0055602939343802	0.9150923857484556	1.1335398275334603
memory	10.723764501351814	0.9956239198616978	0.9088459364796203	1.1182347366050502
memory	11.513891681800072	0.9857692384719523	0.9028177561989879	1.1030906574433714
memory	12.36223544852308	0.9759911324934616	0.896549620714625	1.0884638258841133
memory	13.2730852007484	0.9662486232749753	0.8904136956700159	1.0741906559686365
memory	14.251046380723466	0.9565934078872784	0.8841556722359267	1.0600203075353347
memory	15.30106375977155	0.9470970219076672	0.8777100942255535	1.0460578754035559
memory	16.42844644006477	0.937596133225129	0.8712812292619356	1.0322324495427855
memory	17.638894698528226	0.9283930137082563	0.864891240969973	1.0188223595835868
memory	18.93852880860355	0.9190814983868241	0.8585162133302336	1.0052466765411279
memory	20.33391998560055	0.9097593303699053	0.8522177427455708	0.9923213246480269
memory	21.832123612102944	0.9004737838412469	0.8458169808563267	0.9793920604619004
memory	23.4407149114227	0.8914280508732069	0.8390828955919503	0.9667367420147007
memory	25.167827249475163	0.8823990435413362	0.8322163060607168	0.9545279397132126
memory	27.02219325873709	0.8734407475579213	0.8253851293984346	0.942719114944267
memory	29.013188992218765	0.8645894189685746	0.8185178500826256	0.9313717332535177
memory	31.15088133070163	0.8557560726081852	0.8111573810736157	0.9201528572646414
memory	33.44607888294205	0.8471033060806499	0.8038442364560315	0.9098421566263183
memory	35.91038663620328	0.8383136431672801	0.7960748090017883	0.8998798469600222
memory	38.55626463343955	0.8297448115126389	0.7884311013289136	0.8898854026894469
memory	41.39709097381619	0.8212117246425117	0.780415428768131	0.8801578148314212
memory	44.44722945510958	0.812813558224242	0.7720713470102462	0.8706789414078602
memory	47.722102200000165	0.8045634350907993	0.7635942935689218	0.8622229706418358
memory	51.23826763347237	0.7962165386178741	0.7548164196570191	0.8539566200685662
memory	55.01350420559077	0.7881208026761396	0.7459806682919008	0.8457749761690312
memory	59.066900282972185	0.7799804585955308	0.7371343677066267	0.8383725158304993
memory	63.41895066346308	0.7719881842949816	0.7278449948079205	0.8314187180165712
memory	68.09166020202039	0.7639638109098983	0.7187009287018744	0.8245128433741266
memory	73.10865507174928	0.756205283553212	0.7094416415558075	0.8178927915997025
memory	78.49530222265635	0.7483689396811868	0.7000660948789322	0.812003295531547
memory	84.27883764212612	0.7405724574856414	0.6904658666820476	0.8059526872493998
memory	90.48850406563214	0.7329741020150214	0.6811338997698694	0.8002839212444938
memory	97.15569883397542	0.7255137415364161	0.6714172522426234	0.7943731861221494
memory	104.31413264464813	0.7179905250873395	0.662077800220881	0.7889422244479363
memory	112.0	0.7107228170772684	0.652268621476585	0.7835709135125914
perceptual	7.0	0.13348484648545886	0.11627289771300088	0.15193218388772725
perceptual	7.515760138376831	0.1353644217454249	0.11858142554754277	0.15341594912823883
perceptual	8.069521493944878	0.13727633964312114	0.1209127321560128	0.1548469095545631
perceptual	8.664083997137995	0.13922830825025345	0.12326521584466126	0.15633871020245094
perceptual	9.302453877319765	0.14121621162874098	0.1257191247309099	0.1579364183496687
perceptual	9.987858862892699	0.14326918100046832	0.12816792709190766	0.15955793311893943
perceptual	10.723764501351814	0.14531539754599962	0.13071358176126463	0.16123655958864871
perceptual	11.513891681800072	0.1474293479192857	0.13334254874879992	0.16299025152950988
perceptual	12.36223544852308	0.14954350715823578	0.13591641482913053	0.16471718833268367
perceptual	13.2730852007484	0.15173753192020328	0.1385055030357863	0.16659238853622915
perceptual	14.251046380723466	0.15398307547893125	0.1411190033094868	0.16858449854215005
perceptual	15.30106375977155	0.15628442211629578	0.14373760399595856	0.17062637589284876
perceptual	16.42844644006477	0.15862491820025026	0.14638386177465265	0.17270889657048802
perceptual	17.638894698528226	0.16103959398681805	0.14894918836932033	0.17492447348464274
perceptual	18.93852880860355	0.16345085887788152	0.1514793227094421	0.17720402485186568
perceptual	20.33391998560055	0.1659449989485188	0.1539908667299721	0.17955295945837035
perceptual	21.832123612102944	0.16849204906568968	0.15656583837660903	0.18214252788648094
perceptual	23.4407149114227	0.17108394539029664	0.15905236520509913	0.18473508648296538
perceptual	25.167827249475163	0.17372825425129512	0.16147481257031615	0.18762664580341734
perceptual	27.02219325873709	0.176420845489916	0.16384091734046924	0.19052394022550465
perceptual	29.013188992218765	0.17915672487372503	0.1662286839737723	0.19359170294759295
perceptual	31.15088133070163	0.1819346002663186	0.16861859640157184	0.19678099822634063
perceptual	33.44607888294205	0.18477882237520804	0.17087657459934935	0.2001496771312849
perceptual	35.91038663620328	0.18766566827615455	0.17306784277309423	0.20370035572983886
perceptual	38.55626463343955	0.19061465740687347	0.17535251078375674	0.20744164978723315
perceptual	41.39709097381619	0.19361364782949395	0.17761320325356544	0.21132086001340106
perceptual	44.44722945510958	0.19669261539762833	0.1797966073250082	0.21534318972851155
perceptual	47.722102200000165	0.19981520807230535	0.1820810728007488	0.21959851978416456
perceptual	51.23826763347237	0.203003772657794	0.18432223139592474	0.2239314327786827
perceptual	55.01350420559077	0.20620301781836448	0.1865969281158647	0.22843723889208284
perceptual	59.066900282972185	0.20950426049650206	0.18887880095321533	0.23296907333631786
perceptual	63.41895066346308	0.2127971463693735	0.19110460489226677	0.2377449932925414
perceptual	68.09166020202039	0.21618014926674678	0.1932997736358485	0.24258616035203104
perceptual	73.10865507174928	0.21958992405903927	0.19558304514745287	0.24772341541016102
perceptual	78.49530222265635	0.2230774952438011	0.1977907652111209	0.2529860907150446
perceptual	84.27883764212612	0.2266586382432155	0.20012410160043909	0.2584047812754817
perceptual	90.48850406563214	0.23027496853226448	0.20235637229593637	0.26393816416002847
perceptual	97.15569883397542	0.23398176766596557	0.2047238137603623	0.26966804511375964
perceptual	104.31413264464813	0.23773318688956413	0.20710745554705182	0.2754090803364539
perceptual	112.0	0.24156254367521646	0.20943458491679065	0.2813238758734098
n1 (first)	7.0	0.23844143107359655	0.20754591907970876	0.2751224787312862
n1 (first)	7.515760138376831	0.23825180286594033	0.20788036238188753	0.27402734234316983
n1 (first)	8.069521493944878	0.2381059502885252	0.20809933571184946	0.27295342024163227
n1 (first)	8.664083997137995	0.23796853537650273	0.2083767676928558	0.27189559902441063
n1 (first)	9.302453877319765	0.2378954110424079	0.20875812646749686	0.27107759756024774
n1 (first)	9.987858862892699	0.2377768470628698	0.20904237507113974	0.270207343532303
n1 (first)	10.723764501351814	0.23772785415292644	0.2093516105328698	0.2695633080104036
n1 (first)	11.513891681800072	0.23765990794788605	0.2096678014949837	0.26879711404316986
n1 (first)	12.36223544852308	0.23762437353611873	0.2099150202967489	0.2683034838048811
n1 (first)	13.2730852007484	0.23761079963907544	0.21029976434818662	0.26777068957996114
n1 (first)	14.251046380723466	0.2376469018790796	0.21054326618392397	0.2673511742047357
n1 (first)	15.30106375977155	0.237748133697961	0.2108299891270173	0.26715549190468907
n1 (first)	16.42844644006477	0.23786596385666528	0.21093934964522834	0.2668198101813208
n1 (first)	17.638894698528226	0.23794956490100896	0.211198167473973	0.2667183279227453
n1 (first)	18.93852880860355	0.23813943115000774	0.21129631620322023	0.2666082626987906
n1 (first)	20.33391998560055	0.23833738938876736	0.21150701467541722	0.2667347002502748
n1 (first)	21.832123612102944	0.2385869275908267	0.21160323720758517	0.26705564618184713
n1 (first)	23.4407149114227	0.23884765472575215	0.21180168371120242	0.2671541489700205
n1 (first)	25.167827249475163	0.23906853891587543	0.21205569810931682	0.2675882224882467
n1 (first)	27.02219325873709	0.2393688937421347	0.21228126340161835	0.2680455663926324
n1 (first)	29.013188992218765	0.23966523518626556	0.21246147047211714	0.26867206875391325
n1 (first)	31.15088133070163	0.24004097494008375	0.21255966888585395	0.2693342274885513
n1 (first)	33.44607888294205	0.2403982183957353	0.212770417935791	0.27025760628373835
n1 (first)	35.91038663620328	0.2408168952011633	0.21292491930346538	0.2710347618388147
n1 (first)	38.55626463343955	0.2412469380138288	0.21311378501336584	0.2720953446766474
n1 (first)	41.39709097381619	0.24167964227172867	0.21325962257353562	0.27314331860729285
n1 (first)	44.44722945510958	0.24215411279071597	0.21332987672320694	0.2743374421593202
n1 (first)	47.722102200000165	0.24267211367247682	0.2132386961117325	0.2755042395645567
n1 (first)	51.23826763347237	0.2432037099335515	0.2133261651396957	0.2767738814155199
n1 (first)	55.01350420559077	0.24379128503794828	0.2134791112434484	0.27826030990960837
n1 (first)	59.066900282972185	0.24438885274656502	0.21351014295630028	0.27975354715036815
n1 (first)	63.41895066346308	0.24506509739436966	0.21341738790627943	0.2814115314809006
n1 (first)	68.09166020202039	0.24571888463210362	0.2134939911343542	0.2830178583777753
n1 (first)	73.10865507174928	0.2464004950000766	0.21361452144296927	0.2847256491852144
n1 (first)	78.49530222265635	0.2471319056295685	0.21363202379463464	0.2867952864855244
n1 (first)	84.27883764212612	0.24791945416201133	0.21363581277713609	0.2887055960640986
n1 (first)	90.48850406563214	0.24868728727529005	0.21381397907775404	0.29071169935667174
n1 (first)	97.15569883397542	0.249503279791761	0.21375965656508025	0.2927889338552057
n1 (first)	104.31413264464813	0.25033331932326086	0.2138967654326377	0.2949039881539913
n1 (first)	112.0	0.25124698084588454	0.21401347637209628	0.2970505589286227
n2 (second)	7.0	0.13348484648545886	0.11627289771300088	0.15193218388772725
n2 (second)	7.515760138376831	0.1353644217454249	0.11858142554754277	0.15341594912823883
n2 (second)	8.069521493944878	0.13727633964312114	0.1209127321560128	0.1548469095545631
n2 (second)	8.664083997137995	0.13922830825025345	0.12326521584466126	0.15633871020245094
n2 (second)	9.302453877319765	0.14121621162874098	0.1257191247309099	0.1579364183496687
n2 (second)	9.987858862892699	0.14326918100046832	0.12816792709190766	0.15955793311893943
n2 (second)	10.723764501351814	0.14531539754599962	0.13071358176126463	0.16123655958864871
n2 (second)	11.513891681800072	0.1474293479192857	0.13334254874879992	0.16299025152950988
n2 (second)	12.36223544852308	0.14954350715823578	0.13591641482913053	0.16471718833268367
n2 (second)	13.2730852007484	0.15173753192020328	0.1385055030357863	0.16659238853622915
n2 (second)	14.251046380723466	0.15398307547893125	0.1411190033094868	0.16858449854215005
n2 (second)	15.30106375977155	0.15628442211629578	0.14373760399595856	0.17062637589284876
n2 (second)	16.42844644006477	0.15862491820025026	0.14638386177465265	0.17270889657048802
n2 (second)	17.638894698528226	0.16103959398681805	0.14894918836932033	0.17492447348464274
n2 (second)	18.93852880860355	0.16345085887788152	0.1514793227094421	0.17720402485186568
