order	stake_bin	median	lo	hi	obs	obs_sem	stake
Risky first	0	0.026237895477170092	-0.02511733194075078	0.070973715004343	0.011795959213031306	0.029597452359253172	12.667230248654299
Risky first	1	0.022261028813439276	-0.024401986791526817	0.06863204452434886	-0.008979291876240124	0.03521516769099482	23.082450358562475
Risky first	2	0.028704917373648053	-0.01659263019402343	0.07444037790554817	0.016444006629765147	0.033777521973981664	42.217878391198916
Risky second	0	0.0299891503650902	-0.020813543599257876	0.07794245082402974	0.05994824724148031	0.03282724727628665	12.667230248654299
Risky second	1	0.029927294681827976	-0.01391609067869573	0.07991700507954372	0.061330860893001535	0.03509798859832722	23.082450358562475
Risky second	2	0.029756317199926274	-0.018430537924898856	0.0798955559895409	0.03700550076489926	0.03892267001359706	42.217878391198916
