order	stake_bin	median	lo	hi	obs	obs_sem	stake
Risky first	0	-0.00033868730905439737	-0.0477153732306318	0.042061271079404605	0.011795959213031306	0.029597452359253172	12.667230248654299
Risky first	1	-0.007896619572869024	-0.055422239071067025	0.0327710350487882	-0.008979291876240124	0.03521516769099482	23.082450358562475
Risky first	2	0.012410080459615974	-0.04408606185695968	0.062082300224715115	0.016444006629765147	0.033777521973981664	42.217878391198916
Risky second	0	0.011918486692922836	-0.036045308075383364	0.06140329177923154	0.05994824724148031	0.03282724727628665	12.667230248654299
Risky second	1	0.02233205882033834	-0.029060396088259832	0.06266100698652666	0.061330860893001535	0.03509798859832722	23.082450358562475
Risky second	2	0.032314010133559	-0.009671473054931656	0.0856146860658138	0.03700550076489926	0.03892267001359706	42.217878391198916
