slope_vertex	slope_ips	rnp_vertex	rnp_ips	source	sim
2.3994880140805095	2.0710430587335398	0.5248279156830484	0.5862133784343602	Real data	-1
2.635716773170177	2.446726964330748	0.5312659530762058	0.5974676038794032	Real data	-1
2.4878031388992246	1.9967852119250826	0.5115467627673198	0.5747228770442221	Real data	-1
2.4212749496852974	2.285385362122178	0.5268899894554334	0.5667908197251212	Real data	-1
2.7096085077367134	2.140052679762395	0.5226101050987948	0.5639394471906145	Real data	-1
2.7135876859130166	2.4848317031897755	0.5081570854399438	0.5600539167224257	Real data	-1
2.737974461591078	2.4590493174782777	0.5190369555778569	0.5359252024660974	Real data	-1
2.7856947469690643	2.616769234589061	0.5084145506871162	0.5004679138901443	Real data	-1
2.550945231687676	2.3091158348408727	0.5200383922720907	0.6118250768269953	Real data	-1
2.4078799332089433	2.414571036368339	0.5058485963088151	0.5904384366478451	Real data	-1
2.5853180262414193	2.3166237653263666	0.5472729422076176	0.593788659965513	Real data	-1
2.4444353944628996	2.1746424776240407	0.4812972433801769	0.5153420379539436	Real data	-1
2.5027120841071904	2.217330041942948	0.48375776066969256	0.5379357919147674	Real data	-1
2.628978406960624	2.1469602457997943	0.5079020056872149	0.5661118923210474	Real data	-1
2.570189815066622	2.3933546779475843	0.5487226358516576	0.6375820749740551	Real data	-1
2.321557747478281	2.1241850205290485	0.5107989737865433	0.5358743448947507	Real data	-1
2.5118567417934554	1.8703741757416115	0.48264208029457	0.5173877499371328	Real data	-1
2.329201574818478	1.9402145882211017	0.5210103924314281	0.5808497489694371	Real data	-1
2.317717226210204	1.9623300099635337	0.5231008616034701	0.5767579529395779	Real data	-1
2.58447354827368	2.5978184728545775	0.5183000156794141	0.5926526570779379	Real data	-1
2.590666701103701	2.5886296880902058	0.519328241249629	0.5993263069820115	Real data	-1
2.3730184224216972	2.072691519580208	0.48302814674572303	0.5060874152381665	Real data	-1
2.3161597781885117	1.968428577226685	0.4811186188702589	0.5233790535163387	Real data	-1
2.374741473948296	2.232599058174615	0.4769190624850721	0.5327198030702143	Real data	-1
2.5174232161076624	2.4239780108506093	0.5310989057145851	0.5770428166194738	Real data	-1
2.46845597524903	2.42507023503313	0.4822175262943067	0.5591551970412648	Real data	-1
2.3105554081446513	2.164459592979705	0.4864122207685186	0.5180095630990842	Real data	-1
2.3121943861907304	2.2861082605533665	0.49748562609652197	0.5796421372823225	Real data	-1
2.3180326518072882	2.147162264245853	0.520690297221872	0.575226351721531	Real data	-1
2.358439290476941	2.2844437898198393	0.5372081609213815	0.5946718337576445	Real data	-1
2.29909594884429	2.2232704298201997	0.5196279620959942	0.5688413338684611	Real data	-1
2.4883242697377552	2.1081440132667897	0.5162053732822822	0.5574705863333812	Real data	-1
2.5185732627310005	2.093151525371943	0.5032148295960286	0.5315089317427856	Real data	-1
2.800391103010209	2.465427702680962	0.5499465421333034	0.5885890207760107	Real data	-1
2.625697532716411	2.5728311570853375	0.5347865068997797	0.5717663532640944	Real data	-1
2.644533832047571	2.3059860369418197	0.5587281933265924	0.5953544407358765	Real data	-1
2.4452137483909273	2.0418606635415046	0.48879832761846653	0.5604280756544244	Real data	-1
2.569303220355337	2.051311371927155	0.5107551438729728	0.5683062090702474	Real data	-1
2.209766074915626	2.0784588555720616	0.5029914850407241	0.5441803728642653	Real data	-1
2.2634411206069824	2.081709713292177	0.5093187319200486	0.5544140354723451	Real data	-1
2.5871544723289874	2.356342523265057	0.5676654328300634	0.6424173359929232	Real data	-1
2.6495161891967545	2.487657978458199	0.5314930184542924	0.602584063355573	Real data	-1
2.357859299028115	2.0232616710641027	0.5076004306471629	0.5438761326344612	Real data	-1
2.226523871729577	2.00471521260483	0.5114469976584501	0.56962961387437	Real data	-1
2.5307001190413003	2.263516717911049	0.5332167612690508	0.5683974127205073	Real data	-1
2.255435133506894	1.9325837385058215	0.46470410991813677	0.5147336406092301	Real data	-1
