term	stimulation	payoff	nu	lo	hi	sim_lo	sim_hi
perceptual	ips	7.0	1.503654936608636	1.0448759527636462	2.1646136180846693		
perceptual	ips	7.882352941176471	1.6017676721207277	1.1607610748112196	2.206219445383208		
perceptual	ips	8.764705882352942	1.6959346383677618	1.2701780269631902	2.2591401172542107		
perceptual	ips	9.647058823529411	1.7857852182132978	1.3735911288226061	2.3139466270792264		
perceptual	ips	10.529411764705882	1.8711355573422255	1.4689272644243214	2.3701884774583157		
perceptual	ips	11.411764705882353	1.9519548427504743	1.5568764983336048	2.4288643244104904		
perceptual	ips	12.294117647058822	2.028335409479928	1.639799672798148	2.488246890655592		
perceptual	ips	13.176470588235293	2.100467554661278	1.71766197374969	2.5487010280275584		
perceptual	ips	14.058823529411764	2.168618983679509	1.7873987389656185	2.609683831089877		
perceptual	ips	14.941176470588236	2.2331183777142107	1.8539907410975967	2.668297336112984		
perceptual	ips	15.823529411764707	2.294342433445327	1.9153934185466106	2.72497403707865		
perceptual	ips	16.705882352941174	2.352705737608003	1.974414036711358	2.7827444123106058		
perceptual	ips	17.588235294117645	2.408652915242	2.0296093241085256	2.8378201601699624		
perceptual	ips	18.470588235294116	2.4626525850365115	2.083081689025801	2.892778861997275		
perceptual	ips	19.352941176470587	2.5151927460397334	2.1339332211514725	2.9461432505333445		
perceptual	ips	20.235294117647058	2.5667756171100136	2.1829208332297565	2.9991044806476213		
perceptual	ips	21.11764705882353	2.6177425025164345	2.2323946336934295	3.051108446169495		
perceptual	ips	22.0	2.668118579519549	2.280834930609424	3.1024729639588977		
perceptual	ips	22.88235294117647	2.71789589065839	2.3296771101570553	3.155302503904335		
perceptual	ips	23.764705882352942	2.767068008817554	2.3766616611103686	3.2054651965909406		
perceptual	ips	24.647058823529413	2.815629918375647	2.423505383848372	3.2560966966090565		
perceptual	ips	25.52941176470588	2.8635779047732597	2.468358344998427	3.305633182748611		
perceptual	ips	26.41176470588235	2.9109094521177243	2.5134162209693938	3.353639505445531		
perceptual	ips	27.294117647058822	2.9576231484090614	2.5578080026168695	3.4008068960828948		
perceptual	ips	28.176470588235293	3.003718597954831	2.601614195496437	3.449954928575528		
perceptual	ips	29.058823529411764	3.0491963405341926	2.643708862250387	3.498065830833339		
perceptual	ips	29.941176470588236	3.0940577768752706	2.685509028096863	3.546174968248637		
perceptual	ips	30.823529411764707	3.138305100016276	2.7265031342876287	3.5932280787319937		
perceptual	ips	31.705882352941174	3.1819412321369467	2.7675347822748426	3.6387964322363326		
perceptual	ips	32.588235294117645	3.2249697664611543	2.808767634229352	3.68432906629175		
perceptual	ips	33.470588235294116	3.267394913853009	2.847996107349792	3.7298753582045303		
perceptual	ips	34.35294117647059	3.309221453747322	2.8871047757820225	3.774259536861535		
