label	elpd_loo	se	p_loo	elpd_diff_ref	dse_ref	z_ref	elpd_diff_best	dse_best	weight	max_rhat	min_ess	divergences	n_group_par	dir	bauer_commit	converged
lfx2-cr3-sm-tp-b	-4171.091942607347	46.44679578002536	250.0612230156089	-22.113938707970505	9.91323626448546	-2.2307486796410285	-22.529769287319816	9.363852295395146	4.899093469478672e-07	1.74	6.0	303	12	cogmodels.lfxgrid	7f0d1a6	False
lfx2-bs3-fm-dp-b	-4171.428230188715	46.867353264772824	300.86521107310955	-22.45022628933922	6.651010350169723	-3.375461036347106	-22.866056868688535	5.932813053723312	5.881505085701951e-08	2.23	5.0	9	16	cogmodels.lfxgrid	7f0d1a6	False
lfx2-gw-m2-dp-bm-p2	-4172.261680794224	46.616420445803186	219.4800053004319	-23.283676894846714	9.319307219860985	-2.498434309068098	-23.699507474196025	10.315385295580025	3.7571173983329733e-07	1.53	7.0	14	10	cogmodels.lfxgrid	dd6feab	False
lfx2-bs3-m2-dp-b	-4173.271120491947	46.744789259767	276.9295983655038	-24.293116592570485	7.029498880558982	-3.455881707265982	-24.708947171919796	6.50145620280223	5.5772337680584365e-08	2.4	5.0	2	13	cogmodels.lfxgrid	dd6feab	False
lfx2-bs3-m3-dp-bm-hn	-4173.699253230917	46.85654320959192	287.61514507500806	-24.721249331541046	6.858585863332859	-3.6044236850201083	-25.137079910890357	7.684040543284067	5.5728423434991686e-08	1.74	6.0	0	14	cogmodels.lfxgrid	978b528	False
logflex2	-4175.418229501383	46.82800474527424	312.3479616896652	-26.44022560200692	7.235937982039459	-3.6540149553015797	-26.856056181356234	7.743125654018426	6.298497821459288e-08	2.41	5.0	5	16	cogmodels.logflex	1b73278	False
lfx2-bs3-m3-dp-bm	-4175.586455453176	46.82017878336264	291.2726748183368	-26.608451553798886	9.041689834080492	-2.9428626774504782	-27.0242821331482	9.336931040926952	9.561579327974799e-08	2.37	5.0	6	14	cogmodels.lfxgrid	dd6feab	False
lfx2-bs3-m3-dp-bm-fs	-4176.1321936725735	46.77300993283627	284.4787219759605	-27.154189773197757	9.03598836312946	-3.0051156201127918	-27.570020352547076	9.481032176372507	4.022871384756867e-07	1.82	6.0	0	12	cogmodels.lfxgrid	6d60f49	False
lfx2-bs2-fm-tp-b	-4177.792204410935	46.80399920885612	306.50893673648216	-28.814200511557583	7.020027080160969	-4.104571133776434	-29.2300310909069	5.3930411586454134	4.118436861472599e-08	2.41	5.0	4	16	cogmodels.lfxgrid	7f0d1a6	False
lfx2-bs2-fm-dp-b	-4178.620647802452	46.78274095458715	307.3837278418382	-29.642643903076234	6.994116415927946	-4.23822569432359	-30.058474482425545	5.369612601664546	3.830999925251608e-08	2.41	5.0	5	16	cogmodels.lfxgrid	7f0d1a6	False
flexible2.3_noisefix.head	-4180.922228042321	47.42595514014879	204.28840920186758	-31.944224142945455	13.484784029577488	-2.3689088436922	-32.36005472229476	13.710022418392983	2.2615022133108e-06	1.0	4219.0	162	12	cogmodels.ladder	e05f73a	True
flexible1_noisefix_prior.head	-4182.555344190372	46.97852385054462	185.18344302650712	-33.57734029099517	14.75275670843355	-2.276004475272094	-33.993170870344485	14.614906713733113	0.00021897194925854207	1.0	3234.0	0	16	cogmodels.noisefix	e05f73a	True
lfx2-bs3-m2-dp-b-p2-i-fp	-4183.218969717841	47.02803006402847	219.47543895971558	-34.240965818464254	12.854902938473952	-2.6636502805465065	-34.656796397813565	13.0927721469677	1.1456854270799757e-06	1.31	10.0	0	9	cogmodels.lfxgrid	34e64a6	False
flexible1_noisefix.head	-4184.606097170723	48.4787064089963	254.18245679117763	-35.62809327134637	14.425644536778924	-2.469774794499526	-36.04392385069569	14.971376098271989	7.163378718342074e-08	1.0	3696.0	10	16	cogmodels.overnight	e05f73a	True
lfx2-cr3-m3-dp-bm	-4185.097247474053	46.5957516128524	278.3015159039319	-36.1192435746755	10.105176954646177	-3.574330636344624	-36.53507415402482	10.36935094507143	5.550567628372946e-08	2.14	5.0	33	14	cogmodels.lfxgrid	dd6feab	False
lfx2-cr3-fm-dp-b	-4185.732960081645	46.53247903856021	268.2935862638419	-36.7549561822678	10.466196393877704	-3.5117778034213023	-37.17078676161711	10.070924457548365	6.412316990413018e-08	2.08	5.0	32	16	cogmodels.lfxgrid	7f0d1a6	False
lfx2-bs3-m2-dp-m-p2-i	-4185.896426617561	46.56728669039336	205.8371689654332	-36.91842271818413	10.169739253173695	-3.6302231354322	-37.33425329753345	11.699404184266388	7.975006351918112e-08	1.01	607.0	0	10	cogmodels.lfxgrid	dd6feab	True
lfx2-cr3-fm-tp-b	-4189.606075492079	46.525150943018936	290.7617603915569	-40.62807159270221	9.448324389362485	-4.3000292875680515	-41.043902172051524	9.0380747154649	2.3651210827944933e-08	2.48	5.0	9	16	cogmodels.lfxgrid	7f0d1a6	False
lfx2-pl-m2-dp-bm-p2-i	-4190.864667377429	46.629398382240076	205.47324721200175	-41.88666347805366	11.278125510400141	-3.7139738726464615	-42.302494057402974	12.417235345581478	8.907381432835954e-08	1.53	7.0	16	10	cogmodels.lfxgrid	dd6feab	False
lfx2-bs3-m2-dp-m-p2-i-fp	-4191.147156611853	46.64907735177745	217.71148715220033	-42.16915271247577	11.732839444871935	-3.5941131650707634	-42.58498329182508	12.588050829778458	1.1757823445746482e-07	1.29	10.0	0	9	cogmodels.lfxgrid	34e64a6	False
lfx2-pl-m2-dp-b-p2	-4192.5796944848225	46.51782907386794	199.14536477126785	-43.60169058544689	10.36257635336822	-4.207611032103491	-44.0175211647962	10.557118277110407	3.290890930306294e-08	1.53	7.0	3	10	cogmodels.lfxgrid	dd6feab	False
lfx2-bs3-w-dp-bm	-4195.092657103018	46.56554298769695	174.2579715817751	-46.11465320364121	12.53489550142225	-3.6789020856543155	-46.53048378299052	13.443965178329783	1.7602325937418803e-07	1.0	886.0	0	8	cogmodels.lfxgrid	978b528	True
lfx2-bs3-m2-dp-bm-p2-fx	-4195.140446430106	46.57008795625867	173.29396416420514	-46.162442530728875	13.395308235380044	-3.4461650093876455	-46.578273110078186	13.62355042877251	7.554022862653816e-07	1.01	1099.0	0	10	cogmodels.lfxgrid	dd6feab	True
lfx2-bs3-w-dp-b	-4195.833790722457	46.55070330757533	163.24980932520293	-46.855786823080926	12.835485759919003	-3.650488006413916	-47.27161740243024	12.99561777159336	1.45947097758604e-07	1.0	1962.0	1	8	cogmodels.lfxgrid	978b528	True
lfx2-pl-m2-dp-m-p2-i	-4199.614497698335	46.468973326885965	177.19665501044028	-50.6364937989581	12.051462405700127	-4.201688732398812	-51.05232437830742	13.432176020473657	6.660465832472812e-08	1.0	1002.0	0	10	cogmodels.lfxgrid	dd6feab	True
power1_full	-4199.960506177554	46.497251157406346	189.02774541750523	-50.982502278177144	14.72789694606047	-3.4616281241575586	-51.398332857526455	15.012596412275462	1.9932196017691115e-06	1.41	8.0	336	9	cogmodels.power	1b73278	False
power1_exp	-4203.799933817345	46.2550227745143	177.8998073218695	-54.82192991796785	14.729340882058688	-3.7219540478382567	-55.237760497317154	14.487898139795638	5.225734904279822e-07	1.08	34.0	265	9	cogmodels.power	1b73278	False
power2	-4206.166831076796	46.329713358572704	165.6639504211057	-57.18882717741964	15.247150098939366	-3.750787970625268	-57.60465775676895	15.47833489482332	3.930798090526752e-06	1.01	725.0	285	9	cogmodels.power	1b73278	True
power2_full	-4206.985970077593	46.318869724908005	171.41115827037174	-58.00796617821659	14.683970187341203	-3.950427945449267	-58.4237967575659	14.843190890506111	4.0734271123531696e-07	1.0	3588.0	86	9	cogmodels.power	7e2bcea	True
lfx2-pl-m2-dp-bm-p2-i-fx	-4209.012867773527	46.518155348208786	178.17922923910191	-60.03486387415077	14.172181162893546	-4.236106156428317	-60.45069445350009	14.375359186876478	8.610404228728951e-08	1.73	6.0	1	10	cogmodels.lfxgrid	dd6feab	False
power2_exp	-4209.0272683659	46.12185741109104	162.84758988418162	-60.04926446652334	14.92593254930003	-4.023149928366749	-60.46509504587265	14.898340162554993	3.777108936991482e-07	1.02	264.0	87	9	cogmodels.power	7e2bcea	False
power1	-4209.47488302009	46.598124167810205	195.11857105451327	-60.49687912071364	15.208332088472918	-3.9778773088843162	-60.912709700062955	15.736637722057747	4.7091870389500184e-07	1.18	16.0	101	9	cogmodels.power	1b73278	False
flexible2.6_noisefix.head	-4212.193172775747	47.70255372387065	274.2332168404623	-63.21516887637051	14.43800215023175	-4.378387551033564	-63.63099945571983	13.939800229007403	1.0063681750751213e-07	1.52	7.0	183	18	cogmodels.ladder	e05f73a	False
lfx2-bs3-m3-dp-bm-sp-hn	-4213.6330012085145	47.07528173135574	291.90871217200583	-64.65499730913812	14.323919313328787	-4.5137783797047035	-65.07082788848744	14.42251233684258	1.8032979821367413e-07	2.39	5.0	0	11	cogmodels.lfxgrid	978b528	False
lfx2-bs3-m2-dp-bm-sp	-4214.0178784770505	46.738715263569716	293.5608282686794	-65.0398745776747	13.547927594508488	-4.800724990886277	-65.455705157024	13.797015713237931	1.2877889674860413e-07	2.41	5.0	201	10	cogmodels.lfxgrid	6d60f49	False
lfx2-pl-m2-dp-bm-p2-i-fp	-4214.124178028145	46.669781242260285	226.5537425354305	-65.14617412876882	13.702404065414875	-4.754360900303545	-65.56200470811814	14.464521604827134	6.362161827029068e-08	1.53	7.0	0	9	cogmodels.lfxgrid	34e64a6	False
flexible2_noisefix_memory.head	-4217.548870397328	47.382065025738946	250.2530478570461	-68.57086649795187	13.872859994981543	-4.942806784091898	-68.98669707730116	14.739443985743543	2.4373079562750894e-08	1.01	738.0	1183	16	cogmodels.overnight	e05f73a	True
lfx2-bs3-m3-dp-bm-sp	-4218.125538143886	46.917499332500434	315.9506306443059	-69.14753424450943	12.869520670238968	-5.3729688942040035	-69.56336482385873	13.173958227256412	4.478906314135087e-08	2.42	5.0	178	11	cogmodels.lfxgrid	6d60f49	False
lfx2-pl-m2-dp-b-p2-i	-4218.547078178551	46.52760519286419	207.26058318221703	-69.56907427917442	12.618842607440667	-5.513110547725922	-69.98490485852373	12.985166602603895	1.2181658649233356e-08	1.73	6.0	240	10	cogmodels.lfxgrid	dd6feab	False
flexible1_noisefix_first.head	-4221.972703000729	48.26528022788025	221.3924987522796	-72.99469910135258	15.254625561624978	-4.785086255081892	-73.41052968070188	15.76731494777869	3.281428973680431e-08	1.0	2550.0	15	16	cogmodels.overnight	e05f73a	True
flexible1_noisefix_second.head	-4227.51769416166	48.16828613753776	222.5379793723232	-78.53969026228356	15.098602116856592	-5.201785546398311	-78.95552084163286	15.457536477490377	1.894549718771452e-08	1.0	946.0	26	16	cogmodels.overnight	e05f73a	True
lfx2-pl-m2-dp-m-p2-i-fp	-4231.835375429796	46.17304788328864	200.069004204237	-82.85737153042001	14.865939268580496	-5.573638505677268	-83.27320210976933	15.561169307902215	3.7202632565028615e-08	1.53	7.0	0	9	cogmodels.lfxgrid	34e64a6	False
lfx2-pl-m2-dp-m-p2	-4234.493148376444	46.43995488414782	210.28871357328262	-85.51514447706755	12.06979418291306	-7.085054076409143	-85.93097505641686	13.114840816111503	5.037108172749105e-09	2.02	5.0	42	10	cogmodels.lfxgrid	dd6feab	False
lfx2-bs3-sd3-dp-bm	-4243.329093111843	46.11436357215828	188.25566793929966	-94.35108921246686	13.51609646359343	-6.980646332808312	-94.76691979181616	14.008403109183087	6.263172728997827e-09	1.0	4174.0	0	14	cogmodels.lfxgrid	34e64a6	True
lfx2-bs3-m2-dp-null	-4245.271220743446	46.209859921181014	181.74716706398567	-96.29321684406978	13.331866955556368	-7.2227856132285595	-96.70904742341911	13.799284699435137	5.981002306007016e-09	1.0	3218.0	0	13	cogmodels.lfxgrid	dd6feab	True
lfx2-bs3-m2-tp-null	-4245.344306194681	46.218958948723184	181.87480189506505	-96.36630229530415	13.331765437581295	-7.228322666378035	-96.78213287465347	13.795035324628238	5.946100513206373e-09	1.0	2373.0	4	13	cogmodels.lfxgrid	dd6feab	True
lfx2-bs3-m2-dp-null-p2-i	-4249.625872315102	46.24723588378262	155.1517832465952	-100.64786841572604	14.610602554172441	-6.888687036865799	-101.06369899507534	14.690875381839694	4.80228972284102e-09	1.0	1448.0	0	10	cogmodels.lfxgrid	dd6feab	True
lfx2-bs2-m3-dp-null	-4249.780504012469	46.18425018352041	187.51132721525028	-100.80250011309211	13.334411287447328	-7.559576342750504	-101.21833069244141	13.573096131879282	4.7231703057288156e-09	1.0	3206.0	0	14	cogmodels.lfxgrid	dd6feab	True
lfx2-bs3-m2-dp-null-p2	-4250.062861632815	46.46917303928185	153.27330499384607	-101.08485773343774	14.407681986294412	-7.016038931841825	-101.50068831278703	14.38370980718833	5.161059980941225e-09	1.0	3964.0	0	10	cogmodels.lfxgrid	dd6feab	True
lfx2-bs3-fm-tp-null	-4251.061035912664	46.16828817019073	193.42283569319716	-102.08303201328744	13.570854530747237	-7.522225795140591	-102.49886259263674	14.022841623981323	4.986996158903291e-09	1.0	3777.0	9	16	cogmodels.lfxgrid	7f0d1a6	True
flexible2.2_noisefix.head	-4251.297399363702	47.398053683326324	180.90274526819803	-102.31939546432623	17.224096800008265	-5.940479588124304	-102.73522604367555	17.112495452451544	9.6957426717929e-08	1.0	3839.0	888	10	cogmodels.ladder	e05f73a	True
lfx2-bs3-sd2-dp-t	-4255.116163412829	46.18037126320453	196.7887028146788	-106.13815951345315	13.65996745926023	-7.770015545791145	-106.55399009280247	13.989915519315753	3.3648226092724275e-09	1.53	7.0	193	13	cogmodels.lfxgrid	34e64a6	False
lfx2-bs3-sd3-dp-t	-4255.930596596076	46.22627150828895	202.10567558759703	-106.95259269669882	13.729548964111364	-7.7899567550448845	-107.36842327604813	14.032558484635079	3.3068520973529843e-09	1.56	7.0	7	14	cogmodels.lfxgrid	34e64a6	False
lfx2-bs3-m2-dp-null-p2-i-fp	-4256.391513879869	46.23909214154054	166.18444205828837	-107.41350998049238	15.683203626596676	-6.848952072415423	-107.8293405598417	15.502897818363943	5.22840527729282e-09	1.01	960.0	0	9	cogmodels.lfxgrid	34e64a6	True
lfx2-pl-m2-dp-m-p2-i-fx	-4258.099549304465	46.23422748941965	159.6597743760858	-109.12154540508831	14.694612657792327	-7.425955889162062	-109.53737598443762	14.931369358182874	3.592043830624499e-09	1.54	7.0	0	10	cogmodels.lfxgrid	dd6feab	False
lfx2-bs3-sm-tp-null	-4259.675948750057	46.14416254212095	178.0210297542185	-110.69794485067975	14.47639639572397	-7.646788732821494	-111.11377543002905	14.900126890808226	3.693716657639781e-09	1.01	326.0	0	12	cogmodels.lfxgrid	7f0d1a6	False
lfx2-bs3-m2-dp-null-p2-fx	-4259.882150603738	46.49130108697126	162.56210559712326	-110.90414670436206	14.484501591098585	-7.656745798731379	-111.31997728371138	14.43332569113526	3.303313097099512e-09	1.53	7.0	39	10	cogmodels.lfxgrid	dd6feab	False
lfx2-bs3-sm-dp-null	-4260.407113324036	46.163580924036985	179.35675607074427	-111.42910942465946	14.491874245792907	-7.689075100621172	-111.84494000400876	14.916306903427092	3.6050255561564358e-09	1.01	601.0	0	12	cogmodels.lfxgrid	7f0d1a6	True
lfx2-bs2-m2-dp-null	-4262.215500118137	46.231564568468634	199.3780837540653	-113.23749621876067	13.582508170425289	-8.337009247329245	-113.65332679810999	13.705376091522664	2.6356222198581158e-09	1.53	7.0	32	13	cogmodels.lfxgrid	dd6feab	False
lfx2-bs3-fm-dp-null	-4262.446844108011	46.21466826572701	212.42628257430215	-113.46884020863384	14.281220152143584	-7.94531832713204	-113.88467078798315	14.497839564714388	3.088425787904871e-09	1.73	6.0	12	16	cogmodels.lfxgrid	7f0d1a6	False
lfx2-bs2-sm-tp-null	-4262.519947435065	46.10378639501656	179.78884561071163	-113.54194353568808	14.48740759363931	-7.837285090642347	-113.9577741150374	14.694815380984528	3.2048614184780627e-09	1.01	528.0	17	12	cogmodels.lfxgrid	7f0d1a6	True
lfx2-bs2-sm-dp-null	-4262.723775312472	46.11631315607665	180.48412060238206	-113.74577141309524	14.479266624569474	-7.855768828794349	-114.16160199244456	14.685384876709675	3.1760821354352386e-09	1.01	532.0	0	12	cogmodels.lfxgrid	7f0d1a6	True
lfx2-bs3-sd3-dp-null	-4263.538549340786	46.30624789983036	205.9803289979459	-114.56054544140885	14.308624332523927	-8.006398293720615	-114.97637602075815	14.455800909376487	2.719312056509661e-09	2.32	5.0	116	14	cogmodels.lfxgrid	34e64a6	False
lfx2-bs3-w-dp-null	-4264.236751309926	46.09846928203235	133.21663386107957	-115.25874741054992	15.997005853636825	-7.20502001843967	-115.6745779898992	16.024540026815412	4.3734497282566774e-09	1.0	1380.0	0	8	cogmodels.lfxgrid	978b528	True
lfx2-cr3-sm-dp-null	-4264.895603636723	46.121998479763654	171.72159388262025	-115.91759973734571	15.354753546061339	-7.5492973162750525	-116.33343031669503	15.301434862148719	3.478656098078161e-09	1.02	387.0	105	12	cogmodels.lfxgrid	7f0d1a6	False
lfx2-cr3-sm-tp-null	-4265.200506274976	46.12204737081046	171.15261407963317	-116.2225023755989	15.34579568960517	-7.573572900773396	-116.63833295494823	15.292660763587543	3.4171922830637274e-09	1.01	406.0	23	12	cogmodels.lfxgrid	7f0d1a6	True
lfx2-gw-m2-dp-null-p2	-4265.467683157762	46.228164190690904	153.79637142884621	-116.48967925838593	15.036687146059734	-7.747030853728396	-116.90550983773525	15.033292170047632	3.1345983250730473e-09	1.53	7.0	0	10	cogmodels.lfxgrid	dd6feab	False
lfx2-bs3-m2-dp-null-p2-fp	-4265.583099627131	46.33357452974984	163.01362333567795	-116.60509572775435	15.16885508927034	-7.6871388803914895	-117.02092630710364	15.007414123509387	3.2505231633269432e-09	1.53	7.0	0	9	cogmodels.lfxgrid	34e64a6	False
lfx2-bs2-fm-tp-null	-4265.855977246914	46.182593530779855	215.33444644813108	-116.87797334753778	13.828096375147906	-8.452209919334441	-117.29380392688707	13.986902493139748	2.5746500554670513e-09	1.53	7.0	2	16	cogmodels.lfxgrid	7f0d1a6	False
lfx2-bs3-m3-dp-null	-4267.020613674581	46.31578768063023	204.08510835042307	-118.04260977520468	14.17543011379568	-8.327268296453619	-118.45844035455399	14.329673862939075	2.4427818715930903e-09	1.87	6.0	118	14	cogmodels.lfxgrid	dd6feab	False
lfx2-pl-m2-dp-null-p2	-4267.513889802301	46.20597289031499	158.7452025864659	-118.53588590292449	14.946662842208182	-7.930592076258562	-118.95171648227381	14.991320921486363	2.786119244785285e-09	1.53	7.0	0	10	cogmodels.lfxgrid	dd6feab	False
lfx2-bs3-m3-dp-null-f1	-4267.838933947358	46.42252010449298	204.81754214060084	-118.86093004798089	14.225029024074328	-8.355760107541544	-119.2767606273302	14.039639811985605	2.4712920519161836e-09	2.12	5.0	37	13	cogmodels.lfxgrid	6d60f49	False
lfx2-pl-m2-dp-null-p2-i	-4268.072344867015	46.133894746941586	157.75978037587083	-119.09434096763883	15.244533138603597	-7.812265543643136	-119.51017154698815	15.29173226297156	2.8407645674058875e-09	1.74	6.0	163	10	cogmodels.lfxgrid	dd6feab	False
flexible2_noisefix_null.head	-4271.424275769227	46.81610222823336	191.59785115843988	-122.44627186985001	15.843196993905895	-7.728634057693602	-122.86210244919934	15.986604449095402	3.0216152105904416e-09	1.02	259.0	2256	16	cogmodels.overnight	e05f73a	False
lfx2-bs2-fm-dp-null	-4271.5854625666025	46.191301362614816	222.24910392305128	-122.60745866722598	14.467506266107895	-8.474678110522106	-123.02328924657533	14.554162214248352	2.401749475548753e-09	1.74	6.0	6	16	cogmodels.lfxgrid	7f0d1a6	False
lfx2-cr3-m3-dp-null	-4271.595752386793	46.14406078832537	192.821754343448	-122.6177484874163	14.884223992286506	-8.23810153293587	-123.03357906676561	14.922708855747162	2.5650506879456985e-09	1.74	6.0	90	14	cogmodels.lfxgrid	dd6feab	False
flexible1_noisefix_null.head	-4271.757501728624	47.73773906450131	164.17579530714374	-122.77949782924802	17.36637776226554	-7.069954339933163	-123.19532840859733	17.23442058440849	4.99007245492251e-09	1.0	1259.0	0	16	cogmodels.overnight	e05f73a	True
lfx2-cr3-fm-dp-null	-4273.752339582063	46.04051332014291	196.11612913350336	-124.77433568268513	14.920162074676869	-8.362800287166948	-125.19016626203442	14.931068693108982	2.5281876560172706e-09	1.55	7.0	4	16	cogmodels.lfxgrid	7f0d1a6	False
