label	elpd_loo	se	p_loo	elpd_diff_ref	dse_ref	z_ref	elpd_diff_best	dse_best	weight	max_rhat	min_ess	divergences	n_group_par	dir	bauer_commit	converged
lfx2-bs2-m2-dp-b	-4148.562173320028	46.64005903028615	250.3932556937093	0.4158305793493131	4.746869828839416	0.08760100747295643	0.0	0.0	0.12499388489833846	1.0	813.0	0	13	cogmodels.lfxgrid	dd6feab	True
lfx2-bs3-m2-dp-bm	-4148.978003899376	46.687487286491525	260.01758315396546	0.0	0.0		-0.4158305793493131	4.746869828839416	2.832050698157822e-05	1.01	726.0	3	13	cogmodels.lfxgrid	dd6feab	True
lfx2-bs3-m2-dp-bm-p2-i	-4152.198130384137	46.80999035434884	226.45713730514944	-3.2201264847601863	9.549881534746648	-0.3371902021029221	-3.6359570641094994	10.974647095855639	0.3128524839175073	1.27	11.0	4	10	cogmodels.lfxgrid	dd6feab	False
lfx2-bs2-m3-dp-b	-4153.164669217577	46.71606383301314	255.91381607035055	-4.18666531820093	5.066882696003106	-0.8262802929113564	-4.602495897550243	1.5372074020131175	2.5890940717073098e-05	1.01	678.0	1	14	cogmodels.lfxgrid	dd6feab	True
lfx2-bs2-m3-dp-bm	-4154.978764582858	46.796438852268224	271.14771519282976	-6.000760683481474	3.5267798567320234	-1.7014843362074448	-6.416591262830787	3.769984124653857	5.310278289221478e-06	1.01	804.0	0	14	cogmodels.lfxgrid	dd6feab	True
flexible2_noisefix_perception.head	-4157.529923470823	47.603901936468695	246.8536835060122	-8.551919571446476	12.601488469027217	-0.6786436056713425	-8.967750150795789	12.515501309021037	0.3364043772092776	1.01	476.0	962	16	cogmodels.overnight	e05f73a	True
lfx2-bs3-m3-dp-b	-4158.8347208638	46.789542295299526	264.51676615257156	-9.85671696442327	4.418888141301385	-2.2305875707277845	-10.272547543772584	3.424764297484934	3.107737260377114e-07	1.53	7.0	3	14	cogmodels.lfxgrid	dd6feab	False
lfx2-bs3-m2-dp-bm-p2-i-fp	-4159.086128055119	46.97091790389871	236.28284716386997	-10.108124155742093	10.81042020864725	-0.935035267885018	-10.523954735091406	11.749234505862765	0.0005805391117449122	1.48	8.0	0	9	cogmodels.lfxgrid	34e64a6	False
lfx2-cr3-m3-dp-b	-4160.69198161977	46.43214629080343	262.50573165310107	-11.713977720393434	8.584254527907193	-1.3645888157569874	-12.129808299742747	7.912095728440463	3.1340098678865414e-05	1.01	451.0	111	14	cogmodels.lfxgrid	dd6feab	True
flexible2_noisefix.head	-4161.048898306392	47.640082139903924	269.50025973229776	-12.07089440701513	12.399587218036846	-0.973491632806648	-12.486724986364443	12.80826838754408	5.300861694502913e-07	1.19	15.0	2283	16	cogmodels.overnight	e05f73a	False
lfx2-gw-m2-dp-bm-p2-fp	-4162.117860227004	46.323072162713665	201.8993902062848	-13.139856327627848	10.715239192424566	-1.2262774625616788	-13.555686906977161	11.402690212318433	0.13947030922250916	1.0	3104.0	0	9	cogmodels.lfxgrid	34e64a6	True
lfx2-bs3-sm-tp-b	-4162.617244483283	46.51634683803019	244.1989735943407	-13.639240583906533	7.4694484050541545	-1.8260037213293592	-14.055071163255846	7.547894628292123	1.6211118188335178e-06	1.0	1506.0	6	12	cogmodels.lfxgrid	7f0d1a6	True
lfx2-bs3-sm-dp-b	-4162.674128972518	46.50565736177988	243.94800924589026	-13.69612507314168	7.46146079826268	-1.8355822597541052	-14.111955652490993	7.521544352307133	1.539716231866722e-06	1.01	1018.0	28	12	cogmodels.lfxgrid	7f0d1a6	True
lfx2-bs3-m2-tp-b	-4163.079028598457	46.68854621831856	270.33541705693005	-14.101024699080329	4.628995693717095	-3.046238456911843	-14.516855278429642	3.8361523696970443	1.5974571753742423e-07	1.72	6.0	3	13	cogmodels.lfxgrid	dd6feab	False
lfx2-bs2-sm-tp-b	-4163.281925595831	46.464031716597894	244.47103878316466	-14.30392169645408	7.954585048671499	-1.7981983483655113	-14.719752275803392	7.004888969456791	1.854611964113277e-06	1.01	525.0	5	12	cogmodels.lfxgrid	7f0d1a6	True
lfx2-bs2-sm-dp-b	-4163.357597950605	46.46947789874937	244.6313588953144	-14.379594051228251	7.939789893689226	-1.8110799207240442	-14.795424630577564	6.9874796174190985	1.7690268822907375e-06	1.01	765.0	4	12	cogmodels.lfxgrid	7f0d1a6	True
lfx2-bs3-sm-dp-bm	-4163.489880387802	46.558394164316304	254.92017579294225	-14.511876488425568	7.008656086499851	-2.070564785790888	-14.92770706777488	8.019417981669717	1.0849600739009806e-06	1.02	220.0	0	12	cogmodels.lfxgrid	303bad4	False
lfx2-bs3-m2-dp-bm-p2	-4164.210420444264	46.88334963959873	228.44294461796926	-15.232416544887595	7.314550974609727	-2.0824814261001623	-15.648247124236908	8.503707600132856	3.7465690744925807e-07	1.53	7.0	17	10	cogmodels.lfxgrid	dd6feab	False
lfx2-bs3-m2-dp-bm-p2-fp	-4164.64066321609	46.66025480897837	229.6269848049801	-15.662659316712391	9.115660729368729	-1.718214376523538	-16.078489896061704	9.759611386611962	1.6020272221461862e-06	1.53	7.0	0	9	cogmodels.lfxgrid	34e64a6	False
flexible2.4_noisefix.head	-4165.246341934584	47.302839821888625	218.9879413097383	-16.26833803520754	12.233052973186194	-1.3298673741433433	-16.684168614556857	12.675845734981273	0.08535932106153904	1.0	5000.0	88	14	cogmodels.ladder	e05f73a	True
lfx2-bs2-sm-dp-bm	-4165.28205145388	46.49998834524026	255.30545340643903	-16.304047554502638	7.3450687979870795	-2.219727003642331	-16.719878133851953	7.442647080663948	7.477392944282846e-07	1.05	63.0	2	12	cogmodels.lfxgrid	303bad4	False
lfx2-bs3-m2-tp-bm	-4167.064905741376	46.73717950563077	283.7837766749949	-18.086901841998507	3.5871503935191322	-5.042136475425153	-18.50273242134782	5.445105577601516	7.966616864614546e-08	1.56	7.0	4	13	cogmodels.lfxgrid	dd6feab	False
lfx2-bs3-fm-tp-b	-4167.953498926296	46.71889177203837	286.51291588961703	-18.97549502691879	5.551122464342047	-3.4183167726543537	-19.391325606268104	4.862680374095845	9.78962236217324e-08	1.54	7.0	77	16	cogmodels.lfxgrid	7f0d1a6	False
lfx2-bs3-m2-dp-bm-f1	-4168.306737237311	46.70870379257641	282.8108861073615	-19.328733337933695	5.432118450071697	-3.558231197568709	-19.74456391728301	5.627913265684887	9.663574937169748e-08	1.8	6.0	0	12	cogmodels.lfxgrid	6d60f49	False
logflex1	-4168.829682485007	46.77126642496344	292.07322513154804	-19.851678585629852	7.758022266398504	-2.5588581604890868	-20.267509164979167	9.239818656747243	4.8600383993294e-07	1.0	634.0	0	16	cogmodels.lfxgrid	dd6feab	True
lfx2-cr3-sm-dp-b	-4169.533984586047	46.44682844098188	245.4558395018912	-20.555980686670345	10.260175497447129	-2.0034726201111233	-20.971811266019657	9.73868576544958	1.2589779227688091e-06	1.54	7.0	145	12	cogmodels.lfxgrid	7f0d1a6	False
lfx2-bs3-m3-dp-bm-f1	-4169.851119437404	46.823168712932166	289.47891982720284	-20.87311553802831	6.14105973051193	-3.3989435787963402	-21.288946117377627	5.906250457628315	9.88546837174862e-08	1.53	7.0	0	13	cogmodels.lfxgrid	6d60f49	False
lfx2-bs2-m2-dp-bm	-4170.111761985878	46.70928206295841	288.0303119310879	-21.133758086500777	4.240935024620478	-4.983277971440281	-21.549588665850095	4.661538783640561	6.280256395915318e-08	1.54	7.0	172	13	cogmodels.lfxgrid	dd6feab	False
