subject	mu	sd	amp_ips	amp_vertex	pref_n	amp_diff
18	1.8693393	1.2394856	0.49391043	0.09721961	6.484011	0.39669082
18	1.6478692	5.0648	0.8916103	1.1036162	5.1958966	-0.21200591
18	3.755306	0.05853398	0.68418443	0.24736743	42.7473	0.436817
18	2.0443983	1.072315	0.4535658	5.1562724e-15	7.7245092	0.4535658
18	4.115447	1.5062569	4.959278e-19	0.5036644	61.279602	-0.5036644
18	2.2210941	0.2734105	1.0382324	1.2696413	9.21741	-0.23140883
18	3.5711203	1.1315445	3.9009807e-19	0.25611886	35.556404	-0.25611886
18	2.2105515	0.24643682	0.8604844	1.0639564	9.120745	-0.20347196
18	2.1927578	0.2032524	0.5846666	0.7438892	8.959889	-0.1592226
18	2.0744061	1.1042978	0.31918806	8.403511e-19	7.959818	0.31918806
18	3.7803597	2.3547919	1.199937e-19	0.24903852	43.831806	-0.24903852
18	3.1268978	0.36802378	0.11632265	0.44705382	22.80313	-0.33073115
18	3.1428983	0.435293	0.05885503	0.4382138	23.170927	-0.37935877
18	6.60143	2.5091352	1.7684669e-19	1.021167	736.1471	-1.021167
18	7.383627	3.0211196	2.526063e-18	0.5797948	1609.4165	-0.5797948
18	2.4407792	0.79078794	0.95461094	0.1966617	11.481984	0.75794923
19	2.5907836	1.2440133	0.7648624	0.31564814	13.34022	0.44921428
19	2.1766043	0.45709598	0.16275728	0.18709901	8.816318	-0.024341732
19	-0.28720114	1.5018378	0.94094944	1.0844307	0.7503608	-0.14348125
19	2.703508	0.8962928	0.6195866	0.22762437	14.93202	0.39196223
19	2.7543974	0.38788947	0.20858145	5.759538e-19	15.71157	0.20858145
19	1.6995847	0.73421437	0.5354458	0.53990805	5.4716744	-0.004462242
19	2.1591141	0.45894533	0.22674826	0.21334568	8.66346	0.013402581
19	2.1047745	0.5666724	0.24067044	0.3507315	8.205253	-0.11006105
19	2.0849843	0.5562799	0.17413487	0.52468723	8.044465	-0.35055238
19	2.7556193	0.6911696	0.6320141	0.1793942	15.73078	0.4526199
19	2.0506742	0.5745619	0.467619	0.6356035	7.77314	-0.16798449
19	2.0793002	0.49165916	0.295002	0.22711402	7.998869	0.06788799
19	2.160891	0.5069502	0.12601802	0.45591167	8.678867	-0.32989365
19	2.1062977	0.52134216	0.56720114	0.45883602	8.21776	0.10836512
19	2.2863214	0.36672816	0.10337351	0.53344357	9.838678	-0.43007004
19	-7.593726	6.004129	3.5987256	1.7948349	0.00050360104	1.8038907
19	2.2759342	0.4494993	0.28291023	0.25064108	9.737011	0.03226915
19	-3.166059	2.771222	2.5366325	1.2346359e-12	0.04216946	2.5366325
19	-5.1223845	5.770436	2.6507394	0.6864349	0.0059617897	1.9643044
19	2.255404	0.20967613	0.16831848	0.6388907	9.539146	-0.4705722
19	-1.1469119	3.0107257	0.94552475	4.1798785e-18	0.3176161	0.94552475
19	2.1257286	1.3279073	0.38102543	1.3555463e-14	8.379001	0.38102543
19	-7.248779	7.283361	2.9004946	1.6894135	0.00071104214	1.211081
19	2.309844	0.31453916	0.21580124	0.61116874	10.072853	-0.3953675
19	-5.923703	4.777372	4.270736	8.462397e-15	0.0026752749	4.270736
19	2.3103025	0.28328827	0.3784086	0.8295872	10.077473	-0.4511786
19	-4.6390915	4.258887	4.1640167	5.1421156e-13	0.0096664755	4.1640167
19	2.3209157	0.32602325	0.4317404	0.60392284	10.184997	-0.17218244
19	2.265403	0.21909574	0.31329003	0.7738155	9.635007	-0.46052548
19	2.276082	0.23092906	0.39410564	0.7554467	9.738451	-0.36134103
19	-2.3999465	4.539994	1.2325805	0.0	0.090722814	1.2325805
19	2.3407488	0.39427987	0.7996697	0.43798277	10.389013	0.36168692
19	2.4075181	0.48146507	0.5369806	0.19650234	11.106362	0.3404783
19	2.320195	0.26090047	0.25759667	0.69502854	10.177658	-0.43743187
19	-4.70862	5.3331084	2.1307414	0.7377473	0.009017212	1.392994
19	2.339117	0.25886884	0.44218382	0.72289056	10.372074	-0.28070673
19	2.2808595	0.3807582	0.86943996	0.84726423	9.785087	0.02217573
19	2.2699242	0.2371107	0.4416939	0.61153	9.678667	-0.1698361
19	2.2844367	0.243638	0.44417545	0.79648715	9.820153	-0.3523117
19	2.3135965	0.26078826	0.36883068	0.83812207	10.110723	-0.4692914
19	-0.9368888	4.5482306	0.8553099	1.4481791e-15	0.39184505	0.8553099
19	2.3198373	0.4021198	0.789985	0.5523492	10.174019	0.23763579
19	2.303972	0.23499314	0.06537121	0.6990842	10.013879	-0.633713
19	2.2780578	0.2081519	7.271889e-14	0.7173176	9.75771	-0.7173176
19	2.3508477	0.37633616	0.6311583	0.5889834	10.494462	0.042174876
19	2.3002331	0.28329915	0.47461435	0.5234708	9.976508	-0.048856467
19	-4.373885	5.08958	2.9402761	1.8953487	0.012602184	1.0449275
19	0.45396844	2.7189476	0.72481626	0.4315702	1.5745482	0.29324606
19	2.3657563	0.40283763	0.29627907	0.30480528	10.652092	-0.008526206
19	0.12423302	1.9914848	0.7406466	0.12004799	1.1322796	0.6205986
19	2.2871082	0.19564338	9.3728336e-14	0.8556727	9.846422	-0.8556727
19	2.3824093	0.29876047	0.37510714	0.6444269	10.830967	-0.26931974
19	2.2854395	0.17493632	0.19875951	0.61789924	9.830006	-0.41913974
19	2.3085914	0.28654486	6.4843304e-17	0.72789127	10.060244	-0.72789127
19	0.50264144	1.947844	2.5529257e-18	0.9360486	1.653082	-0.9360486
19	-0.28510934	5.136632	1.3627745	0.9235348	0.751932	0.43923968
19	0.6281122	2.8874362	1.0446817	0.42801222	1.8740693	0.6166694
19	0.9009973	1.8826011	0.63225716	1.730879e-14	2.4620574	0.63225716
19	-0.6580503	2.5642421	0.8966757	0.20671228	0.51786	0.68996346
19	1.5991434	2.1457326	0.95678884	0.29741454	4.9487915	0.6593743
19	2.2230787	0.43292263	0.7554599	0.48865443	9.235722	0.26680547
19	-2.2005644	4.4353514	1.4369252	2.4619104e-14	0.11074064	1.4369252
19	2.3851297	1.2543571	0.5347061	0.40006942	10.860471	0.1346367
19	2.2228734	0.52181536	0.41750175	0.6003173	9.233826	-0.18281555
19	0.25221017	3.8492372	1.1807823	1.2471892e-20	1.2868664	1.1807823
19	2.3500926	0.23922719	0.35151297	0.7548204	10.486541	-0.40330744
19	-0.99407184	3.1683986	0.9164356	5.3338855e-13	0.37006676	0.9164356
19	-4.372896	3.808668	3.982794	1.9348139	0.012614653	2.0479803
19	-0.010763958	2.910682	0.9991601	1.0458521e-14	0.98929375	0.9991601
19	1.0811918	2.4370732	0.7040866	1.9784316e-17	2.948191	0.7040866
19	0.57059634	1.3987471	1.5111887	0.9750708	1.7693218	0.536118
19	-1.5161259	4.868856	0.8563994	2.0284181e-17	0.21956083	0.8563994
19	0.17713924	2.537765	0.9074867	0.043694463	1.1937973	0.86379224
19	2.2346256	1.668527	0.5775831	5.2919525e-17	9.342983	0.5775831
19	-1.8025368	5.124332	0.97653127	3.2038353e-17	0.16488008	0.97653127
19	-1.9300567	4.320476	1.7012405	3.9452028e-19	0.14513998	1.7012405
19	-1.325501	3.2284124	1.595798	0.41217887	0.26566982	1.1836191
19	-0.55069816	4.9412036	0.74977124	3.3014344e-13	0.57654715	0.74977124
19	2.777062	1.1346391	0.4014055	3.6991314e-09	16.071732	0.4014055
19	2.422727	0.3464567	0.19497411	1.0209441	11.27657	-0.82597
19	-3.7437348	4.228267	2.2942746	1.2017512	0.023665551	1.0925233
19	-3.6977952	4.931623	1.495337	8.455757e-21	0.024778098	1.495337
19	-4.597072	3.8303604	2.6827536	5.617589e-17	0.01008131	2.6827536
19	-3.1498816	3.4739609	2.3643217	1.5913639e-18	0.0428572	2.3643217
19	-2.477446	4.0040607	1.6296878	5.2932442e-17	0.083957374	1.6296878
19	1.9923747	2.3632758	0.51969594	2.1500241e-19	7.3329263	0.51969594
19	-4.309765	3.8301985	4.923502	2.6674068	0.013436709	2.2560952
19	-4.748099	5.098795	2.1582198	4.9318634e-20	0.008668159	2.1582198
19	-4.3916187	3.8755565	3.1195505	2.2163617e-19	0.012380672	3.1195505
19	-3.5942776	3.3982348	3.6023955	6.710427e-19	0.027480528	3.6023955
19	2.3264525	1.4210697	0.5349917	2.5214805e-14	10.241545	0.5349917
19	-5.0099797	3.8052258	4.231867	1.2580797e-19	0.0066710385	4.231867
19	-4.0373664	4.574236	2.2447715	3.8313346e-15	0.017643878	2.2447715
19	1.9867408	0.7747669	0.6721341	0.4081645	7.29173	0.2639696
19	1.8245893	0.46631163	0.3978894	0.19038977	6.200248	0.20749964
19	-3.934232	3.4541616	1.5172342	2.4624267	0.019560717	-0.94519246
19	-4.0228066	5.0578294	1.2441239	1.02372e-36	0.017902648	1.2441239
19	2.4224005	0.7976953	0.47473457	7.300011e-19	11.272887	0.47473457
19	2.8015628	0.35532448	0.4192793	3.2493355e-19	16.470366	0.4192793
19	0.373215	3.5614083	0.42608088	5.915593e-13	1.4523965	0.42608088
19	2.3809705	0.42114756	0.347507	0.31620854	10.815393	0.03129846
19	-3.5943835	4.1783166	1.8881352	2.7208741e-18	0.027477618	1.8881352
19	-4.298661	4.1453247	2.536784	6.886779e-17	0.013586736	2.536784
19	-1.5500082	4.2324014	0.7217832	7.77507e-13	0.21224624	0.7217832
19	-3.732037	5.142646	1.5096874	1.9017651e-20	0.023944011	1.5096874
19	-3.6564384	4.2536607	2.2145495	4.0905014e-19	0.025824327	2.2145495
19	-3.3266323	3.4073062	3.2036605	3.989839e-17	0.03591385	3.2036605
19	-3.2449927	3.5636716	2.594449	3.745577e-17	0.038968846	2.594449
19	-1.664006	5.7228894	1.098962	2.3137221e-21	0.18937881	1.098962
19	-2.9580653	4.947508	2.3552752	1.4829322e-22	0.05191927	2.3552752
19	-3.1700916	3.588437	2.2305899	3.2958497e-19	0.04199975	2.2305899
19	-2.1755226	2.6789052	2.6503084	1.5567676e-17	0.1135488	2.6503084
19	-3.1860096	3.5351682	2.4596598	4.98918e-16	0.041336488	2.4596598
19	1.9511129	0.89031166	0.5443194	0.31053737	7.036514	0.23378202
19	-0.22926132	2.0413783	1.2981198	3.1680634e-16	0.7951207	1.2981198
19	2.1256502	0.53226423	0.68094456	0.511212	8.378343	0.16973257
19	-4.1659927	4.73921	2.0168288	1.1636306e-20	0.015514306	2.0168288
19	2.0729263	0.68357754	0.6743675	0.5820048	7.948047	0.0923627
19	1.9816612	0.7701242	0.68392247	0.5732983	7.2547846	0.110624194
19	-0.47818446	2.0055315	1.6298834	0.4131867	0.61990786	1.2166967
19	2.1189845	0.56612915	0.70728177	0.50880885	8.322681	0.19847292
19	1.7496436	0.97854054	0.67713	0.5436595	5.752552	0.13347048
19	2.4022048	0.36569053	0.33843237	0.96490437	11.047506	-0.626472
19	-1.9050689	4.449823	0.8698699	1.1599291e-14	0.1488124	0.8698699
19	-3.3602219	4.3445997	1.442656	3.0018788e-19	0.034727555	1.442656
19	2.3115375	0.54733807	0.2794695	0.38210928	10.089926	-0.102639794
19	-2.156179	2.8598464	3.810189e-21	2.1497748	0.11576663	-2.1497748
19	-2.3376658	4.2946835	2.0790539	2.9865503e-19	0.09655275	2.0790539
19	-2.9771066	4.768068	2.04243	4.6816164e-18	0.05094001	2.04243
19	-3.7420082	4.41586	2.057017	2.390152e-17	0.023706447	2.057017
19	-1.7345737	3.4629323	1.2160201	6.44216e-20	0.1764754	1.2160201
19	-1.5126671	3.817113	0.85710835	1.7474903e-19	0.22032158	0.85710835
19	2.2603827	0.61765033	0.35385817	0.3797669	9.586757	-0.025908738
19	2.1044528	0.70860916	0.8192557	0.1986967	8.202614	0.620559
19	-2.5700872	4.749972	2.8216603	4.5992222e-23	0.07652887	2.8216603
19	-2.240993	4.595592	1.7649009	1.8295737e-19	0.10635284	1.7649009
19	-2.7731729	3.4898822	1.8128234	3.5179616e-16	0.062463503	1.8128234
19	-1.6884998	2.8751035	1.3402126	1.9852638e-19	0.18479654	1.3402126
19	-1.1929531	3.1727898	0.9402224	3.7703283e-20	0.3033242	0.9402224
19	2.231408	0.4868827	0.48665094	0.5473109	9.31297	-0.060659945
19	2.137718	0.5745328	0.83344555	0.7542355	8.480063	0.07921004
19	-0.87892014	6.1881776	0.9394809	4.3891488e-21	0.41523105	0.9394809
19	-2.45216	4.9943595	2.1531136	5.6195033e-22	0.0861074	2.1531136
19	-1.500866	2.502174	1.4225212	2.619634e-19	0.222937	1.4225212
19	-3.2501209	3.9063735	1.9637188	5.5639225e-20	0.03876952	1.9637188
19	-2.777242	2.714267	4.82443	1.727929e-19	0.06220985	4.82443
19	2.161284	0.51230985	0.63704354	0.6502193	8.682279	-0.013175786
19	2.1441357	0.5338549	0.8078134	0.85176945	8.534661	-0.04395604
19	2.0504448	0.7093044	0.58565545	0.50808877	7.7713575	0.07756668
19	2.051198	0.69659626	0.8824727	0.66158164	7.7772126	0.22089106
19	2.0425265	0.5648917	0.73177725	0.67041147	7.710064	0.061365783
19	2.1394365	0.5603228	0.7725506	0.692388	8.494649	0.080162585
19	2.002929	0.85310936	0.6673069	0.50647396	7.4107304	0.16083294
19	1.8887498	0.8357223	0.88799703	0.63946116	6.611099	0.24853587
19	2.0347342	0.6645328	0.5358233	0.58883494	7.650219	-0.053011656
19	-2.3886175	9.01872	2.2172368	2.814941	0.09175645	-0.5977042
19	1.9415692	0.4294313	0.25714144	0.17962997	6.9696794	0.077511474
19	2.1147823	0.42982012	0.37701094	0.1963958	8.287782	0.18061514
19	-4.806887	5.1886535	0.97295696	4.6051376e-16	0.008173263	0.97295696
19	-3.723431	4.8535104	1.5247017	6.375383e-16	0.02415096	1.5247017
19	-3.8499482	4.2976155	1.5845083	3.1060173e-20	0.02128084	1.5845083
19	-0.5594409	3.4177983	0.5708972	2.3652702e-19	0.5715285	0.5708972
19	-0.29141808	3.677464	0.47993308	3.9001618e-19	0.74720323	0.47993308
19	-2.1695087	4.5625787	1.7061977	4.7697276e-19	0.114233725	1.7061977
19	2.1876507	0.62086666	0.6438465	0.64001113	8.914247	0.00383538
19	2.241419	0.5259977	0.63496864	0.83087796	9.406671	-0.19590932
19	2.114422	0.7087004	0.8653423	0.66017586	8.284797	0.20516646
19	2.136844	0.7564099	0.96130913	0.70213944	8.472655	0.2591697
19	-3.1919508	3.4299307	2.0891922	8.397706e-20	0.041091632	2.0891922
19	-3.1940117	2.9506621	5.3119645	5.4433623e-17	0.041007034	5.3119645
19	2.1512623	0.6601073	0.7853652	0.6837289	8.595702	0.10163635
19	2.1013153	0.777675	0.8960904	0.67787373	8.176918	0.21821666
19	1.9163281	0.79681915	0.83894086	0.5299313	6.7959585	0.30900955
19	-1.3599844	2.522114	1.9539587	2.5807352	0.25666478	-0.62677646
19	1.5822103	1.108176	0.50365186	0.307368	4.865699	0.19628385
19	1.6590312	0.9331642	0.90287304	0.6330384	5.2542176	0.26983464
19	2.0368364	0.56007427	0.64140517	0.7004654	7.6663175	-0.059060216
19	-1.8156296	2.1001182	3.9876146	1.2170945	0.16273542	2.7705202
19	2.1326294	0.44945702	0.37443602	0.50697225	8.437022	-0.13253623
19	-0.5073549	1.4949774	2.3412733	0.6123359	0.60208607	1.7289374
19	-3.5265415	3.3946884	2.6687365	9.36618e-19	0.029406443	2.6687365
19	2.0408149	0.75143796	0.58101195	0.6490452	7.6968784	-0.06803328
19	1.3766557	0.9655809	0.7453415	0.60061824	3.9616306	0.14472324
19	-3.2773385	4.097603	1.9457089	2.2915854	0.037728537	-0.34587657
19	-2.5755925	2.4315872	3.576387	0.6986526	0.07610872	2.8777342
19	-4.437212	3.879334	2.3229501	1.4541038e-13	0.011828871	2.3229501
19	2.9520733	3.3633645	2.2565455	2.0226839	19.145607	0.23386168
19	1.7353188	2.741668	0.6338624	9.481033e-19	5.6707354	0.6338624
19	-1.3650029	2.6638103	1.7747897	0.86657643	0.25537995	0.90821326
21	2.208182	4.3564787	2.5050209	2.8155146	9.09916	-0.3104937
21	3.5993688	0.61869663	0.0	1.1943343	36.57514	-1.1943343
21	3.392613	3.8033073	1.6588763	2.11729	29.743568	-0.45841372
21	2.888537	1.2421964	7.265431e-17	0.4474507	17.967003	-0.4474507
21	3.5343747	0.64127773	5.9811516e-23	0.43073115	34.27358	-0.43073115
21	3.0342064	2.5752122	1.4104581	1.6816398	20.784477	-0.2711817
21	3.0330598	3.1547105	2.4083383	2.654661	20.76066	-0.24632263
21	2.9666817	5.3396983	0.9698451	1.247324	19.427347	-0.27747887
21	2.918475	3.890573	2.089043	2.3385866	18.513031	-0.24954367
21	0.9336734	0.52310336	3.2811246	3.372666e-14	2.5438366	3.2811246
21	-0.21345384	6.091801	2.2841518	2.2362056	0.80778944	0.047946215
21	1.893987	0.067150794	0.5314288	0.08294785	6.645813	0.44848096
21	1.0336787	5.4283824	0.34795958	0.0	2.811389	0.34795958
21	0.46175945	7.496931	2.9055932	2.6125894	1.5868635	0.2930038
21	0.20092808	8.172935	2.41779	2.151129	1.2225368	0.26666093
21	1.2361029	5.1170077	1.6516922	1.5942106	3.442173	0.057481527
21	-3.091898	3.178296	1.0373254	0.0	0.045415673	1.0373254
21	1.9028462	0.060983017	0.5762159	0.13111566	6.7049513	0.44510025
21	1.1567068	5.1175704	1.9774307	1.7803336	3.1794455	0.19709706
21	2.7981093	1.6373435	0.42730814	2.5433888e-19	16.413584	0.42730814
21	0.66457176	3.322716	0.20621473	4.1415168e-14	1.943658	0.20621473
21	1.8250585	0.42445454	0.29857016	0.17567724	6.2031574	0.122892916
21	1.6576028	0.24017091	1.0660367	5.0632758e-12	5.2467184	1.0660367
21	1.987072	0.16798459	0.5914911	4.208684e-15	7.294145	0.5914911
21	4.556077	0.098759495	1.3805882	1.783333	95.20924	-0.40274477
21	2.6710908	1.0226128	0.32370737	1.515238e-18	14.4557295	0.32370737
21	2.8668036	0.9908786	0.3517221	8.388042e-19	17.580734	0.3517221
21	2.8926625	1.3019962	0.43964118	3.15516e-19	18.04128	0.43964118
21	2.8705533	1.3509938	0.35591808	3.7699997e-19	17.646778	0.35591808
21	1.1106737	0.43028757	1.9141672	0.7685256	3.0364032	1.1456416
21	1.6683167	0.43961033	0.3330039	0.21732348	5.3032336	0.11568043
21	-3.0141966	6.0553203	0.62990993	4.8620634e-17	0.049085252	0.62990993
21	5.298362	0.705476	0.8928329	0.33074397	200.00888	0.5620889
21	2.0863698	4.3719397	2.3913207	2.137394	8.055618	0.25392675
21	1.32595	5.7694755	1.9983137	1.7372464	3.7657611	0.26106727
21	4.467167	0.13089585	1.5690121e-15	0.9498248	87.10958	-0.9498248
21	4.6297803	0.11867232	1.0597699	0.86961335	102.49155	0.19015652
21	5.195252	0.55455977	0.9690414	0.5037856	180.41359	0.4652558
21	5.6573524	0.6373942	1.7638061	2.1553721	286.3894	-0.39156604
21	2.3325515	1.4800886	0.48683783	0.9313169	10.304199	-0.44447908
21	0.15439996	4.9214387	0.4916746	4.4639055e-19	1.1669575	0.4916746
21	4.449192	0.2543621	0.47601306	0.9149558	85.55779	-0.43894273
21	4.5171227	0.30652207	0.49771553	0.81860906	91.57175	-0.32089353
21	4.534723	0.23685259	0.18353397	0.80620503	93.19768	-0.62267107
21	4.835631	0.45731932	0.5937035	0.5814269	125.918	0.01227659
21	3.0580049	1.6310177	0.44504634	5.0910587e-16	21.285048	0.44504634
21	5.113325	0.48835045	0.63145775	1.0649283	166.22215	-0.43347055
21	2.3036244	1.8573	0.5222415	9.613302e-20	10.010399	0.5222415
21	7.2870426	5.9226794	1.23579935e-20	1.0701429	1461.2428	-1.0701429
21	3.296375	7.650104	1.1168483e-19	0.5346343	27.014534	-0.5346343
21	5.526981	7.037912	0.7404088	3.706613e-19	251.3838	0.7404088
21	3.2668753	7.0589743	0.43988845	2.920922e-17	26.229252	0.43988845
21	5.6874814	6.411107	1.0390688	8.5961643e-20	295.14932	1.0390688
21	7.7543283	6.4656763	1.0993426	3.1785116e-19	2331.6426	1.0993426
21	0.53161234	0.79783833	2.144371	4.3723695e-14	1.7016737	2.144371
21	5.662455	6.1017942	0.61477333	6.120534e-17	287.8545	0.61477333
21	6.5503116	6.313462	1.1698426	5.1499717e-19	699.4621	1.1698426
21	6.721687	6.513404	1.0336785	4.5494655e-19	830.2168	1.0336785
21	6.181578	8.582969	0.3958756	4.0134542e-17	483.7548	0.3958756
21	4.1328497	0.18819872	0.48385817	0.51046354	62.355362	-0.026605368
21	7.989053	6.1225815	1.1552448	2.7861418e-18	2948.5027	1.1552448
21	5.9211097	6.5603147	0.9205957	5.751195e-19	372.8252	0.9205957
21	5.3647537	7.752126	0.41650572	5.9751555e-15	213.73859	0.41650572
21	3.6592698	9.156759	0.28187126	9.775368e-16	38.832977	0.28187126
21	3.2327375	1.388931	0.6487283	5.71705e-19	25.348955	0.6487283
21	6.9560437	6.1476145	0.9547679	1.7965228e-18	1049.4733	0.9547679
21	6.2294807	7.8988824	0.3321307	4.7304802e-11	507.49188	0.3321307
21	4.610072	3.3234963	0.3850358	0.009524996	100.4914	0.3755108
21	15.5879345	8.934746	1.7386547	1.130303	5885101.0	0.6083517
21	4.5369644	0.12433965	0.12506562	1.2517205	93.40682	-1.1266549
21	4.703057	0.40410605	8.247913e-14	0.6298132	110.283775	-0.6298132
21	4.7641077	0.46290144	0.44649416	0.4646352	117.22647	-0.018141031
21	8.137341	5.4666343	0.4717048	4.1251455e-20	3419.811	0.4717048
21	7.8199306	10.931087	2.4363582	2.1015391	2489.7324	0.33481908
21	12.977959	10.008696	1.9042366	1.4824111	432768.7	0.4218254
21	4.6018033	0.28788322	0.46463957	0.50128514	99.66388	-0.03664556
21	3.3296344	1.2814842	0.70647335	2.7350048e-15	27.92813	0.70647335
21	3.8086772	1.7483943	0.88459325	6.4086486e-14	45.09075	0.88459325
21	12.355098	4.0205846	1.3726182e-06	3.6626906	232140.44	-3.6626892
21	0.26092115	0.8387733	2.373347	1.5194262	1.2981253	0.8539208
21	2.05031	0.11019284	0.38277176	0.16401646	7.7703085	0.2187553
21	7.932547	11.322332	1.8640243	1.549104	2786.5154	0.3149203
21	5.1439257	7.415655	2.2027197	1.95773	171.38725	0.24498963
21	4.155328	5.723177	2.176238	1.9367791	63.772865	0.23945892
21	7.4431543	13.424069	1.995398	1.7070416	1708.1298	0.28835642
25	2.8647099	0.31116623	0.08254676	0.4276885	17.543962	-0.34514174
25	2.728813	0.44058752	0.09846779	0.3522962	15.314696	-0.2538284
25	2.692069	2.8723311	6.5682373	7.141639	14.762188	-0.5734019
25	2.4463315	0.45089307	0.04654817	0.48065785	11.545913	-0.4341097
25	2.3141665	0.62889737	0.13358584	0.56266886	10.1164875	-0.42908302
25	3.0671828	0.17614606	1.2152005e-30	1.0676233	21.4813	-1.0676233
25	2.9238882	2.7121024	13.384161	13.853861	18.61352	-0.46969986
25	3.0121474	0.019628733	0.28883997	1.0399528	20.331013	-0.7511128
25	-1.3442054	4.1644564	1.4181706	2.2049549	0.2607468	-0.7867843
25	2.8531377	0.3191738	0.11670001	0.45755607	17.342112	-0.34085608
25	2.0103593	3.0004797	1.8944921	2.4314167	7.465999	-0.5369246
25	2.2570176	3.396088	5.8634977	6.2438745	9.554551	-0.38037682
25	2.786056	0.4633837	0.09550738	0.40461037	16.216934	-0.30910298
25	2.383032	3.4654372	3.8123038	4.092836	10.837714	-0.28053212
25	2.4863596	3.487304	7.0079594	7.5008984	12.017448	-0.492939
25	2.5454526	3.3107576	6.1993375	6.5490613	12.748997	-0.34972382
25	2.6871705	3.0012538	4.3968587	4.644628	14.690052	-0.24776936
25	1.8226463	4.1154666	1.8695016	1.7220199	6.1882124	0.14748168
25	2.527914	0.43648773	0.22047965	0.3825341	12.527348	-0.16205443
25	1.8884462	1.0389353	4.322105e-22	0.37880728	6.6090918	-0.37880728
25	2.9869945	0.2577759	8.17215e-11	0.63898075	19.826006	-0.63898075
25	2.9077358	2.9074554	9.463991	9.808868	18.315283	-0.34487724
25	2.436794	2.2424476	1.4661137	1.6500359	11.436317	-0.18392217
25	-3.192927	2.7332942	3.4812431	1.2089489	0.04105154	2.2722943
25	2.763835	0.34228814	0.03150151	0.36188003	15.860551	-0.33037853
25	2.1052148	1.4433575	1.1882195	1.9337344	8.208866	-0.74551487
25	2.3630965	1.0789213	0.61041987	1.0098717	10.623796	-0.39945185
25	2.2842228	3.3827507	3.1151204	3.2289128	9.818053	-0.11379242
25	2.4717433	0.43824053	0.067389995	0.2822539	11.843076	-0.2148639
25	2.6049194	3.3657315	4.8229494	5.004448	13.530135	-0.18149853
25	2.6349323	3.252051	4.5167313	4.6792836	13.9423685	-0.16255236
25	2.7013633	2.9941735	5.151243	5.360356	14.900031	-0.20911264
25	2.6520765	0.33276752	0.08616295	0.32005885	14.18346	-0.2338959
25	-0.5917436	5.4651823	2.2012045	3.2879097	0.5533616	-1.0867052
25	1.7781901	4.3480663	3.984056	5.008639	5.9191337	-1.0245829
25	1.4161195	4.0514894	1.5173882	1.8502493	4.121097	-0.33286107
25	0.17515673	5.378067	1.9208308	2.1364481	1.191433	-0.2156173
25	2.4989302	0.76411283	0.58545524	0.88042474	12.169468	-0.2949695
25	2.6010735	0.5624783	0.3021559	0.9168724	13.478199	-0.6147165
25	-1.084455	2.8618274	1.346421	1.5981176	0.33808598	-0.2516966
25	-1.9990487	2.5536985	1.7567335	0.75948834	0.13546409	0.9972452
25	2.6349852	0.49382338	0.17278537	0.79106736	13.943107	-0.61828196
25	2.268159	0.9459267	0.5914196	1.0421354	9.661596	-0.45071578
25	2.299444	0.9789002	0.323728	2.4452956e-15	9.968638	0.323728
25	2.5107965	0.63740814	0.2455049	0.6462464	12.314735	-0.40074146
25	2.1583405	3.314122	1.5429819	1.554873	8.656759	-0.011891127
25	2.6039202	0.44440338	0.14528622	0.35524192	13.516623	-0.2099557
25	2.4685507	0.50578284	0.076428086	0.4365599	11.805325	-0.3601318
25	2.551656	3.3362243	3.3010662	3.299565	12.82833	0.0015010834
25	2.451507	0.37107426	0.07296376	0.35843754	11.605824	-0.28547376
25	2.311113	0.59155947	0.029881744	0.283024	10.085645	-0.25314227
25	0.07874457	4.4839935	3.2335994	4.5743027	1.0819279	-1.3407032
25	1.2012038	4.4908986	2.844393	3.2168317	3.3241162	-0.37243867
25	-2.4285357	6.7003655	2.7971447	3.2480636	0.08816584	-0.4509189
25	2.180417	2.3077035	1.1498637	1.3263829	8.849997	-0.17651916
25	2.4251819	0.58839595	0.5215949	0.75576603	11.304285	-0.23417115
25	-1.7747555	6.3802586	1.7743701	2.1939263	0.1695249	-0.41955626
25	2.3460195	1.5266562	1.4359901	1.6653494	10.443915	-0.22935927
25	0.023821456	3.0985937	0.75415814	0.9734658	1.0241075	-0.21930766
25	2.618427	0.47548288	0.20077403	0.30010864	13.714135	-0.09933461
25	2.4948738	0.57988435	0.53124756	0.706449	12.120203	-0.17520142
25	1.5913478	1.1912667	0.24537894	0.39223525	4.9103627	-0.14685631
25	2.736885	0.4331326	0.16988115	0.46828604	15.438819	-0.29840487
25	2.7549288	0.44545972	0.16045608	0.6175751	15.719922	-0.45711905
25	-0.37192613	5.1052694	1.6444557	1.8946536	0.68940514	-0.2501979
25	2.1825361	0.2869667	0.26169142	0.30921048	8.86877	-0.047519058
25	2.6870575	0.49674052	0.1948926	0.6842087	14.688392	-0.4893161
25	2.50484	0.70745933	0.4677014	0.9607351	12.241599	-0.49303368
25	2.4001145	0.79148346	0.36062682	0.79280645	11.024439	-0.43217963
25	2.594207	0.51769423	0.1854926	0.6432545	13.385969	-0.4577619
25	2.5171192	0.46285588	0.11494044	0.62031496	12.392843	-0.5053745
25	2.4539213	0.60673946	0.1336347	0.5259134	11.633878	-0.39227873
25	2.568772	0.47383612	0.09571005	0.49901572	13.04979	-0.40330568
25	2.4318805	0.4376158	0.08693196	0.45137477	11.380262	-0.36444283
