term	spline	regressor	mean	lo	hi	p_gt0
n1_evidence_sd	1	Intercept	0.9528911916230263	0.5949980607880945	1.3390960324622465	1.0
n1_evidence_sd	2	Intercept	2.0490742790123138	1.7189413862208274	2.3669756746187827	1.0
n1_evidence_sd	3	Intercept	4.365327271738907	3.9582236555337493	4.77500560271449	1.0
n1_evidence_sd	4	Intercept	4.662246942751167	4.071227803074213	5.252494470050839	1.0
n1_evidence_sd	5	Intercept	5.539490895884736	4.984874077502106	6.105729702595767	1.0
n2_evidence_sd	1	Intercept	1.3701981228694706	0.9001567561006812	1.8696745521948104	1.0
n2_evidence_sd	1	stimulation_condition[T.vertex]	-0.042048223939546145	-0.3181159726539919	0.22177508388015552	0.3736
n2_evidence_sd	2	Intercept	1.912304438676656	1.6247357285230706	2.1904812193129817	1.0
n2_evidence_sd	2	stimulation_condition[T.vertex]	0.021520282351099675	-0.1036934638248136	0.14937807257879673	0.63045
n2_evidence_sd	3	Intercept	4.2632904407491266	3.8309320929596167	4.7076929844452415	1.0
n2_evidence_sd	3	stimulation_condition[T.vertex]	-0.015706240675058575	-0.3046076854025259	0.26732395617754134	0.4553
n2_evidence_sd	4	Intercept	4.706551755642608	4.115114567264376	5.30841882728571	1.0
n2_evidence_sd	4	stimulation_condition[T.vertex]	0.12327164250029554	-0.3333657590329291	0.6007460805615118	0.69535
n2_evidence_sd	5	Intercept	5.449398021989451	4.887093140323397	6.020684696983105	1.0
n2_evidence_sd	5	stimulation_condition[T.vertex]	0.10270966584315247	-0.3322868458021995	0.5358289924937796	0.69325
