order	curve	x	p	delta
Risky second	Vertex	0.3761803793993673	0.24458270686221734	0.0
Risky second	Vertex	0.3831466827215778	0.2502377263119443	0.0
Risky second	Vertex	0.3901129860437883	0.2559613369712116	0.0
Risky second	Vertex	0.39707928936599884	0.2617525160371895	0.0
Risky second	Vertex	0.40404559268820933	0.26761018511032353	0.0
Risky second	Vertex	0.4110118960104198	0.27353321058887053	0.0
Risky second	Vertex	0.41797819933263036	0.2795204041390595	0.0
Risky second	Vertex	0.42494450265484085	0.2855705232409765	0.0
Risky second	Vertex	0.43191080597705134	0.29168227181012807	0.0
Risky second	Vertex	0.4388771092992619	0.2978543008944904	0.0
Risky second	Vertex	0.44584341262147237	0.3040852094467037	0.0
Risky second	Vertex	0.45280971594368286	0.3103735451709221	0.0
Risky second	Vertex	0.4597760192658934	0.31671780544368333	0.0
Risky second	Vertex	0.4667423225881039	0.3231164383080077	0.0
Risky second	Vertex	0.4737086259103144	0.3295678435397956	0.0
Risky second	Vertex	0.4806749292325249	0.3360703737854359	0.0
Risky second	Vertex	0.4876412325547354	0.342622335769399	0.0
Risky second	Vertex	0.4946075358769459	0.3492219915704365	0.0
Risky second	Vertex	0.5015738391991564	0.3558675599648728	0.0
Risky second	Vertex	0.5085401425213669	0.36255721783532635	0.0
Risky second	Vertex	0.5155064458435774	0.36928910164306555	0.0
Risky second	Vertex	0.5224727491657879	0.3760613089620659	0.0
Risky second	Vertex	0.5294390524879984	0.3828719000727049	0.0
Risky second	Vertex	0.536405355810209	0.38971889961290196	0.0
Risky second	Vertex	0.5433716591324195	0.3966002982843888	0.0
Risky second	Vertex	0.55033796245463	0.4035140546116742	0.0
Risky second	Vertex	0.5573042657768404	0.4104580967511534	0.0
Risky second	Vertex	0.5642705690990509	0.4174303243477039	0.0
Risky second	Vertex	0.5712368724212614	0.42442861043600477	0.0
Risky second	Vertex	0.578203175743472	0.4314508033837182	0.0
Risky second	Vertex	0.5851694790656825	0.43849472887357865	0.0
Risky second	Vertex	0.592135782387893	0.44555819192135393	0.0
Risky second	Vertex	0.5991020857101035	0.452638978926556	0.0
Risky second	Vertex	0.606068389032314	0.4597348597527129	0.0
Risky second	Vertex	0.6130346923545245	0.46684358983394236	0.0
Risky second	Vertex	0.6200009956767351	0.47396291230451526	0.0
Risky second	Vertex	0.6269672989989455	0.48109056014803814	0.0
Risky second	Vertex	0.633933602321156	0.4882242583628481	0.0
Risky second	Vertex	0.6408999056433665	0.49536172614016966	0.0
Risky second	Vertex	0.647866208965577	0.5025006790515609	0.0
Risky second	Vertex	0.6548325122877875	0.5096388312421525	0.0
Risky second	Vertex	0.6617988156099981	0.5167738976261682	0.0
Risky second	Vertex	0.6687651189322086	0.5239035960812157	0.0
Risky second	Vertex	0.6757314222544191	0.5310256496378347	0.0
Risky second	Vertex	0.6826977255766296	0.5381377886608016	0.0
Risky second	Vertex	0.68966402889884	0.5452377530187074	0.0
Risky second	Vertex	0.6966303322210505	0.5523232942383554	0.0
Risky second	Vertex	0.7035966355432611	0.5593921776405542	0.0
Risky second	Vertex	0.7105629388654716	0.5664421844539248	0.0
Risky second	Vertex	0.7175292421876821	0.5734711139033939	0.0
Risky second	Vertex	0.7244955455098926	0.580476785270093	0.0
Risky second	Vertex	0.7314618488321031	0.5874570399194572	0.0
Risky second	Vertex	0.7384281521543136	0.5944097432943772	0.0
Risky second	Vertex	0.7453944554765242	0.601332786870346	0.0
Risky second	Vertex	0.7523607587987347	0.6082240900696163	0.0
Risky second	Vertex	0.7593270621209451	0.6150816021314839	0.0
Risky second	Vertex	0.7662933654431556	0.6219033039358987	0.0
Risky second	Vertex	0.7732596687653661	0.6286872097777173	0.0
Risky second	Vertex	0.7802259720875766	0.635431369089013	0.0
Risky second	Vertex	0.7871922754097872	0.6421338681069718	0.0
Risky second	Vertex	0.7941585787319977	0.6487928314850232	0.0
Risky second	Vertex	0.8011248820542082	0.6554064238449784	0.0
Risky second	Vertex	0.8080911853764187	0.6619728512680698	0.0
Risky second	Vertex	0.8150574886986292	0.6684903627229222	0.0
Risky second	Vertex	0.8220237920208396	0.674957251428615	0.0
Risky second	Vertex	0.8289900953430502	0.6813718561511387	0.0
Risky second	Vertex	0.8359563986652607	0.6877325624316803	0.0
Risky second	Vertex	0.8429227019874712	0.6940378037453259	0.0
Risky second	Vertex	0.8498890053096817	0.7002860625888979	0.0
Risky second	Vertex	0.8568553086318922	0.70647587149681	0.0
Risky second	Vertex	0.8638216119541027	0.7126058139839528	0.0
Risky second	Vertex	0.8707879152763133	0.7186745254147813	0.0
Risky second	Vertex	0.8777542185985238	0.7246806937979214	0.0
Risky second	Vertex	0.8847205219207342	0.7306230605057638	0.0
Risky second	Vertex	0.8916868252429447	0.7365004209186558	0.0
Risky second	Vertex	0.8986531285651552	0.7423116249934595	0.0
Risky second	Vertex	0.9056194318873657	0.7480555777563827	0.0
Risky second	Vertex	0.9125857352095762	0.7537312397201408	0.0
Risky second	Vertex	0.9195520385317868	0.7593376272256473	0.0
Risky second	Vertex	0.9265183418539973	0.764873812708576	0.0
Risky second	Vertex	0.9334846451762078	0.7703389248912753	0.0
Risky second	Vertex	0.9404509484984183	0.7757321489006528	0.0
Risky second	Vertex	0.9474172518206287	0.781052726312778	0.0
Risky second	Vertex	0.9543835551428392	0.7862999551250904	0.0
Risky second	Vertex	0.9613498584650498	0.7914731896572149	0.0
Risky second	Vertex	0.9683161617872603	0.796571840381518	0.0
Risky second	Vertex	0.9752824651094708	0.8015953736846535	0.0
Risky second	Vertex	0.9822487684316813	0.8065433115614602	0.0
Risky second	Vertex	0.9892150717538918	0.811415231242683	0.0
Risky second	Vertex	0.9961813750761023	0.8162107647580956	0.0
Risky second	Vertex	1.0031476783983129	0.8209295984366997	0.0
Risky second	Vertex	1.0101139817205234	0.8255714723457723	0.0
Risky second	Vertex	1.0170802850427338	0.8301361796706188	0.0
Risky second	Vertex	1.0240465883649443	0.8346235660369746	0.0
Risky second	Vertex	1.0310128916871548	0.8390335287780751	0.0
Risky second	Vertex	1.0379791950093653	0.8433660161484877	0.0
Risky second	Vertex	1.0449454983315758	0.8476210264868589	0.0
Risky second	Vertex	1.0519118016537863	0.8517986073297998	0.0
Risky second	Vertex	1.0588781049759968	0.8558988544791775	0.0
Risky second	Vertex	1.0658444082982075	0.8599219110251338	0.0
Risky second	Vertex	1.072810711620418	0.863867966327194	0.0
Risky second	Vertex	1.0797770149426285	0.867737254955862	0.0
Risky second	Vertex	1.086743318264839	0.8715300555971306	0.0
Risky second	Vertex	1.0937096215870494	0.8752466899223599	0.0
Risky second	Vertex	1.10067592490926	0.8788875214259915	0.0
Risky second	Vertex	1.1076422282314704	0.882452954233583	0.0
Risky second	Vertex	1.114608531553681	0.8859434318826537	0.0
Risky second	Vertex	1.1215748348758914	0.8893594360788257	0.0
Risky second	Vertex	1.1285411381981019	0.8927014854297534	0.0
Risky second	Vertex	1.1355074415203124	0.89597013415931	0.0
Risky second	Vertex	1.1424737448425228	0.8991659708044968	0.0
Risky second	Vertex	1.1494400481647336	0.9022896168975099	0.0
Risky second	Vertex	1.156406351486944	0.9053417256353834	0.0
Risky second	Vertex	1.1633726548091545	0.9083229805395898	0.0
Risky second	Vertex	1.170338958131365	0.9112340941079484	0.0
Risky second	Vertex	1.1773052614535755	0.9140758064611518	0.0
Risky second	Vertex	1.184271564775786	0.9168488839861774	0.0
Risky second	Vertex	1.1912378680979965	0.9195541179788019	0.0
Risky second	Vertex	1.198204171420207	0.9221923232873906	0.0
Risky second	Vertex	1.2051704747424175	0.9247643369600693	0.0
Risky second	Vertex	1.212136778064628	0.9272710168973396	0.0
Risky second	Vertex	1.2191030813868384	0.929713240512128	0.0
Risky second	Vertex	1.226069384709049	0.9320919033992006	0.0
Risky second	Vertex	1.2330356880312596	0.9344079180158051	0.0
Risky second	Vertex	1.2400019913534701	0.9366622123753364	0.0
Risky second	Vertex	1.2469682946756806	0.9388557287557444	0.0
Risky second	Vertex	1.253934597997891	0.9409894224243388	0.0
Risky second	Vertex	1.2609009013201016	0.9430642603805589	0.0
Risky second	Vertex	1.267867204642312	0.9450812201182123	0.0
Risky second	Vertex	1.2748335079645225	0.9470412884085975	0.0
Risky second	Vertex	1.281799811286733	0.9489454601058553	0.0
Risky second	Vertex	1.2887661146089435	0.9507947369758089	0.0
Risky second	Vertex	1.295732417931154	0.9525901265494748	0.0
Risky second	Vertex	1.3026987212533645	0.954332641002347	0.0
Risky second	Vertex	1.309665024575575	0.9560232960604738	0.0
Risky second	Vertex	1.3166313278977857	0.9576631099342681	0.0
Risky second	Vertex	1.3235976312199962	0.9592531022809123	0.0
Risky second	Vertex	1.3305639345422067	0.9607942931961378	0.0
Risky second	Vertex	1.3375302378644172	0.9622877022360792	0.0
Risky second	Vertex	1.3444965411866276	0.963734347469829	0.0
Risky second	Vertex	1.3514628445088381	0.9651352445632372	0.0
Risky second	Vertex	1.3584291478310486	0.9664914058944264	0.0
Risky second	Vertex	1.365395451153259	0.9678038397014181	0.0
Risky second	Vertex	1.3723617544754696	0.9690735492621919	0.0
Risky second	Vertex	1.37932805779768	0.9703015321074284	0.0
Risky second	Vertex	1.3862943611198906	0.9714887792661177	0.0
Risky second	IPS (full probit)	0.0	0.11551127292377766	0.06684921711681528
Risky second	IPS (full probit)	0.006966303322210506	0.11851492115182971	0.06801983008400586
Risky second	IPS (full probit)	0.013932606644421012	0.12157335108740658	0.06919063106740332
Risky second	IPS (full probit)	0.020898909966631518	0.12468683432084177	0.07036088804612085
Risky second	IPS (full probit)	0.027865213288842023	0.12785562137669138	0.07152985449923926
Risky second	IPS (full probit)	0.03483151661105253	0.1310799411599226	0.0726967700158884
Risky second	IPS (full probit)	0.041797819933263036	0.13436000041264706	0.07386086093972465
Risky second	IPS (full probit)	0.04876412325547354	0.13769598318222404	0.0750213410473922
Risky second	IPS (full probit)	0.055730426577684046	0.14108805030155958	0.07617741226047625
Risky second	IPS (full probit)	0.06269672989989455	0.144536338882421	0.07732826539037078
Risky second	IPS (full probit)	0.06966303322210506	0.14804096182258575	0.07847308091540559
Risky second	IPS (full probit)	0.07662933654431556	0.1516020073276355	0.07961102978949199
Risky second	IPS (full probit)	0.08359563986652607	0.15521953844819825	0.08074127428146248
Risky second	IPS (full probit)	0.09056194318873657	0.15889359263343633	0.08186296884420212
Risky second	IPS (full probit)	0.09752824651094708	0.16262418130156314	0.08297526101258101
Risky second	IPS (full probit)	0.10449454983315759	0.16641128942816352	0.08407729232912037
Risky second	IPS (full probit)	0.11146085315536809	0.17025487515307847	0.08516819929624281
Risky second	IPS (full probit)	0.1184271564775786	0.1741548694065993	0.08624711435387694
Risky second	IPS (full probit)	0.1253934597997891	0.17811117555570255	0.08731316688110957
Risky second	IPS (full probit)	0.1323597631219996	0.18212366907103733	0.08836548422050167
Risky second	IPS (full probit)	0.1393260664442101	0.1861921972153594	0.08940319272361008
Risky second	IPS (full probit)	0.14629236976642063	0.19031657875408586	0.09042541881618454
Risky second	IPS (full probit)	0.15325867308863111	0.19449660368862176	0.09143129008143697
Risky second	IPS (full probit)	0.16022497641084163	0.19873203301308817	0.09241993635971757
Risky second	IPS (full probit)	0.16719127973305214	0.20302259849505555	0.09339049086286111
Risky second	IPS (full probit)	0.17415758305526263	0.20736800248086174	0.09434209130140969
Risky second	IPS (full probit)	0.18112388637747315	0.2117679177260669	0.09527388102285761
Risky second	IPS (full probit)	0.18809018969968366	0.21622198725156655	0.09618501015900877
Risky second	IPS (full probit)	0.19505649302189415	0.22072982422586068	0.09707463678048689
Risky second	IPS (full probit)	0.20202279634410467	0.22529101187393785	0.09794192805638957
Risky second	IPS (full probit)	0.20898909966631518	0.22990510341320924	0.0987860614170355
Risky second	IPS (full probit)	0.21595540298852567	0.23457162201688947	0.09960622571771344
Risky second	IPS (full probit)	0.22292170631073618	0.23929006080518916	0.10040162240130773
Risky second	IPS (full probit)	0.2298880096329467	0.24405988286464886	0.10117146665764498
Risky second	IPS (full probit)	0.2368543129551572	0.24888052129590804	0.1019149885773813
Risky second	IPS (full probit)	0.2438206162773677	0.25375137929016606	0.10263143429822774
Risky second	IPS (full probit)	0.2507869195995782	0.25867183023455437	0.10332006714129915
Risky second	IPS (full probit)	0.2577532229217887	0.2636412178466008	0.10398016873535831
Risky second	IPS (full probit)	0.2647195262439992	0.2686588563379272	0.10461104012672379
Risky second	IPS (full probit)	0.27168582956620974	0.2737240306072838	0.10521200287261206
Risky second	IPS (full probit)	0.2786521328884202	0.27883599646297963	0.10578240011568601
Risky second	IPS (full probit)	0.2856184362106307	0.28399398087473315	0.10632159763760007
Risky second	IPS (full probit)	0.29258473953284125	0.28919718225491947	0.10682898488934034
Risky second	IPS (full probit)	0.29955104285505174	0.2944447707691543	0.10730397599619174
Risky second	IPS (full probit)	0.30651734617726223	0.2997358886761107	0.10774601073518003
Risky second	IPS (full probit)	0.31348364949947277	0.30506965069642134	0.10815455548288222
Risky second	IPS (full probit)	0.32044995282168326	0.310445144410481	0.10852910413152955
Risky second	IPS (full probit)	0.32741625614389375	0.3158614306849159	0.10886917897137638
Risky second	IPS (full probit)	0.3343825594661043	0.3213175441274494	0.10917433153735717
Risky second	IPS (full probit)	0.3413488627883148	0.32681249356985	0.1094441434181121
Risky second	IPS (full probit)	0.34831516611052526	0.3323452625786029	0.10967822702551683
Risky second	IPS (full probit)	0.3552814694327358	0.33791480999291	0.10987622632292648
Risky second	IPS (full probit)	0.3622477727549463	0.3435200704895761	0.11003781751040875
Risky second	IPS (full probit)	0.3692140760771568	0.34915995517430426	0.11016270966532016
Risky second	IPS (full probit)	0.3761803793993673	0.35483335219887707	0.11025064533665974
Risky second	IPS (full probit)	0.3831466827215778	0.3605391274036652	0.11030140109172093
Risky second	IPS (full probit)	0.3901129860437883	0.36627612498486395	0.11031478801365235
Risky second	IPS (full probit)	0.39707928936599884	0.37204316818581956	0.11029065214863004
Risky second	IPS (full probit)	0.40404559268820933	0.37783906001177026	0.11022887490144673
Risky second	IPS (full probit)	0.4110118960104198	0.38366258396729147	0.11012937337842094
Risky second	IPS (full probit)	0.41797819933263036	0.38951250481569666	0.10999210067663717
Risky second	IPS (full probit)	0.42494450265484085	0.3953875693596114	0.10981704611863491
Risky second	IPS (full probit)	0.43191080597705134	0.40128650724190834	0.10960423543178027
Risky second	IPS (full probit)	0.4388771092992619	0.4072080317661514	0.109353730871661
Risky second	IPS (full probit)	0.44584341262147237	0.41315084073567293	0.10906563128896923
Risky second	IPS (full probit)	0.45280971594368286	0.41911361731037555	0.10874007213945347
Risky second	IPS (full probit)	0.4597760192658934	0.4250950308803204	0.10837722543663708
Risky second	IPS (full probit)	0.4667423225881039	0.4310937379551391	0.10797729964713143
Risky second	IPS (full probit)	0.4737086259103144	0.4371083830682798	0.10754053952848419
Risky second	IPS (full probit)	0.4806749292325249	0.44313759969507527	0.10706722590963935
Risky second	IPS (full probit)	0.4876412325547354	0.4491800111835946	0.10655767541419559
Risky second	IPS (full probit)	0.4946075358769459	0.4552342316972274	0.10601224012679089
Risky second	IPS (full probit)	0.5015738391991564	0.46129886716791985	0.10543130720304705
Risky second	IPS (full probit)	0.5085401425213669	0.467372516258974	0.10481529842364767
Risky second	IPS (full probit)	0.5155064458435774	0.47345377133630123	0.10416466969323568
Risky second	IPS (full probit)	0.5224727491657879	0.47954121944700673	0.10347991048494082
Risky second	IPS (full probit)	0.5294390524879984	0.48563344330417374	0.10276154323146885
Risky second	IPS (full probit)	0.536405355810209	0.49172902227670234	0.10201012266380038
Risky second	IPS (full probit)	0.5433716591324195	0.49782653338304955	0.10122623509866074
Risky second	IPS (full probit)	0.55033796245463	0.5039245522877153	0.10041049767604104
Risky second	IPS (full probit)	0.5573042657768404	0.5100216542993085	0.09956355754815505
Risky second	IPS (full probit)	0.5642705690990509	0.516116415369029	0.09868609102132508
Risky second	IPS (full probit)	0.5712368724212614	0.5222074130883998	0.09777880265239502
Risky second	IPS (full probit)	0.578203175743472	0.5282932276850819	0.0968424243013637
Risky second	IPS (full probit)	0.5851694790656825	0.5343724430156139	0.09587771414203528
Risky second	IPS (full probit)	0.592135782387893	0.5404436475539164	0.09488545563256245
Risky second	IPS (full probit)	0.5991020857101035	0.546505435374412	0.09386645644785596
Risky second	IPS (full probit)	0.606068389032314	0.552556407128621	0.09282154737590809
Risky second	IPS (full probit)	0.6130346923545245	0.5585951710141012	0.0917515811801588
Risky second	IPS (full probit)	0.6200009956767351	0.5646203437346129	0.09065743143009763
Risky second	IPS (full probit)	0.6269672989989455	0.5706305514504089	0.08953999130237073
Risky second	IPS (full probit)	0.633933602321156	0.5766244307175568	0.08840017235470865
Risky second	IPS (full probit)	0.6408999056433665	0.5826006294152286	0.08723890327505895
Risky second	IPS (full probit)	0.647866208965577	0.5885578076599043	0.08605712860834336
Risky second	IPS (full probit)	0.6548325122877875	0.5944946387054597	0.08485580746330723
Risky second	IPS (full probit)	0.6617988156099981	0.6004098098281361	0.08363591220196787
Risky second	IPS (full probit)	0.6687651189322086	0.6063020231954049	0.08239842711418921
Risky second	IPS (full probit)	0.6757314222544191	0.612169996717774	0.08114434707993923
Risky second	IPS (full probit)	0.6826977255766296	0.6180124648826065	0.07987467622180489
Risky second	IPS (full probit)	0.68966402889884	0.6238281795690513	0.07859042655034398
Risky second	IPS (full probit)	0.6966303322210505	0.6296159108432154	0.07729261660486009
Risky second	IPS (full probit)	0.7035966355432611	0.6353744477327418	0.07598227009218761
Risky second	IPS (full probit)	0.7105629388654716	0.6411025989799819	0.0746604145260571
Risky second	IPS (full probit)	0.7175292421876821	0.6467991937729972	0.07332807986960332
Risky second	IPS (full probit)	0.7244955455098926	0.6524630824536481	0.07198629718355509
Risky second	IPS (full probit)	0.7314618488321031	0.6580931372020689	0.07063609728261167
Risky second	IPS (full probit)	0.7384281521543136	0.6636882526968675	0.06927850940249025
Risky second	IPS (full probit)	0.7453944554765242	0.6692473467504207	0.06791455988007478
Risky second	IPS (full probit)	0.7523607587987347	0.6747693609186776	0.06654527084906126
Risky second	IPS (full probit)	0.7593270621209451	0.6802532610849226	0.06517165895343868
Risky second	IPS (full probit)	0.7662933654431556	0.6856980380169884	0.06379473408108971
Risky second	IPS (full probit)	0.7732596687653661	0.6911027078974512	0.0624154981197339
Risky second	IPS (full probit)	0.7802259720875766	0.6964663128263808	0.06103494373736784
Risky second	IPS (full probit)	0.7871922754097872	0.7017879212962583	0.059654053189286516
Risky second	IPS (full probit)	0.7941585787319977	0.7070666286387179	0.05827379715369474
Risky second	IPS (full probit)	0.8011248820542082	0.7123015574428104	0.05689513359783205
Risky second	IPS (full probit)	0.8080911853764187	0.7174918579445287	0.055519006676458926
Risky second	IPS (full probit)	0.8150574886986292	0.7226367083873748	0.054146345664452644
Risky second	IPS (full probit)	0.8220237920208396	0.7277353153537947	0.0527780639251797
Risky second	IPS (full probit)	0.8289900953430502	0.7327869140673479	0.05141505791620915
Risky second	IPS (full probit)	0.8359563986652607	0.7377907686655164	0.050058206233836056
Risky second	IPS (full probit)	0.8429227019874712	0.7427461724431078	0.048708368697781945
Risky second	IPS (full probit)	0.8498890053096817	0.7476524480662405	0.04736638547734262
Risky second	IPS (full probit)	0.8568553086318922	0.7525089477569451	0.046033076260135086
Risky second	IPS (full probit)	0.8638216119541027	0.7573150534484552	0.04470923946450234
Risky second	IPS (full probit)	0.8707879152763133	0.7620701769113023	0.043395651496521026
Risky second	IPS (full probit)	0.8777542185985238	0.7667737598503638	0.04209306605244234
Risky second	IPS (full probit)	0.8847205219207342	0.7714252739730623	0.04080221346729851
Risky second	IPS (full probit)	0.8916868252429447	0.7760242210289403	0.03952380011028456
Risky second	IPS (full probit)	0.8986531285651552	0.7805701328208817	0.03825850782742224
Risky second	IPS (full probit)	0.9056194318873657	0.7850625711882827	0.03700699343190006
Risky second	IPS (full probit)	0.9125857352095762	0.7895011279625115	0.035769888242370707
Risky second	IPS (full probit)	0.9195520385317868	0.793885424895033	0.03454779766938565
Risky second	IPS (full probit)	0.9265183418539973	0.7982151135586046	0.03334130085002862
Risky second	IPS (full probit)	0.9334846451762078	0.8024898752219848	0.03215095033070947
Risky second	IPS (full probit)	0.9404509484984183	0.806709420698627	0.03097727179797427
Risky second	IPS (full probit)	0.9474172518206287	0.8108734901698612	0.02982076385708321
Risky second	IPS (full probit)	0.9543835551428392	0.8149818529830941	0.02868189785800368
Risky second	IPS (full probit)	0.9613498584650498	0.819034307425589	0.02756111776837411
Risky second	IPS (full probit)	0.9683161617872603	0.8230306804744106	0.026458840092892677
Risky second	IPS (full probit)	0.9752824651094708	0.8269708275231478	0.025375453838494266
Risky second	IPS (full probit)	0.9822487684316813	0.8308546320860472	0.024311320524586955
Risky second	IPS (full probit)	0.9892150717538918	0.8346820054802196	0.023266774237536647
Risky second	IPS (full probit)	0.9961813750761023	0.8384528864865964	0.02224212172850082
Risky second	IPS (full probit)	1.0031476783983129	0.8421672409903346	0.021237642553634917
Risky second	IPS (full probit)	1.0101139817205234	0.8458250616013917	0.020253589255619375
Risky second	IPS (full probit)	1.0170802850427338	0.8494263672560021	0.019290187585383256
Risky second	IPS (full probit)	1.0240465883649443	0.8529712027998063	0.018347636762831687
Risky second	IPS (full probit)	1.0310128916871548	0.8564596385533984	0.017426109775323217
Risky second	IPS (full probit)	1.0379791950093653	0.8598917698610672	0.016525753712579472
Risky second	IPS (full probit)	1.0449454983315758	0.8632677166235212	0.01564669013666231
Risky second	IPS (full probit)	1.0519118016537863	0.8665876228153946	0.014789015485594748
Risky second	IPS (full probit)	1.0588781049759968	0.8698516559883394	0.013952801509161894
Risky second	IPS (full probit)	1.0658444082982075	0.873060006760519	0.013138095735385158
Risky second	IPS (full probit)	1.072810711620418	0.8762128882933208	0.012344921966126798
Risky second	IPS (full probit)	1.0797770149426285	0.87931053575611	0.011573280800247998
Risky second	IPS (full probit)	1.086743318264839	0.8823532057798498	0.010823150182719177
Risky second	IPS (full probit)	1.0937096215870494	0.8853411759004158	0.010094485978055956
Risky second	IPS (full probit)	1.10067592490926	0.8882747439924286	0.009387222566437092
Risky second	IPS (full probit)	1.1076422282314704	0.8911542276944293	0.00870127346084626
Risky second	IPS (full probit)	1.114608531553681	0.8939799638262242	0.008036531943570568
Risky second	IPS (full probit)	1.1215748348758914	0.8967523077992088	0.007392871720383054
Risky second	IPS (full probit)	1.1285411381981019	0.8994716330204909	0.006770147590737574
Risky second	IPS (full probit)	1.1355074415203124	0.9021383302916153	0.006168196132305237
Risky second	IPS (full probit)	1.1424737448425228	0.9047528072026862	0.005586836398189465
Risky second	IPS (full probit)	1.1494400481647336	0.9073154875226832	0.005025870625173345
Risky second	IPS (full probit)	1.156406351486944	0.909826810586742	0.0044850849513585755
Risky second	IPS (full probit)	1.1633726548091545	0.9122872306811746	0.003964250141584746
Risky second	IPS (full probit)	1.170338958131365	0.9146972164269827	0.0034631223190342286
Risky second	IPS (full probit)	1.1773052614535755	0.9170572501626064	0.002981443701454589
Risky second	IPS (full probit)	1.184271564775786	0.9193678273266394	0.0025189433404619876
Risky second	IPS (full probit)	1.1912378680979965	0.9216294558412224	0.0020753378624204233
Risky second	IPS (full probit)	1.198204171420207	0.9238426554968174	0.0016503322094267858
Risky second	IPS (full probit)	1.2051704747424175	0.9260079573390401	0.0012436203789707445
Risky second	IPS (full probit)	1.212136778064628	0.9281259030582171	0.0008548861608774772
Risky second	IPS (full probit)	1.2191030813868384	0.9301970443823159	0.0004838038701878711
Risky second	IPS (full probit)	1.226069384709049	0.9322219424738736	0.00013003907467301623
Risky second	IPS (full probit)	1.2330356880312596	0.9342011673315331	-0.00020675068427200571
Risky second	IPS (full probit)	1.2400019913534701	0.9361352971967773	-0.0005269151785590731
Risky second	IPS (full probit)	1.2469682946756806	0.9380249179664285	-0.0008308107893159056
Risky second	IPS (full probit)	1.253934597997891	0.9398706226114601	-0.001118799812878657
Risky second	IPS (full probit)	1.2609009013201016	0.9416730106026494	-0.0013912497779094979
Risky second	IPS (full probit)	1.267867204642312	0.9434326873435736	-0.0016485327746387224
Risky second	IPS (full probit)	1.2748335079645225	0.945150263611434	-0.0018910247971635208
Risky second	IPS (full probit)	1.281799811286733	0.9468263550061685	-0.0021191050996868244
Risky second	IPS (full probit)	1.2887661146089435	0.9484615814082901	-0.0023331555675187854
