term	spline	regressor	mean	lo	hi	p_gt0
memory_noise_sd	1	Intercept	-3.82720152805173	-5.618910215496658	-2.188378537220427	0.0
memory_noise_sd	2	Intercept	-2.495782540936503	-3.405295289462653	-1.6625645465838297	0.0
memory_noise_sd	3	Intercept	-2.1109207304702626	-3.70985577209962	-0.5152500079681956	0.0042
memory_noise_sd	4	Intercept	-2.3776334291986108	-4.630681172033706	-0.28023446322586726	0.01265
memory_noise_sd	5	Intercept	-2.585450841943043	-4.315707481278026	-1.2736087820845547	0.0
perceptual_noise_sd	1	Intercept	1.6077094870936024	1.0459100444192186	2.167339402078896	1.0
perceptual_noise_sd	1	stimulation_condition[T.vertex]	-0.3950814717329902	-0.7512982809424724	-0.10442979873278745	0.00365
perceptual_noise_sd	2	Intercept	2.314269137463007	1.8805011898532256	2.7274178273303926	1.0
perceptual_noise_sd	2	stimulation_condition[T.vertex]	-0.21988985606248543	-0.43914594789411815	-0.016388525273267913	0.01765
perceptual_noise_sd	3	Intercept	4.652417558595956	4.173551139445226	5.134213076754767	1.0
perceptual_noise_sd	3	stimulation_condition[T.vertex]	-0.35005131255513006	-0.7063255063006894	0.012287346603402926	0.02925
perceptual_noise_sd	4	Intercept	5.113733966508425	4.341996755947281	5.849689457255007	1.0
perceptual_noise_sd	4	stimulation_condition[T.vertex]	-0.3497290502084127	-0.7858116114582111	0.09052150238489085	0.05545
perceptual_noise_sd	5	Intercept	6.1260173957079065	5.477051472212208	6.7580573237074155	1.0
perceptual_noise_sd	5	stimulation_condition[T.vertex]	-0.30748737708037804	-0.7571314743847999	0.1606100048393732	0.09295
