model	param	quantity	stim	payoff	median	lo	hi
logflex2	perceptual	channel	vertex	29.013188992218765	0.1975335328891642	0.15943506687390413	0.3881688170850744
logflex2	perceptual	channel	vertex	31.15088133070163	0.2029123898827159	0.16260182916467514	0.39339750670547136
logflex2	perceptual	channel	vertex	33.44607888294205	0.20578199955234622	0.1658134521799768	0.3991164895556578
logflex2	perceptual	channel	vertex	35.91038663620328	0.21045131528940586	0.17001222950525577	0.4028970001958436
logflex2	perceptual	channel	vertex	38.55626463343955	0.2170698212316276	0.1738554951430426	0.40714188129947726
logflex2	perceptual	channel	vertex	41.39709097381619	0.22349232759352844	0.17811315575752262	0.40694367630669687
logflex2	perceptual	channel	vertex	44.44722945510958	0.22961819687586582	0.18205977765031198	0.41005445966009785
logflex2	perceptual	channel	vertex	47.722102200000165	0.23626172151223995	0.1853814139932805	0.4176227102826232
logflex2	perceptual	channel	vertex	51.23826763347237	0.2439917500271693	0.1889250855979845	0.427055027126632
logflex2	perceptual	channel	vertex	55.01350420559077	0.251760733782144	0.19135753276495607	0.438966243406679
logflex2	perceptual	channel	vertex	59.066900282972185	0.2562613100807485	0.19498779369589264	0.4572111796207977
logflex2	perceptual	channel	vertex	63.41895066346308	0.2562926639532021	0.1988636409140892	0.49587518318091867
logflex2	perceptual	channel	vertex	68.09166020202039	0.26031428179170746	0.20155643461831926	0.5380977750727535
logflex2	perceptual	channel	vertex	73.10865507174928	0.2633770604205211	0.20407494175285112	0.5911682837235287
logflex2	perceptual	channel	vertex	78.49530222265635	0.2685123531940673	0.208267887111532	0.6572160301833011
logflex2	perceptual	channel	vertex	84.27883764212612	0.2759717236271492	0.20868240889601103	0.7283578811206775
logflex2	perceptual	channel	vertex	90.48850406563214	0.2887348716329242	0.20871239543645734	0.8104060134216285
logflex2	perceptual	channel	vertex	97.15569883397542	0.2996809094023034	0.20829002571064573	0.9266330853255947
logflex2	perceptual	channel	vertex	104.31413264464813	0.31773205269524674	0.20742408855208372	1.0662608429589657
logflex2	perceptual	channel	vertex	112.0	0.34384390410164384	0.2072432112890669	1.2074368819475294
logflex2	n1 (first)	option	vertex	7.0	0.23494922020102643	0.1943522013807402	0.3089169038699127
logflex2	n1 (first)	option	vertex	7.515760138376831	0.2359294476027376	0.20401007928305812	0.28718616537581654
logflex2	n1 (first)	option	vertex	8.069521493944878	0.2384802450003205	0.20620063693495236	0.27757672224022834
logflex2	n1 (first)	option	vertex	8.664083997137995	0.24027166016284035	0.2071935379234363	0.2752273299471745
logflex2	n1 (first)	option	vertex	9.302453877319765	0.24308818503525287	0.20797730147028917	0.27785819695586894
logflex2	n1 (first)	option	vertex	9.987858862892699	0.24555738083747577	0.2077811471090469	0.28043944467965376
logflex2	n1 (first)	option	vertex	10.723764501351814	0.24767634530445098	0.2078964395576436	0.2824103416975607
logflex2	n1 (first)	option	vertex	11.513891681800072	0.2488277585913875	0.2081503108839998	0.2854781106457664
logflex2	n1 (first)	option	vertex	12.36223544852308	0.25058236842036585	0.20734426608039289	0.2889594530565102
logflex2	n1 (first)	option	vertex	13.2730852007484	0.25186782190164503	0.2061682081928151	0.2934642807622751
logflex2	n1 (first)	option	vertex	14.251046380723466	0.2525009105481223	0.205399856382506	0.29675323108766727
logflex2	n1 (first)	option	vertex	15.30106375977155	0.2518382208146847	0.2044010399189565	0.2988632928210904
logflex2	n1 (first)	option	vertex	16.42844644006477	0.25202978219540084	0.20317323709782245	0.30549643301696083
logflex2	n1 (first)	option	vertex	17.638894698528226	0.25141338148952697	0.20259731078156312	0.3125087908729258
logflex2	n1 (first)	option	vertex	18.93852880860355	0.25160144538893436	0.2004923258453122	0.3166429150536107
logflex2	n1 (first)	option	vertex	20.33391998560055	0.25158845945451636	0.1992670017554823	0.31887896260070275
logflex2	n1 (first)	option	vertex	21.832123612102944	0.25162043276095797	0.19785115687039354	0.3224511761843825
logflex2	n1 (first)	option	vertex	23.4407149114227	0.2503546110461071	0.1965485581653953	0.3262333680416345
logflex2	n1 (first)	option	vertex	25.167827249475163	0.2505955836523849	0.19631078719222705	0.32880074564125067
logflex2	n1 (first)	option	vertex	27.02219325873709	0.251043885184699	0.19692656520924562	0.3279191005693372
logflex2	n1 (first)	option	vertex	29.013188992218765	0.2505504850216374	0.19728097520757737	0.33083977776775064
logflex2	n1 (first)	option	vertex	31.15088133070163	0.25090657928189786	0.19792229117034668	0.33056248530699417
logflex2	n1 (first)	option	vertex	33.44607888294205	0.2504868754760078	0.1982823738401132	0.3298499373571769
logflex2	n1 (first)	option	vertex	35.91038663620328	0.24769550190311762	0.1985542634089129	0.32709701349433445
logflex2	n1 (first)	option	vertex	38.55626463343955	0.2462535787106851	0.1998033642610633	0.3206330789928986
logflex2	n1 (first)	option	vertex	41.39709097381619	0.24414548691092175	0.2009798696424959	0.3114277012851272
logflex2	n1 (first)	option	vertex	44.44722945510958	0.24119051185942153	0.2018127960509002	0.3031759038798274
logflex2	n1 (first)	option	vertex	47.722102200000165	0.2387551552839366	0.1962236728346016	0.2974930043128272
logflex2	n1 (first)	option	vertex	51.23826763347237	0.23918893128672292	0.17983828688835538	0.30363726046221234
logflex2	n1 (first)	option	vertex	55.01350420559077	0.24213402989346122	0.16616703930676907	0.30400450624259445
logflex2	n1 (first)	option	vertex	59.066900282972185	0.24611633890206697	0.14825575797152735	0.31875732769044984
logflex2	n1 (first)	option	vertex	63.41895066346308	0.25298836747935993	0.13650914150391233	0.33556139299758775
logflex2	n1 (first)	option	vertex	68.09166020202039	0.2601375837162805	0.12557284765992519	0.3643087912315478
logflex2	n1 (first)	option	vertex	73.10865507174928	0.2701738151882392	0.11632259144972736	0.40390038219450336
logflex2	n1 (first)	option	vertex	78.49530222265635	0.2839440451486849	0.10629450322203181	0.4544077444958027
logflex2	n1 (first)	option	vertex	84.27883764212612	0.2990576977940008	0.09951421092942218	0.5214179119614848
logflex2	n1 (first)	option	vertex	90.48850406563214	0.31933877166560776	0.09245005411993035	0.6011017857959768
logflex2	n1 (first)	option	vertex	97.15569883397542	0.3444865925727498	0.08831396777781317	0.693747311012582
logflex2	n1 (first)	option	vertex	104.31413264464813	0.37707830451925295	0.0877546514429619	0.8136543491137002
logflex2	n1 (first)	option	vertex	112.0	0.4147641613038281	0.08752319186050143	0.9513901178839693
logflex2	n2 (second)	option	vertex	7.0	0.17566404221166615	0.0829955193071792	0.22232521710381672
logflex2	n2 (second)	option	vertex	7.515760138376831	0.17064084233374072	0.0891265601134603	0.2202870305250262
logflex2	n2 (second)	option	vertex	8.069521493944878	0.16207061758535177	0.0969474516670378	0.22161597964215485
logflex2	n2 (second)	option	vertex	8.664083997137995	0.1567293580275723	0.1010741617885212	0.22796694173571827
logflex2	n2 (second)	option	vertex	9.302453877319765	0.154587032035931	0.1058421925956674	0.23480375033304357
logflex2	n2 (second)	option	vertex	9.987858862892699	0.156879584890199	0.10836105897408302	0.2432353118568729
logflex2	n2 (second)	option	vertex	10.723764501351814	0.15908397730574625	0.11185423734356828	0.252055185818305
logflex2	n2 (second)	option	vertex	11.513891681800072	0.16171040416960256	0.11433835898283953	0.2608971517600442
logflex2	n2 (second)	option	vertex	12.36223544852308	0.16678341303859967	0.11652018556264124	0.2712085386861857
logflex2	n2 (second)	option	vertex	13.2730852007484	0.17131705954521598	0.11939341508524101	0.2818692515217722
logflex2	n2 (second)	option	vertex	14.251046380723466	0.17064350870337897	0.12273781602970811	0.2931148152001736
logflex2	n2 (second)	option	vertex	15.30106375977155	0.169436185277356	0.1253496764145782	0.3047276483342348
logflex2	n2 (second)	option	vertex	16.42844644006477	0.17287531626858332	0.1292734558662174	0.3174589180944861
logflex2	n2 (second)	option	vertex	17.638894698528226	0.1756507079557078	0.13324767918968425	0.32858110872343177
logflex2	n2 (second)	option	vertex	18.93852880860355	0.17496913509454465	0.1370624708057388	0.3368127349047843
logflex2	n2 (second)	option	vertex	20.33391998560055	0.17721590767209128	0.1411326929702354	0.34705152765312586
logflex2	n2 (second)	option	vertex	21.832123612102944	0.18116608395066158	0.1440269934995219	0.35719788472439545
logflex2	n2 (second)	option	vertex	23.4407149114227	0.18485579179294487	0.14785614859115406	0.3666919847252882
logflex2	n2 (second)	option	vertex	25.167827249475163	0.18880470336888733	0.15103206354671095	0.3753346920159755
logflex2	n2 (second)	option	vertex	27.02219325873709	0.19405029461772927	0.1546879887201908	0.3830957952222046
logflex2	n2 (second)	option	vertex	29.013188992218765	0.1975335328891642	0.15943506687390413	0.3881688170850744
logflex2	n2 (second)	option	vertex	31.15088133070163	0.2029123898827159	0.16260182916467514	0.39339750670547136
logflex2	n2 (second)	option	vertex	33.44607888294205	0.20578199955234622	0.1658134521799768	0.3991164895556578
logflex2	n2 (second)	option	vertex	35.91038663620328	0.21045131528940586	0.17001222950525577	0.4028970001958436
logflex2	n2 (second)	option	vertex	38.55626463343955	0.2170698212316276	0.1738554951430426	0.40714188129947726
logflex2	n2 (second)	option	vertex	41.39709097381619	0.22349232759352844	0.17811315575752262	0.40694367630669687
logflex2	n2 (second)	option	vertex	44.44722945510958	0.22961819687586582	0.18205977765031198	0.41005445966009785
logflex2	n2 (second)	option	vertex	47.722102200000165	0.23626172151223995	0.1853814139932805	0.4176227102826232
logflex2	n2 (second)	option	vertex	51.23826763347237	0.2439917500271693	0.1889250855979845	0.427055027126632
logflex2	n2 (second)	option	vertex	55.01350420559077	0.251760733782144	0.19135753276495607	0.438966243406679
logflex2	n2 (second)	option	vertex	59.066900282972185	0.2562613100807485	0.19498779369589264	0.4572111796207977
logflex2	n2 (second)	option	vertex	63.41895066346308	0.2562926639532021	0.1988636409140892	0.49587518318091867
logflex2	n2 (second)	option	vertex	68.09166020202039	0.26031428179170746	0.20155643461831926	0.5380977750727535
logflex2	n2 (second)	option	vertex	73.10865507174928	0.2633770604205211	0.20407494175285112	0.5911682837235287
logflex2	n2 (second)	option	vertex	78.49530222265635	0.2685123531940673	0.208267887111532	0.6572160301833011
logflex2	n2 (second)	option	vertex	84.27883764212612	0.2759717236271492	0.20868240889601103	0.7283578811206775
logflex2	n2 (second)	option	vertex	90.48850406563214	0.2887348716329242	0.20871239543645734	0.8104060134216285
logflex2	n2 (second)	option	vertex	97.15569883397542	0.2996809094023034	0.20829002571064573	0.9266330853255947
logflex2	n2 (second)	option	vertex	104.31413264464813	0.31773205269524674	0.20742408855208372	1.0662608429589657
logflex2	n2 (second)	option	vertex	112.0	0.34384390410164384	0.2072432112890669	1.2074368819475294
logflex2	memory	channel	ips	7.0	0.7887721611058183	0.6419948162875625	1.2680433939741467
logflex2	memory	channel	ips	7.515760138376831	0.8134470159913113	0.6779658533632226	1.2318266140548564
logflex2	memory	channel	ips	8.069521493944878	0.8681705803754396	0.6925141651040478	1.210098323341765
logflex2	memory	channel	ips	8.664083997137995	0.8985429653884501	0.7025365018751553	1.1961221289221915
logflex2	memory	channel	ips	9.302453877319765	0.9148749041204389	0.6971010261530957	1.198998825272208
logflex2	memory	channel	ips	9.987858862892699	0.9287272635656154	0.6938919882370025	1.2072919195946126
logflex2	memory	channel	ips	10.723764501351814	0.9221054307613237	0.6895880532376356	1.213179113881738
logflex2	memory	channel	ips	11.513891681800072	0.9244744960388329	0.6806444173268096	1.2006997482392865
logflex2	memory	channel	ips	12.36223544852308	0.9263634440833652	0.6693492704642217	1.190035770175263
logflex2	memory	channel	ips	13.2730852007484	0.9205561658582768	0.6561749687453665	1.169177824103825
logflex2	memory	channel	ips	14.251046380723466	0.9127529322834446	0.6371875078996705	1.14212723658713
logflex2	memory	channel	ips	15.30106375977155	0.9127726747061955	0.6186983328699961	1.1126777545334643
logflex2	memory	channel	ips	16.42844644006477	0.9095443822192519	0.602252222321418	1.0838949380634868
logflex2	memory	channel	ips	17.638894698528226	0.8996896826405669	0.586388969405729	1.0622687475444597
logflex2	memory	channel	ips	18.93852880860355	0.8833084064038121	0.5725917105059358	1.042024713068235
logflex2	memory	channel	ips	20.33391998560055	0.8654337379086585	0.5642927784166007	1.0266431675639904
logflex2	memory	channel	ips	21.832123612102944	0.8536369133243995	0.5577825269282329	1.0115808879727786
logflex2	memory	channel	ips	23.4407149114227	0.8420197824461149	0.5560568997473676	0.990076078714188
logflex2	memory	channel	ips	25.167827249475163	0.8281009637818066	0.5537171895092444	0.9755286699795164
logflex2	memory	channel	ips	27.02219325873709	0.8133959102012014	0.5519960952182883	0.9564776307385424
logflex2	memory	channel	ips	29.013188992218765	0.8044942781881006	0.5477541869690227	0.9329284549545156
logflex2	memory	channel	ips	31.15088133070163	0.794482977999106	0.5402665215940015	0.912162238375611
logflex2	memory	channel	ips	33.44607888294205	0.7820524220323879	0.53400675782739	0.896564824405514
logflex2	memory	channel	ips	35.91038663620328	0.7711916425945742	0.5249998448183943	0.8806650059268891
logflex2	memory	channel	ips	38.55626463343955	0.7577394494750214	0.5179778710490289	0.8642832911316987
logflex2	memory	channel	ips	41.39709097381619	0.7449073514038485	0.507635703355613	0.8568692812625929
logflex2	memory	channel	ips	44.44722945510958	0.7312624818692284	0.4970302553261315	0.8438108414530975
logflex2	memory	channel	ips	47.722102200000165	0.7200915862532208	0.48345409311399573	0.8340125715463178
logflex2	memory	channel	ips	51.23826763347237	0.711944187168484	0.47211527451732926	0.8265870051238073
logflex2	memory	channel	ips	55.01350420559077	0.7101565180722306	0.4492580792445939	0.8192995594653555
logflex2	memory	channel	ips	59.066900282972185	0.702056828207207	0.4251568605676223	0.816482597206903
logflex2	memory	channel	ips	63.41895066346308	0.698018653250911	0.3921847465201054	0.8111018653963729
logflex2	memory	channel	ips	68.09166020202039	0.7035013256670404	0.36160137253156033	0.8111891153944379
logflex2	memory	channel	ips	73.10865507174928	0.7090748132614588	0.3262242476215047	0.8184046318905288
logflex2	memory	channel	ips	78.49530222265635	0.7121939245249795	0.29338983253645673	0.8414839359158041
logflex2	memory	channel	ips	84.27883764212612	0.7159500827628771	0.2603757982827023	0.8723237347528301
logflex2	memory	channel	ips	90.48850406563214	0.7251867402685496	0.21988090640783617	0.9516806767706932
logflex2	memory	channel	ips	97.15569883397542	0.7296220642282727	0.17546025432470636	1.0348522836140606
logflex2	memory	channel	ips	104.31413264464813	0.7387188837112783	0.13553399711498051	1.157362874785918
logflex2	memory	channel	ips	112.0	0.7530511618016396	0.10114120545144845	1.261438282334592
logflex2	perceptual	channel	ips	7.0	0.18490631323828904	0.10540141383159563	0.2237933413348206
logflex2	perceptual	channel	ips	7.515760138376831	0.18405780595693033	0.1123670366266517	0.22370612921765387
logflex2	perceptual	channel	ips	8.069521493944878	0.18109353225092156	0.11755828232073545	0.2248019970837961
logflex2	perceptual	channel	ips	8.664083997137995	0.18061758906724557	0.12143529970146674	0.23032846210751728
logflex2	perceptual	channel	ips	9.302453877319765	0.17906037245414505	0.12341033579418427	0.23695196281169204
logflex2	perceptual	channel	ips	9.987858862892699	0.17681841203082505	0.12355231665115551	0.24626602841746695
logflex2	perceptual	channel	ips	10.723764501351814	0.17624433105096554	0.12470086676433892	0.2563886385709154
logflex2	perceptual	channel	ips	11.513891681800072	0.17503926783422163	0.12547589017046065	0.2673896831036411
logflex2	perceptual	channel	ips	12.36223544852308	0.17402032092615288	0.12696333991760825	0.2796516867223482
logflex2	perceptual	channel	ips	13.2730852007484	0.17429517718372411	0.1301697364204187	0.29171101063916105
logflex2	perceptual	channel	ips	14.251046380723466	0.17486648381559344	0.13250960065349268	0.3066453144734924
logflex2	perceptual	channel	ips	15.30106375977155	0.17501323848716535	0.13461137375058319	0.31877977249388867
logflex2	perceptual	channel	ips	16.42844644006477	0.17420076822085662	0.13547063133252527	0.3337885031654334
logflex2	perceptual	channel	ips	17.638894698528226	0.17317103982231907	0.13748617468454108	0.3491113189061665
logflex2	perceptual	channel	ips	18.93852880860355	0.17538051510235475	0.14031364325131657	0.3643161380458675
logflex2	perceptual	channel	ips	20.33391998560055	0.17684941611796134	0.14224350221618226	0.3777417803869328
logflex2	perceptual	channel	ips	21.832123612102944	0.17826608903105517	0.14374792373269457	0.3893602054508737
logflex2	perceptual	channel	ips	23.4407149114227	0.18024887980595805	0.14630073982267844	0.40002693748031937
logflex2	perceptual	channel	ips	25.167827249475163	0.18298063075051357	0.14753128937429244	0.4093973492057862
logflex2	perceptual	channel	ips	27.02219325873709	0.18533448862051838	0.14968052785432776	0.41961404438989164
logflex2	perceptual	channel	ips	29.013188992218765	0.18769448996540286	0.15230400767141983	0.425972263839074
logflex2	perceptual	channel	ips	31.15088133070163	0.18987741304373773	0.15560936301762274	0.4315312355235933
logflex2	perceptual	channel	ips	33.44607888294205	0.1926886563837251	0.15837060632856795	0.4364790175670158
logflex2	perceptual	channel	ips	35.91038663620328	0.19625242372311544	0.1612685993406661	0.4417555728055045
logflex2	perceptual	channel	ips	38.55626463343955	0.20009021599094662	0.16434457701331232	0.4470803791450262
logflex2	perceptual	channel	ips	41.39709097381619	0.20407804726441697	0.16755068619299165	0.45617674787686796
logflex2	perceptual	channel	ips	44.44722945510958	0.2090422122172752	0.17081325008285514	0.464027492590249
logflex2	perceptual	channel	ips	47.722102200000165	0.21390139929646923	0.17351584151665647	0.4758309694414667
logflex2	perceptual	channel	ips	51.23826763347237	0.21593834258627037	0.1767894761403156	0.49445683862990447
logflex2	perceptual	channel	ips	55.01350420559077	0.22027584476984352	0.18006209496846745	0.5177320045534067
logflex2	perceptual	channel	ips	59.066900282972185	0.22636198320185125	0.1830401107312791	0.5419481995460336
logflex2	perceptual	channel	ips	63.41895066346308	0.23162533567285426	0.18523882223258425	0.5723009478477885
logflex2	perceptual	channel	ips	68.09166020202039	0.2362624992815654	0.18734560822815532	0.6153176758455781
logflex2	perceptual	channel	ips	73.10865507174928	0.2407512408264422	0.1900236595409497	0.6607838200490728
logflex2	perceptual	channel	ips	78.49530222265635	0.24465453139241516	0.19234847207012618	0.7334836983338194
logflex2	perceptual	channel	ips	84.27883764212612	0.24758285378103467	0.19427375710609612	0.8222524909643742
logflex2	perceptual	channel	ips	90.48850406563214	0.25284721234233	0.19424222088968005	0.9257679350818713
logflex2	perceptual	channel	ips	97.15569883397542	0.2613246153337505	0.19334153377997704	1.0522448633567254
logflex2	perceptual	channel	ips	104.31413264464813	0.2687407611067311	0.19227770637075153	1.1983260480546585
logflex2	perceptual	channel	ips	112.0	0.28327153504288327	0.19006515501408333	1.3714471874297953
logflex2	n1 (first)	option	ips	7.0	0.21598599645427669	0.17906574503503303	0.2874814513288645
logflex2	n1 (first)	option	ips	7.515760138376831	0.22607069280857872	0.18970895387493303	0.28427853843574985
logflex2	n1 (first)	option	ips	8.069521493944878	0.23398402965410758	0.20063334508305658	0.28859812277074964
logflex2	n1 (first)	option	ips	8.664083997137995	0.24156363070831527	0.21055896147917608	0.29280149067841466
logflex2	n1 (first)	option	ips	9.302453877319765	0.2465756686278263	0.21750223533979973	0.2956599956537178
logflex2	n1 (first)	option	ips	9.987858862892699	0.2520861511360383	0.22091851294279288	0.29783716802248833
logflex2	n1 (first)	option	ips	10.723764501351814	0.2560312862697998	0.2243336563481932	0.29796261251639117
logflex2	n1 (first)	option	ips	11.513891681800072	0.258554706009096	0.22705489963920186	0.2997900617597335
logflex2	n1 (first)	option	ips	12.36223544852308	0.25959220567883706	0.2273510008023265	0.30265399119853215
logflex2	n1 (first)	option	ips	13.2730852007484	0.26034259002495974	0.22951498952487284	0.3003578896891291
logflex2	n1 (first)	option	ips	14.251046380723466	0.2609899868104971	0.22797339235288336	0.3010027052186561
logflex2	n1 (first)	option	ips	15.30106375977155	0.2602625979870793	0.22941470553938656	0.30257023389584525
logflex2	n1 (first)	option	ips	16.42844644006477	0.2594517042899046	0.22572827297539216	0.30349161919897266
logflex2	n1 (first)	option	ips	17.638894698528226	0.25792077558977605	0.2229599563174116	0.30900173625351046
logflex2	n1 (first)	option	ips	18.93852880860355	0.25571874318360666	0.21938481833243614	0.3125863595953389
logflex2	n1 (first)	option	ips	20.33391998560055	0.25372868492836564	0.21535630422115926	0.3171395554362035
logflex2	n1 (first)	option	ips	21.832123612102944	0.2541591517729648	0.21192432326994737	0.3246642129304072
logflex2	n1 (first)	option	ips	23.4407149114227	0.2535261189351373	0.2084933000844485	0.33061456047585824
logflex2	n1 (first)	option	ips	25.167827249475163	0.253567090265447	0.20655067672800234	0.33611474283875886
logflex2	n1 (first)	option	ips	27.02219325873709	0.25252042215310955	0.2035387809723035	0.3423043721878931
logflex2	n1 (first)	option	ips	29.013188992218765	0.2515853996931485	0.20114124922716997	0.348549422571239
logflex2	n1 (first)	option	ips	31.15088133070163	0.25109319173370664	0.19987084445479253	0.35319398851402317
logflex2	n1 (first)	option	ips	33.44607888294205	0.2509967105117973	0.19843111558141005	0.357676021685236
logflex2	n1 (first)	option	ips	35.91038663620328	0.2509804109190179	0.19888846629197635	0.3648397405790131
logflex2	n1 (first)	option	ips	38.55626463343955	0.24960619359389635	0.19830388457392095	0.37004413606855496
logflex2	n1 (first)	option	ips	41.39709097381619	0.25024473607350173	0.19910599586582195	0.3769087424158205
logflex2	n1 (first)	option	ips	44.44722945510958	0.25228080025105903	0.20002957799008442	0.3849819426051018
logflex2	n1 (first)	option	ips	47.722102200000165	0.2534515525654534	0.20118398793694253	0.394844754960489
logflex2	n1 (first)	option	ips	51.23826763347237	0.2537821026295103	0.20170361858989097	0.4090723867740576
logflex2	n1 (first)	option	ips	55.01350420559077	0.25102030964056404	0.20110600025518713	0.431355848104308
logflex2	n1 (first)	option	ips	59.066900282972185	0.2534560494001872	0.20352155310082673	0.4577221636379312
logflex2	n1 (first)	option	ips	63.41895066346308	0.25520348195197595	0.20413228525742264	0.4819451238925729
logflex2	n1 (first)	option	ips	68.09166020202039	0.25849779455164257	0.2020751735638441	0.5341892558052985
