model	subject	roi	voxel	r2	mu_vertex	sd_vertex	amplitude_vertex	baseline_vertex	mu_ips	sd_ips	amplitude_ips	baseline_ips	pref_n_ips	pref_n_vertex
4	4	NPCr2cm-cluster	51982	0.101792574	-0.86070377	1.9076219	2.141871	-0.13598967	-4.334836	5.2112303	2.141871	-0.13598967	0.013104023	0.4228644
4	4	NPCr2cm-cluster	51983	0.040516138	2.0660777	0.1667157	0.6034817	0.18516299	1.2142287	0.75903016	0.6034817	0.18516299	3.3676956	7.8938007
4	4	NPCr2cm-cluster	51985	0.014139116	2.5651839	0.44217384	0.20926702	0.06541056	1.0219245	1.7829139	0.20926702	0.06541056	2.778537	13.003048
4	4	NPCr2cm-cluster	51986	0.038248062	2.565635	0.32590264	0.36709315	0.09065031	0.4416202	3.5206935	0.36709315	0.09065031	1.5552249	13.008916
4	4	NPCr2cm-cluster	52021	0.03543514	2.0257125	0.1888575	0.43823868	-0.007850412	0.45451868	1.703075	0.43823868	-0.007850412	1.5754148	7.581511
4	4	NPCr2cm-cluster	52023	0.009008467	0.96619505	2.6742663	0.33660296	-0.15708904	-4.480448	8.480174	0.33660296	-0.15708904	0.01132834	2.6279263
4	4	NPCr2cm-cluster	52024	0.01910609	2.803969	0.16860357	0.1507304	0.10671444	0.05215585	5.426477	0.1507304	0.10671444	1.05354	16.510046
4	4	NPCr2cm-cluster	52025	0.024418175	2.5438225	0.26867762	0.26816303	0.1007799	0.023662189	3.1781554	0.26816303	0.1007799	1.0239444	12.728231
4	4	NPCr2cm-cluster	52026	0.015881956	0.07597108	1.27607	0.40411738	0.116655044	-0.76117176	3.4539647	0.40411738	0.116655044	0.46711874	1.0789313
4	4	NPCr2cm-cluster	52063	0.00919807	1.703298	3.0792732	0.5181145	-0.39928743	2.5559464	8.217588	0.5181145	-0.39928743	12.883487	5.49203
4	4	NPCr2cm-cluster	52064	0.02904421	2.8208175	0.10518382	0.38426048	0.03919789	-8.480981	8.390113	0.38426048	0.03919789	0.0002073752	16.790571
4	4	NPCr2cm-cluster	52065	0.021052659	2.8300998	0.10890452	0.5576618	0.07571223	-2.3031821	2.9864829	0.5576618	0.07571223	0.09994031	16.947153
4	4	NPCr2cm-cluster	52102	0.02200222	0.84777206	1.7859089	0.19694643	-0.08821978	2.9404213	2.618983	0.19694643	-0.08821978	18.923819	2.3344402
4	4	NPCr2cm-cluster	52105	0.027463138	2.604192	0.3451528	0.5073054	0.016351005	0.63178015	1.0293379	0.5073054	0.016351005	1.880956	13.520297
4	4	NPCr2cm-cluster	52184	0.024219036	2.614649	0.5078518	0.21409199	-0.06986773	8.320023	8.660889	0.21409199	-0.06986773	4105.253	13.662421
4	4	NPCr2cm-cluster	52185	0.020388246	2.461934	0.47001937	0.22035716	-0.038892947	5.023194	1.916583	0.22035716	-0.038892947	151.89566	11.727471
4	4	NPCr2cm-cluster	52225	0.035050035	2.4997447	0.5465726	0.3460063	-0.091097265	5.3635707	2.5837362	0.3460063	-0.091097265	213.48587	12.179382
4	4	NPCr2cm-cluster	53951	0.029452562	2.7871895	0.14614058	0.5844092	-0.25850284	3.5659904	0.33536136	0.5844092	-0.25850284	35.374474	16.235327
4	4	NPCr2cm-cluster	53978	0.016649783	-0.5983232	1.9946085	0.28542215	-0.079968676	3.3040242	1.3771484	0.28542215	-0.079968676	27.221966	0.5497327
4	4	NPCr2cm-cluster	53979	0.022877693	1.3756841	0.7574493	0.532861	0.00060458673	11.930849	11.835341	0.532861	0.00060458673	151880.45	3.9577835
4	4	NPCr2cm-cluster	54008	0.03401369	2.8262484	0.044550765	1.8671494	0.042640492	3.976244	0.039477006	1.8671494	0.042640492	53.3164	16.882008
4	4	NPCr2cm-cluster	54010	0.057223678	1.7680755	0.7610867	0.42180717	-0.041557897	0.99075896	3.259007	0.42180717	-0.041557897	2.6932778	5.8595653
4	4	NPCr2cm-cluster	54012	0.05304241	2.4324908	0.117964044	0.8520299	0.06832362	0.17297964	1.9527307	0.8520299	0.06832362	1.1888419	11.38721
4	4	NPCr2cm-cluster	54013	0.047536016	2.5588355	0.3427544	0.75466895	-0.04562099	1.1268219	2.4191988	0.75466895	-0.04562099	3.0858335	12.920762
4	4	NPCr2cm-cluster	54044	0.083773494	-0.25930953	1.7354357	1.2563589	-0.105377525	-2.3764358	3.926864	1.2563589	-0.105377525	0.09288104	0.77158415
4	4	NPCr2cm-cluster	54046	0.104959965	-1.378369	2.6685195	0.7401826	-0.17183436	-0.61393017	3.6546614	0.7401826	-0.17183436	0.5412196	0.25198922
4	4	NPCr2cm-cluster	54047	0.04640138	2.5284739	0.37425655	0.38257048	0.01768809	1.6811445	2.1842434	0.38257048	0.01768809	5.3717	12.534363
4	4	NPCr2cm-cluster	54048	0.03783965	2.4131439	0.13525628	0.7358072	0.17542696	-5.150618	5.767155	0.7358072	0.17542696	0.0057958215	11.169021
4	4	NPCr2cm-cluster	54080	0.09285653	-0.48713917	1.7815188	1.4048917	-0.09719491	-2.8829646	4.503716	1.4048917	-0.09719491	0.05596859	0.61438155
4	4	NPCr2cm-cluster	54084	0.016020596	2.4711056	0.34329784	0.22212277	0.2045842	1.3704453	0.9868532	0.22212277	0.2045842	3.9371035	11.835524
4	4	NPCr2cm-cluster	54118	0.11648631	-0.98040783	2.166003	1.2641948	-0.18773377	-3.6195774	5.9925504	1.2641948	-0.18773377	0.026793998	0.37515804
4	4	NPCr2cm-cluster	54122	0.017234266	2.2483637	0.44585723	0.16495234	0.17382054	2.9989607	0.03311317	0.16495234	0.17382054	20.064674	9.472224
4	4	NPCr2cm-cluster	54158	0.07854748	1.5493125	0.4755407	0.490179	-0.019326024	0.20290492	3.5593798	0.490179	-0.019326024	1.224956	4.7082324
4	4	NPCr2cm-cluster	54159	0.048031032	2.026936	0.16543029	0.2531129	0.045404743	3.1086838	0.55370027	0.2531129	0.045404743	22.391554	7.590793
4	4	NPCr2cm-cluster	54161	0.031515956	1.342619	0.37146175	0.31383386	0.13294865	2.9999206	0.024675317	0.31383386	0.13294865	20.083942	3.8290584
4	4	NPCr2cm-cluster	54163	0.02702701	2.629623	0.27230856	0.6218995	0.16523099	0.38463226	2.0877624	0.6218995	0.16523099	1.4690739	13.868539
4	4	NPCr2cm-cluster	54197	0.06982046	1.3198631	0.4806139	0.45005256	0.0067285644	-1.0230991	4.22082	0.45005256	0.0067285644	0.35947913	3.742909
4	4	NPCr2cm-cluster	54200	0.03346932	1.6801181	0.13785805	0.54797786	0.09234796	2.9246464	0.07357313	0.54797786	0.09234796	18.627638	5.3661895
4	4	NPCr2cm-cluster	54201	0.018619418	0.42190725	0.31517425	0.47872317	0.13135105	-3.181166	4.0856595	0.47872317	0.13135105	0.041537195	1.524867
4	4	NPCr2cm-cluster	54202	0.040295243	2.8199997	0.037702214	1.3809853	0.14106372	2.42384	0.065711536	1.3809853	0.14106372	11.289126	16.776846
4	4	NPCr2cm-cluster	54203	0.019161105	2.5732155	0.40884215	0.41094998	0.004225475	0.9828214	1.1404977	0.41094998	0.004225475	2.6719844	13.107905
4	4	NPCr2cm-cluster	54240	0.038077652	-0.10565989	3.070762	0.51533186	-0.30728337	1.1187494	3.5708883	0.51533186	-0.30728337	3.0610232	0.8997306
4	4	NPCr2cm-cluster	56070	0.018224418	1.9826161	0.5457036	0.44026858	0.1300489	3.7273283	1.9929782	0.44026858	0.1300489	41.5679	7.2617154
4	4	NPCr2cm-cluster	56071	0.026697218	2.4370618	0.08290373	2.1552794	0.41595015	1.2502416	0.44658864	2.1552794	0.41595015	3.4911866	11.43938
4	4	NPCr2cm-cluster	56101	0.005249083	1.7070895	0.61083144	0.18526755	0.1850209	3.3019	1.2014697	0.18526755	0.1850209	27.164198	5.512893
4	4	NPCr2cm-cluster	56103	0.050695658	2.4266267	0.10542122	0.82290006	0.09336977	-3.1210952	3.7194202	0.82290006	0.09336977	0.044108834	11.320629
4	4	NPCr2cm-cluster	56137	0.046987295	0.9056932	1.1009525	0.44353682	-0.083869204	-0.306582	2.8076596	0.44353682	-0.083869204	0.7359581	2.473646
4	4	NPCr2cm-cluster	56139	0.062355995	0.55791694	0.9183947	0.81273365	0.20033754	-0.55458695	2.6369748	0.81273365	0.20033754	0.57430947	1.7470294
4	4	NPCr2cm-cluster	56140	0.030411959	0.4832295	0.95030946	1.4621823	0.41906992	-1.3375612	2.4916735	1.4621823	0.41906992	0.26248503	1.6213019
4	4	NPCr2cm-cluster	56173	0.024815261	2.0904849	0.13611709	0.43193537	0.03568784	-0.38947612	1.9304283	0.43193537	0.03568784	0.6774117	8.088836
4	4	NPCr2cm-cluster	56175	0.08811176	1.7630582	0.27661714	0.3763923	0.08302166	2.2048876	1.4252739	0.3763923	0.08302166	9.069232	5.8302402
4	4	NPCr2cm-cluster	56176	0.036926687	0.9196795	0.8108992	0.9201889	0.28030947	-0.10727727	1.8562385	0.9201889	0.28030947	0.8982766	2.5084863
4	4	NPCr2cm-cluster	56211	0.019728482	2.0965047	0.16423218	0.30240613	0.10037454	2.0639124	0.15695739	0.30240613	0.10037454	7.8767257	8.137677
4	4	NPCr2cm-cluster	56213	0.10676348	1.8410038	0.22937961	0.38310844	-0.061632797	2.8836465	0.93833363	0.38310844	-0.061632797	17.87935	6.3028617
4	4	NPCr2cm-cluster	56214	0.04957974	1.1498468	0.80240285	0.5163984	0.08612577	-0.005252341	2.4775615	0.5163984	0.08612577	0.9947614	3.157709
4	4	NPCr2cm-cluster	56215	0.051010847	2.4435534	0.3406175	0.7689608	0.19072782	1.260225	2.3541605	0.7689608	0.19072782	3.5262148	11.513881
4	4	NPCr2cm-cluster	56250	0.021448195	2.1089242	0.14883798	0.36745894	0.0671327	1.2552414	0.85184765	0.36745894	0.0671327	3.5086854	8.239372
4	4	NPCr2cm-cluster	56254	0.035263658	2.573247	0.2636117	0.5628179	0.23542863	1.4850861	1.6329272	0.5628179	0.23542863	4.4153457	13.108317
4	4	NPCr2cm-cluster	56289	0.03054136	0.88251686	0.5839694	1.2303915	0.005670395	-1.3861783	2.11726	1.2303915	0.005670395	0.25002903	2.4169753
4	4	NPCr2cm-cluster	56290	0.050233424	2.0227568	0.200642	0.2315101	0.015239526	2.7508767	0.8864123	0.2315101	0.015239526	15.65635	7.559135
4	4	NPCr2cm-cluster	56327	0.028461456	1.1417546	0.4019901	1.1275511	0.04114074	-1.6869245	2.1207283	1.1275511	0.04114074	0.18508789	3.1322596
4	4	NPCr2cm-cluster	56329	0.058508396	2.0735526	0.14006639	0.46980277	0.012705193	-5.7159543	6.784489	0.46980277	0.012705193	0.0032930064	7.9530272
4	4	NPCr2cm-cluster	56331	0.026400745	0.4464922	2.5619235	0.47885844	-0.28548762	1.1701415	3.1376407	0.47885844	-0.28548762	3.2224486	1.5628203
4	4	NPCr2cm-cluster	56333	0.085145056	-1.930494	1.9280502	1.8247275	0.0035101243	2.436171	0.06928715	1.8247275	0.0035101243	11.429195	0.14507651
4	4	NPCr2cm-cluster	56334	0.09512633	-0.29460672	1.2259394	1.8064973	-0.1279842	2.4510632	0.07840677	1.8064973	-0.1279842	11.600673	0.7448244
4	4	NPCr2cm-cluster	56335	0.06938988	16.323439	5.623662	2.1818962	-0.20891447	2.4559703	0.08086296	2.1818962	-0.20891447	11.65774	1.2279461e+07
4	4	NPCr2cm-cluster	56368	0.03396666	1.6839956	0.31337982	0.34665123	0.059294384	2.1362615	0.28411928	0.34665123	0.059294384	8.467722	5.3870378
4	4	NPCr2cm-cluster	56369	0.04941261	2.0911632	0.13191022	0.48345378	0.023580132	-3.3639433	4.43748	0.48345378	0.023580132	0.034598555	8.094325
4	4	NPCr2cm-cluster	56371	0.0514462	-0.7732402	2.891633	0.6218559	-0.35098347	-1.2194886	4.4696198	0.6218559	-0.35098347	0.2953812	0.46151525
4	4	NPCr2cm-cluster	56372	0.08630329	-0.023322526	0.87132984	1.3731321	-0.011441918	2.4243312	0.06640948	1.3731321	-0.011441918	11.294673	0.97694725
4	4	NPCr2cm-cluster	56373	0.10280162	-3.4700387	2.8141572	1.457194	-0.074360676	2.429002	0.066871926	1.457194	-0.074360676	11.347551	0.031115826
4	4	NPCr2cm-cluster	56374	0.093156695	-0.28957224	1.4426751	1.0075238	-0.12416677	2.4368358	0.071471095	1.0075238	-0.12416677	11.436794	0.7485837
4	4	NPCr2cm-cluster	56375	0.030767918	0.9938072	0.5462893	0.99242085	-0.13411821	2.4217532	0.061647978	0.99242085	-0.13411821	11.265593	2.7015
4	4	NPCr2cm-cluster	58137	0.040575385	2.4456117	0.10826916	2.2878544	0.16382562	-10.107028	7.1547775	2.2878544	0.16382562	4.079186e-05	11.537605
4	4	NPCr2cm-cluster	58168	0.012202382	2.4040072	0.36143702	0.23327473	0.24783564	3.2654033	0.2541112	0.23327473	0.24783564	26.190672	11.067437
4	4	NPCr2cm-cluster	58169	0.05050552	2.4322958	0.10806973	0.8012751	0.0011499616	-13.20838	11.098577	0.8012751	0.0011499616	1.8351584e-06	11.384989
4	4	NPCr2cm-cluster	58170	0.024474382	-0.20866652	1.287879	0.5750951	0.33755302	-3.2895064	4.722978	0.5750951	0.33755302	0.03727224	0.81166583
4	4	NPCr2cm-cluster	58202	0.009138107	1.8076699	0.54037833	0.11837314	0.1349188	3.1156292	0.7926829	0.11837314	0.1349188	22.547613	6.0962253
4	4	NPCr2cm-cluster	58204	0.034284174	2.061078	0.13381983	0.46853358	0.15718031	-2.355486	4.421058	0.46853358	0.15718031	0.0948474	7.854433
4	4	NPCr2cm-cluster	58240	0.023062468	2.070391	0.120056376	0.45803186	0.16844247	2.901208	0.0622084	0.45803186	0.16844247	18.196112	7.927922
4	4	NPCr2cm-cluster	58242	0.071552515	0.8111249	0.6749265	3.7224495	0.46303308	-1.4421022	2.3213644	3.7224495	0.46303308	0.2364302	2.2504382
4	4	NPCr2cm-cluster	58277	0.023811102	0.6628385	1.5788904	0.27223736	0.05624343	1.788043	0.118846595	0.27223736	0.05624343	5.977743	1.940292
4	4	NPCr2cm-cluster	58279	0.10193497	1.9463918	0.17215618	0.49619773	0.008969504	2.3570294	1.1721253	0.49619773	0.008969504	10.559538	7.0033727
4	4	NPCr2cm-cluster	58280	0.08398265	0.6435575	0.78439397	2.3958578	0.16001941	-1.6802813	2.6331742	2.3958578	0.16001941	0.18632156	1.9032397
4	4	NPCr2cm-cluster	58281	0.065295935	-1.7752826	2.1934516	3.1921148	0.19100152	-2.6210842	3.4626188	3.1921148	0.19100152	0.07272398	0.16943556
4	4	NPCr2cm-cluster	58315	0.019455194	-0.56171393	1.6221087	0.6922962	0.027146636	0.69782865	0.7531723	0.6922962	0.027146636	2.0093849	0.5702309
4	4	NPCr2cm-cluster	58317	0.061733842	1.9476634	0.16361594	0.37486595	0.056063868	2.619154	0.5277924	0.37486595	0.056063868	13.724108	7.012284
4	4	NPCr2cm-cluster	58319	0.05329442	2.4867148	0.15152356	0.78664327	0.25175032	1.3045202	1.4107652	0.78664327	0.25175032	3.6859202	12.021717
4	4	NPCr2cm-cluster	58353	0.027824521	2.0965226	0.15229137	0.37147707	0.0074853133	1.4883224	0.5821313	0.37147707	0.0074853133	4.429658	8.137822
4	4	NPCr2cm-cluster	58355	0.05285865	1.9579709	0.1946517	0.3640874	0.042271763	2.5619493	0.48495787	0.3640874	0.042271763	12.961056	7.0849357
4	4	NPCr2cm-cluster	58357	0.02632922	2.4218285	0.12205998	0.3529633	0.15662728	1.9968345	0.64016163	0.3529633	0.15662728	7.3657036	11.266441
4	4	NPCr2cm-cluster	58391	0.012034178	2.1052692	0.09980712	0.6259181	0.049924094	0.6780319	0.71253854	0.6259181	0.049924094	1.9699968	8.209312
4	4	NPCr2cm-cluster	58393	0.060727358	2.0907257	0.121613994	0.807232	-0.018081266	-0.8937554	2.199763	0.807232	-0.018081266	0.40911645	8.090784
4	4	NPCr2cm-cluster	58396	0.025257468	0.7421227	1.5022607	0.3228366	-0.02839649	2.269509	0.49922976	0.3228366	-0.02839649	9.67465	2.1003892
4	4	NPCr2cm-cluster	58398	0.10188335	-0.03153627	1.0619309	2.1097493	-0.18289053	2.4543686	0.081335686	2.1097493	-0.18289053	11.639082	0.9689558
4	4	NPCr2cm-cluster	58431	0.0150975585	2.0870008	0.113845006	0.57839435	0.05642197	0.66850615	0.6123568	0.57839435	0.05642197	1.9513202	8.060703
4	4	NPCr2cm-cluster	58433	0.07177234	2.0123453	0.19479145	0.36204877	0.011627459	2.1785235	0.6112502	0.36204877	0.011627459	8.833255	7.480842
4	4	NPCr2cm-cluster	58435	0.04050964	2.2062645	0.26407346	0.26375815	-0.11419336	2.29956	0.5329403	0.26375815	-0.11419336	9.969795	9.081728
4	4	NPCr2cm-cluster	58437	0.05834037	0.46990734	2.0036993	0.4707724	-0.1628008	2.2809343	0.27864286	0.4707724	-0.1628008	9.785819	1.5998459
4	4	NPCr2cm-cluster	58438	0.042336762	-0.23479638	2.039993	0.6560296	-0.2329202	-0.7921749	2.0439572	0.6560296	-0.2329202	0.45285878	0.7907319
4	4	NPCr2cm-cluster	58439	0.04243636	0.46228293	0.8582437	1.2887968	-0.19349083	2.4362907	0.06781166	1.2887968	-0.19349083	11.430563	1.5876944
4	4	NPCr2cm-cluster	58470	0.027435064	2.082295	0.10226063	0.44527853	0.07487167	-3.8364933	4.3878922	0.44527853	0.07487167	0.021569107	8.02286
4	4	NPCr2cm-cluster	58471	0.03379023	2.074854	0.17884588	0.26752838	-0.018287696	2.1439126	0.28201616	0.26752838	-0.018287696	8.532757	7.9633837
4	4	NPCr2cm-cluster	58474	0.040360868	2.157957	0.23074844	0.3050792	-0.11159035	0.8695114	1.1759086	0.3050792	-0.11159035	2.385745	8.653441
4	4	NPCr2cm-cluster	58475	0.097610176	-2.2107577	2.0535028	1.7953309	-0.10988902	2.418789	0.061656956	1.7953309	-0.10988902	11.232248	0.10961756
4	4	NPCr2cm-cluster	60169	0.026031077	2.9104087	0.3121985	0.1897854	0.081539996	3.7839644	0.19479541	0.1897854	0.081539996	43.99009	18.364304
4	4	NPCr2cm-cluster	60170	0.019909143	1.6736538	0.83971214	0.3895474	0.41153184	3.7308247	0.25989875	0.3895474	0.41153184	41.713493	5.3316135
4	4	NPCr2cm-cluster	60199	0.036773026	2.7345197	0.04676066	0.62613624	0.18914567	3.9862807	0.055741575	0.62613624	0.18914567	53.854218	15.402344
4	4	NPCr2cm-cluster	60200	0.022650123	-1.5998759	7.000709	0.29001507	0.29301962	3.7474375	0.2529424	0.29001507	0.29301962	42.41226	0.20192157
4	4	NPCr2cm-cluster	60201	0.028118432	2.4637623	0.11617099	0.91758764	0.36184713	1.7440354	0.12914573	0.91758764	0.36184713	5.720381	11.748931
4	4	NPCr2cm-cluster	60202	0.03749913	2.4300337	0.1425004	0.6293612	0.22780946	-10.630314	9.2076845	0.6293612	0.22780946	2.4172043e-05	11.359263
4	4	NPCr2cm-cluster	60203	0.053071916	4.3813615	0.16870335	0.40029356	0.18026769	0.15979956	6.184721	0.40029356	0.18026769	1.1732757	79.94681
4	4	NPCr2cm-cluster	60234	0.007865667	-0.15425536	1.0987717	0.52997524	0.2493898	4.4439344	0.05746809	0.52997524	0.2493898	85.109146	0.85705316
4	4	NPCr2cm-cluster	60236	0.026266634	1.8683943	0.08367286	0.58166623	0.261218	-4.0777617	4.7487493	0.58166623	0.261218	0.016945353	6.4778857
4	4	NPCr2cm-cluster	60272	0.023011565	1.9534515	0.19691017	0.411001	0.2644343	0.78600776	1.075298	0.411001	0.2644343	2.1946175	7.0529885
4	4	NPCr2cm-cluster	60306	0.13599735	1.5868129	0.29771903	0.31894344	0.06098215	2.5864844	2.6981921	0.31894344	0.06098215	13.282993	4.8881445
4	4	NPCr2cm-cluster	60307	0.037564516	1.8354199	0.3755266	0.23753208	0.29040262	0.656101	3.1624527	0.23753208	0.29040262	1.9272633	6.267765
4	4	NPCr2cm-cluster	60308	0.012510717	1.8976189	0.31586987	0.2418856	0.15576744	-0.1071183	1.8517991	0.2418856	0.15576744	0.8984193	6.6699934
4	4	NPCr2cm-cluster	60343	0.07651085	0.8610327	0.98128265	0.49886	0.1950085	-3.7321074	8.811861	0.49886	0.1950085	0.023942323	2.3656025
4	4	NPCr2cm-cluster	60344	0.07030445	1.8223991	0.11926612	0.36767784	0.25564107	-4.394121	7.851779	0.36767784	0.25564107	0.012349729	6.186683
4	4	NPCr2cm-cluster	60345	0.22203147	1.3190132	0.41410583	0.9813316	-0.03699341	-5.879455	9.271735	0.9813316	-0.03699341	0.0027963086	3.7397294
4	4	NPCr2cm-cluster	60346	0.03555745	2.0374107	0.19227533	0.36260998	0.03976039	1.0674962	1.2527009	0.36260998	0.03976039	2.9080892	7.6707225
4	4	NPCr2cm-cluster	60349	0.081425905	1.6841619	0.35758814	1.0478687	0.03749005	2.0620944	0.7529865	1.0478687	0.03749005	7.86242	5.3879337
4	4	NPCr2cm-cluster	60350	0.045454025	-2.2611551	2.4208367	2.018375	0.17372082	-1.3946601	2.5957367	2.018375	0.17372082	0.24791728	0.10423002
4	4	NPCr2cm-cluster	60381	0.041781604	1.7214984	0.7646381	0.28371808	0.26776752	0.045308672	10.572291	0.28371808	0.26776752	1.0463508	5.5929027
4	4	NPCr2cm-cluster	60382	0.03701353	0.9388225	0.79866433	0.4541386	0.2912528	24.556719	16.326822	0.4541386	0.2912528	4.6221865e+10	2.556969
4	4	NPCr2cm-cluster	60383	0.11539656	1.3228078	0.38110915	0.81040746	0.15007211	-5.1899033	5.880612	0.81040746	0.15007211	0.0055725453	3.7539468
4	4	NPCr2cm-cluster	60384	0.057373285	2.1270323	0.10119709	1.3578191	0.033947054	0.6760412	0.76463264	1.3578191	0.033947054	1.9660791	8.389931
4	4	NPCr2cm-cluster	60385	0.065389335	2.0076752	0.19678518	0.5497732	-0.13988662	1.2296423	1.0225202	0.5497732	-0.13988662	3.4200058	7.4459863
4	4	NPCr2cm-cluster	60387	0.07098925	1.8127426	0.30824435	0.638274	-0.13929051	2.2918234	0.5881108	0.638274	-0.13929051	9.89296	6.1272287
4	4	NPCr2cm-cluster	60388	0.046344697	0.14674574	1.2677494	0.39972708	0.09025507	2.226217	0.59393865	0.39972708	0.09025507	9.264752	1.1580596
4	4	NPCr2cm-cluster	60389	0.03283739	2.522537	0.5322793	0.33025175	0.026097493	2.2062125	0.50177854	0.33025175	0.026097493	9.081257	12.460168
4	4	NPCr2cm-cluster	60419	0.13350058	1.4198283	0.5849548	0.5467858	0.2376081	3.0822039	15.335727	0.5467858	0.2376081	21.806406	4.13641
4	4	NPCr2cm-cluster	60420	0.031894684	1.4526689	0.8068157	0.25974068	0.26223078	7.663288	8.371413	0.25974068	0.26223078	2128.7456	4.2745075
4	4	NPCr2cm-cluster	60421	0.023750305	0.8504223	0.8496157	0.32871452	0.18999867	10.66592	6.1451745	0.32871452	0.18999867	42869.688	2.3406353
4	4	NPCr2cm-cluster	60422	0.051012754	2.0822423	0.099924676	0.62598765	0.108757176	-4.2926097	4.7081666	0.62598765	0.108757176	0.013669206	8.022437
4	4	NPCr2cm-cluster	60423	0.08793497	2.1115892	0.1015306	1.319546	0.02144197	-0.6786246	1.7798756	1.319546	0.02144197	0.50731426	8.261359
4	4	NPCr2cm-cluster	60424	0.06989354	2.084756	0.14506659	0.7778179	-0.055267315	1.2613713	0.76752913	0.7778179	-0.055267315	3.5302591	8.042627
4	4	NPCr2cm-cluster	60425	0.09458339	2.0151176	0.19814473	0.8282062	-0.29132593	1.7902588	0.9515736	0.8282062	-0.29132593	5.991002	7.50161
4	4	NPCr2cm-cluster	60427	0.039498687	1.1261196	1.3473048	0.43312624	-0.11359903	2.2663207	0.51666903	0.43312624	-0.11359903	9.643853	3.0836675
4	4	NPCr2cm-cluster	60459	0.05399269	-7.9523287	6.755689	0.9251402	0.04570575	0.8152179	1.4197719e-05	0.9251402	0.04570575	2.2596679	0.00035184188
4	4	NPCr2cm-cluster	60460	0.106012225	-14.5778055	10.995607	1.0297954	-0.05958981	4.4635115	0.075339034	1.0297954	-0.05958981	86.79174	4.6659437e-07
4	4	NPCr2cm-cluster	60462	0.07084125	2.1022608	0.11404196	0.91969144	0.0107739	-0.24631006	1.6768695	0.91969144	0.0107739	0.7816798	8.184652
4	4	NPCr2cm-cluster	60463	0.078009725	2.0663607	0.1753574	0.500901	-0.040594	2.186451	0.29983103	0.500901	-0.040594	8.903558	7.8960347
4	4	NPCr2cm-cluster	60464	0.076197565	2.0572233	0.1710832	0.4476605	-0.06807585	2.1458473	0.537779	0.4476605	-0.06807585	8.549282	7.8242145
4	4	NPCr2cm-cluster	60466	0.04485941	1.2185324	1.2714965	0.48591948	-0.14811301	2.264797	0.47435454	0.48591948	-0.14811301	9.629169	3.3822205
4	4	NPCr2cm-cluster	60467	0.05543387	0.78793657	1.8968432	0.5256455	-0.19680232	2.1923702	0.4724529	0.5256455	-0.19680232	8.956416	2.1988544
4	4	NPCr2cm-cluster	60468	0.09682512	0.969402	0.5407488	1.4419934	-0.08828155	2.4458492	0.07689048	1.4419934	-0.08828155	11.540344	2.6363673
4	4	NPCr2cm-cluster	60469	0.06535578	-2.1396973	2.1847217	1.5960108	-0.14147146	2.4578357	0.07981995	1.5960108	-0.14147146	11.679504	0.11769047
4	4	NPCr2cm-cluster	60498	0.21412724	-6.7648015	8.491468	1.0121046	-0.2945565	0.8825693	6.959384e-07	1.0121046	-0.2945565	2.4171019	0.0011536765
4	4	NPCr2cm-cluster	60499	0.09493089	-11.819726	10.216348	0.7829871	-0.073737085	4.46587	0.07346084	0.7829871	-0.073737085	86.99667	7.357973e-06
4	4	NPCr2cm-cluster	60500	0.023447752	2.0579524	0.11437336	0.33392143	0.11080213	-3.5640364	4.3867483	0.33392143	0.11080213	0.028324265	7.829921
4	4	NPCr2cm-cluster	60505	0.040650368	1.2091634	0.98207724	0.3360136	-0.08675322	2.2745187	0.30691645	0.3360136	-0.08675322	9.723239	3.3506806
4	4	NPCr2cm-cluster	60506	0.050356507	0.43880945	1.7867879	0.3464991	-0.11318151	2.2231	0.35601792	0.3464991	-0.11318151	9.235917	1.5508598
4	4	NPCr2cm-cluster	60507	0.055602014	1.088211	1.5014886	0.27716106	-0.15016842	2.2407444	0.39405966	0.27716106	-0.15016842	9.400325	2.968958
4	4	NPCr2cm-cluster	60508	0.05351764	-0.5275613	1.3838634	1.3085732	-0.16091764	2.4470716	0.081903696	1.3085732	-0.16091764	11.554461	0.5900421
4	4	NPCr2cm-cluster	62162	0.07618666	-0.03313342	1.3616971	0.41144848	-0.16258366	-2.2320626	12.425869	0.41144848	-0.16258366	0.10730687	0.9674095
4	4	NPCr2cm-cluster	62163	0.029369652	0.7428094	2.6893387	0.5998185	0.5803497	3.5841486	0.26771224	0.5998185	0.5803497	36.02268	2.1018322
4	4	NPCr2cm-cluster	62193	0.031123936	2.529236	0.2600215	0.5152893	0.5859952	3.444573	0.05436245	0.5152893	0.5859952	31.3299	12.54392
4	4	NPCr2cm-cluster	62194	0.0378381	2.4577549	0.11794827	1.1949419	0.4743917	1.7758332	0.120778844	1.1949419	0.4743917	5.9051995	11.678561
4	4	NPCr2cm-cluster	62195	0.027191639	2.4529564	0.15014063	0.8426108	0.50696707	-3.9328737	4.119164	0.8426108	0.50696707	0.019587303	11.622657
4	4	NPCr2cm-cluster	62196	0.1551925	0.73958856	0.723517	0.7803686	-0.15188669	-0.89896417	9.669547	0.7803686	-0.15188669	0.406991	2.0950735
4	4	NPCr2cm-cluster	62224	0.22723001	0.97759455	0.18087804	0.8219452	-0.06760046	-1.5692583	9.042587	0.8219452	-0.06760046	0.20819955	2.6580548
4	4	NPCr2cm-cluster	62225	0.0265491	-5.2597404	5.056345	0.8258784	0.48180023	2.1026344	0.09973848	0.8258784	0.48180023	8.187712	0.005196654
