term	stimulation	payoff	nu	lo	hi	sim_lo	sim_hi
perceptual	ips	7.0	1.6876446629464488	1.3334149723994861	2.1329446643578502		
perceptual	ips	7.882352941176471	1.7746971998896002	1.4502157226915613	2.173711681960374		
perceptual	ips	8.764705882352942	1.8584521094858866	1.558575919411541	2.2164313878753243		
perceptual	ips	9.647058823529411	1.9387663620851017	1.6571677763384647	2.262414630645111		
perceptual	ips	10.529411764705882	2.0156031023466268	1.7500502749776075	2.314870128094548		
perceptual	ips	11.411764705882353	2.0890108527211697	1.8343122914659797	2.3682056675743146		
perceptual	ips	12.294117647058822	2.1591061645670706	1.9100731609122723	2.4252734280147767		
perceptual	ips	13.176470588235293	2.226059525252954	1.9814515730059934	2.486547370425725		
perceptual	ips	14.058823529411764	2.2900841015490867	2.0468587854160543	2.5477677258288147		
perceptual	ips	14.941176470588236	2.3514268448843807	2.1090403432797897	2.608191565433605		
perceptual	ips	15.823529411764707	2.410361512591603	2.1666653575525707	2.66758828682747		
perceptual	ips	16.705882352941174	2.4671832203955284	2.2222544025145705	2.7250370206614467		
perceptual	ips	17.588235294117645	2.52220420922738	2.2753173994166045	2.7806784610581863		
perceptual	ips	18.470588235294116	2.5757505721859624	2.3264297485321235	2.8356922071930324		
perceptual	ips	19.352941176470587	2.6281597407315678	2.3756400139968847	2.8886038455240053		
perceptual	ips	20.235294117647058	2.679777411193059	2.423739786324404	2.942686316395437		
perceptual	ips	21.11764705882353	2.7308370271508666	2.4717756310424996	2.995594816821924		
perceptual	ips	22.0	2.7813534037779624	2.5202705882834158	3.048757703359823		
perceptual	ips	22.88235294117647	2.8313186247737274	2.567522362964329	3.1014537102457806		
perceptual	ips	23.764705882352942	2.880725993831358	2.6133324742370467	3.153425954254743		
perceptual	ips	24.647058823529413	2.929569942330125	2.6591788092435125	3.204560787788838		
perceptual	ips	25.52941176470588	2.9778459435284224	2.704780188005092	3.2557257835279376		
perceptual	ips	26.41176470588235	3.0255504329303733	2.7492427046188523	3.3063129636397726		
perceptual	ips	27.294117647058822	3.0726807344851066	2.7936932316806495	3.3566492735382285		
perceptual	ips	28.176470588235293	3.1192349922750773	2.8369631517088534	3.4065517896529407		
perceptual	ips	29.058823529411764	3.1652121073496695	2.8791145020444846	3.455744821034513		
perceptual	ips	29.941176470588236	3.2106116793693302	2.920679609021575	3.505146497422237		
perceptual	ips	30.823529411764707	3.25543395273273	2.9630240760856568	3.553416305856888		
perceptual	ips	31.705882352941174	3.2996797668743993	3.003960465623215	3.60029862883155		
perceptual	ips	32.588235294117645	3.3433505104332886	3.043906175042032	3.6473975828911946		
perceptual	ips	33.470588235294116	3.386448079008559	3.0836272298690233	3.693541417371469		
perceptual	ips	34.35294117647059	3.4289748362344157	3.1227471016583177	3.7386276424166818		
perceptual	ips	35.23529411764706	3.47093357792252	3.1622512539318723	3.783688780427578		
perceptual	ips	36.11764705882353	3.512327499036151	3.200658458126498	3.8278681346288668		
perceptual	ips	37.0	3.5531601632763157	3.2378916040691843	3.871858322629214		
perceptual	ips	37.88235294117647	3.59343547507452	3.2751463416975097	3.9145436633197113		
perceptual	ips	38.76470588235294	3.6331576538026567	3.3109734301939544	3.9571328228477314		
perceptual	ips	39.64705882352941	3.672331210023555	3.346157651268778	3.9992283983989947		
perceptual	ips	40.529411764705884	3.710960923618645	3.3818860246049622	4.040367738970299		
perceptual	ips	41.411764705882355	3.749051823642752	3.416773596591305	4.081982038441985		
perceptual	ips	42.294117647058826	3.7866091697667668	3.450982259137302	4.122156245715689		
perceptual	ips	43.17647058823529	3.8236384351797317	3.4848494115146584	4.1621565480766725		
perceptual	ips	44.05882352941176	3.860145290832864	3.5186602004258187	4.201279513640221		
perceptual	ips	44.94117647058823	3.8961355909164888	3.551603360167256	4.240840684047497		
perceptual	ips	45.8235294117647	3.9316153594706367	3.5845377990812066	4.279994502632379		
perceptual	ips	46.705882352941174	3.9665907780370873	3.61675586871864	4.318466576857303		
perceptual	ips	47.588235294117645	4.001068174268311	3.6484140355101746	4.355624949551027		
perceptual	ips	48.470588235294116	4.035054011417373	3.6791763599792024	4.392301109935026		
perceptual	ips	49.35294117647059	4.068554878635705	3.708691332682685	4.428816905813738		
perceptual	ips	50.23529411764706	4.101577482015536	3.7392284178360082	4.465806125891778		
perceptual	ips	51.11764705882353	4.134128636315811	3.769046933988669	4.501226323868797		
perceptual	ips	52.0	4.166215257317437	3.798282431278913	4.536617203974023		
perceptual	ips	52.88235294117647	4.197844354757566	3.8259626234096835	4.571268297638563		
perceptual	ips	53.76470588235294	4.229023025795873	3.855434056635572	4.6060476934378345		
perceptual	ips	54.64705882352941	4.259758448971871	3.882815412431591	4.639056027056327		
perceptual	ips	55.529411764705884	4.290057878613447	3.9104740416488197	4.672521860831775		
perceptual	ips	56.41176470588235	4.319928639660619	3.937135403489123	4.703055895337006		
perceptual	ips	57.29411764705882	4.349378122873185	3.963107475672563	4.735447684576164		
perceptual	ips	58.17647058823529	4.378413780391075	3.9883951227550662	4.767466640578233		
perceptual	ips	59.05882352941176	4.407043121619727	4.014582816191837	4.799307508809397		
perceptual	ips	59.94117647058823	4.435273709416432	4.039155164778984	4.830095276741089		
perceptual	ips	60.8235294117647	4.46311315655297	4.064363192314707	4.861515569739968		
perceptual	ips	61.705882352941174	4.490569122434033	4.088577139371109	4.891898040012559		
perceptual	ips	62.588235294117645	4.517649310051618	4.113864698046824	4.9215175102574245		
perceptual	ips	63.470588235294116	4.544361463157313	4.13780166818744	4.951283176002821		
perceptual	ips	64.35294117647058	4.570713363635664	4.160989803861857	4.980927443232701		
perceptual	ips	65.23529411764706	4.596712829064211	4.184031815288679	5.009809013853186		
perceptual	ips	66.11764705882354	4.62236771044511	4.207405577143123	5.039271640911751		
perceptual	ips	67.0	4.647685890095764	4.230030973129104	5.067569927847396		
perceptual	ips	67.88235294117646	4.672675279687474	4.252848445697392	5.096110731238856		
perceptual	ips	68.76470588235294	4.697343818419598	4.274940120566419	5.124039350348134		
perceptual	ips	69.64705882352942	4.721699471320554	4.296174178171601	5.150528771923017		
perceptual	ips	70.52941176470588	4.745750227665472	4.318406154277096	5.1762818449514345		
perceptual	ips	71.41176470588235	4.769504099502234	4.339378629698296	5.2016182394034844		
perceptual	ips	72.29411764705883	4.792969120278386	4.360337632031633	5.22792791653891		
perceptual	ips	73.17647058823529	4.816153343560686	4.381630368143609	5.252903570978866		
perceptual	ips	74.05882352941177	4.83906484184166	4.402396374001751	5.278387489737256		
perceptual	ips	74.94117647058823	4.861711705425991	4.422944466908333	5.304153893319826		
perceptual	ips	75.82352941176471	4.88410204139174	4.4429063691370345	5.329137837782203		
perceptual	ips	76.70588235294117	4.9062439726207465	4.463231221139821	5.354106223489033		
perceptual	ips	77.58823529411765	4.92814563689279	4.48286059881872	5.378616805135196		
perceptual	ips	78.47058823529412	4.949815186040434	4.502577879424697	5.403480495326087		
perceptual	ips	79.35294117647058	4.97126078515851	4.522491839780049	5.427059616900235		
perceptual	ips	80.23529411764706	4.99249061186601	4.5413760891602495	5.451406100348792		
perceptual	ips	81.11764705882352	5.013512855615223	4.56006381229108	5.474916201397401		
perceptual	ips	82.0	5.034335717046097	4.579996448961344	5.49738355326502		
perceptual	ips	82.88235294117646	5.0549674073822395	4.598373481595171	5.519944774039653		
perceptual	ips	83.76470588235294	5.075416147865062	4.616885426593846	5.542266952446513		
perceptual	ips	84.6470588235294	5.0956901692243255	4.6346470287132595	5.564800871906574		
perceptual	ips	85.52941176470588	5.115797711182294	4.652993712379186	5.586314846184723		
perceptual	ips	86.41176470588235	5.135747021988566	4.671125491044439	5.60784396592516		
perceptual	ips	87.29411764705883	5.155546357984667	4.688499519593913	5.62928175698241		
perceptual	ips	88.17647058823529	5.1752039831949626	4.706297629527662	5.651948855248844		
perceptual	ips	89.05882352941177	5.194728168943232	4.724147872684031	5.673441194622589		
perceptual	ips	89.94117647058823	5.214127193492272	4.741562152477575	5.694396960531825		
perceptual	ips	90.82352941176471	5.233409341705905	4.75957837033914	5.716101845780324		
perceptual	ips	91.70588235294117	5.252582904730439	4.777687150119924	5.737596274344722		
perceptual	ips	92.58823529411764	5.271656179695741	4.795471759035392	5.758239997636591		
perceptual	ips	93.47058823529412	5.290637469433389	4.812780217950539	5.779949426691477		
