stimulation_condition	n_safe	frac	mean	lo	hi	source
ips	10.0	1.5419999999999998	0.37679583886749135	0.25979074711257993	0.5027484296054633	model
ips	10.0	1.64	0.42691973690489754	0.3059787548956064	0.551923783424363	model
ips	10.0	1.738	0.4741681749399623	0.3505672794357735	0.5974570619370679	model
ips	10.0	1.8359999999999999	0.5180725840672703	0.39344389851040074	0.6371223336284315	model
ips	10.0	1.934	0.5584019742696796	0.43437155971426894	0.6723125148558226	model
ips	10.0	2.032	0.595099005652799	0.4742658436106852	0.704315365491408	model
ips	10.0	2.13	0.6282579042146709	0.5107430420910423	0.7327575312784494	model
ips	10.0	2.2279999999999998	0.6581032966035887	0.5440935651995469	0.7580211060345475	model
ips	10.0	2.326	0.6849071914561239	0.5742690607671458	0.7797862221077569	model
ips	10.0	2.424	0.7089574556951322	0.6017436978324091	0.799058877079579	model
ips	10.0	2.5220000000000002	0.7305398976599372	0.6269010822105237	0.8161982719548452	model
ips	10.0	2.62	0.7499270772874113	0.6499156276363747	0.831941754156957	model
ips	10.0	2.718	0.7673719256691551	0.670764473954192	0.8459801574642467	model
ips	10.0	2.816	0.7831046743818962	0.6899977929027813	0.8581524167340875	model
ips	10.0	2.9139999999999997	0.7973319735139338	0.7076798581607703	0.8691844527452492	model
ips	10.0	3.012	0.8102373894122611	0.7233579857263628	0.8787089634755224	model
ips	10.0	3.11	0.8219827160973288	0.737433203653454	0.8873027446784343	model
ips	10.0	3.208	0.8327097159085877	0.7510220841233326	0.8953023668850959	model
ips	10.0	3.306	0.8425420365941755	0.7637313567416774	0.9028201278159824	model
ips	10.0	3.404	0.8515871450574517	0.7754762013538465	0.9098674889563517	model
ips	10.0	3.5020000000000002	0.8599381821419567	0.7861024226774912	0.9161898566743	model
ips	10.0	3.6	0.8676756860799658	0.7959115424994364	0.9219633734861745	model
ips	14.0	1.15	0.21387225590680403	0.12613444068746377	0.32869018815893636	model
ips	14.0	1.248	0.2693644105279036	0.17121312047560022	0.3894984304485146	model
ips	14.0	1.3459999999999999	0.32452395839034687	0.2191812194315908	0.44678082896159654	model
ips	14.0	1.444	0.3774723290615482	0.26790449810808353	0.4988027891735593	model
ips	14.0	1.5419999999999998	0.4269619509353734	0.31586691043582626	0.5459533850189735	model
ips	14.0	1.64	0.4724365305901541	0.36234557497435727	0.5880098942456948	model
ips	14.0	1.738	0.5137566510705008	0.40582157397295787	0.625301799932794	model
ips	14.0	1.8359999999999999	0.5510356110823522	0.4458378304471781	0.6581286097167659	model
ips	14.0	1.934	0.5845348312445212	0.48286615566610974	0.6870037944088463	model
ips	14.0	2.032	0.6145902864334148	0.5152667309490415	0.7126214935346074	model
ips	14.0	2.13	0.6415640380811992	0.5445784799978702	0.7360484029706542	model
ips	14.0	2.2279999999999998	0.6658142893977098	0.571582013248828	0.7565483126793563	model
ips	14.0	2.326	0.6876782784082497	0.5952348777631871	0.7745578957847584	model
ips	14.0	2.424	0.7074636288355861	0.617407827937497	0.7906989122069379	model
ips	14.0	2.5220000000000002	0.7254450104812333	0.638212979509485	0.8048231563631184	model
ips	14.0	2.62	0.7418639556796423	0.6568779657465849	0.8174668986284278	model
ips	14.0	2.718	0.7569304190420901	0.6738267942388169	0.8291265444226597	model
ips	14.0	2.816	0.7708251915973799	0.6894696356391824	0.8399442884287144	model
ips	14.0	2.9139999999999997	0.7837026379311609	0.7042390363909913	0.8501757880933234	model
ips	14.0	3.012	0.7956934618013409	0.7181937239861954	0.8598719189909048	model
ips	14.0	3.11	0.8069073577225365	0.7314403371424562	0.869282079075813	model
ips	14.0	3.208	0.8174354988238463	0.7439417658817309	0.8775811368762876	model
ips	14.0	3.306	0.8273528624796542	0.7557594175659164	0.8855132366979974	model
ips	14.0	3.404	0.8367204169253871	0.7670712534044286	0.8932015776051219	model
ips	14.0	3.5020000000000002	0.8455871933740942	0.777454286296437	0.9005624908174269	model
ips	14.0	3.6	0.853992256769688	0.787981414575256	0.907229538639489	model
ips	20.0	1.15	0.22590804798476355	0.13509368079603473	0.33758465818108224	model
ips	20.0	1.248	0.27448366869575036	0.17578642532084743	0.39045176303477375	model
ips	20.0	1.3459999999999999	0.3206633788505	0.2161850433994593	0.43832587039915527	model
ips	20.0	1.444	0.36374759132507095	0.2554486110630792	0.48276014855036736	model
ips	20.0	1.5419999999999998	0.40349993053136923	0.29320823379462474	0.5233625415815468	model
ips	20.0	1.64	0.4399706384087922	0.32869433100368967	0.5589240608320614	model
ips	20.0	1.738	0.47337000028380144	0.362390124678553	0.5903887353822973	model
ips	20.0	1.8359999999999999	0.5039849765659462	0.3928674246380668	0.6183829866164495	model
ips	20.0	1.934	0.532127668965588	0.42068539160544177	0.6433099321104732	model
ips	20.0	2.032	0.5581052021131047	0.4468514460418236	0.6659587763368084	model
ips	20.0	2.13	0.5822030616377941	0.4721935085932547	0.6868486621699113	model
ips	20.0	2.2279999999999998	0.6046763830771293	0.4958362691468129	0.7061733660424713	model
ips	20.0	2.326	0.6257457063208604	0.5174752630021558	0.7237526989466099	model
ips	20.0	2.424	0.6455952625778005	0.5384284721183231	0.740567961678172	model
ips	20.0	2.5220000000000002	0.6643729829068468	0.5582386506021813	0.7575613450930336	model
ips	20.0	2.62	0.6821921098460674	0.577600254427102	0.7738377350853635	model
ips	20.0	2.718	0.6991345405366989	0.5954433482291931	0.7892096933735547	model
ips	20.0	2.816	0.7152558812683896	0.6127224088477444	0.8034535041209906	model
ips	20.0	2.9139999999999997	0.7305918187329775	0.6290667720269194	0.8170366874012599	model
ips	20.0	3.012	0.7451650519875084	0.645324283882324	0.8298231795482779	model
ips	20.0	3.11	0.7589918697111824	0.6603614840552857	0.8416422497043341	model
ips	20.0	3.208	0.7720875526104661	0.6751244381718872	0.8528421771979003	model
ips	20.0	3.306	0.7844700666750545	0.6880203560560689	0.8636241736077159	model
ips	20.0	3.404	0.7961618819584273	0.7009052820766224	0.873555458047586	model
ips	20.0	3.5020000000000002	0.8071901000199107	0.7119547930312525	0.8827344320809934	model
ips	20.0	3.6	0.817585315208906	0.7218788085217329	0.8914530065068254	model
ips	28.0	1.15	0.20729157929875097	0.11645892853546391	0.32119295394889386	model
ips	28.0	1.248	0.24532652863849316	0.14710868109919922	0.36591333785295244	model
ips	28.0	1.3459999999999999	0.28186815470747895	0.1777515063252634	0.4065832211780158	model
ips	28.0	1.444	0.31682913258350875	0.2059524692278877	0.4461743952957572	model
ips	28.0	1.5419999999999998	0.3502739736336803	0.2340163921262466	0.4809081826283107	model
ips	28.0	1.64	0.3823357214400204	0.261876939854169	0.513736102956942	model
ips	28.0	1.738	0.41316481996353455	0.29045786703191573	0.5456473370409827	model
ips	28.0	1.8359999999999999	0.44289535362028226	0.3167981557089426	0.5748244400341408	model
ips	28.0	1.934	0.4716199388978945	0.3415760884523384	0.6014442483522086	model
ips	28.0	2.032	0.4993719145922167	0.36545103038434595	0.6288840114064195	model
ips	28.0	2.13	0.5261193383992445	0.3894696730823029	0.6545441627981479	model
ips	28.0	2.2279999999999998	0.5517755773091491	0.4131728131094505	0.6800884633878465	model
ips	28.0	2.326	0.5762252531812416	0.43621120523363244	0.7029018292721326	model
ips	28.0	2.424	0.5993569331296597	0.45762588996182973	0.7233928462008553	model
ips	28.0	2.5220000000000002	0.6210911733169326	0.47804036792920934	0.7428483768434587	model
ips	28.0	2.62	0.6413958317383244	0.49902830675438486	0.7609095601120762	model
ips	28.0	2.718	0.6602870330847052	0.5156848611055167	0.778272973795996	model
ips	28.0	2.816	0.677819340552937	0.5281194974870349	0.7943665962638121	model
ips	28.0	2.9139999999999997	0.6940697372621749	0.5406645657619351	0.8093978464759218	model
ips	28.0	3.012	0.7091182084770983	0.548966073810023	0.8255334371753644	model
ips	28.0	3.11	0.7230268088896875	0.5545138199037337	0.8419093832190895	model
ips	28.0	3.208	0.7358207115876904	0.5585729958253477	0.8585716567952133	model
ips	28.0	3.306	0.7474770352257427	0.561073326480031	0.8755744839861402	model
ips	28.0	3.404	0.7579269381059895	0.559945924677191	0.8929627925520923	model
ips	28.0	3.5020000000000002	0.7670707673250355	0.552186041094056	0.9095555230127974	model
ips	28.0	3.6	0.7747971799566548	0.5356117647577816	0.9241112349571896	model
vertex	7.0	1.15	0.08433447837690296	0.022145196871377896	0.18112469498372166	model
vertex	7.0	1.248	0.12486322447714614	0.04143624884980389	0.2411155491034713	model
vertex	7.0	1.3459999999999999	0.17257945597147917	0.06848310605746995	0.3066182799624702	model
vertex	7.0	1.444	0.22520909325381677	0.10241709856304824	0.37300472519093997	model
vertex	7.0	1.5419999999999998	0.2806618896089731	0.1420694549338822	0.4384542787279218	model
vertex	7.0	1.64	0.3371747371543819	0.18738433488113343	0.4989271709488272	model
vertex	7.0	1.738	0.3932985257758121	0.23448877242918253	0.554019594770296	model
vertex	7.0	1.8359999999999999	0.4478639160745754	0.2858196672665877	0.6052347129200437	model
vertex	7.0	1.934	0.49996282297104905	0.33818383942671887	0.653279533377071	model
vertex	7.0	2.032	0.5489388636831609	0.3875867888517029	0.6951975757156224	model
vertex	7.0	2.13	0.5943727336927683	0.43426291261484634	0.733149189883661	model
vertex	7.0	2.2279999999999998	0.6360553558066805	0.4804157454717221	0.766625755602684	model
vertex	7.0	2.326	0.6739500686789289	0.523467824045822	0.7967847318340686	model
vertex	7.0	2.424	0.7081498438561716	0.5642432939124481	0.8224105732926998	model
vertex	7.0	2.5220000000000002	0.7388360372672347	0.6011555954419717	0.8449339585072637	model
vertex	7.0	2.62	0.7662431795173955	0.635951473604155	0.8654930974856931	model
vertex	7.0	2.718	0.7906316884328871	0.6675050193364251	0.8838250051263749	model
vertex	7.0	2.816	0.8122683235315837	0.6958038380486786	0.8996558734652161	model
vertex	7.0	2.9139999999999997	0.8314145835828389	0.7214908923068223	0.9123919534000569	model
vertex	7.0	3.012	0.8483410480636436	0.7449007065169423	0.9229675799624597	model
vertex	7.0	3.11	0.8633163881664296	0.7655927063240314	0.9322168734409952	model
vertex	7.0	3.208	0.8765844499063254	0.7841646464628496	0.9409732182252984	model
vertex	7.0	3.306	0.8883625713949286	0.8009372298390665	0.9485855843083905	model
vertex	7.0	3.404	0.8988420934918513	0.8158757339466636	0.9549657762990368	model
vertex	7.0	3.5020000000000002	0.9081898828457349	0.8292087349616792	0.9602266070038622	model
vertex	7.0	3.6	0.9165504245786504	0.8415260952613378	0.9648381599503978	model
vertex	10.0	1.15	0.09940534698998409	0.04319031650165796	0.18366170048702318	model
vertex	10.0	1.248	0.1388252263874468	0.0673500092482163	0.23924238972553127	model
vertex	10.0	1.3459999999999999	0.18291687767376663	0.09681082156185292	0.29658114986430617	model
vertex	10.0	1.444	0.2303091389195637	0.1319485799243674	0.35407088194317266	model
vertex	10.0	1.5419999999999998	0.27955123874023435	0.16837540147266933	0.4114389782924129	model
vertex	10.0	1.64	0.3292550889026829	0.20649542939410426	0.46749430148768706	model
vertex	10.0	1.738	0.37821719395575976	0.2474900685791534	0.5197101536255786	model
vertex	10.0	1.8359999999999999	0.42547874585565143	0.28932555079036143	0.5663919347491954	model
vertex	10.0	1.934	0.4703262834620079	0.3301115520696625	0.6092040736394122	model
vertex	10.0	2.032	0.512259466814203	0.36960018031656233	0.6489334886957563	model
vertex	10.0	2.13	0.5510169204932527	0.4081801458895772	0.6855266592208756	model
vertex	10.0	2.2279999999999998	0.5865885642873033	0.4444280352941774	0.717999547507529	model
vertex	10.0	2.326	0.6190829696676167	0.4782307067780603	0.7466011647820587	model
vertex	10.0	2.424	0.6486780541645962	0.5086647462447714	0.7715640314008407	model
vertex	10.0	2.5220000000000002	0.6755903892161277	0.5378725251422608	0.7932061673903374	model
vertex	10.0	2.62	0.7000529619923324	0.5653575885493637	0.812604089591419	model
vertex	10.0	2.718	0.722299761942157	0.5904028895807901	0.8297274467697483	model
vertex	10.0	2.816	0.742555638000806	0.6133836613092293	0.8449520694323084	model
vertex	10.0	2.9139999999999997	0.7610300911530304	0.6349940338377053	0.8595991126049692	model
vertex	10.0	3.012	0.7779139223221186	0.6549397354656644	0.8727425508301041	model
vertex	10.0	3.11	0.7933778959912874	0.6732310565234048	0.8845004281268412	model
vertex	10.0	3.208	0.8075727849278341	0.6903577221459827	0.8950301884410559	model
vertex	10.0	3.306	0.8206303260136725	0.7067654480234578	0.9044757716653226	model
vertex	10.0	3.404	0.8326647440566941	0.7217820554569255	0.912764625521974	model
vertex	10.0	3.5020000000000002	0.8437745951762138	0.735869114187801	0.9205481109717214	model
vertex	10.0	3.6	0.8540447504061563	0.7488371264609988	0.9276078866931146	model
vertex	14.0	1.15	0.14144902585674593	0.06703977732816191	0.24882696680802166	model
vertex	14.0	1.248	0.18893019584817705	0.09950394168892715	0.3082778397413759	model
vertex	14.0	1.3459999999999999	0.2395241761730696	0.13720189000089292	0.3680440758590452	model
vertex	14.0	1.444	0.2909419154810948	0.17759738255573718	0.42735742616516337	model
vertex	14.0	1.5419999999999998	0.3412477002906602	0.22006595188292927	0.48138729518532364	model
vertex	14.0	1.64	0.3892475965496554	0.2627913180365047	0.5305888796671906	model
vertex	14.0	1.738	0.43426348878232324	0.3054804996794789	0.5729223258064505	model
vertex	14.0	1.8359999999999999	0.4759852555533802	0.3470142951129948	0.6118575666195032	model
vertex	14.0	1.934	0.5143636270101487	0.3852892758430944	0.646997813287523	model
vertex	14.0	2.032	0.5495182911449253	0.4202038087433288	0.6780233139541217	model
vertex	14.0	2.13	0.581666293470928	0.45361783709252335	0.7053901607608601	model
vertex	14.0	2.2279999999999998	0.6110699493442412	0.484208832941405	0.7300335948959185	model
vertex	14.0	2.326	0.6380012036125757	0.5132152404319514	0.7529576421319195	model
vertex	14.0	2.424	0.6627189073929958	0.5411629651182946	0.7742468735147374	model
vertex	14.0	2.5220000000000002	0.6854558237233651	0.5668240725762349	0.7929382356696347	model
vertex	14.0	2.62	0.7064127748913663	0.5904948080685335	0.8094559277138661	model
vertex	14.0	2.718	0.7257579236389062	0.6120258859383553	0.8244622867782219	model
vertex	14.0	2.816	0.7436296132924343	0.6319786612853341	0.8384561654172679	model
vertex	14.0	2.9139999999999997	0.7601414572953364	0.6506308305587917	0.8514581421312583	model
vertex	14.0	3.012	0.7753885182986359	0.6683897497774508	0.8636798839670539	model
vertex	14.0	3.11	0.7894535395520713	0.6857942548305503	0.8749072626626114	model
vertex	14.0	3.208	0.8024123690959281	0.7017739842712639	0.8850314896818782	model
vertex	14.0	3.306	0.8143379877173166	0.7153573747215957	0.8940796451474481	model
vertex	14.0	3.404	0.8253028912987374	0.7285627567930003	0.9016647137617383	model
vertex	14.0	3.5020000000000002	0.8353799165866661	0.7407698929095197	0.9082744640575753	model
vertex	14.0	3.6	0.8446418560226174	0.7520627575027641	0.9139875182197595	model
vertex	20.0	1.15	0.15137198942787	0.07535669011114807	0.2572242096963059	model
vertex	20.0	1.248	0.19583350476613484	0.10688816814508822	0.31258560654631906	model
vertex	20.0	1.3459999999999999	0.24090188744479205	0.1424270756865054	0.363610922837269	model
vertex	20.0	1.444	0.2852354113206555	0.1788584538885783	0.4128467231054426	model
vertex	20.0	1.5419999999999998	0.328007239207999	0.21439653764356484	0.45922559099877064	model
vertex	20.0	1.64	0.3687901291500722	0.24978717299920486	0.5018719085386901	model
vertex	20.0	1.738	0.4074290098642234	0.2856251297362007	0.5400261153503368	model
vertex	20.0	1.8359999999999999	0.4439284223878117	0.31953913663200817	0.5768504487886436	model
vertex	20.0	1.934	0.47836453562214915	0.35096304744316087	0.6104207985399546	model
vertex	20.0	2.032	0.5108241114946239	0.3819398811321092	0.6409738833856792	model
vertex	20.0	2.13	0.541370313205378	0.41035963335572784	0.6690287085518944	model
vertex	20.0	2.2279999999999998	0.570033385109708	0.4383342271622385	0.6946696884087904	model
vertex	20.0	2.326	0.5968208908544282	0.4654171230774599	0.7177555088782408	model
vertex	20.0	2.424	0.6217383104070956	0.4908561162563418	0.739345007167843	model
vertex	20.0	2.5220000000000002	0.644809289256561	0.5151076616255107	0.7588590946774083	model
vertex	20.0	2.62	0.6660875995069314	0.5370054612388854	0.7764645819434339	model
vertex	20.0	2.718	0.685658469647734	0.5573053419868625	0.7924005314452406	model
vertex	20.0	2.816	0.7036317786729585	0.5777628986933963	0.8072829977900858	model
vertex	20.0	2.9139999999999997	0.7201314099322539	0.5974193316058033	0.8206175602111346	model
vertex	20.0	3.012	0.735284374579878	0.6148493235795407	0.8321330842820921	model
vertex	20.0	3.11	0.7492118782559603	0.631507600372431	0.8432039352895194	model
vertex	20.0	3.208	0.7620232873397992	0.6464061960155442	0.8524400404605774	model
vertex	20.0	3.306	0.7738130399820932	0.6598491768348315	0.8619825593265804	model
vertex	20.0	3.404	0.7846599118116118	0.6727282039373569	0.870771963130414	model
vertex	20.0	3.5020000000000002	0.7946277875233273	0.6836145237279773	0.8780457007316439	model
vertex	20.0	3.6	0.8037672075011697	0.6933592095263201	0.8854487735041013	model
vertex	28.0	1.15	0.14215063656979246	0.06632908267208613	0.24457273787781705	model
vertex	28.0	1.248	0.18035541557098173	0.08980675252750063	0.29502399566924675	model
vertex	28.0	1.3459999999999999	0.21959350150739065	0.11617971573973077	0.3461097870744136	model
vertex	28.0	1.444	0.2592780861584852	0.14551484331010775	0.39569296677612725	model
vertex	28.0	1.5419999999999998	0.29900754414187	0.175219994498122	0.4441473533318732	model
vertex	28.0	1.64	0.3384119693426463	0.20525679221523124	0.489116791935227	model
vertex	28.0	1.738	0.3770560051091011	0.23766286287487298	0.5295432021628215	model
vertex	28.0	1.8359999999999999	0.41443720831234937	0.2686004941226919	0.5661499091311178	model
vertex	28.0	1.934	0.45006584694926416	0.2973087293348925	0.601363205005734	model
vertex	28.0	2.032	0.48355922598216583	0.32591824703558897	0.6319808085533071	model
vertex	28.0	2.13	0.5146913492637588	0.3550215695275955	0.661001037447431	model
vertex	28.0	2.2279999999999998	0.5433872038075707	0.38327031330770645	0.6883774157708648	model
vertex	28.0	2.326	0.5696799515565486	0.408587737749642	0.7115232352447715	model
vertex	28.0	2.424	0.5936564012990678	0.42847780175743777	0.7338573051577454	model
vertex	28.0	2.5220000000000002	0.615413707853754	0.4469686493841153	0.7529521753959415	model
vertex	28.0	2.62	0.6350350687216295	0.4634360024098887	0.7713077236252899	model
vertex	28.0	2.718	0.6525775415524697	0.4719082482960578	0.7875804402471349	model
vertex	28.0	2.816	0.6680649316581677	0.4766466188731089	0.8028717605315594	model
vertex	28.0	2.9139999999999997	0.6814854027786328	0.48316465952172893	0.8158116829880624	model
vertex	28.0	3.012	0.6927959965623045	0.48361525242807235	0.8268328281247648	model
vertex	28.0	3.11	0.7019345838665735	0.47777158137221076	0.8373318473949625	model
vertex	28.0	3.208	0.7088379272136456	0.4676775552237819	0.8463116720762122	model
vertex	28.0	3.306	0.7134620071117528	0.45450498636676745	0.8547640786679418	model
vertex	28.0	3.404	0.7157954589081701	0.43322956751550834	0.8626890446911089	model
vertex	28.0	3.5020000000000002	0.7158582052593728	0.4002165939928867	0.8711287779976119	model
vertex	28.0	3.6	0.7136921016782536	0.36341969037917227	0.8804188642699422	model
