term	stimulation	payoff	nu	lo	hi	p_pos
memory_noise_sd	ips	7.0	0.030589989401681027	0.0036220259225730115	0.10624865048486906	
memory_noise_sd	ips	7.882352941176471	0.03481635015465103	0.006581209319617113	0.10127330180785296	
memory_noise_sd	ips	8.764705882352942	0.03999680916965245	0.010821058562395387	0.0987228231153041	
memory_noise_sd	ips	9.647058823529411	0.04592447888014271	0.016100909272110702	0.09902001480015697	
memory_noise_sd	ips	10.529411764705882	0.05232208016454465	0.021670828192647873	0.10287346611188981	
memory_noise_sd	ips	11.411764705882353	0.05885824723540936	0.026903745778061115	0.10893181302246804	
memory_noise_sd	ips	12.294117647058822	0.06518509097454663	0.031115881305633458	0.11634438943616289	
memory_noise_sd	ips	13.176470588235293	0.07098544958170233	0.03428799811186781	0.12411267888526317	
memory_noise_sd	ips	14.058823529411764	0.07601547354391361	0.03676536624320745	0.13171862691778646	
memory_noise_sd	ips	14.941176470588236	0.08013146884363609	0.038926041599068484	0.13792254846305563	
memory_noise_sd	ips	15.823529411764707	0.08329679802190879	0.04095209524966002	0.14204639240673764	
memory_noise_sd	ips	16.705882352941174	0.08557129531215592	0.0428934389414299	0.14434996059847607	
memory_noise_sd	ips	17.588235294117645	0.08708958254293335	0.04488290977932795	0.14478166544263904	
memory_noise_sd	ips	18.470588235294116	0.0880355225312337	0.04671532086577833	0.14427083067954957	
memory_noise_sd	ips	19.352941176470587	0.08861880075122501	0.04830294616336497	0.14287391334884164	
memory_noise_sd	ips	20.235294117647058	0.08905683439144581	0.04990233871835157	0.14148586895461157	
memory_noise_sd	ips	21.11764705882353	0.08949451332999811	0.05131197636944553	0.14036130162960547	
memory_noise_sd	ips	22.0	0.08994246088858544	0.05260945523596783	0.13897276782557264	
memory_noise_sd	ips	22.88235294117647	0.09039707025901567	0.053573232410030695	0.13845839018223488	
memory_noise_sd	ips	23.764705882352942	0.09085503148884863	0.05442654778162471	0.13779618733311064	
memory_noise_sd	ips	24.647058823529413	0.09131332062465523	0.05538674772497999	0.13715927917934173	
memory_noise_sd	ips	25.52941176470588	0.0917691893194331	0.0563824476390792	0.13693471804562243	
memory_noise_sd	ips	26.41176470588235	0.09222015471001137	0.05707290771696654	0.13688451658235806	
memory_noise_sd	ips	27.294117647058822	0.09266398940636734	0.057823861278324416	0.13707264726666996	
memory_noise_sd	ips	28.176470588235293	0.09309871146837533	0.05827568583551476	0.137431822682865	
memory_noise_sd	ips	29.058823529411764	0.09352257427628949	0.05871510613780987	0.13730667376440278	
memory_noise_sd	ips	29.941176470588236	0.09393405622892438	0.05916454285984792	0.13793620375535592	
memory_noise_sd	ips	30.823529411764707	0.09433185022802615	0.05962519223877427	0.1382594747171434	
memory_noise_sd	ips	31.705882352941174	0.09471485292867228	0.05991374378534003	0.13863180458724814	
memory_noise_sd	ips	32.588235294117645	0.09508215375376	0.06014359601232764	0.13913837640577284	
memory_noise_sd	ips	33.470588235294116	0.09543302368599865	0.06032850498285595	0.13988924799140115	
memory_noise_sd	ips	34.35294117647059	0.09576690386332841	0.06064277497174575	0.14013890639338653	
memory_noise_sd	ips	35.23529411764706	0.09608339401367809	0.06098456396225963	0.1405435426062215	
memory_noise_sd	ips	36.11764705882353	0.09638224077266612	0.06104112700392268	0.14101719225355913	
memory_noise_sd	ips	37.0	0.09666332593335125	0.06116034319694396	0.14149640691670085	
memory_noise_sd	ips	37.88235294117647	0.09692665468090061	0.06141168842003	0.14188802912900167	
memory_noise_sd	ips	38.76470588235294	0.09717234386708612	0.061497234802372854	0.14270056178739138	
memory_noise_sd	ips	39.64705882352941	0.09740061038019057	0.06140637575176988	0.143229626579183	
memory_noise_sd	ips	40.529411764705884	0.09761175966539565	0.06135383737521821	0.14360039986401663	
memory_noise_sd	ips	41.411764705882355	0.09780617444920815	0.06138234481977931	0.14401058117068716	
memory_noise_sd	ips	42.294117647058826	0.09798430371911515	0.06122854915386487	0.14457566728758942	
memory_noise_sd	ips	43.17647058823529	0.09814665200675532	0.06114072474736202	0.14525353481343478	
memory_noise_sd	ips	44.05882352941176	0.09829376901936562	0.06105581089632138	0.14598181328321314	
memory_noise_sd	ips	44.94117647058823	0.09842623966051593	0.0610587605068542	0.14664754175275596	
memory_noise_sd	ips	45.8235294117647	0.09854467447708427	0.060782528804049094	0.14730188236611644	
memory_noise_sd	ips	46.705882352941174	0.09864970056529217	0.06060596382169037	0.14778215777377918	
memory_noise_sd	ips	47.588235294117645	0.0987419529644608	0.06029418406591805	0.14834977855701853	
memory_noise_sd	ips	48.470588235294116	0.09882206656307815	0.060066404730025884	0.14917173595682937	
memory_noise_sd	ips	49.35294117647059	0.0988906685377676	0.059624537459904974	0.1498655689139437	
memory_noise_sd	ips	50.23529411764706	0.09894837134204089	0.059214355287055105	0.15035969957724288	
memory_noise_sd	ips	51.11764705882353	0.09899576625814882	0.05865964086842084	0.15117638981325696	
memory_noise_sd	ips	52.0	0.0990334175221411	0.058184797777310344	0.15191542858332446	
memory_noise_sd	ips	52.88235294117647	0.09906185702925625	0.05759305492303406	0.15251160923909857	
memory_noise_sd	ips	53.76470588235294	0.09908157962416184	0.05697202821024556	0.1532344174761291	
memory_noise_sd	ips	54.64705882352941	0.09909303897821706	0.05625892446338008	0.15382803442559692	
memory_noise_sd	ips	55.529411764705884	0.09909664405394823	0.05556303010352492	0.15437857355494122	
memory_noise_sd	ips	56.41176470588235	0.09909275615518161	0.05479502202497247	0.15520581360090965	
memory_noise_sd	ips	57.29411764705882	0.09908168655989331	0.054194785859480815	0.15632017756513872	
memory_noise_sd	ips	58.17647058823529	0.0990636947316223	0.053495037829703954	0.15772266501437276	
memory_noise_sd	ips	59.05882352941176	0.09903898710436726	0.052780597737107346	0.15880957015750508	
memory_noise_sd	ips	59.94117647058823	0.0990077164351279	0.05211275216323922	0.15986397395071517	
memory_noise_sd	ips	60.8235294117647	0.09896998171763947	0.05129254506188357	0.16123801597972393	
