parameter	level	mean	lo	hi	p_gt0
risky_prior_mu	group	18.765271240870618	14.942101365061113	23.016011340297293	1.0
risky_prior_mu	sub-01	14.44878211760391			
risky_prior_mu	sub-02	17.73490373922424			
risky_prior_mu	sub-03	27.374343849951465			
risky_prior_mu	sub-04	14.452025915099693			
risky_prior_mu	sub-05	30.921357804079065			
risky_prior_mu	sub-06	10.769347625933385			
risky_prior_mu	sub-07	18.025812183057003			
risky_prior_mu	sub-09	6.851402164033333			
risky_prior_mu	sub-10	31.20877254323791			
risky_prior_mu	sub-11	32.96462673562938			
risky_prior_mu	sub-18	24.918650189197354			
risky_prior_mu	sub-19	15.306822422393461			
risky_prior_mu	sub-21	16.653967149798707			
risky_prior_mu	sub-25	28.204781279754812			
risky_prior_mu	sub-26	24.075309186631536			
risky_prior_mu	sub-29	10.516743425633017			
risky_prior_mu	sub-30	14.758448950343018			
risky_prior_mu	sub-31	20.373326413670405			
risky_prior_mu	sub-34	14.112766953294678			
risky_prior_mu	sub-35	11.649089974579903			
risky_prior_mu	sub-36	18.376362934554685			
risky_prior_mu	sub-37	18.710641124392986			
risky_prior_mu	sub-45	4.900645137554614			
risky_prior_mu	sub-46	13.474209753784573			
risky_prior_mu	sub-47	25.066001510022602			
risky_prior_mu	sub-50	14.784332531070861			
risky_prior_mu	sub-53	16.77580949067629			
risky_prior_mu	sub-56	21.677723407923008			
risky_prior_mu	sub-59	6.129141245655693			
risky_prior_mu	sub-62	32.90442837886638			
risky_prior_mu	sub-63	22.217422246779005			
risky_prior_mu	sub-67	15.780891999742318			
risky_prior_mu	sub-69	31.539524373574658			
risky_prior_mu	sub-72	15.970153479621423			
risky_prior_mu	sub-74	11.4736966236443			
risky_prior_sd	group	3.285287535221745	2.5143054470918065	4.132308847489759	1.0
risky_prior_sd	sub-01	4.038240276748366			
risky_prior_sd	sub-02	2.920170435759518			
risky_prior_sd	sub-03	4.198976894913559			
risky_prior_sd	sub-04	2.9564127499138455			
risky_prior_sd	sub-05	3.5740653500350676			
risky_prior_sd	sub-06	2.964931190427553			
risky_prior_sd	sub-07	2.942574439848561			
risky_prior_sd	sub-09	2.4737016070958715			
risky_prior_sd	sub-10	3.102345384119012			
risky_prior_sd	sub-11	3.661780572909087			
risky_prior_sd	sub-18	3.9055605469786974			
risky_prior_sd	sub-19	2.101842803711001			
risky_prior_sd	sub-21	2.4412597863834007			
risky_prior_sd	sub-25	4.084599035984851			
risky_prior_sd	sub-26	4.278539443785404			
risky_prior_sd	sub-29	2.5539046426001764			
