parameter	level	mean	lo	hi	p_gt0
risky_prior_sd	sub-30	3.3085791220169996			
risky_prior_sd	sub-31	4.1492718926218135			
risky_prior_sd	sub-34	2.708351505570062			
risky_prior_sd	sub-35	4.194051508930281			
risky_prior_sd	sub-36	4.10443690441115			
risky_prior_sd	sub-37	3.5738773588919655			
risky_prior_sd	sub-45	3.3345325642225325			
risky_prior_sd	sub-46	3.7681416453378462			
risky_prior_sd	sub-47	4.006108642443512			
risky_prior_sd	sub-50	2.5998092544030045			
risky_prior_sd	sub-53	3.0876436073129554			
risky_prior_sd	sub-56	3.783951771096284			
risky_prior_sd	sub-59	2.7029509009372306			
risky_prior_sd	sub-62	3.3650350387317913			
risky_prior_sd	sub-63	3.2071295724715685			
risky_prior_sd	sub-67	3.2847639202146657			
risky_prior_sd	sub-69	3.2288122729717466			
risky_prior_sd	sub-72	3.696333506099067			
risky_prior_sd	sub-74	2.8914456354726594			
safe_prior_mu	group	10.907380276599651	8.24084901717947	13.62153616733942	1.0
safe_prior_mu	sub-01	14.628236906966931			
safe_prior_mu	sub-02	7.888192283791247			
safe_prior_mu	sub-03	14.878841381282994			
safe_prior_mu	sub-04	12.080704119360883			
safe_prior_mu	sub-05	17.529533298317087			
safe_prior_mu	sub-06	10.14684677832692			
safe_prior_mu	sub-07	4.910282380569995			
safe_prior_mu	sub-09	14.376196895411534			
safe_prior_mu	sub-10	12.590616360589818			
safe_prior_mu	sub-11	12.886525705209642			
safe_prior_mu	sub-18	2.8635393246425966			
safe_prior_mu	sub-19	14.772126125954138			
safe_prior_mu	sub-21	6.910912491013345			
safe_prior_mu	sub-25	5.755496928464339			
safe_prior_mu	sub-26	5.0165663291326394			
safe_prior_mu	sub-29	4.887385047059805			
safe_prior_mu	sub-30	4.7860860137873855			
safe_prior_mu	sub-31	9.19838959617353			
safe_prior_mu	sub-34	7.960359148976392			
safe_prior_mu	sub-35	19.995214751607346			
safe_prior_mu	sub-36	12.068172891685425			
safe_prior_mu	sub-37	5.19237993204239			
safe_prior_mu	sub-45	14.687688888369053			
safe_prior_mu	sub-46	12.270022684499306			
safe_prior_mu	sub-47	8.098004356692272			
safe_prior_mu	sub-50	18.94946612166146			
safe_prior_mu	sub-53	11.43875861606444			
safe_prior_mu	sub-56	11.551600626895253			
safe_prior_mu	sub-59	14.361296742160972			
safe_prior_mu	sub-62	5.2267616415858145			
safe_prior_mu	sub-63	12.109228781032465			
safe_prior_mu	sub-67	16.17882961800287			
safe_prior_mu	sub-69	12.414951435185333			
safe_prior_mu	sub-72	6.248831628674986			
safe_prior_mu	sub-74	15.827308809747851			
safe_prior_sd	group	2.8323884002743154	2.1271685868403676	3.6154398317736334	1.0
safe_prior_sd	sub-01	3.2004797820265436			
safe_prior_sd	sub-02	3.0008119239598514			
safe_prior_sd	sub-03	2.89831341061133			
safe_prior_sd	sub-04	2.771538296385553			
safe_prior_sd	sub-05	3.2495572781932576			
safe_prior_sd	sub-06	3.714576881916693			
safe_prior_sd	sub-07	2.4922237979446282			
safe_prior_sd	sub-09	3.55904957443973			
safe_prior_sd	sub-10	2.9994379326746285			
safe_prior_sd	sub-11	3.1157073197087195			
safe_prior_sd	sub-18	2.551324212799135			
safe_prior_sd	sub-19	3.3607537655560518			
safe_prior_sd	sub-21	3.1500381796220998			
safe_prior_sd	sub-25	2.359422634963257			
safe_prior_sd	sub-26	2.311822903101638			
safe_prior_sd	sub-29	3.418080704060048			
safe_prior_sd	sub-30	2.382969931973166			
safe_prior_sd	sub-31	2.8457663466562897			
safe_prior_sd	sub-34	3.3693191592766154			
safe_prior_sd	sub-35	0.4420561049576096			
safe_prior_sd	sub-36	2.655469938589973			
safe_prior_sd	sub-37	3.5873634164111983			
safe_prior_sd	sub-45	3.024479902685574			
safe_prior_sd	sub-46	2.454986809944998			
safe_prior_sd	sub-47	2.9344499264031403			
safe_prior_sd	sub-50	2.9274621873361495			
safe_prior_sd	sub-53	2.246912526077891			
safe_prior_sd	sub-56	3.3109729757887703			
safe_prior_sd	sub-59	2.7023374827839803			
safe_prior_sd	sub-62	3.4640392034032605			
safe_prior_sd	sub-63	3.041226552986774			
safe_prior_sd	sub-67	3.1514374486585712			
safe_prior_sd	sub-69	2.256530661394331			
safe_prior_sd	sub-72	3.224790978559204			
safe_prior_sd	sub-74	2.9186777558368915			
