neural	behav	abs_r	p_fwer	n	r	p
d_amp_wslope	d_consistency_orderdiff	0.11787081683294211	1.0	35	0.11787081683294212	0.500079482230576
d_r_En1	dnu_flexible1nf_28	0.11638522661457192	1.0	35	0.11638522661457197	0.505534751900738
d_amp_rel_wslope	dnu_flexible1nf_7	0.11598863306145937	1.0	35	-0.11598863306145944	0.5069961279507852
d_r_En1	dnu_flexible1nf_20	0.11587250239560085	1.0	35	0.11587250239560093	0.5074244489228008
d_amp_rel_w10	d_p_risky	0.11568224142949532	1.0	35	-0.11568224142949526	0.5081265737211598
d_amp_rel_w20	d_consistency	0.11553738114943136	1.0	35	0.11553738114943135	0.5086614809573529
d_log_abs_err_lowminushigh	d_p_risky_lowsafe	0.11547775829602588	1.0	35	0.11547775829602588	0.5088817244743039
d_post_spread	dnu_flexible1nf_7	0.11533658570982404	1.0	35	-0.11533658570982402	0.509403398135961
d_log_abs_err	d_p_risky_lowsafe	0.11488084398393816	1.0	35	0.1148808439839382	0.5110893168368942
d_post_spread_low	d_p_risky_highsafe	0.11483394204236769	1.0	35	0.11483394204236771	0.5112629781157378
d_post_spread_low	dnu_flexible1nf_28	0.11418050279633897	1.0	35	0.11418050279633898	0.5136854854632024
d_post_spread	d_p_risky_rfirst	0.11404091855090162	1.0	35	0.11404091855090158	0.5142037061276076
d_log_abs_err_low	d_indifference_rsecond	0.11327194185185731	1.0	35	-0.11327194185185734	0.517063251359192
d_amp_rel_w14	d_p_risky	0.11300133070544899	1.0	35	-0.11300133070544893	0.5180714208387656
d_log_abs_err_lowminushigh	d_p_risky	0.11216875004138076	1.0	35	0.11216875004138073	0.5211792912768944
d_amp_rel_w7	dnu_flexible1nf_28	0.1121380138113323	1.0	35	0.11213801381133238	0.5212941988921891
d_amp_wslope	dnu_flexible1nf_28	0.11202544428365412	1.0	35	-0.1120254442836541	0.5217151470244248
d_amp_wslope	d_indifference_orderdiff	0.11121357419049001	1.0	35	0.11121357419048998	0.5247560244174484
d_amp_rel_w7	dnu_flexible1nf_slope	0.11100307763056937	1.0	35	-0.1110030776305694	0.5255458544357363
d_r_En1	d_p_risky_lowsafe	0.1102381874405076	1.0	35	-0.11023818744050765	0.5284207661200357
d_amp_w10	dnu_flexible1nf_10	0.11012473766026527	1.0	35	0.11012473766026527	0.5288478273001541
d_log_abs_err_low	d_indifference_rfirst	0.10981149942866031	1.0	35	-0.10981149942866025	0.5300278251400421
d_amp_mean	dnu_flexible1nf_10	0.10904329836220432	1.0	35	0.10904329836220428	0.5329271005719292
d_amp_wslope	d_indifference_rsecond	0.10844567731913082	1.0	35	0.10844567731913082	0.5351878663143992
d_post_spread_low	dnu_flexible1nf_20	0.10821783495017567	1.0	35	0.10821783495017576	0.5360509930757129
d_post_spread_high	d_p_risky_orderdiff	0.10812904112519028	1.0	35	-0.10812904112519031	0.5363875483084521
d_amp_rel_w10	d_indifference	0.10806673768949918	1.0	35	0.10806673768949915	0.5366237575411761
d_amp_w14	dnu_flexible1nf_slope	0.10796417589964544	1.0	35	-0.10796417589964544	0.537012705771328
d_amp_wslope	dnu_flexible1nf_7	0.10600982696113695	1.0	35	-0.10600982696113694	0.5444499624364602
d_log_abs_err_high	dnu_flexible1nf_7	0.10589747229049841	1.0	35	0.10589747229049848	0.5448790060513956
d_post_spread_lowminushigh	d_consistency_orderdiff	0.10532785698730994	1.0	35	-0.1053278569873099	0.5470566303737717
d_post_spread_low	d_p_risky_lowsafe	0.10465517718465323	1.0	35	0.10465517718465327	0.5496335455350754
d_amp_rel_w28	d_p_risky_rfirst	0.10341406191909668	1.0	35	0.10341406191909668	0.5544029562346474
d_post_spread_low	dnu_flexible1nf_slope	0.10189158550167814	1.0	35	-0.10189158550167812	0.5602798272035563
d_amp_rel_w10	dnu_flexible1nf_14	0.10021164495834242	1.0	35	0.10021164495834246	0.5667977311209406
d_log_abs_err_low	d_p_risky	0.09998241227096123	1.0	35	0.09998241227096118	0.5676897980719307
d_amp_w10	dnu_flexible1nf_14	0.09925058879576056	1.0	35	0.09925058879576058	0.5705419953929921
d_amp_rel_median	d_p_risky_highsafe	0.09859098059528355	1.0	35	0.09859098059528353	0.5731183068897114
d_amp_rel_wslope	d_p_risky_orderdiff	0.0978000068072642	1.0	35	0.09780000680726418	0.5762146292421608
d_amp_rel_w20	d_p_risky_rfirst	0.09771071210949522	1.0	35	0.09771071210949522	0.5765646519236693
d_post_spread	d_indifference_orderdiff	0.09757005635562443	1.0	35	0.09757005635562441	0.577116196604208
d_log_abs_err_high	dnu_flexible1nf_slope	0.09692986820062292	1.0	35	0.09692986820062292	0.579629516583825
d_amp_w28	dnu_flexible1nf_7	0.09686443680730314	1.0	35	0.0968644368073031	0.5798866698010285
d_amp_w28	d_consistency_rfirst	0.09681195064974517	1.0	35	-0.0968119506497452	0.5800929835605644
d_amp_mean	d_p_risky	0.09645791566510731	1.0	35	-0.09645791566510728	0.5814854885664409
d_amp_w10	d_indifference	0.09626534405205962	1.0	35	0.09626534405205965	0.5822435445748916
d_post_spread_low	dnu_flexible1nf_14	0.0951340913163294	1.0	35	0.09513409131632942	0.5867055684275418
d_amp_rel_wslope	d_p_risky	0.0950651881200405	1.0	35	-0.0950651881200405	0.5869778322565086
d_amp_rel_wslope	d_indifference_rsecond	0.09425833267105357	1.0	35	0.09425833267105362	0.5901701820364758
d_amp_mean	dnu_flexible1nf_14	0.09414711345959563	1.0	35	0.09414711345959563	0.5906108217760585
d_amp_rel_mean	dnu_flexible1nf_20	0.09375484478478531	1.0	35	0.09375484478478537	0.5921661036744962
d_amp_rel_w20	d_p_risky	0.093753029036217	1.0	35	-0.09375302903621696	0.5921733069901922
d_post_spread_high	d_consistency_rsecond	0.09344122317169652	1.0	35	0.09344122317169652	0.5934108505429057
d_amp_rel_w14	dnu_flexible1nf_10	0.09312355889502755	1.0	35	0.09312355889502757	0.5946728059561214
d_amp_rel_mean	dnu_flexible1nf_slope	0.0930675798589785	1.0	35	-0.09306757985897854	0.594895309807149
d_amp_wslope	dnu_flexible1nf_10	0.09300651189518454	1.0	35	-0.09300651189518451	0.5951380823258205
d_amp_rel_w7	dnu_flexible1nf_20	0.09251440792659438	1.0	35	0.09251440792659439	0.5970959881157493
d_log_abs_err	dnu_flexible1nf_7	0.09244853549003054	1.0	35	0.09244853549003051	0.5973582828980505
d_amp_mean	dnu_flexible1nf_7	0.09211801757955039	1.0	35	0.09211801757955039	0.5986751122726575
d_amp_w10	dnu_flexible1nf_20	0.09164881049979251	1.0	35	0.09164881049979257	0.6005466516850007
d_amp_median	dnu_flexible1nf_7	0.0915803076879179	1.0	35	0.09158030768791789	0.6008201016220659
d_amp_w28	d_indifference	0.09088064619519932	1.0	35	0.09088064619519931	0.6036160807142791
d_amp_w10	dnu_flexible1nf_7	0.09017102482259959	1.0	35	0.0901710248225996	0.6064575432798073
d_amp_rel_mean	d_consistency_rfirst	0.08992106075866352	1.0	35	-0.08992106075866348	0.6074598047017227
d_log_abs_err	d_indifference	0.08965654443811773	1.0	35	-0.08965654443811771	0.608521182142505
d_amp_w14	d_indifference	0.08916048795444727	1.0	35	0.08916048795444725	0.6105137397091156
d_amp_w20	d_indifference	0.08900781189314536	1.0	35	0.08900781189314536	0.6111275634160318
d_log_abs_err	dnu_flexible1nf_slope	0.08799270715102732	1.0	35	0.08799270715102732	0.6152153354591403
d_amp_rel_median	dnu_flexible1nf_7	0.08771772445581144	1.0	35	0.08771772445581144	0.6163246465531002
d_amp_median	d_p_risky_highsafe	0.087097693712864	1.0	35	0.08709769371286395	0.6188289856364746
d_amp_w28	d_indifference_rfirst	0.08644357455097115	1.0	35	0.08644357455097115	0.6214755924970367
d_amp_wslope	d_p_risky	0.08622144698389567	1.0	35	-0.08622144698389564	0.6223753999121786
d_amp_w14	dnu_flexible1nf_10	0.08543664883376134	1.0	35	0.08543664883376134	0.6255588104862669
d_amp_wslope	dnu_flexible1nf_20	0.08375096066494271	1.0	35	-0.08375096066494284	0.6324190357623444
d_amp_rel_wslope	d_indifference_orderdiff	0.08369776355192701	1.0	35	0.08369776355192704	0.6326360272092919
d_amp_w10	dnu_flexible1nf_28	0.08225370556499437	1.0	35	0.08225370556499442	0.6385378232448521
d_amp_rel_w14	d_indifference	0.08169593448521735	1.0	35	0.08169593448521734	0.6408232923687747
d_amp_wslope	d_p_risky_rsecond	0.08125920729130093	1.0	35	-0.08125920729130096	0.6426150549096636
d_amp_rel_w28	d_p_risky	0.08075090483985102	1.0	35	-0.080750904839851	0.6447029690879696
d_amp_rel_w10	dnu_flexible1nf_10	0.07949901884795693	1.0	35	0.07949901884795692	0.6498566254272617
d_post_spread_low	d_indifference	0.0783820595273762	1.0	35	-0.07838205952737619	0.6544683618763116
d_r_En1	dnu_flexible1nf_14	0.07745801849248109	1.0	35	0.07745801849248111	0.65829310959827
d_amp_mean	dnu_flexible1nf_20	0.0770750504228958	1.0	35	0.0770750504228958	0.6598807832896842
d_amp_wslope	dnu_flexible1nf_14	0.07667074141663996	1.0	35	-0.07667074141664001	0.6615585167652781
d_post_spread	d_indifference_rsecond	0.07548890116294758	1.0	35	0.0754889011629476	0.6664719959000713
d_post_spread_high	d_p_risky_rsecond	0.07542192186550897	1.0	35	-0.07542192186550896	0.6667508725788698
d_amp_rel_w14	d_indifference_rfirst	0.07534962669844962	1.0	35	-0.07534962669844955	0.6670519318383971
d_amp_median	d_p_risky	0.07524248628266489	1.0	35	-0.07524248628266487	0.6674981914369678
d_amp_wslope	d_p_risky_rfirst	0.0751405455137636	1.0	35	-0.07514054551376362	0.6679228976876775
d_log_abs_err_lowminushigh	d_p_risky_highsafe	0.07476461147497925	1.0	35	0.07476461147497927	0.6694899922386106
d_amp_rel_w10	d_indifference_rfirst	0.07449235685861029	1.0	35	-0.07449235685861023	0.6706257533780581
d_post_spread_lowminushigh	d_p_risky_orderdiff	0.07325078158581828	1.0	35	-0.07325078158581831	0.6758142907169992
d_log_abs_err_high	d_p_risky_highsafe	0.07314146273833451	1.0	35	-0.07314146273833454	0.6762718422205765
d_amp_w20	dnu_flexible1nf_slope	0.07277923588803178	1.0	35	-0.07277923588803178	0.6777887484627253
d_amp_rel_mean	dnu_flexible1nf_14	0.07235537944706483	1.0	35	0.07235537944706487	0.6795653251022636
d_amp_rel_w7	dnu_flexible1nf_14	0.0716607688131946	1.0	35	0.0716607688131946	0.6824804257772679
d_log_abs_err_lowminushigh	d_p_risky_rfirst	0.07158081287202962	1.0	35	0.07158081287202962	0.6828162712379925
d_log_abs_err	d_p_risky	0.0710684883513366	1.0	35	0.07106848835133657	0.6849696488102651
d_r_En1	dnu_flexible1nf_10	0.07065165201274853	1.0	35	-0.07065165201274853	0.6867234791496356
d_amp_rel_w20	d_indifference	0.0706380405707666	1.0	35	0.07063804057076657	0.6867807762004856
d_amp_w20	dnu_flexible1nf_7	0.06904743412202559	1.0	35	0.06904743412202567	0.6934881415809399
d_r_En1	d_p_risky_rsecond	0.06869433304236754	1.0	35	-0.06869433304236748	0.6949802531544376
d_post_spread	d_p_risky_lowsafe	0.06869325053957327	1.0	35	0.06869325053957326	0.694984829260809
d_log_abs_err_low	d_consistency_rsecond	0.06768172623154567	1.0	35	-0.06768172623154566	0.6992654980540564
d_amp_rel_w10	dnu_flexible1nf_slope	0.06677821199049166	1.0	35	-0.0667782119904917	0.7030968078624933
d_amp_w7	dnu_flexible1nf_20	0.0663458079410547	1.0	35	0.06634580794105473	0.7049329513525993
d_amp_w20	d_consistency_rfirst	0.06621039557904256	1.0	35	-0.06621039557904253	0.7055082988958987
d_post_spread	d_p_risky	0.06611276171676961	1.0	35	0.0661127617167696	0.7059232307383702
d_amp_rel_median	d_indifference_rfirst	0.0651844438034135	1.0	35	-0.06518444380341347	0.7098726182549253
d_post_spread_high	dnu_flexible1nf_14	0.06494317091721682	1.0	35	-0.06494317091721681	0.7109003001409634
d_log_abs_err_lowminushigh	d_consistency_rsecond	0.06340051116507839	1.0	35	-0.06340051116507833	0.7174829144174012
d_amp_rel_w28	d_indifference	0.0630593624526199	1.0	35	0.06305936245261988	0.7189413397445596
d_log_abs_err	d_consistency_rsecond	0.06298599212928845	1.0	35	-0.06298599212928846	0.7192551288053796
d_amp_w7	d_p_risky_rfirst	0.06276542170131545	1.0	35	-0.06276542170131552	0.7201987326084276
d_amp_w28	d_p_risky_highsafe	0.06172793301936522	1.0	35	-0.06172793301936524	0.7246425596256453
d_amp_rel_w28	dnu_flexible1nf_7	0.06136612801078155	1.0	35	0.06136612801078156	0.7261943537389057
d_amp_w7	dnu_flexible1nf_14	0.061237053328982737	1.0	35	0.06123705332898275	0.7267482193283822
d_amp_w7	dnu_flexible1nf_28	0.060968718068235665	1.0	35	0.060968718068235665	0.7279000944056124
d_r_En1	d_p_risky	0.06070223387938429	1.0	35	-0.0607022338793843	0.7290446039056278
d_log_abs_err_lowminushigh	d_p_risky_orderdiff	0.059526047866244235	1.0	35	0.059526047866244214	0.7341029991135108
d_amp_w7	d_consistency_rfirst	0.059239689399605756	1.0	35	-0.05923968939960573	0.7353362112064696
d_amp_mean	dnu_flexible1nf_slope	0.058052077419040476	1.0	35	0.05805207741904048	0.7404576175873065
d_post_spread_high	d_p_risky_highsafe	0.056263991660427476	1.0	35	-0.05626399166042747	0.7481891546250512
d_amp_rel_w14	d_p_risky_rfirst	0.05611612729673554	1.0	35	0.05611612729673554	0.7488296022023605
d_amp_median	d_indifference	0.05577432168852052	1.0	35	0.055774321688520485	0.7503107029443767
d_log_abs_err_low	dnu_flexible1nf_7	0.05483975824269812	1.0	35	0.05483975824269812	0.7543647915709935
d_post_spread_lowminushigh	d_indifference_rfirst	0.05479177582515662	1.0	35	-0.05479177582515658	0.754573112214337
d_amp_w7	dnu_flexible1nf_slope	0.05406317880144688	1.0	35	-0.054063178801446905	0.7577384764980662
d_log_abs_err	dnu_flexible1nf_10	0.05328093969688135	1.0	35	0.05328093969688135	0.7611412034242085
d_log_abs_err_low	dnu_flexible1nf_slope	0.05308309754783026	1.0	35	0.053083097547830284	0.7620025148013612
d_amp_mean	dnu_flexible1nf_28	0.05119310959081224	1.0	35	0.05119310959081223	0.7702446689292306
d_post_spread_low	d_p_risky_rsecond	0.050735258564773705	1.0	35	0.050735258564773705	0.7722451043964408
d_post_spread_low	d_indifference_rfirst	0.05052465760272428	1.0	35	-0.05052465760272431	0.7731657446399647
d_amp_rel_median	dnu_flexible1nf_slope	0.050391817127332386	1.0	35	-0.05039181712733237	0.7737466122916518
d_amp_w20	d_p_risky_highsafe	0.05000838912362576	1.0	35	-0.05000838912362575	0.7754238935110973
d_amp_w7	d_indifference_rfirst	0.04980325767973326	1.0	35	0.04980325767973329	0.7763216388348176
d_amp_w14	d_p_risky_rfirst	0.049417859795819814	1.0	35	-0.04941785979581982	0.7780090793561061
d_post_spread	dnu_flexible1nf_28	0.04733552296302723	1.0	35	0.04733552296302722	0.7871435579245126
d_log_abs_err_high	dnu_flexible1nf_10	0.04610584314290013	1.0	35	0.04610584314290015	0.7925509617714491
d_amp_rel_w20	dnu_flexible1nf_7	0.04583639349907478	1.0	35	0.045836393499074736	0.7937371233081955
d_post_spread_low	dnu_flexible1nf_10	0.04565054674407456	1.0	35	0.0456505467440746	0.7945555166135669
d_amp_rel_wslope	d_p_risky_rsecond	0.04558033033011335	1.0	35	-0.04558033033011337	0.7948647772530695
d_post_spread_low	d_indifference_rsecond	0.04485100166103472	1.0	35	-0.04485100166103472	0.7980788370396472
d_post_spread	dnu_flexible1nf_10	0.044751485912234004	1.0	35	-0.04475148591223398	0.7985176448889351
d_amp_median	dnu_flexible1nf_slope	0.04402912734692672	1.0	35	-0.044029127346926746	0.8017046469596889
d_amp_rel_median	d_consistency_rfirst	0.043479197676141376	1.0	35	-0.043479197676141355	0.804133017624437
d_post_spread	dnu_flexible1nf_20	0.043376897357443815	1.0	35	0.043376897357443815	0.804584953397855
d_r_En1	d_p_risky_rfirst	0.04282210902049749	1.0	35	-0.04282210902049751	0.807036942988554
d_post_spread	d_p_risky_highsafe	0.04230219979636799	1.0	35	0.04230219979636799	0.8093364210300381
d_amp_rel_wslope	d_consistency_orderdiff	0.04186344727402519	1.0	35	-0.04186344727402515	0.8112781786631845
d_amp_rel_w7	d_consistency_rfirst	0.0416163383402027	1.0	35	-0.041616338340202695	0.8123722805165614
d_amp_rel_w28	d_consistency	0.041534534754633014	1.0	35	0.04153453475463299	0.8127345519337803
d_amp_rel_mean	dnu_flexible1nf_10	0.039913477913363526	1.0	35	0.03991347791336355	0.8199212776079505
d_log_abs_err_low	d_p_risky_rsecond	0.03945283601793826	1.0	35	0.039452836017938225	0.8219661294125273
d_post_spread_high	dnu_flexible1nf_20	0.03940137455691417	1.0	35	-0.039401374556914164	0.8221946457207419
d_amp_w28	dnu_flexible1nf_slope	0.03935339571144836	1.0	35	-0.039353395711448365	0.8224077103197451
d_log_abs_err	d_p_risky_rsecond	0.03907018844057776	1.0	35	-0.03907018844057779	0.8236656319931339
d_amp_w10	d_consistency_rfirst	0.03871787081160275	1.0	35	-0.038717870811602786	0.8252311240862443
d_log_abs_err_low	d_p_risky_highsafe	0.03824197585827427	1.0	35	0.03824197585827423	0.8273467727972351
d_post_spread_high	dnu_flexible1nf_28	0.03820838231800686	1.0	35	-0.03820838231800687	0.8274961623007324
d_log_abs_err_low	dnu_flexible1nf_10	0.03772070447952123	1.0	35	0.03772070447952124	0.8296655195150413
d_amp_median	d_consistency_rfirst	0.03673164610717404	1.0	35	-0.03673164610717398	0.8340689772178976
d_amp_rel_w10	d_p_risky_rfirst	0.03567039963784274	1.0	35	0.035670399637842715	0.8387993512194324
d_post_spread	d_indifference_rfirst	0.03557266826205562	1.0	35	-0.03557266826205557	0.8392352587467862
d_amp_w10	d_indifference_rfirst	0.035343664202197166	1.0	35	-0.03534366420219716	0.8402568608568373
d_amp_w7	dnu_flexible1nf_10	0.03515774491962739	1.0	35	0.03515774491962738	0.8410864478141905
d_amp_w10	dnu_flexible1nf_slope	0.03492142763607337	1.0	35	0.03492142763607337	0.842141157591474
d_amp_rel_w7	dnu_flexible1nf_7	0.03428124571933118	1.0	35	-0.034281245719331194	0.8449997115481422
d_amp_rel_w10	dnu_flexible1nf_7	0.03362840661442426	1.0	35	0.03362840661442424	0.8479167882759098
d_post_spread_low	d_consistency_rsecond	0.0332786258752353	1.0	35	-0.033278625875235314	0.8494805316511672
d_amp_median	d_indifference_rfirst	0.033085250569836105	1.0	35	-0.03308525056983609	0.850345285701855
d_amp_wslope	dnu_flexible1nf_slope	0.03061314219055082	1.0	35	-0.030613142190550807	0.8614150870987752
d_amp_w20	d_indifference_rfirst	0.029436484001816365	1.0	35	0.02943648400181638	0.8666932868056041
d_amp_w7	d_p_risky_highsafe	0.02859057352491924	1.0	35	-0.02859057352491928	0.8704913529280262
d_amp_rel_w20	d_indifference_rfirst	0.028317935754546535	1.0	35	-0.02831793575454652	0.8717160848086533
d_amp_rel_w7	dnu_flexible1nf_10	0.028252526900319614	1.0	35	0.02825252690031961	0.8720099554435546
d_log_abs_err_high	d_p_risky_lowsafe	0.026303806167254126	1.0	35	0.026303806167254144	0.8807727803510285
d_amp_w14	d_indifference_rfirst	0.02548660906452023	1.0	35	-0.025486609064520223	0.884451684149593
d_post_spread_high	d_p_risky	0.025435882813175676	1.0	35	-0.025435882813175693	0.8846801255806799
d_amp_w14	d_p_risky_highsafe	0.0253581051996787	1.0	35	-0.02535810519967872	0.88503040831042
d_post_spread_lowminushigh	d_consistency_rfirst	0.02489479906790031	1.0	35	-0.024894799067900288	0.8871174163202918
d_log_abs_err_high	d_p_risky	0.02485981294898719	1.0	35	-0.024859812948987217	0.8872750452291412
d_post_spread	dnu_flexible1nf_14	0.024338755796885377	1.0	35	0.024338755796885388	0.8896231526816623
d_amp_rel_median	d_indifference	0.024197754879197005	1.0	35	0.024197754879197016	0.89025872305129
d_post_spread_low	dnu_flexible1nf_7	0.023870537555395838	1.0	35	-0.023870537555395838	0.8917339339367709
d_amp_mean	d_p_risky_highsafe	0.023837210371259812	1.0	35	-0.0238372103712598	0.8918842047530754
d_r_En1	d_p_risky_orderdiff	0.023395602650481122	1.0	35	-0.02339560265048114	0.8938757423085439
d_amp_rel_mean	d_indifference_rfirst	0.023278557222090147	1.0	35	-0.023278557222090133	0.8944036946666745
d_r_En1	d_consistency	0.023246968392509483	1.0	35	-0.02324696839250951	0.8945461888529402
d_amp_wslope	d_p_risky_highsafe	0.02205740667485722	1.0	35	0.022057406674857234	0.8999145116741726
d_amp_rel_w28	d_indifference_rfirst	0.021484717090610728	1.0	35	0.02148471709061071	0.9025005511503738
d_amp_median	d_p_risky_rfirst	0.021151565390789884	1.0	35	0.021151565390789873	0.9040053881245275
d_amp_rel_w14	d_p_risky_highsafe	0.02108431698977788	1.0	35	0.021084316989777876	0.9043091873458972
d_post_spread_high	d_p_risky_rfirst	0.021048895506496093	1.0	35	0.021048895506496093	0.9044692116779789
d_log_abs_err	dnu_flexible1nf_14	0.020845215626299617	1.0	35	0.02084521562629961	0.9053894519058572
d_log_abs_err_low	dnu_flexible1nf_14	0.020366803825121536	1.0	35	0.020366803825121533	0.9075514250813971
d_post_spread	d_consistency_rsecond	0.02026733622202413	1.0	35	0.020267336222024146	0.9080010080189649
d_post_spread	d_indifference	0.020084330153068538	1.0	35	0.020084330153068528	0.9088282492292851
d_amp_rel_w14	d_consistency_rfirst	0.020026342941749844	1.0	35	-0.020026342941749757	0.9090903881790681
d_amp_rel_w7	d_indifference_rfirst	0.019126692514586395	1.0	35	0.01912669251458639	0.9131585710464122
d_amp_rel_wslope	dnu_flexible1nf_slope	0.019059223392360287	1.0	35	0.019059223392360245	0.9134637524761198
d_amp_wslope	d_indifference_rfirst	0.018715246525949285	1.0	35	-0.018715246525949275	0.9150198429041256
d_log_abs_err_lowminushigh	dnu_flexible1nf_14	0.017224018568572988	1.0	35	0.017224018568572984	0.9217694143799356
d_log_abs_err	d_indifference_rsecond	0.017104428930494717	1.0	35	-0.017104428930494728	0.9223109381018363
d_amp_wslope	d_consistency_rfirst	0.016643017268665145	1.0	35	0.016643017268665142	0.9244006141844465
d_amp_rel_median	d_p_risky	0.016182741354259008	1.0	35	-0.016182741354259005	0.9264856424437847
d_amp_mean	d_indifference_rfirst	0.014891515575971256	1.0	35	0.01489151557597126	0.9323373615613437
d_log_abs_err_high	dnu_flexible1nf_28	0.014542422870743492	1.0	35	0.01454242287074346	0.9339200301701996
d_log_abs_err_lowminushigh	dnu_flexible1nf_10	0.014536595460049258	1.0	35	0.014536595460049243	0.9339464518159953
d_amp_rel_w10	d_consistency_rfirst	0.014277375269696765	1.0	35	-0.014277375269696692	0.935121833328953
d_post_spread_high	d_indifference_rfirst	0.014085837210650107	1.0	35	-0.014085837210650105	0.9359904107024424
d_amp_rel_wslope	d_p_risky_highsafe	0.013812368900026035	1.0	35	-0.013812368900026035	0.9372306470425837
d_amp_rel_mean	d_p_risky_highsafe	0.013280653110198156	1.0	35	-0.013280653110198179	0.9396425032677069
d_amp_rel_w7	d_p_risky_highsafe	0.012507881680320776	1.0	35	-0.012507881680320786	0.9431487207541933
d_amp_w7	dnu_flexible1nf_7	0.012405478403321134	1.0	35	-0.012405478403321154	0.9436134250243007
d_amp_rel_w14	dnu_flexible1nf_7	0.012330167981760395	1.0	35	0.012330167981760365	0.9439551940818094
d_amp_w10	d_p_risky_rfirst	0.012313451386453634	1.0	35	-0.012313451386453624	0.9440310576284953
d_r_En1	d_p_risky_highsafe	0.011589367349885357	1.0	35	0.011589367349885322	0.9473175643517179
d_amp_w20	d_p_risky_rfirst	0.011540253913845567	1.0	35	-0.011540253913845566	0.9475405142969969
d_log_abs_err_low	dnu_flexible1nf_20	0.01046949479091814	1.0	35	0.010469494790918148	0.9524021596672982
d_amp_rel_mean	dnu_flexible1nf_7	0.010439393892454693	1.0	35	-0.010439393892454695	0.9525388541902449
d_post_spread_high	d_p_risky_lowsafe	0.01018366570657957	1.0	35	0.010183665706579519	0.9537002231021222
d_amp_w14	dnu_flexible1nf_7	0.01006834345845279	1.0	35	0.010068343458452733	0.9542239806015262
d_log_abs_err_lowminushigh	dnu_flexible1nf_20	0.009860616468061946	1.0	35	0.009860616468061962	0.9551674588964544
d_amp_w10	d_p_risky_highsafe	0.00970316555689263	1.0	35	-0.009703165556892657	0.9558826275091035
d_log_abs_err	dnu_flexible1nf_20	0.009555113730411078	1.0	35	0.009555113730411121	0.9565551348048293
d_log_abs_err_high	d_consistency_rsecond	0.008197221664686935	1.0	35	-0.00819722166468693	0.9627245111938725
d_log_abs_err_high	d_indifference	0.007759593751203153	1.0	35	0.007759593751203184	0.9647132778101195
d_log_abs_err	dnu_flexible1nf_28	0.007745978097644665	1.0	35	0.007745978097644663	0.9647751565270088
d_amp_mean	d_p_risky_rfirst	0.006680520845939133	1.0	35	-0.006680520845939173	0.9696179122108559
d_log_abs_err_lowminushigh	d_indifference_rfirst	0.00648769470703873	1.0	35	-0.006487694707038753	0.9704944718829127
d_log_abs_err_high	dnu_flexible1nf_14	0.0061704257863065045	1.0	35	0.006170425786306526	0.9719368039122132
d_post_spread_low	d_indifference_orderdiff	0.006090987099378457	1.0	35	0.0060909870993784854	0.972297952951333
d_amp_rel_w10	d_p_risky_highsafe	0.00533423273379269	1.0	35	0.005334232733792701	0.9757386176996867
d_log_abs_err_lowminushigh	dnu_flexible1nf_slope	0.004410851615107796	1.0	35	0.004410851615107811	0.9799374460038117
d_post_spread	d_p_risky_rsecond	0.004399300455470768	1.0	35	-0.004399300455470763	0.9799899753971585
d_log_abs_err_lowminushigh	dnu_flexible1nf_28	0.003996161184408386	1.0	35	-0.003996161184408379	0.981823318808851
d_amp_w28	d_p_risky_rfirst	0.003323986547550631	1.0	35	-0.003323986547550666	0.9848803446860659
d_log_abs_err_low	dnu_flexible1nf_28	0.003293953985661873	1.0	35	0.0032939539856618873	0.9850169369485623
d_amp_rel_w20	d_p_risky_highsafe	0.003288824365981368	1.0	35	0.0032888243659813738	0.9850402672132808
d_amp_wslope	d_p_risky_orderdiff	0.0019831280552917033	1.0	35	0.001983128055291716	0.990979110590554
d_log_abs_err	d_p_risky_highsafe	0.001962467440156157	1.0	35	0.0019624674401561757	0.9910730882172962
d_amp_rel_mean	d_p_risky_rfirst	0.001932753741502525	1.0	35	0.0019327537415025355	0.9912082452363453
d_amp_rel_wslope	d_indifference_rfirst	0.001762495139901395	1.0	35	-0.001762495139901396	0.9919826954265981
d_amp_w14	d_consistency_rfirst	0.0016728338890589394	1.0	35	0.0016728338890589828	0.992390537806928
d_log_abs_err_lowminushigh	dnu_flexible1nf_7	0.001672770461216568	1.0	35	0.0016727704612165713	0.9923908263220156
d_amp_rel_w28	d_p_risky_highsafe	0.0015057596890861035	1.0	35	-0.0015057596890861041	0.9931505136646631
d_log_abs_err_high	dnu_flexible1nf_20	0.0011614145598409463	1.0	35	0.0011614145598409205	0.9947168655374301
d_amp_rel_w7	d_p_risky_rfirst	0.001119495366337627	1.0	35	0.00111949536633762	0.994907548366582
d_log_abs_err_low	d_indifference_orderdiff	0.0005201535838461179	1.0	35	-0.0005201535838461136	0.9976338710311164
