order	stake_bin	stim	mean	lo	hi	stake	observed	observed_sem
Risky first	0	ips	0.5598318178627113	0.5200321431602944	0.5989610215697124	12.667230248654299	0.5701588578014938	0.037434839565611305
Risky first	0	vertex	0.5491257082099188	0.5180612082153435	0.5819853041695148	12.667230248654299	0.5583628985884624	0.03999694366946201
Risky first	1	ips	0.5314442724777311	0.49375081372261825	0.5715624694854018	23.082450358562475	0.5165086959823803	0.03184365989712946
Risky first	1	vertex	0.5296074855141418	0.4928397459462254	0.5685230736632773	23.082450358562475	0.5254879878586203	0.04008110266870922
Risky first	2	ips	0.5192672400698716	0.4768055175818334	0.5603124667729931	42.217878391198916	0.5142750816435027	0.043505527983834044
Risky first	2	vertex	0.499777417027417	0.4628053902581766	0.5400743268599306	42.217878391198916	0.4978310750137376	0.04487004462729665
Risky second	0	ips	0.5429663097136782	0.511213257711378	0.577765593637774	12.667230248654299	0.5539721598368215	0.03971352066548918
Risky second	0	vertex	0.5292892892404172	0.4951813570723345	0.5676883767861213	12.667230248654299	0.4940239125953411	0.03709325563501315
Risky second	1	ips	0.613552749712325	0.5745665851667621	0.6594752680976698	23.082450358562475	0.6600632980464913	0.03391213943664826
Risky second	1	vertex	0.5997431457431458	0.5639008885850991	0.6342128237259816	23.082450358562475	0.5987324371534898	0.027772313209004338
Risky second	2	ips	0.633339236077206	0.5935645254912172	0.671200729095466	42.217878391198916	0.6336926732415454	0.03830221367395639
Risky second	2	vertex	0.6105460469355206	0.5766656793498899	0.651415280625807	42.217878391198916	0.5966871724766462	0.04575468210792034
