order	bin	stim	mean	lo	hi	frac	observed	observed_sem
Risky first	20%	ips	0.27091913354472474	0.2502400799792468	0.28788616753904733	1.5665678719620628	0.2584724799010513	0.036567045304318806
Risky first	20%	vertex	0.2825108021847146	0.2618178838858223	0.3039196569286908	1.5665678719620628	0.2836734693877551	0.041133372494283886
Risky first	32%	ips	0.363843653062982	0.3444464530013409	0.38098529201745635	1.7917489421720731	0.3686784643927501	0.03642217926503582
Risky first	32%	vertex	0.3730676618088536	0.3516642857481628	0.39354740719938475	1.7917489421720731	0.354472273757988	0.035641642081146646
Risky first	44%	ips	0.49198384379741866	0.4739045420115476	0.5091252417565041	2.073052865213882	0.5121933621933622	0.03579653297619387
Risky first	44%	vertex	0.49922740267827703	0.4770749342656617	0.5213686120777463	2.073052865213882	0.46737373737373733	0.04396740572766986
Risky first	56%	ips	0.5975375348723043	0.5794085859658917	0.6154361055818398	2.4073398299813396	0.61	0.038936578735248216
Risky first	56%	vertex	0.59856746354726	0.5784681861592591	0.6196636749711559	2.4073398299813396	0.5798015873015873	0.04537523747575878
Risky first	68%	ips	0.7038504639093808	0.6851792217423485	0.7220769164328396	2.725272161741835	0.7213935574229692	0.040313220872796485
Risky first	68%	vertex	0.7042162473441576	0.6854277574608314	0.7258633634094805	2.725272161741835	0.7172385620915033	0.03806850840115315
Risky first	80%	ips	0.7798646135155763	0.7605568719025984	0.7979781041250085	3.1846923879040663	0.7862698412698413	0.03232222778649627
Risky first	80%	vertex	0.7775550118280995	0.7585660520729103	0.7977246811940213	3.1846923879040663	0.7965079365079365	0.03339170559287082
Risky second	20%	ips	0.3177585206602982	0.3001717184513407	0.33447185408551944	1.5660812943962115	0.3364378478664193	0.03826142357915323
Risky second	20%	vertex	0.3218198966634377	0.3052514613090541	0.3392018208946541	1.5660812943962115	0.2806698063840921	0.03961877840403598
Risky second	32%	ips	0.4271148145239077	0.40864451432374344	0.4426948797702902	1.7942493946731235	0.48956154956154957	0.043604041586397545
Risky second	32%	vertex	0.4291410001383873	0.413517261943338	0.44490900536029193	1.7942493946731235	0.3544671201814059	0.03531455769956919
Risky second	44%	ips	0.563882510109098	0.5465866287882519	0.5809241285961657	2.069324784612302	0.5996536796536797	0.04155058653802237
Risky second	44%	vertex	0.5632497330857104	0.5477739738708218	0.5785633227146656	2.069324784612302	0.5420596946912736	0.0368859701710249
Risky second	56%	ips	0.6701433117133394	0.6524932617821887	0.6870309478475395	2.407020408163265	0.6647222222222222	0.03658367974968331
Risky second	56%	vertex	0.6601732629608574	0.6437520608727403	0.6770771720385699	2.407020408163265	0.6701443001443002	0.039312021683299676
Risky second	68%	ips	0.7758935358705322	0.75770364857537	0.7945737626737108	2.733065057008719	0.7888167388167389	0.034928820775869736
Risky second	68%	vertex	0.7591249759984734	0.7389344385388341	0.7751578758068788	2.733065057008719	0.7550653594771242	0.03306912991990606
Risky second	80%	ips	0.8402150880733495	0.8230362664920305	0.858330531944689	3.1878139151914366	0.8418253968253968	0.02722916288954559
Risky second	80%	vertex	0.8169665929650881	0.7957253573809705	0.8355993382066382	3.1878139151914366	0.8135714285714286	0.02718097721217697
