option	position	payoff	w	d_percept_log	d_percept_log_lo	d_percept_log_hi	d_percept_chf	d_percept_chf_lo	d_percept_chf_hi	nu
risky	n2 (second-presented)	39.03389830508475	0.19072163539887615	-0.18192457545250826	-0.8617381745640654	0.5685057205676606	-7.101225377408924	-33.6370002715431	22.190994482496986	3.2944807289190314
risky	n2 (second-presented)	40.813559322033896	0.1841250466920009	-0.18356138405764627	-0.8698005118864682	0.5729975245761223	-7.491793437471394	-35.499654790213825	23.38606846066614	3.366886122113576
risky	n2 (second-presented)	42.59322033898305	0.17802209869755542	-0.18507611230193496	-0.8769469774808997	0.5763347328742721	-7.882987630758688	-37.35199583744917	24.54795226632281	3.437163813639604
risky	n2 (second-presented)	44.3728813559322	0.1723640101245463	-0.1864807368673676	-0.8829975011010015	0.5796589730316885	-8.274687612182513	-39.181143353939355	25.721138837236616	3.5053938211518223
risky	n2 (second-presented)	46.152542372881356	0.16710720617177666	-0.18778598011783468	-0.8896339308194663	0.5830964732608507	-8.666800404421421	-41.05886768849842	26.91138468964909	3.5716604274891868
risky	n2 (second-presented)	47.932203389830505	0.1622127065540264	-0.18900145243208671	-0.8944460063565303	0.586313265442664	-9.059256058948156	-42.87276789790283	28.103286689353453	3.6360515655497787
risky	n2 (second-presented)	49.71186440677966	0.1576455835165091	-0.19013577950637142	-0.9005791436012031	0.5893338484544992	-9.452004089698091	-44.769468274276754	29.296884364695696	3.6986582975471154
risky	n2 (second-presented)	51.49152542372881	0.15337448405627066	-0.19119671548955144	-0.9055056740386092	0.592153277092797	-9.84501053656368	-46.62586843608973	30.490875522168086	3.7595743737164042
risky	n2 (second-presented)	53.271186440677965	0.14937121016311586	-0.19219124305367893	-0.910111909454278	0.5947896712454049	-10.238255540978184	-48.482741210420265	31.685151469903516	3.818895857920454
risky	n2 (second-presented)	55.050847457627114	0.1456103509336841	-0.19312566159862418	-0.9144703131962774	0.5972568029139447	-10.631731336819174	-50.34236571629676	32.87949315024563	3.8767208096209593
risky	n2 (second-presented)	56.83050847457627	0.14206896071368474	-0.19400566479461248	-0.9185954537018753	0.5995556045115276	-11.025440577226028	-52.20424671631166	34.073049863172066	3.933149013379815
risky	n2 (second-presented)	58.61016949152542	0.13872627786296166	-0.194836408617871	-0.9227977226852492	0.6017168656881803	-11.419394932213525	-54.08533093297612	35.26672748389368	3.9882817484816653
risky	n2 (second-presented)	60.389830508474574	0.1355634792378025	-0.19562257095617314	-0.9264098891114856	0.6037653004105275	-11.813613903675336	-55.945736184817335	36.46128415868999	4.0422215924637275
risky	n2 (second-presented)	62.16949152542372	0.13256346599609128	-0.19636840376860276	-0.9297493590058689	0.6054618625368132	-12.208123813953135	-57.802044895483505	37.64125613194968	4.095072253337853
risky	n2 (second-presented)	63.94915254237288	0.12971067682450857	-0.1970777786873015	-0.9329410450020521	0.6070728308968445	-12.602956931986245	-59.66078919987699	38.821793067352445	4.146938426123901
risky	n2 (second-presented)	65.72881355932203	0.12699092514685056	-0.19775422685441074	-0.935930768892104	0.6088604217249873	-12.99815070748144	-61.51761901294202	40.01967314321188	4.197925670009315
risky	n2 (second-presented)	67.50847457627118	0.1243912572908242	-0.19840097369839385	-0.9392116246160692	0.6105640684429327	-13.393747088825469	-63.40474408213227	41.218248891664416	4.24814030303024
risky	n2 (second-presented)	69.28813559322035	0.12189982896473868	-0.19902096927226054	-0.9417695119991807	0.6121981463832769	-13.789791904830532	-65.25345364496019	42.41806817652265	4.297689311653316
risky	n2 (second-presented)	71.0677966101695	0.11950579772592644	-0.19961691470266835	-0.9448281133746158	0.6137690965487067	-14.186334294038785	-67.14685219287738	43.619217319130975	4.346680273040904
risky	n2 (second-presented)	72.84745762711864	0.11719922941188252	-0.20019128523351146	-0.9474780989073809	0.615282845834147	-14.58342616836665	-69.02137066277835	44.821791040596004	4.39522128811921
risky	n2 (second-presented)	74.62711864406779	0.11497101675641493	-0.20074635029009236	-0.9494560565149446	0.6166659716108905	-14.981121700462316	-70.8551697768695	46.02000462716527	4.443420923849849
risky	n2 (second-presented)	76.40677966101694	0.11281280863036168	-0.201284190939731	-0.9518811173768978	0.6179532976159003	-15.379476826378086	-72.73017079889922	47.21582145173692	4.491388163340394
risky	n2 (second-presented)	78.1864406779661	0.1107169485335774	-0.2018067150810174	-0.9541317737052191	0.61918663819331	-15.778548757097177	-74.60016732376569	48.41199935569049	4.5392323626262
risky	n2 (second-presented)	79.96610169491525	0.10867642112573377	-0.20231567065612155	-0.956380315475488	0.6204214561341194	-16.178395494162398	-76.47800556632801	49.61268525492839	4.5870632131209
risky	n2 (second-presented)	81.7457627118644	0.10668480572161002	-0.20281265714791258	-0.9585748321118581	0.6215280466805371	-16.579075346175973	-78.35943076738121	50.807284222715765	4.6349907088719515
risky	n2 (second-presented)	83.52542372881355	0.10473623579529058	-0.20329913559540874	-0.9606865144522875	0.6225899350227655	-16.980646444308036	-80.24174819018427	52.00208813207099	4.683125117875277
risky	n2 (second-presented)	85.30508474576271	0.102825363640066	-0.203776437336617	-0.9630063339805934	0.6236084635658877	-17.383166256189714	-82.1493369309208	53.19697283266293	4.731576956803005
risky	n2 (second-presented)	87.08474576271186	0.1009473294195742	-0.20424577166653043	-0.9656302202453502	0.6246926305775995	-17.7866910986887	-84.09166223085778	54.40119891368994	4.780456968584168
risky	n2 (second-presented)	88.86440677966101	0.09909773392325957	-0.20470823257937387	-0.9681434051813699	0.6256916564453195	-18.191275651078932	-86.03348937908342	55.60171787699679	4.829876102352487
risky	n2 (second-presented)	90.64406779661016	0.09727261440772193	-0.20516480474763707	-0.9704067266028	0.6266617115516804	-18.5969724710231	-87.96161311647074	56.803166667430276	4.879945495340479
risky	n2 (second-presented)	92.42372881355932	0.09546842296686422	-0.20561636887556833	-0.9726088031106107	0.6276053001918505	-19.003831516584302	-89.89213226037559	58.00562206688407	4.930776456356825
risky	n2 (second-presented)	94.20338983050847	0.09368200692955038	-0.20606370655124256	-0.9746274727469943	0.6285247382420052	-19.411899678166204	-91.81321175470838	59.20916093472991	4.982480450536045
risky	n2 (second-presented)	95.98305084745762	0.09191059083514186	-0.206507504708739	-0.9762366020788018	0.6294221668748885	-19.82122032484049	-93.70216741647889	60.41385984766938	5.035169085096864
risky	n2 (second-presented)	97.76271186440678	0.09015175958591722	-0.20694835980009516	-0.9784722224718221	0.6302890466564008	-20.23183286994829	-95.65809795283847	61.61876645956136	5.088954095889691
risky	n2 (second-presented)	99.54237288135593	0.08840344242190759	-0.20738678176533296	-0.9803609486779772	0.6311352061129101	-20.643772361149157	-97.58745511162306	62.82469602544273	5.143947334554499
risky	n2 (second-presented)	101.32203389830508	0.08666389740876257	-0.20782319787781126	-0.9823991887686624	0.6320398427127881	-21.057069100229754	-99.53868390608582	64.03956236842454	5.200260756149096
risky	n2 (second-presented)	103.10169491525423	0.0849316961733573	-0.20825795653134518	-0.9841644349654616	0.6329644288853382	-21.471748297969032	-101.46902132025258	65.25970543914427	5.258006407144095
risky	n2 (second-presented)	104.88135593220339	0.08320570866519744	-0.20869133102487636	-0.9858382763186327	0.6338725977266095	-21.887829769185338	-103.39605515016439	66.48141753783491	5.3172964137151695
risky	n2 (second-presented)	106.66101694915254	0.08148508776432627	-0.20912352338997456	-0.9875863733384889	0.6347783026234788	-22.305327672764577	-105.33696690540864	67.70609929507715	5.378242970295194
risky	n2 (second-presented)	108.44067796610169	0.07976925359825927	-0.2095546682961248	-0.9894337949654097	0.6358504094220323	-22.72425030099333	-107.29487152862187	68.9520494827485	5.440958328378315
risky	n2 (second-presented)	110.22033898305084	0.0780578774711906	-0.20998483705866666	-0.9912673794868397	0.6372460678280653	-23.14459992190693	-109.25782658987997	70.23747761162555	5.50555478559466
risky	n2 (second-presented)	112.0	0.07635086534793245	-0.2104140417645095	-0.9930891689115428	0.6386436993413973	-23.566372677625065	-111.22598691809279	71.5280943262365	5.572144675097662
safe	n1 (first-presented)	7.0	0.6164428497641607	-0.10106273357417705	-0.33598294142311913	0.1411843150107191	-0.7074391350192396	-2.351880589961834	0.9882902050750336	1.1108301006660133
safe	n1 (first-presented)	8.779661016949152	0.5056714336864743	-0.1309112475222706	-0.41228279284767344	0.17631760490234497	-1.1493563765514603	-3.6197031643236413	1.548008802362961	1.4012102785178135
safe	n1 (first-presented)	10.559322033898304	0.4233943421587106	-0.15374959874934122	-0.47307499318066026	0.20164352482709122	-1.6234915257769418	-4.995351199178836	2.1292189146996243	1.6600047747992555
safe	n1 (first-presented)	12.338983050847457	0.3652522494385365	-0.17028980081695932	-0.5203361654143973	0.21865141207726604	-2.1012029660126506	-6.420419125791207	2.697936067665249	1.87954070008196
safe	n1 (first-presented)	14.118644067796609	0.32439799299173394	-0.18214275087949647	-0.5540300828863355	0.23140106500114652	-2.571608669196958	-7.822153543124024	3.2670692736602547	2.0604150243076966
safe	n1 (first-presented)	15.898305084745763	0.29516126675957477	-0.19076359036561308	-0.5801896978465877	0.23934506432177993	-3.0328177586939846	-9.224032823391513	3.8051808531157554	2.207959224780507
safe	n1 (first-presented)	17.677966101694913	0.2734080473396551	-0.1972636007806397	-0.5999806981418457	0.24516815251495933	-3.4872192476984267	-10.606438443422796	4.33407428937462	2.3300963375402515
safe	n1 (first-presented)	19.45762711864407	0.2561447011635614	-0.20247021455349581	-0.6149219125720957	0.2500247816648849	-3.939589937413783	-11.964921281911286	4.864888972055726	2.436166400714219
safe	n1 (first-presented)	21.237288135593218	0.2412198209266996	-0.20698750773137917	-0.6291647400113325	0.25399499248744123	-4.395853342159628	-13.361752868376264	5.394164840453625	2.535711230968957
safe	n1 (first-presented)	23.016949152542374	0.227815790442462	-0.2110475473648394	-0.640851152571669	0.25746862408783355	-4.857670666465288	-14.750438393090281	5.926142229004712	2.6324015978523545
safe	n1 (first-presented)	24.796610169491526	0.21575061825922154	-0.2147037345570728	-0.6519958006949107	0.26059416799746543	-5.32392480774572	-16.167285701977193	6.461851996276135	2.7262480145622403
safe	n1 (first-presented)	26.576271186440678	0.20486924532573153	-0.2180020062213265	-0.662463406673842	0.26343560408585986	-5.7936804365261025	-17.60580714685736	7.001136054349631	2.817236697226007
safe	n1 (first-presented)	28.35593220338983	0.19503463784571476	-0.22098321210868607	-0.6723447862387888	0.2662105594635074	-6.266184980641217	-19.064963175889723	7.548648575973694	2.9053756317714496
safe	n1 (first-presented)	30.135593220338983	0.1861261939720621	-0.2236834813043607	-0.6810355253858335	0.2690803383514332	-6.740834402697513	-20.523409561627318	8.10889562014997	2.9906911380438186
safe	n1 (first-presented)	31.915254237288135	0.17803803429119638	-0.22613465779031536	-0.6888290685208225	0.27114569866268107	-7.217145095240064	-21.984154847876418	8.653683908166583	3.073224966665859
safe	n1 (first-presented)	33.69491525423729	0.17067731431524333	-0.22836475389464944	-0.6967120417881614	0.2733584698366866	-7.694731029534967	-23.475653204658727	9.210790475175136	3.153031855355416
safe	n1 (first-presented)	35.474576271186436	0.1639626364151026	-0.2303983912038555	-0.702988237388706	0.2754001646670496	-8.173285301519822	-24.938209844992567	9.769704146578555	3.230177477293497
safe	n1 (first-presented)	37.25423728813559	0.15782259957972092	-0.2322572122014145	-0.7096578693634004	0.27691923251194855	-8.652565295232359	-26.437762658656847	10.316414797648523	3.3047367214365555
safe	n1 (first-presented)	39.03389830508475	0.1521945011566259	-0.23396025465295853	-0.7153070388236064	0.2783543011821223	-9.132380787555313	-27.921222210351957	10.865253485125894	3.3767922523087086
safe	n1 (first-presented)	40.813559322033896	0.14702319033468425	-0.235524286170348	-0.7203469672744673	0.27972481747412176	-9.612584425393186	-29.399923681303683	11.416565431825171	3.4464333041682367
safe	n1 (first-presented)	42.59322033898305	0.1422600651077526	-0.2369640995839669	-0.7243400359559508	0.2809748114941909	-10.093064106008626	-30.85197475181872	11.967622055676303	3.5137546711910495
safe	n1 (first-presented)	44.3728813559322	0.13786220045987344	-0.23829277151562492	-0.7286445811815148	0.28227486510780686	-10.573736878439085	-32.33205955141026	12.52534909919048	3.578855861310912
safe	n1 (first-presented)	46.152542372881356	0.13379159398166143	-0.2395218874020194	-0.732744186411115	0.2834966705964151	-11.054544057554219	-33.81800711182146	13.084092102271834	3.64184038657244
safe	n1 (first-presented)	47.932203389830505	0.1300145150499814	-0.24066173652128528	-0.7368867811548553	0.28449820223628774	-11.535447303088045	-35.32060706959204	13.636625693630876	3.7028151673219223
safe	n1 (first-presented)	49.71186440677966	0.126500944431831	-0.24172148055123474	-0.7398562631934563	0.28553953144235683	-12.016425465369013	-36.779634236379785	14.19470246983784	3.761890031348109
safe	n1 (first-presented)	51.49152542372881	0.12322409230410195	-0.24270929898368476	-0.7427921121907445	0.28652926991132294	-12.4974720391938	-38.24749892941494	14.75382918628134	3.819177292268984
safe	n1 (first-presented)	53.271186440677965	0.12015998396758727	-0.24363251442642414	-0.7458703155913826	0.2873598333144368	-12.978593099021204	-39.73339664243586	15.307999256055506	3.8747913941217527
safe	n1 (first-presented)	55.050847457627114	0.11728710383204355	-0.24449770049878453	-0.7482011028618539	0.28817350200827957	-13.459805613899185	-41.1891047812763	15.864195500387998	3.9288486113280845
