order	stake_bin	stim	mean	lo	hi	stake	observed	observed_sem
Risky first	0	ips	0.5476527935257037	0.5110351955774336	0.589587489541271	12.667230248654299	0.5701588578014938	0.037434839565611305
Risky first	0	vertex	0.5558817221625492	0.5141321865269234	0.5919508592910848	12.667230248654299	0.5583628985884624	0.03999694366946201
Risky first	1	ips	0.5307540935672515	0.5004280153847823	0.5664821225140774	23.082450358562475	0.5165086959823803	0.03184365989712946
Risky first	1	vertex	0.5460082236403333	0.5041865475057647	0.5862705032571242	23.082450358562475	0.5254879878586203	0.04008110266870922
Risky first	2	ips	0.5178429368876737	0.4793470418470419	0.5597601959444066	42.217878391198916	0.5142750816435027	0.043505527983834044
Risky first	2	vertex	0.5062675096832991	0.4613630779265454	0.5485206398348813	42.217878391198916	0.4978310750137376	0.04487004462729665
Risky second	0	ips	0.5533106841779774	0.5066582012390283	0.5964098313966736	12.667230248654299	0.5539721598368215	0.03971352066548918
Risky second	0	vertex	0.5188515693996897	0.47903624049300736	0.5613783050700344	12.667230248654299	0.4940239125953411	0.03709325563501315
Risky second	1	ips	0.6161284109816176	0.5833345251976388	0.6571011260963716	23.082450358562475	0.6600632980464913	0.03391213943664826
Risky second	1	vertex	0.5913659679501785	0.5515600364547733	0.6312885813017393	23.082450358562475	0.5987324371534898	0.027772313209004338
Risky second	2	ips	0.6340979684058632	0.5951756745760506	0.6750466968286518	42.217878391198916	0.6336926732415454	0.03830221367395639
Risky second	2	vertex	0.6103712538923065	0.5723694273562695	0.6470154742917901	42.217878391198916	0.5966871724766462	0.04575468210792034
