parameter	level	mean	lo	hi	p_gt0
risky_prior_mu	group	9.97395536423714	8.440687729283521	11.155134848032993	1.0
risky_prior_mu	sub-01	9.99689619967801			
risky_prior_mu	sub-02	9.922614188781804			
risky_prior_mu	sub-03	10.030034471143736			
risky_prior_mu	sub-04	9.941176947188048			
risky_prior_mu	sub-05	10.072715324126861			
risky_prior_mu	sub-06	9.946593481609398			
risky_prior_mu	sub-07	10.035898209481967			
risky_prior_mu	sub-09	9.941273992200502			
risky_prior_mu	sub-10	10.10706217347308			
risky_prior_mu	sub-11	10.190019571275867			
risky_prior_mu	sub-18	10.115209020967598			
risky_prior_mu	sub-19	9.974021964053188			
risky_prior_mu	sub-21	10.01354489262211			
risky_prior_mu	sub-25	10.093770306549892			
risky_prior_mu	sub-26	10.075282500647832			
risky_prior_mu	sub-29	9.955886960357379			
risky_prior_mu	sub-30	10.03909439129566			
risky_prior_mu	sub-31	9.967479320901495			
risky_prior_mu	sub-34	10.039302448846406			
risky_prior_mu	sub-35	9.450732000053563			
risky_prior_mu	sub-36	9.922235807276383			
risky_prior_mu	sub-37	10.080275362539867			
risky_prior_mu	sub-45	9.735531134172188			
risky_prior_mu	sub-46	9.810572248520971			
risky_prior_mu	sub-47	9.991830217382011			
risky_prior_mu	sub-50	10.041675315567897			
risky_prior_mu	sub-53	9.958013869191975			
risky_prior_mu	sub-56	9.995206574284264			
risky_prior_mu	sub-59	9.70385337496955			
risky_prior_mu	sub-62	10.292142313149903			
risky_prior_mu	sub-63	10.068310454968568			
risky_prior_mu	sub-67	9.85926031247641			
risky_prior_mu	sub-69	10.016744249497277			
risky_prior_mu	sub-72	10.090865907713729			
risky_prior_mu	sub-74	9.581376411321916			
risky_prior_sd	group	1.3283160354864252	0.8249787138027266	1.8100170820799149	1.0
risky_prior_sd	sub-01	1.4033878821550652			
risky_prior_sd	sub-02	1.2317326502360666			
risky_prior_sd	sub-03	1.4218724979650712			
risky_prior_sd	sub-04	1.3248784613213014			
risky_prior_sd	sub-05	1.3405526349043153			
risky_prior_sd	sub-06	1.3394281726646056			
risky_prior_sd	sub-07	1.2682498734976635			
risky_prior_sd	sub-09	1.258332358299407			
risky_prior_sd	sub-10	1.288346389034568			
risky_prior_sd	sub-11	1.3833816241239085			
risky_prior_sd	sub-18	1.367510109008903			
risky_prior_sd	sub-19	1.2653183965953891			
risky_prior_sd	sub-21	1.2289722336212892			
risky_prior_sd	sub-25	1.4011286091144664			
risky_prior_sd	sub-26	1.410874407941543			
risky_prior_sd	sub-29	1.2336476214445762			
risky_prior_sd	sub-30	1.3095501442292228			
risky_prior_sd	sub-31	1.3797271314495168			
risky_prior_sd	sub-34	1.3200016331072408			
risky_prior_sd	sub-35	1.2953560543892852			
risky_prior_sd	sub-36	1.384081156262632			
risky_prior_sd	sub-37	1.361002463678728			
risky_prior_sd	sub-45	1.3027395080122657			
risky_prior_sd	sub-46	1.344587205568543			
risky_prior_sd	sub-47	1.3594528600429672			
risky_prior_sd	sub-50	1.3107287897742133			
risky_prior_sd	sub-53	1.3165652167934838			
risky_prior_sd	sub-56	1.3714715644015572			
risky_prior_sd	sub-59	1.2834836158239273			
risky_prior_sd	sub-62	1.3040926097868617			
risky_prior_sd	sub-63	1.3673402400822854			
risky_prior_sd	sub-67	1.3042149923824515			
risky_prior_sd	sub-69	1.304943262480212			
risky_prior_sd	sub-72	1.4015509308736738			
risky_prior_sd	sub-74	1.269761553858189			
safe_prior_mu	group	4.931974497592337	3.825948041885411	5.773267663004017	1.0
safe_prior_mu	sub-01	5.50380226460038			
safe_prior_mu	sub-02	4.252761083675831			
safe_prior_mu	sub-03	5.180533187004823			
safe_prior_mu	sub-04	5.203640343912298			
safe_prior_mu	sub-05	4.630273827285948			
safe_prior_mu	sub-06	5.190547106607041			
safe_prior_mu	sub-07	4.132495704824198			
safe_prior_mu	sub-09	5.329313780330615			
safe_prior_mu	sub-10	4.160055669182141			
safe_prior_mu	sub-11	4.708604463774498			
safe_prior_mu	sub-18	4.3718894986679055			
safe_prior_mu	sub-19	5.038764091804552			
safe_prior_mu	sub-21	4.216067923695736			
safe_prior_mu	sub-25	4.6244439665529615			
safe_prior_mu	sub-26	4.7552404107984145			
safe_prior_mu	sub-29	4.577369784840992			
safe_prior_mu	sub-30	4.617216556049836			
safe_prior_mu	sub-31	4.959937456968785			
safe_prior_mu	sub-34	4.7434904034878596			
safe_prior_mu	sub-35	7.354859976896313			
safe_prior_mu	sub-36	5.3484430425729785			
safe_prior_mu	sub-37	4.716855127737595			
safe_prior_mu	sub-45	5.623510266891629			
safe_prior_mu	sub-46	5.474730510388345			
safe_prior_mu	sub-47	4.496248756877204			
safe_prior_mu	sub-50	5.048387728245207			
safe_prior_mu	sub-53	5.009143539840672			
safe_prior_mu	sub-56	4.883592265727304			
safe_prior_mu	sub-59	5.896893008595977			
safe_prior_mu	sub-62	3.9083669782174737			
safe_prior_mu	sub-63	4.846661831124452			
safe_prior_mu	sub-67	4.946480801160416			
safe_prior_mu	sub-69	4.235180745095726			
safe_prior_mu	sub-72	5.193014578951747			
safe_prior_mu	sub-74	5.412487143925596			
safe_prior_sd	group	1.0717389863832973	0.5644325583033215	1.5515139120480002	1.0
safe_prior_sd	sub-01	1.0301438375068406			
safe_prior_sd	sub-02	1.153623764691117			
safe_prior_sd	sub-03	0.99092529092362			
safe_prior_sd	sub-04	1.107596116682291			
safe_prior_sd	sub-05	1.1030693875915576			
safe_prior_sd	sub-06	1.2466259386228884			
safe_prior_sd	sub-07	1.0901251438614077			
safe_prior_sd	sub-09	1.3492436901758165			
safe_prior_sd	sub-10	1.1369298934648322			
safe_prior_sd	sub-11	1.0387311157694896			
safe_prior_sd	sub-18	0.9044579805220414			
safe_prior_sd	sub-19	1.407170991997951			
safe_prior_sd	sub-21	1.2963982684979845			
safe_prior_sd	sub-25	0.8705725368247799			
safe_prior_sd	sub-26	0.8846683288500761			
safe_prior_sd	sub-29	1.2730561972154744			
safe_prior_sd	sub-30	0.998136670865806			
safe_prior_sd	sub-31	0.9498413611976597			
safe_prior_sd	sub-34	1.2591746938428203			
safe_prior_sd	sub-35	-0.0057570388716333245			
safe_prior_sd	sub-36	0.9115345250489115			
safe_prior_sd	sub-37	1.1005014591502673			
safe_prior_sd	sub-45	1.0739883997325503			
safe_prior_sd	sub-46	0.9163036400763472			
safe_prior_sd	sub-47	1.033943394991005			
safe_prior_sd	sub-50	1.3912260117765436			
safe_prior_sd	sub-53	1.0385139879710237			
safe_prior_sd	sub-56	1.0575860926107692			
safe_prior_sd	sub-59	1.1157566736223388			
safe_prior_sd	sub-62	1.1216470618247207			
safe_prior_sd	sub-63	1.1253339312320827			
safe_prior_sd	sub-67	1.1761526833595914			
safe_prior_sd	sub-69	1.0621565762186416			
safe_prior_sd	sub-72	1.033054051394603			
safe_prior_sd	sub-74	1.119130453696833			
