x	memory_noise_sd_dm1	memory_noise_sd_dm2	memory_noise_sd_dm3	memory_noise_sd_dm4	memory_noise_sd_dm5	perceptual_noise_sd_dm1	perceptual_noise_sd_dm2	perceptual_noise_sd_dm3	perceptual_noise_sd_dm4	perceptual_noise_sd_dm5
7.000001	0.9999997692307868	2.3076921085220624e-07	2.1978021281084046e-15	6.977149837218448e-24	0.0	0.9999997692307868	2.3076921085220624e-07	2.1978021281084046e-15	6.977149837218448e-24	0.0
7.165009273304185	0.9624022302699666	0.037538212378288804	5.952600423038416e-05	3.134751396956026e-08	0.0	0.9624022302699666	0.037538212378288804	5.952600423038416e-05	3.134751396956026e-08	0.0
7.333907221803962	0.9249067260631776	0.07485058983694044	0.00024242434992393977	2.5974995800382995e-07	0.0	0.9249067260631776	0.07485058983694044	0.00024242434992393977	2.5974995800382995e-07	0.0
7.506786535284483	0.8875491754267749	0.1118946004627179	0.0005553159695714846	9.081409357961594e-07	0.0	0.8875491754267749	0.1118946004627179	0.0005553159695714846	9.081409357961594e-07	0.0
7.683741064898176	0.8503669557566589	0.1486258114475875	0.0010050025483541608	2.2302473995526275e-06	0.0	0.8503669557566589	0.1486258114475875	0.0010050025483541608	2.2302473995526275e-06	0.0
7.86486687411382	0.813398895159441	0.18499813028445436	0.001598460927312685	4.513628792178409e-06	0.0	0.813398895159441	0.18499813028445436	0.001598460927312685	4.513628792178409e-06	0.0
8.050262290866586	0.7766852572107008	0.2209638237063843	0.002342836105459742	8.082977455211922e-06	0.0	0.7766852572107008	0.2209638237063843	0.002342836105459742	8.082977455211922e-06	0.0
8.240027960937443	0.740267717449229	0.2564735461600906	0.0032454326894341937	1.330370124626274e-05	0.0	0.740267717449229	0.2564735461600906	0.0032454326894341937	1.330370124626274e-05	0.0
8.434266902590808	0.7041893306338541	0.2914763789293318	0.004313704625889937	2.058581092421162e-05	0.0	0.7041893306338541	0.2914763789293318	0.004313704625889937	2.058581092421162e-05	0.0
8.63308456250016	0.6684944877002716	0.3259198811258107	0.005555243037321306	3.0388136596542306e-05	0.0	0.6684944877002716	0.3259198811258107	0.005555243037321306	3.0388136596542306e-05	0.0
8.836588872992	0.6332288612587703	0.35975015387547665	0.006977761966363127	4.3222899389923574e-05	0.0	0.6332288612587703	0.35975015387547665	0.006977761966363127	4.3222899389923574e-05	0.0
9.044890310639131	0.5984393383693133	0.3929119191474992	0.008589081816675228	5.966066651222982e-05	0.0	0.5984393383693133	0.3929119191474992	0.008589081816675228	5.966066651222982e-05	0.0
9.258101956235228	0.5641739392173565	0.42534861480237757	0.010397110260234212	8.033572003201686e-05	0.0	0.5641739392173565	0.42534861480237757	0.010397110260234212	8.033572003201686e-05	0.0
9.476339556183063	0.5304817201915848	0.4570025075752955	0.012409820361098532	0.00010595187202117774	0.0	0.5304817201915848	0.4570025075752955	0.012409820361098532	0.00010595187202117774	0.0
9.6997215853299	0.4974126597324895	0.48781482586192915	0.014635225644381245	0.00013728876120015795	0.0	0.4974126597324895	0.48781482586192915	0.014635225644381245	0.00013728876120015795	0.0
9.92836931128403	0.4650175251778106	0.5177259143371558	0.01708135181612829	0.00017520866890550257	0.0	0.4650175251778106	0.5177259143371558	0.01708135181612829	0.00017520866890550257	0.0
10.16240686024741	0.4333477186763775	0.5466754126136066	0.019756204814935473	0.00022066389508053276	0.0	0.4333477186763775	0.5466754126136066	0.019756204814935473	0.00022066389508053276	0.0
10.401961284400208	0.4024551000749282	0.5746024603376849	0.02266773484930041	0.000274704738086418	0.0	0.4024551000749282	0.5746024603376849	0.02266773484930041	0.000274704738086418	0.0
10.64716263087371	0.37239178450217786	0.6014459313266196	0.02582379604574396	0.00033848812545870084	0.0	0.37239178450217786	0.6014459313266196	0.02582379604574396	0.00033848812545870084	0.0
10.898144012349126	0.34320991217958186	0.6271446995726152	0.029232101301492466	0.0004132869463106381	0.0	0.34320991217958186	0.6271446995726152	0.029232101301492466	0.0004132869463106381	0.0
11.155041679320615	0.3149613877779075	0.651637940180357	0.032900171901807634	0.0005005001399278079	0.0	0.3149613877779075	0.651637940180357	0.032900171901807634	0.0005005001399278079	0.0
11.41799509406168	0.2876975864116282	0.6748654685634456	0.03683528142569839	0.0006016635992279849	0.0	0.2876975864116282	0.6748654685634456	0.03683528142569839	0.0006016635992279849	0.0
11.687147006335234	0.2614690231179853	0.6967681215052647	0.04104439342455256	0.0007184619521975874	0.0	0.2614690231179853	0.6967681215052647	0.04104439342455256	0.0007184619521975874	0.0
11.962643530888235	0.2363249824030294	0.7172881839918295	0.04553409231595776	0.0008527412891834387	0.0	0.2363249824030294	0.7172881839918295	0.04553409231595776	0.0008527412891834387	0.0
12.244634226773181	0.21231310415142932	0.7363698660501058	0.05031050688942404	0.0010065229090409572	0.0	0.21231310415142932	0.7363698660501058	0.05031050688942404	0.0010065229090409572	0.0
12.533272178539356	0.18947892188888446	0.7539598341768672	0.05537922577160554	0.0011820181626427803	0.0	0.18947892188888446	0.7539598341768672	0.05537922577160554	0.0011820181626427803	0.0
12.82871407933796	0.16786534905373576	0.7700078023224047	0.06074520414569569	0.0013816444781638009	0.0	0.16786534905373576	0.7700078023224047	0.06074520414569569	0.0013816444781638009	0.0
13.131120315986305	0.1475121085760791	0.7844671878023737	0.06641266096263768	0.001608042658909457	0.0	0.1475121085760791	0.7844671878023737	0.06641266096263768	0.001608042658909457	0.0
13.44065505603711	0.12845510067634952	0.7972958379520325	0.07238496582034189	0.0018640955512760826	0.0	0.12845510067634952	0.7972958379520325	0.07238496582034189	0.0018640955512760826	0.0
13.757486336900335	0.11072570337877646	0.8084568338125544	0.07866451462090884	0.0021529481877603485	0.0	0.11072570337877646	0.8084568338125544	0.07866451462090884	0.0021529481877603485	0.0
14.081786157065762	0.0943499997861058	0.8179193776515413	0.08525259304454724	0.00247802951780573	0.0	0.0943499997861058	0.8179193776515413	0.08525259304454724	0.00247802951780573	0.0
14.413730569476012	0.07934792567798508	0.825659771672202	0.09214922680208461	0.002843075847728381	0.0	0.07934792567798508	0.825659771672202	0.09214922680208461	0.002843075847728381	0.0
14.753499777100552	0.06573233047385406	0.8316624958608405	0.09935301754526084	0.0032521561200446318	0.0	0.06573233047385406	0.8316624958608405	0.09935301754526084	0.0032521561200446318	0.0
15.101278230762633	0.05350794403915574	0.8359213935636243	0.10686096322494565	0.003709699172274431	0.0	0.05350794403915574	0.8359213935636243	0.10686096322494565	0.003709699172274431	0.0
15.457254729272302	0.04267024120817828	0.8384409740745117	0.11466826159154195	0.004220523125768186	0.0	0.04267024120817828	0.8384409740745117	0.11466826159154195	0.004220523125768186	0.0
15.821622521919785	0.03320419524454946	0.8392378422604833	0.1227680954286158	0.004789867066351628	0.0	0.03320419524454946	0.8392378422604833	0.1227680954286158	0.004789867066351628	0.0
