var	quantity	mean	lo	hi	p_gt0
risky_prior_mu	vertex	11.138361354665234	9.840622941617056	12.173121593836669	1.0
risky_prior_mu	ips	11.403316258150264	9.909493618728654	12.601297818184637	1.0
risky_prior_mu	ips_minus_vertex	0.26495490348502954	-0.7291724959912995	1.2533124057425349	0.704
safe_prior_mu	vertex	5.812023950337888	4.971373782126196	6.495737497412462	1.0
safe_prior_mu	ips	5.8214684393174645	4.8831154480017105	6.608265456875012	1.0
safe_prior_mu	ips_minus_vertex	0.009444488979574901	-0.5985272334510303	0.6075068672612031	0.51315
