subject	mu_ips	mu_vertex	sd_ips	sd_vertex	amplitude_ips	amplitude_vertex	baseline_ips	baseline_vertex
1	1.8103514	1.9016013	0.6072408	0.07634272	0.39562008	0.85190815	0.41235015	0.3378039
1	4.2885485	1.9082562	0.041928954	0.074888706	1.5245625	1.1578636	0.28127643	0.12518096
1	0.7972174	1.9096162	0.87605786	0.07106631	1.3430122	0.90610564	0.4943846	0.43954632
1	1.8983736	1.8942065	0.077812925	0.079261996	0.5314335	1.0697327	0.16914023	0.12061145
1	1.903632	1.9105735	0.08101039	0.08074498	0.9369252	1.4799224	0.6057329	0.7166279
1	0.07572221	1.8894718	1.093206	0.079530336	2.9483929	0.903698	0.43886003	0.5165714
1	1.9087312	2.008332	0.07520449	0.11161452	0.79967564	1.2655462	0.30613452	0.5473389
1	0.12303564	2.063814	0.88795555	0.11182381	3.598968	1.0954837	0.2815017	0.40402022
1	2.043791	1.8870991	0.17148723	0.08265656	0.44037697	0.395329	0.40997964	0.23116279
1	2.0487769	1.9061769	0.12218978	0.083645426	0.46449846	0.3231977	0.21509649	0.06530907
1	1.8844448	1.8681498	0.08213161	0.08869489	0.38907856	0.5729851	-0.0035838177	0.10719346
1	1.9101235	1.9446689	0.08083889	0.14064844	0.5882938	0.8670086	0.20852524	0.5006981
1	-0.97060543	1.5182792	1.8129011	0.27721986	2.275259	2.0538933	0.09283251	0.57509273
1	2.3806782	3.376333	0.38484496	0.029641036	0.1345316	0.6562725	0.19676502	-0.046294194
1	-3.9796643	2.0888486	3.5768042	0.1111409	3.1939611	1.637679	0.0011018727	0.53718174
1	2.5635188	2.1375232	3.021649	0.09676582	0.61220276	1.4938151	-0.19839458	-0.041522276
1	2.6926603	4.6009755	3.6234374	0.109550446	9.993909e-16	0.76769924	0.20767535	-0.11521467
1	4.533302	2.7747693	0.4566388	3.2725859	8.505587e-15	1.4722879	-0.03175778	-1.248766
1	2.0906358	2.072258	0.12245284	0.13244455	0.75872856	1.0828136	0.42995024	0.3548055
1	2.0993266	2.0055776	0.11782563	0.19638385	1.0058975	0.70274603	0.34653062	0.2997257
1	2.0949373	1.9079783	0.122943625	0.23510417	0.81566536	0.5023115	0.30960456	0.26660228
1	1.6461389	2.054549	0.24858013	0.113760285	0.9999559	0.6589484	0.40530622	0.53344744
1	1.1256747	2.0898972	4.006273	0.29356995	0.94440305	0.32655647	-0.50482684	-0.019585932
1	2.3333983	1.7613425	0.45243222	0.115739554	0.30224767	0.33740294	0.29322943	0.11883299
1	-2.1112936	2.0846176	1.9274337	0.11244121	10.288778	3.595108	0.45095968	0.7666034
1	1.6833036	2.15207	0.25572237	0.0969031	0.2050141	1.387701	0.52252537	0.09059258
1	-2.2596087	2.1354382	2.5249934	0.095899485	0.8916313	2.365136	0.550044	0.10663901
1	2.0091746	1.6771739	0.5650522	0.19408624	0.15665285	0.74187046	0.2696506	0.07127423
1	2.3245652	1.8590175	0.41322517	0.09121513	0.31116924	0.29599446	0.2715786	0.11223607
1	2.0956678	2.089498	0.13254152	0.11310493	1.2264392	2.6984832	0.6697035	0.55599314
1	3.3462524	0.6767579	3.6456082	4.649739	2.5410073e-12	1.2136667	0.3516307	-1.0931877
1	-2.3691688	1.5997797	3.373115	3.6818686	0.207527	1.3883767	0.34874392	-1.1990322
1	2.1362457	1.939862	0.10482479	0.22434255	0.7310015	0.28876442	0.36571214	0.047884103
1	2.396291	1.8296555	0.38295218	0.109736934	0.2605652	0.33999005	0.31677216	0.049333036
1	2.2974772	3.2740984	0.46191025	0.1977986	0.4788881	0.2334313	0.2636588	0.4047814
1	2.104155	2.087056	0.12808664	0.12570418	1.1884056	1.6761476	0.5038196	0.48086977
1	2.0821588	2.051316	0.16227213	0.12283709	0.5115624	0.8758865	0.11382556	0.30385718
1	2.1806784	2.1127882	0.22031288	0.13133319	0.32735196	0.3041201	0.46832848	0.25878856
1	2.3783762	2.0968559	0.45846376	0.10101565	0.44695297	0.3469567	0.38850385	0.36326548
1	2.3844345	3.2110548	0.42743042	0.1982014	0.49608502	0.1452434	0.29952183	0.39579162
1	2.1020586	2.0485585	0.11521591	0.18324661	1.1271461	0.6900186	0.43249008	0.43318075
1	1.8609524	1.3054304	0.1017196	3.1230223	0.30083486	9.027752e-22	0.07276414	0.20339927
1	2.3094945	2.0361817	0.44182375	0.11295459	0.44847748	0.3982123	0.37912866	0.45375493
1	2.1188233	2.0444968	0.09844886	0.1119338	2.1588316	0.61685437	0.029144738	0.0068530845
1	-1.5633565	1.8711807	1.7467637	0.09373635	3.984658	1.0372546	-0.037432987	0.23465657
1	2.1279335	2.0974774	0.09708122	0.101648964	1.3264546	1.1125073	0.20352489	0.033702455
1	-1.2245361	1.9698988	1.5108976	0.121847406	2.4455302	0.40077502	0.027744465	0.06485651
1	4.632556	2.1216168	6.0585227	0.096460626	0.22285743	1.3784498	0.16448331	0.0646148
1	2.1312268	2.1185296	0.0985052	0.0969326	0.703818	1.7923983	0.38299108	0.1012042
1	0.79735786	1.7226728	1.3466684	0.18219757	1.2253376	1.9360689	0.36427107	0.8232799
1	1.8896825	2.0531855	0.08259036	0.1124699	0.53119284	0.63867646	0.3589112	0.4176417
1	-1.0202075	2.1360219	7.782291	0.093483485	0.17392282	1.3667021	0.24461004	0.07689996
1	0.8418444	-0.34304526	3.5545561	1.2515757	0.9882448	1.6438394	-0.50362015	0.085137315
1	1.436764	1.7013263	1.5926712	0.1604846	0.87468296	0.82549816	-0.047764238	0.4473732
1	-1.1892408	2.1317425	2.0067217	0.09525899	0.96356285	1.8060795	0.45198283	0.19527136
1	0.05627932	2.1132326	2.7026064	0.102745265	0.5825498	1.0062226	0.065106556	0.107816085
1	0.23185934	2.0609398	2.345437	0.12160715	0.92686033	0.4852053	-0.045702383	0.20693241
1	1.9708947	1.8258239	0.8841518	0.100481205	0.60730594	0.5389689	0.13303712	0.42229077
1	-3.7015007	2.0696712	2.959944	0.11721092	7.204289	4.1664004	0.8267097	1.264522
1	0.9307205	2.1312637	1.2324698	0.09658773	0.3512311	1.8603457	0.4523591	0.13013342
1	2.1403813	2.109632	0.10535601	0.10784933	0.9708675	1.0671859	0.37388247	0.07394072
1	1.6523095	1.9687339	0.91048187	0.19325548	0.43344435	0.34227702	0.27740622	0.16422121
1	2.127884	1.8901029	0.66168165	0.09350684	0.52587473	0.30568314	0.20509131	0.21905044
1	-1.6643214	2.088957	2.1558642	0.11279499	3.354971	3.4008968	0.5643988	0.80658036
1	2.15795	2.182749	0.1308751	3.616535	0.33218703	1.6144663	0.2931239	-1.4606215
1	2.028531	2.1221054	0.76194113	0.09803777	0.1758869	1.2935443	0.35351384	0.07388171
1	2.135466	1.9563694	0.102763735	0.31299004	1.2294906	0.3787247	0.43095163	0.11963636
1	2.0405972	2.086481	0.48719984	0.12083169	0.37605068	0.750147	0.45856917	0.1801298
1	2.199585	2.0492432	0.544863	0.11688134	0.43947867	0.40789637	0.35486072	0.21288799
1	-0.41053087	2.093841	1.3213446	0.11067385	3.4090471	2.7700768	0.52865875	0.5689684
1	2.0152817	2.1065264	0.4884999	0.10401383	0.50420994	0.9926432	0.5890253	0.48120624
1	2.1401262	2.0768065	0.5667581	0.10624327	0.53864163	0.750708	0.5580275	0.59722525
1	2.320227	1.7434043	0.5788157	0.20049629	0.27634448	0.54813343	-0.07753984	0.25519505
1	2.1188731	2.094744	0.10655865	0.11360402	1.6910169	1.6131191	0.4938434	0.48437795
1	2.0014567	2.095177	0.55575705	0.101320446	0.56965625	1.1879088	0.72963935	0.7586416
1	2.0783944	2.071191	0.59699655	0.11087188	0.5698959	1.4545132	0.7352445	0.88812673
1	1.8574868	2.0885825	0.47708294	0.10169591	0.48973873	0.9265013	0.6113773	0.54521793
1	1.799675	2.0531776	0.593229	0.11035432	0.42777216	0.8942766	0.6359406	0.6107231
1	-1.9733518	1.2724787	2.3262627	4.516034	2.7674227	2.639364	-0.18904237	-2.397124
1	1.5390778	1.8768944	1.2243414	0.08455124	1.0289289	1.8794732	-0.029192071	0.67423946
1	-0.49864778	1.8925203	1.9227641	0.08610365	2.1717505	1.1492373	-0.10496373	0.5506686
1	-2.0459054	2.0913284	2.1821334	0.108766794	2.771356	1.261555	0.075606704	0.12743409
1	1.8610115	1.4304218	3.0305562	0.3643178	1.7046407	0.8661773	-1.2808746	0.26228082
1	1.5213978	1.6634855	1.5708673	0.17419195	0.6844847	0.9412782	-0.08118975	0.3432711
1	1.722088	1.8824123	0.9614155	0.08244788	0.5706077	0.9543504	0.24279389	0.59001726
1	1.3462216	1.8102603	1.3016472	0.12323198	0.88048744	1.4647872	0.015346271	0.5099018
1	1.0629741	1.7643025	3.9745324	0.23423703	1.8258755	0.39894098	-1.3364513	0.2184699
1	1.8163993	1.8161393	1.2160543	0.10325415	0.56984246	0.63651454	-0.040050384	0.35959148
1	2.1653724	2.0896535	0.6076598	0.108170755	0.16439399	0.69366896	0.23859562	0.054556817
1	0.39489782	2.047991	1.9623377	0.11602003	0.66555375	0.4374699	-0.0023014138	0.15599486
1	-0.889479	2.0701582	4.1735134	0.11614825	3.0987194	2.496012	-1.0941703	0.8377056
1	2.1146967	1.8487965	0.6298848	0.3387055	0.21986777	0.3309723	0.3267847	0.1298118
1	2.0351603	2.0663445	0.6665715	0.112666875	0.35204008	0.60767365	0.3467061	0.18515077
1	2.733112	1.8556296	0.1720753	0.098130405	0.44317347	0.25231382	0.2068926	0.15285793
1	1.692473	2.049182	1.0739312	0.16275011	0.82164645	1.1609559	0.14756043	0.5645278
1	-1.9384385	0.9334289	1.9848864	0.6223703	6.718847	4.443658	0.19843103	0.5187926
1	2.1114786	2.0779157	0.47683907	0.105564	0.31888774	0.67209804	0.43945372	0.36456448
1	1.8201264	2.0695388	0.7035795	0.11160938	0.5689164	1.3108832	0.6746766	0.80352837
1	-1.3218827	1.9090503	2.1206794	0.07078823	1.7240442	0.7219648	0.1233266	0.18098563
1	-1.3994377	1.8975894	1.7284317	0.07571782	3.4320881	0.8333175	0.22109129	0.39903423
1	-0.6484488	1.9125197	1.5220239	0.07985964	2.5472023	0.70879215	0.2993817	0.5055423
1	2.2695053	0.055310816	1.0310395	1.1536155	0.86404103	3.8825536	-0.041624844	0.37608463
1	-0.63726	0.3676387	1.1729199	0.8545184	5.9743967	4.2804136	0.328417	0.2340619
2	2.0957341	3.4354787	0.116097145	3.5804927	0.64934355	4.6128822e-20	-0.20380035	0.027142154
2	4.2186685	4.965868	0.08937339	0.7283959	1.3483061	0.7078887	-0.3840779	-0.015214171
2	4.2188964	4.705085	0.10191973	0.63482296	1.5459794	0.9425257	-0.5530934	-0.25971532
2	4.2101455	6.417166	0.09795861	0.99650633	0.8390902	3.6220915	-0.33204928	-0.017333219
2	4.2233887	5.081354	0.08982414	0.79460454	1.1224	1.0554689	-0.38675353	-0.12654363
2	4.217508	7.131439	0.09211159	1.3095672	0.8877378	3.2704663	-0.2524011	0.010434227
2	2.4509819	4.5802045	0.29622215	3.5615	0.6675361	2.6768595e-20	-0.6865745	-0.23473942
2	2.5079234	2.4332159	0.108963296	0.038375378	0.7427667	2.4366374	-0.6563453	0.043204334
2	2.7833335	2.730697	0.32830894	3.5862978	0.31865734	1.6682241e-19	-0.8631018	-0.027558811
2	2.5305123	3.5973005	0.2859452	3.584065	0.4621168	8.039816e-20	-0.35384268	0.027397234
2	2.7721443	2.2369337	0.09923392	3.5945568	0.7461592	1.1455502e-21	-0.40012366	0.008998586
2	2.7588105	2.2571745	0.075923845	0.30745554	0.77019006	0.33566698	-0.24444212	0.13274255
2	2.7808623	2.275597	0.07685881	3.5726495	0.59200317	4.0834052e-20	-0.2246455	0.024012895
2	1.3374397	0.1822226	0.41320202	1.6824049	2.8094857e-16	0.2675417	-0.09817014	0.124295376
2	1.9185965	2.035964	0.05308443	3.116294	0.21426502	1.4945375e-06	-0.26333138	0.1661353
2	1.3249602	2.7735164	0.39946777	1.1113101	2.7335588e-16	0.322015	-0.11804907	-0.18888743
2	2.9242227	2.700406	0.32336405	3.6198974	0.1310136	2.481375e-18	-0.34091303	0.092029035
2	4.642469	2.413295	0.08933697	0.13154323	1.1962525	0.20747855	0.047280192	0.26186872
2	4.6170325	2.2856708	0.068252236	2.8277555	1.7804979	0.4503466	0.103638925	-0.21205157
2	1.8265268	3.3909311	0.08684118	0.038624965	1.0412469	0.71897453	-0.18768094	0.021632506
2	1.8793969	3.409781	0.066465594	0.046035927	0.516815	0.35842958	-0.23705365	-0.0035898583
2	1.93556	2.570945	0.051213168	0.24259956	0.16906387	0.13220143	-0.038447138	0.120833896
2	1.3519391	2.944521	0.38826922	0.50432336	3.046799e-14	0.09639696	-0.009637434	0.09206466
2	1.838452	3.4006305	0.09329287	0.043183863	0.6230252	0.6806121	-0.18569173	0.055343896
2	0.913408	3.1622834	0.9966996	0.93514043	0.37462485	0.21143948	-0.2699347	-0.09717847
2	2.1521978	2.1509647	0.09789225	0.24636072	0.7470753	0.27209553	-0.34736678	0.04145352
2	1.9190372	2.4212508	0.052005824	0.7957683	0.38386673	0.1470855	0.08207294	0.27469203
2	1.9103296	2.9925413	0.05790941	0.4432133	0.31290525	0.1791068	0.06239259	0.26508394
2	2.0717487	2.843941	0.07204062	0.81432784	1.7684242	0.13419302	-0.034375455	0.05140464
2	-0.9888879	2.6510766	1.282059	0.9813571	2.1964595	0.30387264	-0.16392612	-0.07155848
2	2.0625503	3.045653	0.080213495	2.9403784	0.35247466	0.79696476	-0.16525497	-0.6342403
2	1.9215326	0.55588496	0.051730637	0.8149594	0.3816629	1.5142261	0.10224407	0.431252
2	1.9118026	2.0623853	0.055708308	0.4355701	0.5610022	0.31680426	0.28870568	0.55097145
2	1.9359748	-1.5555915	0.050299697	2.7699902	0.2821736	0.6580283	-0.061969522	-0.03097261
2	1.8929231	-0.9964192	0.06131604	1.8225464	0.5086521	0.61614597	0.17046432	0.45031464
2	1.923773	-0.9043249	0.05339653	3.000127	0.30422407	0.48191455	-0.03991255	-0.10587432
2	1.8898811	2.358371	0.06590928	0.94380635	0.36770672	0.0928952	0.004939247	0.1547364
2	1.9069335	2.9987109	0.05929808	0.48323053	0.40290248	0.11335956	0.08098718	0.35302052
2	4.5739694	1.609438	0.22622983	0.6931472	0.7770616	1.2341289e-13	0.30533832	0.0801595
2	4.5408998	2.105281	0.22621396	0.09161985	0.6019998	0.28845075	0.38488635	0.10979747
2	2.0628104	2.9234707	0.07608837	0.057907205	1.0188276	0.39894912	0.12032328	0.4008968
2	3.0773716	2.4946918	0.076354794	1.0982664	0.24300586	0.3846902	-0.017368112	-0.029517835
2	2.8568845	2.1595254	0.10780367	0.2985186	0.23432584	0.5661569	0.075443394	0.3212203
2	1.609438	2.1752157	0.69325906	0.24044496	5.818137e-14	0.6994793	0.17876007	0.5105783
2	2.393507	2.4119945	0.55258924	3.700221	0.08561445	1.7615852	-0.16585319	-1.6729089
2	1.6088641	1.9836603	0.6933457	0.2293179	2.3978692e-13	0.35254443	-0.03292402	0.20114343
2	1.9330097	-1.9139026	0.04857921	2.2490273	0.32016867	1.6342634	-0.075007126	0.07843267
2	1.886885	1.0969791	0.06366605	1.7991202	0.5477969	0.39592054	-0.0026170358	0.050378975
2	4.654066	-0.21928278	0.20369178	1.4157494	0.65808445	1.2801118	0.41960979	0.12118525
2	1.9235914	1.127557	0.052593183	1.7819343	0.23109037	0.33284023	0.049903527	0.11259428
2	4.379084	1.6092528	0.014277464	0.693099	0.83626693	2.3949072e-13	0.397531	0.028459089
2	3.780068	2.4108934	4.388673	0.07507091	0.9577326	0.41625553	-0.7376769	-0.038189925
2	9.578149	2.1404905	6.785689	0.20537914	0.61171156	0.43204653	-0.014136881	0.041313827
2	6.9581795	4.537725	1.2688351	0.5384746	1.9742557	2.0091706e-16	0.26249886	-0.031185374
2	2.06676	2.105446	0.0921442	0.18580739	0.8291528	0.2754909	0.063191734	-0.17866632
2	4.3013864	2.3469775	0.69864124	1.281511	2.3504824e-12	0.6449442	0.19788656	-0.041489862
2	1.8434159	2.0369735	0.0767487	0.47315574	0.14420694	0.29423994	-0.05909987	0.077266105
2	1.8835106	1.8117589	0.06469432	1.0360647	0.31294	0.34079024	0.007976593	0.14227147
2	2.8606915	2.213166	0.38581276	0.20019025	0.123027265	0.2555719	0.117213435	0.33214957
2	4.4190917	2.6432137	0.15563273	0.7435902	0.53450453	0.25114304	0.38202283	-0.1930596
2	4.73757	2.093884	0.211269	0.19090703	0.85532993	0.47233343	0.5107795	0.2783655
2	4.401192	2.461661	0.050004844	0.045273922	1.2289621	0.64377767	0.37476176	0.06242856
2	4.990824	2.1062918	0.30204508	0.1745288	0.56031996	0.35621622	0.4316881	0.04957503
2	-0.43780357	2.095889	1.2931808	0.17696527	1.8279312	0.27409893	0.31830987	-0.097454846
2	2.2367575	2.0923553	3.174321	0.24925253	4.014349e-21	0.2130115	0.6266589	0.04387449
2	2.6527698	2.1357005	0.19816637	0.16733752	0.18471761	0.27778533	0.34507465	-0.067283936
2	2.240225	2.3628135	3.5632632	0.041887827	5.564638e-22	0.6360527	0.29895455	-0.3050624
2	2.2507281	2.152408	3.5649981	0.19815575	8.145949e-21	0.1934256	0.15046108	-0.2909823
2	3.1666474	2.3911402	3.5799642	0.06322108	1.0796404e-20	0.4395428	0.12950009	-0.20820118
2	3.1646075	2.508631	0.13630515	0.82319707	0.2785188	0.50141484	0.18130559	-0.18140174
2	1.609438	2.163824	0.6932601	0.38002646	3.725647e-14	0.5185646	0.0051536737	0.14692652
2	4.842295	2.1695974	0.31471443	0.34568503	0.5865613	0.3118082	0.039927486	0.22862086
2	1.609438	2.113792	0.69338715	0.31627133	1.470428e-13	0.33479136	0.0589813	0.21524112
2	4.640146	2.0833027	0.26003382	0.2995125	0.43789852	0.315506	-0.0018849856	0.1699344
2	4.668453	1.9876119	0.31129035	0.32269606	0.5358442	0.31523782	-0.024549725	0.17889303
2	4.865812	2.0610943	2.8806229	0.26775706	1.0540859e-12	0.52998966	0.4307281	0.091543466
2	2.3078904	2.084574	0.530786	0.276235	0.15655227	0.32435948	0.491673	0.083564326
2	3.6297567	2.0248418	3.5911853	0.22164531	2.6837379e-22	0.42716515	0.49099207	-0.28775442
2	4.3500357	2.0960355	3.1567593	0.12466918	2.6436084e-10	0.52012765	0.27139458	0.025234118
2	2.3592787	2.060254	0.537225	0.24348241	0.17368121	0.31982684	0.48167765	0.0103527205
2	2.6276581	2.0784512	0.18675773	0.18483734	0.3160395	0.4015431	0.55143094	-0.40480834
2	4.381245	2.3792372	0.019989507	1.2019877	0.9489446	0.41349268	0.3395779	-0.27226388
2	2.7128804	2.012399	3.5971923	0.19941002	6.684717e-21	0.29385966	0.54528904	-0.3745965
2	2.6309495	2.088911	0.4914679	0.1778572	0.24344714	0.4171424	0.4952732	-0.43671697
2	3.028867	2.4325511	0.04828629	0.107980914	0.115919806	0.593416	0.27536216	-0.070733115
2	3.566382	2.3634558	3.5607498	0.04063001	1.6402383e-19	0.7145108	0.3476921	-0.29150257
2	2.708088	2.4304447	3.6166928	0.10590652	3.4354237e-21	0.43980312	0.24210288	-0.20605664
2	3.603838	2.1541564	3.5653088	0.12580347	3.1443927e-20	0.2609636	0.2085848	-0.1789443
2	4.635414	2.4802098	2.91118	1.4445564	1.142233e-15	0.614276	0.17705266	-0.40909898
2	2.710623	2.0838838	3.5842474	0.24069507	9.948879e-22	0.34673324	0.6096362	-0.22772062
2	4.775435	2.0961626	5.6662097	0.18664633	1.2516176	0.42410374	-0.7076616	-0.24321373
2	2.913465	2.1241121	2.5821676	0.13457446	1.0055221	0.47027308	-0.4333952	-0.2918926
2	3.6217709	2.5652328	3.5799963	0.74778867	1.904821e-21	0.23849873	0.38907063	-0.15553926
2	1.5227218	2.1047738	0.29943815	0.104430385	1.1354247	0.54896414	0.6560215	-0.34723872
2	2.135356	2.5717046	0.1597672	0.50594455	0.22422269	0.3643687	0.036241293	0.04612966
2	3.8522093	2.099548	3.5348287	0.2338327	1.3470113e-20	0.23038687	0.44774556	-0.2474393
2	3.598046	2.170478	3.562255	0.2238356	1.1498377e-19	0.16577591	0.34183124	-0.25582272
2	1.9332322	2.4891014	0.27030665	0.5187791	0.16238563	0.29810596	-0.013967296	0.07624814
2	4.4950805	3.5693028	0.24694242	3.5665658	0.503389	8.8098903e-20	-0.17473757	0.22097781
2	2.8001106	3.5992236	0.09915408	3.5793512	0.9075795	5.6143456e-20	-0.17006938	0.14219251
2	4.270579	2.466614	3.390671	0.33456698	9.167822e-14	0.23983693	0.33230954	0.022766503
2	2.0768223	2.3396406	0.22112432	0.54135984	0.4208651	0.42085043	-0.15814759	0.09572184
2	1.7892761	2.4858618	0.3066759	0.54993844	0.19668058	0.30141705	-0.01868768	0.004566452
2	1.4833841	2.4993377	0.5131478	0.47108316	0.5090822	0.4296389	-0.15604712	0.03521443
2	8.482749	2.462759	2.279395	3.4313982	0.36255175	1.3233566	0.06878552	-1.0077347
2	2.8109617	2.1692827	3.5571225	0.11963178	1.5157866e-19	0.35693347	0.1793145	-0.15288092
2	3.221545	2.3989751	3.5796525	0.37442118	4.7330037e-20	0.35469142	0.29775205	-0.06387475
2	3.060275	2.3939295	3.5405147	0.51933974	1.5257822e-19	0.34691224	0.29526955	-0.13793689
2	4.0611997	2.4042547	3.5836306	0.36086407	1.6534606e-21	0.3298075	0.3423113	-0.045566656
2	4.066449	2.422648	3.5809512	0.34164545	1.7150225e-22	0.40392268	0.40101993	-0.057062533
3	2.672461	2.131493	2.6478033	3.4554367	0.6265339	2.926111	-0.5630036	-2.515656
3	4.2984023	1.9316336	0.7003021	0.8875904	3.440684e-13	0.4299772	-0.069902726	-0.08030693
3	4.4998016	2.2977087	0.5418968	0.7047112	1.5794033e-12	0.28726512	-0.07060499	0.093948886
3	1.6094695	2.39476	0.69410527	2.9230044	1.1167538e-13	1.9262958	-0.03258725	-1.6128451
3	3.018661	2.0787432	2.400065	0.62563735	3.03493	0.54617864	-3.1410444	-0.15883186
3	4.3030562	1.8283719	0.69447035	0.92771596	2.2682789e-13	0.4930768	-0.10928736	0.03853858
3	4.307007	-1.5697362	0.69203734	6.7274323	1.5798002e-13	2.1580389	-0.15581965	-1.3383621
3	4.3029222	0.30557525	0.70542336	4.889896	1.9031899e-14	2.3925052	-0.17175658	-1.6095153
3	-1.3741237	-0.16054507	4.207772	1.2839513	1.770191	1.741845	-0.7529806	0.23761846
3	1.3687122	2.130674	0.4513953	0.39459598	1.1740436e-17	0.4185636	-0.13953027	-0.022450453
3	3.0697496	2.1717913	2.4193187	0.2655429	3.7214491	0.6750315	-3.809067	-0.068246484
3	4.090145	2.1467361	0.22754112	0.19824645	0.10673687	0.3954149	-0.100424446	0.19531861
3	1.6116973	-1.6570886	0.6976572	2.0004706	7.501736e-14	2.8776968	-0.18633404	0.22827303
3	1.6105924	2.2035587	0.6960194	0.20999111	2.0184612e-13	0.6059334	-0.082307905	0.023352407
3	1.984846	2.1449602	1.0894605	0.23661613	4.9310508e-14	0.3454873	-0.10099946	0.23488608
