subject	mu_ips	mu_vertex	sd_ips	sd_vertex	amplitude_ips	amplitude_vertex	baseline_ips	baseline_vertex
7	4.002813	2.4862633	0.19709678	3.588922	0.29353485	2.0849075	-0.09851713	-1.9096459
7	4.131436	2.630664	0.16054264	0.021025244	0.49511176	0.24933809	-0.13628544	-0.050845034
7	3.8396895	2.4994547	0.07096847	0.15912804	0.5261695	1.3319165	-0.35275087	-0.08009784
7	4.312269	2.4433782	0.68133575	0.26420826	4.6604266e-12	0.22070347	-0.08181251	0.28932074
7	2.521765	-0.56360626	0.24350947	4.5676274	0.5590196	2.5981154	0.033009905	-1.5640662
7	2.763073	-2.2892106	0.0767339	2.4258585	0.41025978	2.5037816	-0.035480406	0.024001742
7	2.7113628	2.295728	0.0922146	3.1401885	0.37602577	2.070527	-0.05055217	-1.7596322
7	3.960122	4.109883	0.092840806	0.038931575	0.54047394	7.194315	0.17432278	0.6044084
7	2.3385286	2.201932	0.25588426	3.7087343	0.33865467	3.2297313	-0.1223823	-3.088762
7	3.927348	4.192287	0.082826555	0.1326019	0.44378105	0.9969744	0.015256474	0.39068323
7	2.319891	2.19169	0.19737096	3.7608647	0.33650726	3.6468158	-0.24512671	-3.512871
7	2.335415	2.596049	0.16754392	2.922706	0.3958781	1.6355984	-0.23372295	-1.4709036
7	4.050516	3.3652425	0.015449971	3.477275	0.9878789	0.8940226	-0.102256395	-0.39407527
7	2.8297691	2.9278345	0.042687867	1.6868787	1.6825186	2.82073	-0.1320226	-2.5382626
7	8.757237	3.3665056	2.7593899	3.6169233	1.0656588	2.7813823	-0.21273921	-2.3267171
7	4.0432706	2.2444754	0.22056437	3.5921855	0.5041043	2.1329495e-20	-0.124793366	0.64934343
7	3.789569	-0.48466295	0.031050092	1.4742513	2.2589352	1.8961128	-0.04451177	0.36585656
7	4.51218	3.5181417	0.46926737	3.4508803	0.658352	1.34513696e-20	-0.11480479	0.7215968
7	2.4169285	-0.05327905	0.16426206	1.1407348	0.45927987	1.2101351	-0.28549847	-0.11054515
7	2.2799103	-2.070227	0.20822999	2.3548906	0.45029864	2.869042	-0.3657013	-0.48810932
7	4.1477323	2.2210412	0.08310178	0.51040727	0.804169	0.25685465	-0.28042722	-0.17788377
7	4.1229377	1.3732799	0.043074835	3.0496433	2.1709676	0.77512455	-0.20387653	-0.7002251
7	4.129945	2.541136	0.041011833	3.094163	1.9067012	2.4662886	-0.20814583	-2.3501885
7	4.248794	2.6074345	0.22811237	0.26020738	0.72470254	0.4682661	-0.30453438	0.22926672
7	4.217673	3.184998	0.40392774	3.2098966	0.5374909	1.6914763	-0.10869555	-1.1894879
7	4.2584777	2.9305892	0.19040306	3.430503	0.85337615	8.0087046e-23	-0.34145942	0.8336961
7	4.1853547	3.2790506	0.13571994	3.4341097	0.7847167	2.4816961	-0.107992865	-1.8343279
7	4.1027994	5.172516	0.0505105	3.3534749	1.0361705	1.8052782	-0.1343885	-0.9932773
7	4.9474444	2.2643728	0.7800488	3.570693	0.46214983	2.1442893e-20	-0.057904303	0.41243625
7	4.794341	2.9785452	0.59514964	3.4400945	0.69594365	2.7110496e-20	-0.09377201	0.5912105
7	4.053039	1.3217063	0.025160184	0.3942104	0.5344507	1.7909641	0.38584718	0.1642879
7	2.3683481	1.9717122	0.17645131	0.49991244	0.44397727	0.27189273	-0.41588116	-0.13282828
7	4.149727	-0.7866798	0.088447124	4.831494	1.0263842	0.75965893	-0.23619188	-0.6095336
7	2.3922868	0.28587806	0.20824946	5.006496	0.44857317	1.861111	-0.2828141	-1.7831501
7	6.7375174	3.1855264	1.238925	3.144988	4.5203238	1.372985	-0.113437	-0.9050879
7	6.4794035	4.769482	1.2818371	4.1460752	2.501462	0.8612318	-0.02250042	-0.2542756
7	4.2696576	3.135855	0.34013724	3.674754	0.91108793	1.194884	-0.1518427	-0.5567998
7	7.414853	7.564212	1.515776	2.3144174	4.662978	1.154337	-0.08508091	0.36311978
7	4.186013	5.4536014	0.13123116	0.62134427	1.182636	2.929638	-0.18281215	0.69511676
7	3.7673059	2.9074705	2.3342988	3.4239883	0.9317012	1.9395684e-22	-0.84257144	0.66726226
7	6.553492	4.029619	4.578474	0.022225197	1.3630836	0.43405282	-0.9872334	0.5753023
7	4.1065936	7.155698	0.04174904	1.5776079	3.4066892	5.7043724	-0.25933352	0.39223823
7	3.3613827	3.9567983	0.9680833	4.8510284	0.25370705	1.2685057	-0.15674299	-0.72672296
7	4.1232715	0.11913287	0.1117107	0.8719932	0.52697414	4.595657	0.26329455	0.102757595
7	2.0662582	0.3837845	0.2205605	0.9647463	0.18037179	2.4378982	0.31034085	0.040915266
7	1.4585644	0.09429543	2.665971	0.92306846	5.779498e-16	4.7171144	0.35208848	0.05794815
7	2.1359215	2.0182178	0.11327233	0.10962716	1.6920902	1.3380132	-0.3621812	-0.24713255
7	4.5990405	2.0786893	3.016411	0.07235886	1.832037e-21	2.3466058	0.30375627	0.098858394
7	3.5455444	2.8357155	2.7367232	3.458648	1.3874147	3.910676e-21	-1.3616704	0.5717467
7	4.9802666	3.5767763	4.6434135	3.466437	1.5737736	3.6418663e-12	-1.4144605	0.55101436
7	4.410266	3.8729076	0.25864047	3.5011296	0.8650113	4.5005406e-22	-0.2735203	0.7691338
7	2.4082723	2.0947142	1.5055032	0.16777872	7.3015946e-35	0.39105558	-0.041956693	0.73944414
7	3.3043723	2.9286568	2.6031957	3.4595644	1.505454	2.3551578e-20	-1.4846232	0.6838569
7	-0.32463413	-0.7206452	4.8110914	7.2562895	0.46337718	1.3041972	-0.32015195	-0.6007071
7	2.1021013	0.5538206	0.1010838	0.7087184	0.7350218	4.5767393	0.31614485	0.2582584
7	1.7011099	1.6951475	0.81570584	4.8397465	0.013368497	1.0249337	0.010194873	-0.46151924
7	4.1658964	2.2521021	0.17980482	3.5098975	0.38287917	2.9791966e-21	-0.15878797	0.47826526
7	4.230238	2.2350497	0.14793532	3.3466606	0.5599519	2.190841e-19	-0.14202508	0.37176585
7	2.562997	2.1425111	2.6300228	0.18473619	1.032416	0.2132489	-0.92747873	0.47729442
7	4.21576	2.250998	0.19238308	3.5091784	0.36312965	1.1821214e-21	-0.13925569	0.48827058
7	4.7128844	2.2733135	0.37116492	3.4816778	0.6922497	1.3855563e-20	-0.09605714	0.30619153
7	4.942353	2.2575715	0.45670345	3.5794814	1.3539245	1.536049e-19	-0.13808481	0.3302943
7	2.193627	-0.5600092	0.29413563	1.1676915	0.32131267	7.611917	0.31141177	0.14564519
7	2.1302547	-0.24130924	0.24913354	1.1448084	0.3675582	5.0272737	0.32291463	0.10396352
7	2.185699	-0.5534053	0.24770617	1.2412405	0.1578311	4.9477987	0.1854915	0.051132914
7	5.9408517	2.129135	1.1960447	0.11513685	0.66611385	0.63750637	-0.1370352	0.05645057
7	2.175167	-0.6161254	0.2857357	1.3050479	0.28603888	5.2966166	0.2185143	-0.03218318
7	2.1588461	-0.15508106	0.3023451	1.1630735	0.40946975	4.932247	0.4203641	0.057027634
7	2.1706781	-0.38874513	0.26013744	1.1857355	0.32607153	5.1271787	0.21653803	0.016291058
9	4.2364817	2.2475703	0.011431587	3.5815902	0.7962514	8.3482274e-21	-0.13519672	0.0019405325
9	4.4078207	5.3825526	0.12458895	0.48712423	0.5627556	0.830893	-0.33785844	0.14813797
9	4.394979	2.0951073	4.711974	0.126932	5.492225	0.9046411	-4.4959226	0.07716906
9	4.7275867	2.083914	5.0531616	0.1265049	5.533881	0.4770188	-4.5977116	-0.05291496
9	4.606612	2.0608313	5.072691	0.12717059	5.0753202	0.35815635	-4.3927026	-0.10604357
9	6.6915936	2.0927463	6.4363503	0.118773095	5.7945795	0.8639607	-4.152378	-0.04633141
9	12.025042	1.8824307	6.955698	0.09110015	3.537864	0.4002682	-1.067363	-0.052055452
9	4.137536	2.8269083	3.818779	3.5727315	1.9776957	2.917801e-19	-2.0904918	0.044460867
9	4.770999	2.8448906	4.5802994	3.570142	1.8645653	6.92909e-20	-1.9191461	0.04723862
9	4.1776724	2.8431823	3.8813763	3.571964	2.3153713	2.9953687e-20	-2.4356863	0.07878406
9	4.3475533	2.120755	4.523053	0.11626703	4.5554485	1.1101917	-3.89266	-0.062346242
9	4.1161947	3.299448	4.6193786	2.8319151	6.642134	4.213584	-5.792719	-3.797517
9	4.2236366	2.1280386	4.5738273	0.11175631	4.3580527	0.8978938	-3.6999383	0.0056642257
9	5.045684	3.13512	5.8877387	3.0297928	5.059916	4.7816153	-4.1106806	-4.3128524
9	3.345997	2.7960072	0.27242133	3.5564156	0.47766566	1.8223156e-19	-0.48889562	0.1024191
9	2.8017788	2.1299708	0.10054032	0.11754794	1.2525288	1.9523315	0.13666417	0.4077464
9	2.116371	3.5276072	0.6546828	1.4307781	0.17153822	0.21381693	0.034062214	-0.25139007
9	2.474279	4.730912	0.11259111	0.2991039	0.56105095	0.23603101	0.08127329	-0.08284761
9	1.609438	2.8981302	0.6931472	3.7925842	2.4217734e-14	1.038803	-0.026745846	-0.82841295
9	5.166606	2.1163015	5.3107786	0.12772955	0.74522525	0.5029576	-0.70427966	0.15010263
9	3.9918356	2.999384	0.40263858	3.3169427	0.24982007	0.8476042	-0.21003853	-0.8355866
9	3.8199093	2.4382648	0.29179895	0.52873176	0.20947792	0.1678297	-0.13727367	0.00060997467
9	2.7699254	2.1175437	2.113722	0.122555934	1.247399	1.5010022	-0.75386345	0.60209215
9	3.998269	2.0870554	2.9253857	0.12963717	0.5842076	0.3883323	-0.65366477	0.0708929
9	3.7234	2.1113255	1.8028605	0.12625462	0.8316319	1.278859	-0.8111316	0.50074524
9	3.8679152	-1.3093352	0.4483783	2.4947512	0.19319429	0.46488312	-0.2017606	-0.0067473724
9	3.7803702	2.111047	0.86021864	0.15917039	0.30590427	0.6371111	-0.3252436	0.3668563
9	2.506842	2.0871942	0.39932552	0.12754224	0.3404869	1.1353365	0.044983026	0.20114283
9	2.5572326	2.1156623	0.2853283	0.12458743	0.95799553	3.3223937	0.6868966	0.89581776
9	1.2675891	3.1362755	4.941774	1.9691702	0.78356045	1.1216841	-0.5813517	-1.1339599
9	3.5394437	2.1042953	2.3522835	0.12681541	2.3117368	1.8554115	-2.197201	0.45131063
9	3.8484883	2.0775657	0.5424977	0.14318597	0.16808368	0.34190688	-0.21453086	0.07292251
9	3.7295692	2.1161635	0.94071096	0.12520885	0.4743766	1.2816025	-0.447162	0.35167465
9	3.8075643	2.1240988	0.23846757	0.14400439	0.36917692	0.87344664	-0.24773216	0.60184884
9	2.9260645	1.4143754	2.8512638	0.44847742	0.96926934	1.383931e-10	-0.7710702	-0.021908445
9	4.7228036	2.2360992	4.2393517	3.5720415	2.2068522	2.6377898e-22	-2.008198	0.1901441
9	4.180425	2.2417274	0.8069955	3.547747	0.24808913	5.674023e-22	-0.20140521	0.21218105
9	4.328951	2.0098128	3.0032842	0.14391479	1.0550592	0.27411193	-1.0247606	0.17711933
9	4.542399	2.0542526	4.270314	0.13563013	2.3857584	0.723925	-2.2098389	0.14748843
9	3.8475616	0.95216566	0.7930682	0.56440026	0.26051584	1.6000875	-0.20211084	0.10013558
9	4.268099	1.7838827	0.9889641	0.12974419	0.27811694	0.68811154	-0.20220448	0.14479634
9	4.7598386	1.824062	4.536142	0.11179684	1.9207624	0.6158226	-1.814779	0.14367059
9	3.6580267	2.235801	2.6464672	3.5521364	2.2314284	5.096202e-22	-2.1614256	0.44084445
9	1.609438	2.7089777	0.6931472	3.5964193	3.6774393e-15	1.6154724e-21	-0.08104085	0.52916694
9	3.8572137	2.2414427	1.0747942	3.5451825	0.45007092	2.272365e-22	-0.41912672	0.38742507
9	1.609438	2.1241143	0.6931472	0.13051282	1.480869e-14	0.5971408	-0.092950106	0.4762229
9	2.4767404	2.7568817	0.10139015	3.2871523	1.0384879	1.6039113	0.036830004	-1.5114201
9	3.851044	2.146561	0.30014396	0.11922075	0.17872275	0.5813258	-0.12266142	0.3892996
9	1.609354	3.1671958	0.6933717	0.14192586	1.3776765e-13	0.2309231	-0.09087671	0.26253742
9	4.0476804	0.46341395	1.1118314	0.81453854	0.3186578	2.60278	-0.2849647	0.22747843
9	3.7549326	0.6196909	0.8297073	0.7144789	0.24756351	3.2524168	-0.24634124	0.08547175
9	3.9801166	2.9023037	3.2523274	3.548934	1.594969	1.7523236e-19	-1.5406916	0.20294799
9	3.4846783	2.7053058	3.0910535	3.6143038	1.1232612	7.4020815e-19	-1.105935	0.26036325
9	4.429179	3.8415496	2.7990985	3.5559053	0.76408756	4.1035648e-20	-0.72799486	0.21842067
9	1.609438	1.30022	0.6931472	7.3166604	1.8951629e-14	0.21311559	-0.04052467	0.023641229
9	3.9173403	3.6002789	0.30330488	3.5631163	0.1958756	1.9428508e-20	-0.11607572	0.23593295
9	3.9152427	2.7086294	0.24040921	3.6103215	0.2281821	1.0149012e-21	-0.17316598	0.3000452
9	2.4798198	2.2348292	0.14243488	4.4499493	0.37622318	1.6966896	0.01807922	-1.574601
9	1.2608755	3.4659042	0.7461731	3.5716796	0.28799772	1.2377343e-19	-0.07557156	0.1539165
9	3.845276	0.07620201	3.0737069	0.97204006	1.356427	3.0488298	-1.3754385	0.13038376
9	3.7346973	0.2052301	1.3445516	0.89605385	0.30938265	3.328401	-0.33011454	0.080288045
9	3.917879	1.2380091	0.48942667	0.44826734	0.20699266	1.2850125	-0.14180394	0.08376334
9	3.5239506	3.5963683	0.5415702	2.6726935	0.25907537	1.6551938	-0.12599352	-1.6744243
9	1.6090633	3.8759303	0.6925663	3.606292	1.6086316e-13	7.40936e-22	-0.0870152	0.17771833
9	3.9543045	3.5901272	0.017919682	3.564557	0.23971465	2.3420508e-20	-0.052821953	0.18339962
9	-2.3835163	3.875643	2.8334208	3.6625848	0.40760547	1.6704229	0.23991127	-1.7621799
9	3.5579038	2.1940382	3.1366997	0.5814721	0.91322	0.19500998	-0.8995149	-0.013487457
9	2.7688973	3.0792277	3.5778701	3.1053925	1.6340236e-20	1.8645538	0.027115338	-1.9070331
9	0.7030443	4.1986103	5.6623826	3.8777328	1.3059158	1.5312982	-0.8569805	-1.6068571
9	4.633954	2.2072127	0.052082777	0.4693481	0.94201946	0.16754821	-0.06836447	0.05026247
9	4.250772	1.7530713	3.7618752	0.5913927	1.0403186	0.42185283	-1.1496594	0.13532059
9	1.609438	1.7332065	0.6933349	0.7910832	6.645928e-14	0.41274077	-0.10136242	0.072020315
9	3.44767	4.700426	0.6523997	0.042363003	0.23471543	0.2643111	-0.15696356	0.2294781
9	2.7982566	0.65235966	0.13073678	5.4397287	0.20576485	0.49687746	-0.053858552	-0.3212483
10	-0.4319185	2.34583	2.2830923	3.0861943	1.5252116	2.6901505	-0.9276155	-2.947332
10	0.96046895	1.3533	4.213031	3.7200983	1.8543447	1.2096542	-2.034535	-1.3466418
10	2.1151319	0.19712593	0.13581881	3.4511003	0.38658592	0.9388344	-0.3845397	-0.57619965
10	2.193611	2.3619707	0.38489792	3.122727	0.779327	1.245236	-0.5841734	-1.5641115
10	2.1462357	2.6316388	0.52056384	3.0954428	0.47721937	1.2417952	-0.44340646	-1.4671634
10	1.5139328	2.3442543	3.2430544	3.203543	1.5543919	0.7787879	-1.5693665	-0.8801447
10	2.7374072	2.4421315	0.10559421	2.785522	0.73787534	1.1990087	-0.2614143	-1.1384383
10	0.6169914	2.8993368	5.3209977	2.1903129	2.5012105	2.4499762	-2.2110844	-2.379008
10	2.7525492	2.6963139	0.10033432	2.7762167	0.8711867	1.4644212	-0.05606457	-1.1965593
10	2.6935241	2.820766	0.039040055	2.7334561	0.6453229	1.8284781	-0.056854535	-1.5306447
10	1.8477991	3.2250667	1.0408105	1.0539695	2.1778278e-17	0.26854268	-0.009571715	-0.111264795
10	2.4607952	2.887539	1.4205042	2.712854	0.35366789	1.0175637	-0.33047253	-0.77887464
10	2.81846	2.5964673	2.9114852	0.50989276	1.6148149	0.089748584	-1.4279583	-0.14970179
10	2.5566154	2.4987187	0.13097139	3.0764372	0.2667367	2.14104	-0.22326043	-1.9970278
10	1.7367809	2.7538629	4.1618056	2.8339963	3.9379516	4.253417	-3.692831	-4.1786413
10	2.4355502	2.8151364	0.71894103	2.0552938	0.32785708	2.247053	-0.20552617	-1.9552155
10	2.0097966	2.7721863	4.0032077	2.7822647	4.1757975	4.5337434	-3.8810904	-4.3064427
10	2.6150837	2.738022	2.738481	3.5392408	3.9344454	1.7578999	-3.786355	-1.4148644
10	2.519438	3.59762	1.763568	0.37791973	1.7580498	0.09804397	-1.3379658	-0.26323575
10	2.5957468	3.6120803	0.6782822	0.5270851	0.41674477	0.06686907	-0.08763535	-0.14281191
10	2.6941793	2.8314466	0.037368063	2.9445055	0.6694228	2.0219102	0.051109757	-1.615188
10	2.7329898	3.0354707	0.0678481	2.4010475	0.5402455	1.7450733	0.02915602	-1.4183062
10	2.6037407	0.14841191	2.748191	2.685595	1.2546848	0.45095298	-1.104359	-0.34559473
10	2.5595453	2.7281256	0.7238585	2.409919	0.46557003	3.2860167	-0.20327753	-2.903013
10	2.1868181	2.7015533	3.7612512	2.9506984	5.6038523	5.8724384	-5.231652	-5.590448
10	2.6470466	2.7519603	3.0322983	2.7425015	8.295514	7.8934717	-7.561514	-7.17308
10	2.493133	2.7336519	2.6724548	2.5359826	3.6116455	5.2722464	-3.2780042	-4.6874404
10	2.7598848	2.8566003	0.11507741	1.3261812	0.9841228	1.4597747	0.2636712	-0.82012486
10	2.8647587	2.6223862	1.9055163	3.066775	1.4551923	2.0495012	-1.1613071	-1.5739093
10	2.9285092	2.5621965	2.1192617	0.8064567	1.7241441	0.46959925	-1.3683656	0.08518366
10	2.0702415	2.5753155	3.4014668	2.09395	2.0662773	1.3668847	-1.792381	-1.3666337
10	2.5878415	1.0795356	3.1136851	1.308237	1.8181138	0.25145492	-1.5605533	-0.2572074
10	2.704277	1.0793843	0.08118425	3.5441687	0.5041991	0.7253012	0.10700735	-0.73696876
10	2.629757	2.5723279	0.10349796	2.6852176	0.24585925	2.3332047	-0.25890842	-2.172124
10	2.7302961	2.725236	0.12695783	1.7967488	0.51973957	2.1205142	0.037644584	-1.7377192
10	2.5514417	2.7246752	2.696007	2.3783178	4.890903	5.2960997	-4.453959	-4.6314654
10	2.4034348	2.7012851	2.8691115	2.8365374	3.8712	4.968473	-3.47522	-4.3732386
10	2.7304282	2.7708318	2.8015463	2.6014376	7.571174	7.0133286	-6.809515	-6.286355
10	2.6395936	2.775403	2.5541856	2.561903	4.348075	5.2980485	-3.9296203	-4.677741
10	2.5835135	2.768459	2.6207557	2.7778413	3.8115115	4.2920046	-3.3725905	-3.7008748
10	2.723529	2.7567918	2.4004674	2.6591122	4.0289426	5.564971	-3.5979183	-4.9245152
10	2.7008002	2.673294	2.536407	2.7667458	3.9710524	4.4934053	-3.5462532	-3.889689
10	2.732544	2.6346571	2.5146983	3.0523632	3.5908847	3.403147	-3.154073	-2.8257756
10	2.7610447	2.7560375	2.5663877	2.7768023	3.8718023	2.4536116	-3.4284253	-1.8606993
10	2.7385912	2.676747	2.3293984	2.5115607	3.1933663	3.4511669	-2.792095	-2.8984249
10	2.789929	2.4168775	2.618091	3.3545482	4.14471	4.508883	-3.6662486	-3.8771098
10	2.706563	0.022827215	2.607691	6.3124523	3.4066231	2.1065242	-3.012782	-1.448892
10	2.826814	0.70351875	2.6687295	5.7503977	3.865411	4.03073	-3.3816593	-3.1966894
10	2.4398365	-0.13385695	2.669847	2.1912694	1.3222189	0.32981566	-1.0837026	-0.23394683
10	2.5820692	2.1105096	0.19780774	0.88448226	0.22433119	0.34293932	-0.30879244	-0.16391598
10	2.585262	2.6479657	0.032499827	1.565155	0.6758055	0.9137061	-0.30740425	-0.78893405
10	2.7125072	2.78446	0.13304862	0.7284067	0.30225533	0.5202096	-0.13825195	-0.15008342
10	2.46279	2.7190351	2.5863297	1.3803746	3.1958983	1.9271088	-2.6044035	-1.4273314
10	2.3108687	2.6982472	0.47699574	1.0069406	0.23156461	0.3552207	-0.04094711	0.026728265
10	2.7177389	2.786408	2.7603338	2.2547412	5.333777	5.028275	-4.6746764	-4.389438
10	2.6760876	2.873546	0.04850688	1.2601204	0.48338398	1.0258707	0.13271485	-0.44099152
10	2.771594	2.7464056	2.5723107	2.8030968	4.9250116	6.7335367	-4.3503246	-5.982004
10	2.5910974	2.8672688	2.5770514	2.1613405	2.5366554	3.5400712	-1.9098417	-2.6860244
10	2.7676754	2.6410658	2.510652	3.0906615	4.9410586	6.370875	-4.2739654	-5.5428753
10	0.730125	2.4173877	2.9238336	0.05347666	0.79720014	1.2703882	-0.38959387	-0.10512604
10	1.456375	2.093559	4.210125	0.34580702	1.8672973	0.19754098	-1.4929488	-0.14254661
10	2.50986	2.4908469	0.19918248	0.1493317	0.28318915	0.35160896	-0.3006661	-0.046000294
10	2.5891933	2.5768538	0.20853132	0.23723182	0.22882268	0.14542669	-0.25957564	-0.025070522
10	2.1139588	2.728798	0.43639237	1.7461771	0.33676577	0.986789	-0.09357214	-1.0933012
10	2.6910665	2.7930295	0.16268638	0.7673793	0.23827454	0.3596444	-0.15108663	-0.08323183
10	1.9121418	2.7629118	0.6044299	1.0893489	0.31756803	0.730616	0.17456645	-0.70967376
10	2.7764676	2.781683	0.15355907	1.1869949	0.3157222	0.4606046	0.0036634845	-0.051563017
10	-0.34554532	2.8156545	5.4588304	0.8596487	1.5891124	0.68885505	-0.9742459	-0.5270767
10	2.7406483	2.9258535	0.13407353	1.0617235	0.3887831	0.7344086	0.116333865	-0.17220013
10	2.8059082	2.7370415	2.7546146	2.629848	3.9908714	4.7334375	-3.3687382	-4.033666
10	-0.4200354	2.177896	5.7643175	0.23479757	1.2190739	0.207431	-0.7094623	-0.15920225
10	-1.2963377	2.175073	3.4455805	0.32889795	0.7739921	0.15908211	-0.2007695	-0.1134403
10	2.1322696	2.2418652	1.935631	0.3259854	0.81436634	0.15507314	-0.47009307	-0.14184928
10	2.6533012	2.4189599	2.3628783	0.06606257	1.9053428	0.6209899	-1.5624596	-0.05208168
10	2.487791	2.315334	0.6625408	0.37088406	0.33505964	0.120123826	-0.03402863	-0.10360574
10	2.4840548	2.4488902	0.60324293	0.49864516	0.24534896	0.09340069	-0.0027608774	-0.0715766
10	3.8628032	2.403713	2.7875643	0.4870077	0.68281883	0.18537141	-0.5906681	0.21600564
10	3.70411	2.8190017	2.6109319	0.115228094	1.0199728	0.09890592	-1.004198	0.2240102
10	2.2594595	2.6780286	3.539658	0.7644651	5.692217e-20	0.22555129	0.22335963	-0.28184986
10	2.243783	2.0112114	3.562498	1.0984418	4.293252e-21	8.343887e-12	0.27716267	-0.0988292
10	2.176006	2.7200592	0.51183766	0.67924047	0.3080029	0.34510824	0.15892668	-0.269239
10	1.1056175	2.7887256	0.747795	0.7549807	0.3912902	0.41264057	0.23234466	-0.30533418
10	2.1666713	-2.3617795	0.71931034	2.353576	0.2842949	1.5387912	0.24416608	0.37951106
10	-1.369822	2.7363408	4.039779	0.71610594	0.92656714	0.39666906	-0.20536542	-0.21564376
10	2.005179	2.5582154	0.72955483	0.4131961	0.24131893	0.116140455	-0.0299022	-0.026003055
10	3.9315114	2.2353485	0.13131064	3.5557396	0.49566695	3.702921e-21	0.08409429	0.407403
10	3.8839474	1.2785043	0.117675275	1.2757083	0.44035876	0.26289776	-0.11121325	0.27601376
10	2.9063191	4.309555	3.5445333	0.693688	2.2158628e-19	2.1018692e-12	0.19458814	-0.03482652
10	2.3141766	1.6859951	3.5408046	0.7788481	1.0652205e-19	0.0017644956	0.13162386	-0.047056258
10	1.6260583	2.6234071	0.63169956	0.51087946	0.27360985	0.16845144	0.13176681	-0.15102027
10	1.6544924	2.7351635	0.76668584	3.53817	0.0045017693	1.5185689e-21	0.16590945	0.5946085
10	2.8047097	4.3511353	3.5522711	0.022167848	5.7387665e-20	0.40273544	0.1171203	-0.12827663
10	4.4216237	3.6226063	0.62418777	3.5667183	3.0178518e-10	3.0906255e-22	-0.050372656	0.19527371
10	3.7698436	2.2381773	0.2869244	3.553126	0.55248666	1.388947e-22	-0.33337924	0.49290344
10	3.7886727	2.8698115	0.25209862	3.5227675	0.47823265	3.473946e-20	-0.14096674	0.314823
10	3.2049882	3.1681194	2.399524	3.505734	1.7754327	2.0798502e-17	-1.6008682	0.600457
10	3.3035126	3.616948	2.4771621	3.5151534	2.974504	4.1298335e-22	-2.9919558	0.6577851
10	4.300699	3.2016592	0.6959769	3.4999259	1.0523889e-11	6.5990834e-20	-0.025034977	0.6173796
10	3.4314919	3.624516	1.9116104	3.5611498	0.84340376	1.9715404e-22	-0.89097065	0.31599662
10	3.1628199	6.38235	0.9847432	7.3775864	0.33627212	0.36110625	-0.3055387	0.09261063
10	3.7300434	3.5640297	0.25568014	3.5401335	0.545561	3.2958104e-20	-0.26509306	0.1626076
10	2.785483	2.200662	3.492307	0.17918788	1.8678845e-15	0.30032635	0.5216	-0.1715872
10	3.3880823	3.608704	2.466752	3.5198433	2.6464834	1.0122118e-18	-2.653943	0.72295004
10	2.8832998	2.1614602	3.5012906	0.093965605	7.11363e-18	0.80509657	0.5174467	-0.1765106
10	3.1629577	2.3072827	3.4960659	0.06321808	2.1320163e-18	0.32874137	0.45501626	-0.107447274
11	3.773416	2.497439	0.091287136	2.4491954	0.8093816	2.7243865	-0.53133583	-2.6572192
11	3.7252274	2.8077977	0.092083246	2.3020794	0.79239386	2.7926507	-0.3383005	-2.6723757
11	3.6646185	2.7038186	0.19526665	1.1421447	0.38939822	0.7368927	-0.52197576	-0.6772755
11	3.7922556	2.7598953	0.07238352	0.19503567	1.9199598	0.4400913	-0.71493405	-0.1832892
11	3.7510128	2.567106	0.03287572	0.9550707	1.5250288	0.657122	-0.64009446	-0.57203424
11	3.7968986	2.7176933	0.07368994	0.15308492	1.8839937	0.6797859	-0.5992092	-0.16820335
11	3.7483842	2.5425644	0.027913285	2.5867271	1.4201732	1.9584585	-0.43754983	-1.8482574
11	3.6757114	2.8243232	0.20394246	0.14332308	0.61469907	0.94820654	-0.5411471	-0.12737066
11	2.0218463	2.4863021	0.25590885	2.5359333	0.26479688	3.047821	-0.3669788	-2.933381
11	3.691837	2.8213506	0.18887474	0.17236257	0.93830305	0.92206997	-0.76707083	-0.27865255
11	3.8039808	2.8317802	0.054575562	0.12218894	1.0445639	0.82199204	-0.48209006	-0.07950904
11	1.9896108	2.5920238	0.2934538	2.4874845	0.24044992	2.3900971	-0.39730343	-2.2830052
11	3.7869785	2.8180413	0.06205045	0.15128545	1.628593	0.8217252	-0.64034134	-0.23777062
11	3.791338	2.8355422	0.05625152	0.11646605	1.1174256	0.9245914	-0.53636956	-0.19242734
11	3.6406646	2.8674197	0.20084909	0.07502614	0.30189615	1.0060639	-0.45760328	-0.20650898
11	3.7881749	2.8138578	0.06334433	0.15211631	1.5825424	0.87098753	-0.5762584	-0.22203936
11	3.7749503	2.8349416	0.05037965	0.12605925	1.1973293	0.88027054	-0.5023212	-0.22471505
11	3.6178613	2.8731759	0.23540731	0.0922702	0.29269812	0.7860508	-0.46713856	-0.2099655
11	0.032291867	2.4688003	1.029203	2.8485205	1.4259093	2.7598631	-0.17182443	-2.6269948
11	2.0890908	2.867631	0.10198431	0.07792375	0.33680132	0.8672646	-0.2175057	0.014864345
11	2.0577369	2.1402404	0.369749	2.7780886	0.30119643	1.9800117	-0.19776636	-1.750633
11	0.78946275	1.5710071	0.8964515	3.505091	0.92205876	2.6220772	-0.090726025	-2.2633936
11	1.6197329	2.7975736	0.77484155	0.7616627	0.40406272	0.4662912	-0.12530637	-0.2772618
11	2.1471148	2.891352	0.35107294	0.2579599	0.37775788	0.23846738	-0.110573485	0.027405918
11	2.212484	2.4428575	0.30540028	0.7363323	0.25683743	0.43257385	-0.16821572	-0.14782862
