term	spline	regressor	mean	lo	hi	p_gt0
memory_noise_sd	1	Intercept	0.33516271460027863	-0.4439655741486941	1.1153092418834787	0.8006
memory_noise_sd	2	Intercept	0.9801968429189057	0.05898425687528007	1.8713504845507463	0.98135
memory_noise_sd	3	Intercept	-0.9644276843814669	-2.8038321287556234	0.8607362839165912	0.15485
memory_noise_sd	4	Intercept	12.51970162232399	9.914688175492474	15.142167422222196	1.0
memory_noise_sd	5	Intercept	9.451934813321627	6.963699666797346	11.961968315311454	1.0
perceptual_noise_sd	1	Intercept	2.131593072699162	1.3216918581955146	2.93569223444334	1.0
perceptual_noise_sd	1	stimulation_condition[T.vertex]	0.11833285524124458	-0.5872698662311375	0.8360927827982322	0.62475
perceptual_noise_sd	2	Intercept	5.483898990219551	4.536315681460991	6.452818369695305	1.0
perceptual_noise_sd	2	stimulation_condition[T.vertex]	-0.5611651752497792	-1.3810174467578868	0.2426157159341075	0.08695
perceptual_noise_sd	3	Intercept	1.9236663310739932	0.1044502988599167	3.7474021624125013	0.9816
perceptual_noise_sd	3	stimulation_condition[T.vertex]	-0.748791724934952	-2.3631702604308225	0.8549956810390437	0.18155
perceptual_noise_sd	4	Intercept	31.509427019401734	28.990939369162493	34.09774844635557	1.0
perceptual_noise_sd	4	stimulation_condition[T.vertex]	5.651412379138436	3.8438562829339404	7.448696668438405	1.0
perceptual_noise_sd	5	Intercept	27.53004031161654	25.371542226847126	29.66754151318824	1.0
perceptual_noise_sd	5	stimulation_condition[T.vertex]	4.986491809327733	3.2016578084812854	6.757300896905789	1.0
