order	bin	stim	mean	lo	hi	frac	observed	observed_sem
Risky first	20%	ips	0.28728667285095855	0.24015538033395178	0.3375154607297465	1.5665678719620628	0.2584724799010513	0.036567045304318806
Risky first	20%	vertex	0.30138219954648526	0.25659750566893424	0.34872789115646263	1.5665678719620628	0.2836734693877551	0.041133372494283886
Risky first	32%	ips	0.3743070393891823	0.32578556562485134	0.41449706840778267	1.7917489421720731	0.3686784643927501	0.03642217926503582
Risky first	32%	vertex	0.38607668521954236	0.33770225211296645	0.4345936147186147	1.7917489421720731	0.354472273757988	0.035641642081146646
Risky first	44%	ips	0.49445422077922074	0.43117965367965366	0.5391055194805195	2.073052865213882	0.5121933621933622	0.03579653297619387
Risky first	44%	vertex	0.5017446969696969	0.4488647186147186	0.5543299062049062	2.073052865213882	0.46737373737373733	0.04396740572766986
Risky first	56%	ips	0.5916365079365079	0.5361111111111111	0.6446577380952381	2.4073398299813396	0.61	0.038936578735248216
Risky first	56%	vertex	0.5946087301587302	0.5459494047619048	0.640421626984127	2.4073398299813396	0.5798015873015873	0.04537523747575878
Risky first	68%	ips	0.6917124183006536	0.6485416666666666	0.7343026377217554	2.725272161741835	0.7213935574229692	0.040313220872796485
Risky first	68%	vertex	0.6968962418300655	0.6475939542483661	0.7399080882352942	2.725272161741835	0.7172385620915033	0.03806850840115315
Risky first	80%	ips	0.7623448412698413	0.7209186507936508	0.8009027777777777	3.1846923879040663	0.7862698412698413	0.03232222778649627
Risky first	80%	vertex	0.7663031746031745	0.718704365079365	0.8087361111111112	3.1846923879040663	0.7965079365079365	0.03339170559287082
Risky second	20%	ips	0.3080200371057514	0.25636456400742114	0.35024304267161416	1.5660812943962115	0.3364378478664193	0.03826142357915323
Risky second	20%	vertex	0.31044474097331237	0.26372095761381475	0.352138147566719	1.5660812943962115	0.2806698063840921	0.03961877840403598
Risky second	32%	ips	0.4140892151499294	0.36827064800279086	0.4655484416377273	1.7942493946731235	0.48956154956154957	0.043604041586397545
Risky second	32%	vertex	0.41531309523809523	0.36362471655328793	0.46712868480725633	1.7942493946731235	0.3544671201814059	0.03531455769956919
Risky second	44%	ips	0.5602093795093794	0.5172775974025974	0.6069974747474748	2.069324784612302	0.5996536796536797	0.04155058653802237
Risky second	44%	vertex	0.5522814992025518	0.4976390407837777	0.6010460811118706	2.069324784612302	0.5420596946912736	0.0368859701710249
Risky second	56%	ips	0.6730509920634922	0.6235972222222221	0.7236111111111111	2.407020408163265	0.6647222222222222	0.03658367974968331
Risky second	56%	vertex	0.6600747835497836	0.6138285533910534	0.7073588564213564	2.407020408163265	0.6701443001443002	0.039312021683299676
Risky second	68%	ips	0.787846330956625	0.7448588829471183	0.8300871106018165	2.733065057008719	0.7888167388167389	0.034928820775869736
Risky second	68%	vertex	0.7689693627450981	0.7270261437908496	0.8159415849673203	2.733065057008719	0.7550653594771242	0.03306912991990606
Risky second	80%	ips	0.8490686507936508	0.8136349206349206	0.8822301587301588	3.1878139151914366	0.8418253968253968	0.02722916288954559
Risky second	80%	vertex	0.8353107142857144	0.797125	0.8657857142857144	3.1878139151914366	0.8135714285714286	0.02718097721217697
