order	stake_bin	median	lo	hi	obs	obs_sem	stake
Risky first	0	0.00433702667669944	-0.032075879793703854	0.055033407302314874	0.011795959213031306	0.029597452359253172	12.667230248654299
Risky first	1	-0.0021142843102153197	-0.041189707142825216	0.04185165613294761	-0.008979291876240124	0.03521516769099482	23.082450358562475
Risky first	2	0.02464704542103921	-0.026786708303736195	0.07273763731968064	0.016444006629765147	0.033777521973981664	42.217878391198916
Risky second	0	0.007962438563942353	-0.03434148140915061	0.05278336533975636	0.05994824724148031	0.03282724727628665	12.667230248654299
Risky second	1	0.007033205626748251	-0.03356864915025026	0.050114189216356464	0.061330860893001535	0.03509798859832722	23.082450358562475
Risky second	2	0.027612320845403493	-0.024704401696883038	0.06693107226941819	0.03700550076489926	0.03892267001359706	42.217878391198916
