order	n_safe	ratio	p_vertex	cause	leverage	effect	noise_vertex	noise_ips	ratio_vertex	ratio_ips	ev_risky_vertex	ev_risky_ips	ev_safe_vertex	ev_safe_ips
Risky first	23.799999999999997	1.0	0.0408136289639369	1.0147827080962308	0.1016084245627914	0.004766943461782462	0.7374703396907089	0.7131806149770729	0.8124275059859661	0.8244373846563054	7.293000966181442	7.011189046828031	9.057363170856114	8.55439534479637
Risky first	25.2	1.0	0.040139113140517345	1.0147295992190486	0.10095111478901948	0.005099302456288458	0.7284494368343345	0.7031371513515546	0.8144864711879711	0.8264835304779071	7.413885707986853	7.113652041953761	9.184320080128556	8.658712406324446
Risky first	26.599999999999998	1.0	0.039706012787012517	1.0148004667709796	0.10064083509990228	0.005532761964676981	0.7195409035825094	0.6933377264768736	0.8164632044342198	0.8285472409611759	7.525661006301784	7.208427629830128	9.300425628652121	8.752988900818721
Risky first	28.0	1.0	0.039464975990223	1.0149881508570755	0.10059169766511655	0.006063550851769982	0.7107902629209407	0.6838097663301057	0.8183441685073165	0.8306096343579122	7.629435993083072	7.296550193539596	9.407317794071679	8.8387526599309
Risky first	7.0	1.2	0.14629844798696154	1.034786860466043	0.25334350383460785	0.054251245413581534	0.7901557211114869	0.8029298564734854	0.8372326376266335	0.8663573325693683	4.791701083462191	4.827255541301614	5.7546639304170935	5.599481000489297
Risky first	8.4	1.2	0.1502217647040825	1.0264781930348608	0.254302843516142	0.042910620861876664	0.8092275616543548	0.8107519516485403	0.8483933009148763	0.8708572225059832	5.318300230407392	5.280937160680686	6.305670300572531	6.093563599949617
Risky first	9.8	1.2	0.14474967895823315	1.0213139985951278	0.24706692580217593	0.03373959776298502	0.8154049826846906	0.8097679503334168	0.8520690950680552	0.8702300945632875	5.724880318592214	5.6352934891023	6.759482445809523	6.505874540683515
Risky first	11.2	1.2	0.13468394868825445	1.018079529205341	0.23612965367532987	0.026729668946822216	0.8133588514054484	0.8033068245885419	0.8522290197489079	0.8676369192010974	6.046593756543857	5.919608061361668	7.138937323248043	6.853263977703774
Risky first	12.6	1.2	0.12429348607287545	1.015877311148981	0.2245414050367909	0.02116166489443115	0.8067818260335897	0.7938311182995644	0.8512813782187872	0.8647974375361003	6.312308508558818	6.156266601690902	7.462801131037189	7.150015657601695
Risky first	14.0	1.2	0.11570010386853197	1.0141889869505736	0.21412886915972534	0.016538636671404622	0.798000979423863	0.7828924524899301	0.8504077707508987	0.8624741955127496	6.54149589380342	6.360199988434983	7.744569184056506	7.407017398613181
Risky first	15.399999999999999	1.2	0.1094053770378803	1.012755003082793	0.20573438812387965	0.012641872717586211	0.7883067661491164	0.7713816614380675	0.8500777145003389	0.8609204583694043	6.746280573498609	6.5408883321363716	7.993473962102142	7.632165124426425
Risky first	16.799999999999997	1.2	0.10508077354101183	1.0114792898656237	0.19944044545225445	0.00940721986319143	0.7783482473996853	0.7597713487998773	0.850368603825483	0.8601302315214214	6.933711413767744	6.704148467570615	8.215939805839866	7.831199596929748
Risky first	18.2	1.2	0.10207619863507156	1.010374457836286	0.19483201086773164	0.006848923767973553	0.7684107184794476	0.748286316433089	0.8511265623854802	0.8599565390202916	7.1072493277902025	6.853268514656916	8.416617019687173	8.008415150573128
Risky first	19.6	1.2	0.09963853052870267	1.0095320824784024	0.1911984136165056	0.0050397498701863636	0.7585778253282122	0.7370082410646336	0.8520435597589414	0.8601653092457552	7.267626185955479	6.989674261404305	8.598958277709656	8.167107129561987
Risky first	21.0	1.2	0.09707045796333225	1.0090769284527163	0.18775274821203278	0.0040748432388663935	0.7488339270505695	0.725945693977247	0.8527596462285327	0.8605000845247128	7.413885707986853	7.113652041953761	8.76549824604025	8.309817008675457
Risky first	22.4	1.2	0.09434669988501823	1.0089845864072569	0.1843857716489189	0.0038444382386960407	0.7391938028184246	0.7151246041045353	0.8532573589283619	0.8609235233972815	7.547023119606344	7.226553853605288	8.917971745408634	8.43845946254776
Risky first	23.799999999999997	1.2	0.09179718121146528	1.0091519914028995	0.18134387928724136	0.004121344176118924	0.7296749940512703	0.7045672731706917	0.8536955453164852	0.8615085596079153	7.66892724202461	7.3301411951851625	9.057363170856114	8.55439534479637
Risky first	25.2	1.2	0.08971992682248045	1.009484417127778	0.17884836892109446	0.0046989282238300845	0.7202838039609052	0.694282352953334	0.8542169665868001	0.8623187166155344	7.7812073052229005	7.425897730610354	9.184320080128556	8.658712406324446
Risky first	26.599999999999998	1.2	0.08810200764477862	1.0099542234662162	0.17685624350701928	0.0055205109780309125	0.711061524420107	0.6842943547921612	0.8548281457035951	0.86333729609114	7.885230969097152	7.515071500722564	9.300425628652121	8.752988900818721
Risky first	28.0	1.2	0.0868646832167633	1.010551250832991	0.175271207781359	0.006571129143841836	0.7020481733970295	0.6746246123620351	0.85550453282617	0.8645311757407798	7.982160697490953	7.59871250224762	9.407317794071679	8.8387526599309
Risky first	7.0	1.4	0.2851391191508344	1.0221186698114244	0.3790706415376476	0.05238188116560849	0.7979630464507139	0.8060358542311173	0.9152746732538666	0.9355193315383281	5.239803169319801	5.213064413867546	5.7546639304170935	5.599481000489297
Risky first	8.4	1.4	0.2727762934239703	1.0178308489611456	0.3615660699938869	0.042894425482482734	0.8119366640606922	0.8099935537019712	0.9129525202337168	0.9292312387307015	5.724880318592214	5.6352934891023	6.305670300572531	6.093563599949617
Risky first	9.8	1.4	0.25054133109300497	1.0153636950755254	0.3435603010386507	0.036114130734357874	0.8142744636478083	0.8063456760449608	0.9066735885308463	0.9206034450780667	6.094133040951306	5.9618745397347634	6.759482445809523	6.505874540683515
Risky first	11.2	1.4	0.22807817351893264	1.0134751440127097	0.3266503230627557	0.030056996263173014	0.8099962593896294	0.7983876477530528	0.9004890680617457	0.9126232879357484	6.392037892438647	6.227320319048017	7.138937323248043	6.853263977703774
Risky first	12.6	1.4	0.2099140852598125	1.0116470996274127	0.3117441512698365	0.023892599845889706	0.8022879096453799	0.7881554030943348	0.8958602034955013	0.9062943765378477	6.646400295632418	6.453016558580303	7.462801131037189	7.150015657601695
Risky first	14.0	1.4	0.1970764987387026	1.009753374368809	0.2993892133813392	0.017667796727178386	0.7929810171301419	0.7768511052769284	0.8930070175386214	0.9017168492946492	6.87288663562765	6.651418663906899	7.744569184056506	7.407017398613181
Risky first	15.399999999999999	1.4	0.18868718667713968	1.007876757647731	0.2894667716961744	0.011795385263701053	0.7830249054500834	0.76514001988948	0.891577891173317	0.8986006341461643	7.079230434904878	6.829316858803375	7.993473962102142	7.632165124426425
Risky first	16.799999999999997	1.4	0.18290629689412502	1.006237266674909	0.2812236436482236	0.0068188158800291665	0.7728381122618798	0.7533472180302814	0.890907513923354	0.8964643416703743	7.267626185955479	6.989674261404305	8.215939805839866	7.831199596929748
Risky first	18.2	1.4	0.17763477743652079	1.005113666994773	0.27358880984113493	0.003284012645562301	0.7625611142644623	0.7416084247982321	0.8902264441479771	0.8947787657332906	7.436931862502451	7.133186889103011	8.416617019687173	8.008415150573128
Risky first	19.6	1.4	0.17215543343199147	1.0045478956634086	0.26634243442759803	0.0012434279187187869	0.7523179766157134	0.7300428457657302	0.8893347305685589	0.8933793321330303	7.588821095079211	7.2620393355415285	8.598958277709656	8.167107129561987
Risky first	21.0	1.4	0.16654272904843415	1.0044607069712108	0.25962552526222415	0.00048574781261545574	0.7422032453003596	0.7187383754955614	0.8883168180693218	0.8922793390923275	7.726179593796156	7.3789152612371955	8.76549824604025	8.309817008675457
Risky first	22.4	1.4	0.16106837390034412	1.004756567033687	0.2535578715345108	0.000750259620884125	0.7322601461733474	0.7077381877651548	0.8872956165432336	0.8915160976220183	7.851398175344643	7.486009808624928	8.917971745408634	8.43845946254776
Risky first	23.799999999999997	1.4	0.1561160789021751	1.0053276380835139	0.24826551293654298	0.0017532842442432028	0.7224977840425778	0.6970556097241589	0.8864215310275544	0.8911440641343035	7.966454474975188	7.585117199554429	9.057363170856114	8.55439534479637
Risky first	25.2	1.4	0.15202036706891878	1.0060747461011743	0.24384935638494695	0.003245353055689959	0.7129143575504276	0.6866910130644668	0.8858264268346139	0.8912075974673446	8.072984778817217	7.677704108018935	9.184320080128556	8.658712406324446
Risky first	26.599999999999998	1.4	0.14874499937737035	1.0069669280336444	0.24024788689485566	0.005141222371984361	0.7035440289597017	0.6766616779089647	0.8854991932516376	0.8916684024048719	8.172343166181738	7.764968935335103	9.300425628652121	8.752988900818721
Risky first	28.0	1.4	0.14617809397422166	1.0079913840487429	0.23736992469405632	0.007400582125801136	0.6944204302553422	0.6669825459712155	0.8853965692197935	0.8924721132398683	8.26564964916214	7.8478894010631635	9.407317794071679	8.8387526599309
Risky first	7.0	1.6	0.43308156099163747	1.0139318405952265	0.4397283954235562	0.03741595690657251	0.8014534776687946	0.8061727946535203	0.9782251042560761	0.9918535804748206	5.600477133445835	5.52629797450914	5.7546639304170935	5.599481000489297
Risky first	8.4	1.6	0.39758680729197926	1.0125137477982002	0.417791454973383	0.03505189030768818	0.8112231550276865	0.8072110101426132	0.9641506753795775	0.9762158137707421	6.046593756543857	5.919608061361668	6.305670300572531	6.093563599949617
Risky first	9.8	1.6	0.3599690536113845	1.0113799608622889	0.4004913079338466	0.032275401338999976	0.8113075280614203	0.802064442990704	0.9508034202269595	0.9616235259368727	6.392037892438647	6.227320319048018	6.759482445809523	6.505874540683515
Risky first	11.2	1.6	0.3286955104935323	1.0097597734062438	0.3852997039642346	0.027258249167496695	0.8060279109847777	0.7934464523801139	0.9408208567679502	0.9500030551458736	6.680210495826017	6.482822171118277	7.138937323248043	6.853263977703774
Risky first	12.6	1.6	0.30603598672635435	1.0076282662210314	0.37184499424078277	0.020207072303409346	0.7979147684111899	0.7829361240589431	0.9342941683672776	0.9414212130123403	6.933711413767745	6.704148467570615	7.462801131037189	7.150015657601695
Risky first	14.0	1.6	0.29061906191432774	1.0052908627740054	0.3598666891130006	0.012448020603089749	0.7883950682143843	0.7714701703167788	0.9303203335282311	0.9352425307487958	7.162202133278587	6.900124315065099	7.744569184056506	7.407017398613181
Risky first	15.399999999999999	1.6	0.2790254921589837	1.0032391604617164	0.3485282499832669	0.005654525753327144	0.7781613027001527	0.7595515745254825	0.9275355315452517	0.9305399679658701	7.3666921939006915	7.073652392237697	7.993473962102142	7.632165124426425
Risky first	16.799999999999997	1.6	0.2684666255071788	1.001829384943389	0.33740954757826325	0.000847482016581913	0.7675785723395482	0.7474830022358143	0.9249374255517194	0.9266294921516007	7.547023119606342	7.226553853605288	8.215939805839866	7.831199596929748
Risky first	18.2	1.6	0.2584116816554373	1.001061360327035	0.327013970218507	-0.00199603453403685	0.7569409230449123	0.7355130286349666	0.9223898566234774	0.9233688446233572	7.707351133272258	7.36286403907543	8.416617019687173	8.008415150573128
Risky first	19.6	1.6	0.24875505289407027	1.0008745950762092	0.3176933664557187	-0.0031061998891076525	0.7464147776630252	0.7237872079807419	0.919899940347908	0.9207044803063416	7.851398175344642	7.486009808624926	8.598958277709656	8.167107129561987
Risky first	21.0	1.6	0.23959618016352074	1.0011854609949522	0.3095797364179571	-0.002762862419700529	0.7360834830325057	0.7123816754785728	0.9175301618318524	0.9186178580503963	7.982160697490953	7.59871250224762	8.76549824604025	8.309817008675457
Risky first	22.4	1.6	0.23118721662332967	1.0018939093181018	0.3026968925755252	-0.0012624208425988659	0.7259796522742268	0.7013289314959322	0.9153821317227961	0.9171157824716898	8.102051716686375	7.703133451287879	8.917971745408634	8.43845946254776
Risky first	23.799999999999997	1.6	0.22388280516043674	1.0028874351602135	0.29706141183030504	0.0010889378688834772	0.7161027725541901	0.6906328870288312	0.913586538070295	0.9162244599622168	8.21301469144801	7.800988066311469	9.057363170856114	8.55439534479637
Risky first	25.2	1.6	0.2179956303068136	1.0040624409581147	0.2927044399167362	0.004013327971787967	0.7064425653933005	0.6802857540043403	0.912255677128824	0.9159616619558648	8.316613460209473	7.893634570222938	9.184320080128556	8.658712406324446
Risky first	26.599999999999998	1.6	0.21346052906245605	1.0053847288054727	0.28953051706142297	0.007379563431161251	0.6970260777274394	0.6702979390881124	0.9113542410874944	0.9162616365214679	8.414102708474742	7.982142694261964	9.300425628652121	8.752988900818721
Risky first	28.0	1.6	0.21013767809599507	1.0068389043742638	0.2873886932735844	0.011097295393415585	0.6878808028613759	0.6606784753900011	0.9108146093401656	0.9170435833561255	8.506482980983746	8.067346732535505	9.407317794071679	8.8387526599309
Risky first	7.0	1.8	0.5624987427333267	1.0085702165944452	0.43762266319542337	0.020134835315358424	0.8019211428267499	0.8044560595984087	1.0296313607064325	1.03845552448012	5.89431164975914	5.784614204617552	5.7546639304170935	5.599481000489297
Risky first	8.4	1.8	0.5097633718822253	1.0088322852977303	0.42797572672715684	0.024427258161383913	0.8089153882635789	0.8036447607395825	1.0065146624320527	1.0154044870870012	6.312308508558819	6.156266601690903	6.305670300572531	6.093563599949617
Risky first	9.8	1.8	0.4631574563125793	1.0080785226636364	0.4195861672349544	0.024645602047886184	0.8078759960238161	0.7977665813480171	0.9885371241630657	0.996523043724463	6.646400295632418	6.453016558580303	6.759482445809523	6.505874540683515
Risky first	11.2	1.8	0.4278017099583954	1.0061637062842987	0.4101448148339214	0.020068590067058967	0.8022008051058966	0.78888515612694	0.976363511796583	0.9823815297100035	6.933711413767745	6.704148467570615	7.138937323248043	6.853263977703774
Risky first	12.6	1.8	0.4027479227462838	1.0036066034222815	0.3998569141166065	0.012377080106326044	0.7938874645023112	0.7782283314734428	0.9685445845266109	0.9720377407397968	7.189128313100392	6.923032026222235	7.462801131037189	7.150015657601695
Risky first	14.0	1.8	0.38317077601851834	1.001213444868145	0.3890167792783834	0.004670884167968958	0.784060341764437	0.766542682988409	0.9628689755445886	0.9640373639616592	7.413885707986853	7.113652041953761	7.744569184056506	7.407017398613181
Risky first	15.399999999999999	1.8	0.36561999033606984	0.99947078703366	0.3778479794298031	-0.0010434400952613054	0.773440365872131	0.7543681415682173	0.9579590102832749	0.9574520459538107	7.609272638978184	7.2794130955362535	7.993473962102142	7.632165124426425
Risky first	16.799999999999997	1.8	0.34960211642275535	0.9984214513170293	0.36708996398708105	-0.004531292302904444	0.7625523436935513	0.7421204785406933	0.9535327908967661	0.9520275929655266	7.7812073052229005	7.425897730610354	8.215939805839866	7.831199596929748
Risky first	18.2	1.8	0.33498295063624867	0.9980367324163741	0.3574355866267426	-0.0060162259709684585	0.7516887868689351	0.730042068701223	0.9494729631459867	0.947608893655913	7.934517053819801	7.557524811391841	8.416617019687173	8.008415150573128
Risky first	19.6	1.8	0.3217381388840826	0.9982518659955886	0.3492795695032039	-0.005819968087055205	0.7410022024052595	0.7182644136193959	0.9457485768854048	0.9440952816385277	8.072984778817215	7.677704108018935	8.598958277709656	8.167107129561987
Risky first	21.0	1.8	0.30993289606448715	0.998978495319539	0.3427228533792097	-0.004252666553066775	0.7305634611167833	0.7068514352333775	0.9423878765501411	0.9414252229234354	8.199575894230573	7.7890658923212595	8.76549824604025	8.309817008675457
Risky first	22.4	1.8	0.29973075515856984	1.0001116850968543	0.33768012559220717	-0.00160604608919801	0.7203943004621612	0.6958252027978219	0.9394617923045127	0.9395667161857771	8.316613460209473	7.893634570222938	8.917971745408634	8.43845946254776
Risky first	23.799999999999997	1.8	0.29139496882147664	1.0015340926014078	0.33398795611282883	0.0018226082317139292	0.7104848322839415	0.6851807787280483	0.9370734301603479	0.9385109875765327	8.425911575156631	7.992959045972711	9.057363170856114	8.55439534479637
Risky first	25.2	1.8	0.28516673284080557	1.003137670585051	0.33142497167812596	0.005753140016986014	0.7008167842801917	0.6749029047181564	0.9353086732447616	0.9382433637567449	8.528876399675257	8.08821024404702	9.184320080128556	8.658712406324446
Risky first	26.599999999999998	1.8	0.28087608207554104	1.0048849660379768	0.3295470996073222	0.010078020013378208	0.6914106237500712	0.6649957727156082	0.9341020923092086	0.9386651493061422	8.626582591384933	8.180253968053336	9.300425628652121	8.752988900818721
Risky first	28.0	1.8	0.27822812316049306	1.0067578952125247	0.3278637008478774	0.014780795036509475	0.6822882339149193	0.6554630935096444	0.9333558629151617	0.9396633840327379	8.7198313149546	8.269705382284748	9.407317794071679	8.8387526599309
Risky first	7.0	2.0	0.6647211198612306	1.0048365876196819	0.3985994511185416	0.006596430666075959	0.8006563758573616	0.8017922408591971	1.072741677568933	1.0779300866857795	6.14024570486634	6.00291594198842	5.7546639304170935	5.599481000489297
Risky first	8.4	2.0	0.6043929699345494	1.0058513377737042	0.4074032666379006	0.014226250008062213	0.8060506127348367	0.7999402985162283	1.0430995362799789	1.0492030639983472	6.54149589380342	6.360199988434983	6.305670300572531	6.093563599949617
Risky first	9.8	2.0	0.5550812655261089	1.0049154156471776	0.4102465259349845	0.01576639635642807	0.8045120846571793	0.7937401286560763	1.022172018103348	1.0271964184352402	6.87288663562765	6.651418663906899	6.759482445809523	6.505874540683515
Risky first	11.2	2.0	0.5185345138735932	1.0025710613894037	0.4072321653634256	0.0114498857569455	0.7986416323958454	0.7847230743961076	1.008449852930144	1.0110426394101626	7.162202133278587	6.9001243150651	7.138937323248043	6.853263977703774
Risky first	12.6	2.0	0.48995943999301567	0.9999599057855549	0.4009421841765077	0.004542236435969793	0.7900311374872915	0.7738591770418309	0.9987455249730388	0.9987054810557845	7.413885707986853	7.113652041953761	7.462801131037189	7.150015657601695
Risky first	14.0	2.0	0.46470361218559325	0.9978875681140974	0.39364174005879965	-0.001598111087184162	0.7798351411386485	0.7619367027620175	0.9908054304732654	0.9887124214892082	7.629435993083072	7.296550193539596	7.744569184056506	7.407017398613181
Risky first	15.399999999999999	2.0	0.44199886723431164	0.996505158907033	0.3861610930138965	-0.005770454514670509	0.7689406832242497	0.7496120338208542	0.9840352500026232	0.9805962031739859	7.8167379296787995	7.456298138585647	7.993473962102142	7.632165124426425
Risky first	16.799999999999997	2.0	0.42178599572150605	0.9958391550349316	0.3790663687376771	-0.007864534087328956	0.7578610088073799	0.7372866975738948	0.9781209786208548	0.9740511688717324	7.982160697490954	7.59871250224762	8.215939805839866	7.831199596929748
Risky first	18.2	2.0	0.4041286858430989	0.9958563875784735	0.3728599892333251	-0.00820755767576975	0.7468719311761373	0.7251865248207322	0.972888902542121	0.9688576280007822	8.130562492967542	7.7281541300178445	8.416617019687173	8.008415150573128
Risky first	19.6	2.0	0.3890207982429223	0.9964870073206904	0.3677411901324599	-0.007153001224678823	0.7361114696979628	0.7134290579251582	0.9682590852096021	0.9648575981315858	8.265649649162143	7.847889401063165	8.598958277709656	8.167107129561987
Risky first	21.0	2.0	0.376396339122839	0.9976373838878015	0.36355813454768765	-0.004950653483238421	0.7256382352104607	0.7020666093725552	0.9642168111988378	0.9619387370250468	8.390244543899149	7.9603544090570235	8.76549824604025	8.309817008675457
Risky first	22.4	2.0	0.3661836119604352	0.9991974062058714	0.35993154826263923	-0.001748632188885657	0.7154636683001728	0.6911116212869933	0.9607947275967117	0.9600235997109111	8.506482980983742	8.067346732535503	8.917971745408634	8.43845946254776
Risky first	23.799999999999997	2.0	0.3583533766280001	1.0010447758479737	0.3564323512164754	0.002360060288583765	0.7055692040541599	0.6805511267277187	0.9580611823428514	0.9590621415270444	8.6159590022565	8.170164213469228	9.057363170856114	8.55439534479637
Risky first	25.2	2.0	0.35282502618668954	1.0030669261305902	0.35272901654625527	0.007339361360523933	0.6959292578603693	0.67036312313542	0.9560685618729713	0.9590007535280153	8.7198313149546	8.269705382284748	9.184320080128556	8.658712406324446
Risky first	26.599999999999998	2.0	0.34908229341626684	1.0052229470972323	0.34868621931314364	0.013320197217674135	0.6865582964737985	0.6605461515948815	0.9547143249175004	0.9597007473295144	8.81890214119536	8.36654240796024	9.300425628652121	8.752988900818721
Risky first	28.0	2.0	0.3465668678882701	1.0074916384760235	0.3444918011605635	0.020378822462943258	0.6774730819895256	0.6510990189036499	0.9538631293600395	0.9610091270808133	8.913676667587351	8.460974683906299	9.407317794071679	8.8387526599309
Risky first	7.0	2.2	0.7418618473492874	1.0019685517345762	0.3454221663825244	-0.0021487359390636174	0.79855393861638	0.7987585349103196	1.110022290215844	1.1122074265206667	6.352638637449961	6.1922159100938785	5.7546639304170935	5.599481000489297
Risky first	8.4	2.2	0.6816802237667993	1.003101851995625	0.370390472023142	0.00577529983905789	0.8031138867116016	0.7963737036675643	1.0758116767449364	1.0791486853413643	6.74628057349861	6.540888332136372	6.305670300572531	6.093563599949617
Risky first	9.8	2.2	0.6335972590679495	1.0017517878382833	0.38313635648146827	0.0075408230008248145	0.8013497790682674	0.790026767007389	1.0528405786366442	1.054684931957951	7.079230434904879	6.8293168588033755	6.759482445809523	6.505874540683515
Risky first	11.2	2.2	0.5957506677983665	0.9992401575732641	0.3865347189103505	0.004240072600639411	0.7952311451048238	0.7808397129122387	1.0372062337142063	1.0364181204125553	7.3666921939006915	7.073652392237697	7.138937323248043	6.853263977703774
Risky first	12.6	2.2	0.562701272312714	0.9969334130314856	0.38607032843109224	-0.0007768209577498908	0.7862573879624262	0.7697444578540429	1.0250459107936387	1.02190251836147	7.609272638978186	7.2794130955362535	7.462801131037189	7.150015657601695
Risky first	14.0	2.2	0.5332850275295602	0.9952174884546461	0.38472938799631595	-0.005349363133308582	0.7757968858011661	0.7576819582962395	1.015124683956057	1.0102698384350635	7.8167379296787995	7.456298138585649	7.744569184056506	7.407017398613181
Risky first	15.399999999999999	2.2	0.5072804756036557	0.9942153279555306	0.3830640020960763	-0.008315502851298395	0.764727130670607	0.745294581534605	1.006819143292176	1.0009950247401371	7.997697650547494	7.6121789699420415	7.993473962102142	7.632165124426425
Risky first	16.799999999999997	2.2	0.48487703250593067	0.9939487874823139	0.3809142685600715	-0.009572893190053833	0.7535413326896241	0.7329641861613436	0.999735800588995	0.993686186798092	8.15854348277041	7.75278918118352	8.215939805839866	7.831199596929748
Risky first	18.2	2.2	0.4661656809192318	0.9943792027509935	0.3780307178005612	-0.009384241873866828	0.7424983649748526	0.7209004374270822	0.9936339198151823	0.9880489050121656	8.304020817874997	7.882299559167526	8.416617019687173	8.008415150573128
Risky first	19.6	2.2	0.45091045262054663	0.9954309397617285	0.3741015507611773	-0.007885539243400075	0.7317222701689181	0.7092077546743282	0.9883760424094435	0.9838600927336104	8.437642587450938	8.00372541788946	8.598958277709656	8.167107129561987
Risky first	21.0	2.2	0.43862716725950446	0.9970047008447247	0.36903692263519217	-0.004984071590391159	0.721260185604827	0.697927791201305	0.9838967383989029	0.9809496733294986	8.561984707551316	8.119212778066098	8.76549824604025	8.309817008675457
Risky first	22.4	2.2	0.4287787198111018	0.9989849871782367	0.3632154638460057	-0.00048083886096256245	0.7111140712248092	0.6870642413432367	0.9801826328746405	0.979187734934603	8.67889627365673	8.230238840919403	8.917971745408634	8.43845946254776
Risky first	23.799999999999997	2.2	0.420968196165658	1.0012443600404015	0.35735070315044887	0.005733193086366106	0.7012574222450076	0.6765968329087616	0.9772592021809552	0.9784752644812638	8.789649771700043	8.337752609941154	9.057363170856114	8.55439534479637
Risky first	25.2	2.2	0.41492398194098645	1.003665404802749	0.3521000096834584	0.013561389272551905	0.6916579605932097	0.6664973597154472	0.975136791095116	0.9787110621725331	8.895049966285463	8.442274322492493	9.184320080128556	8.658712406324446
Risky first	26.599999999999998	2.2	0.41015473155299204	1.006203058226598	0.34782490941075694	0.022710401539913272	0.682324645608885	0.6567590696156203	0.9736670987819133	0.9797068124889801	8.995515265709713	8.543967305521075	9.300425628652121	8.752988900818721
Risky first	28.0	2.2	0.4062736661305144	1.0088317964180156	0.3444810797457634	0.03261378886461397	0.673269549468092	0.6473761049158985	0.9726687288582317	0.9812591410536776	9.091141966768495	8.64269244034768	9.407317794071679	8.8387526599309
Risky first	7.0	2.4000000000000004	0.7992635996576134	0.9995141408673265	0.2912857372392051	-0.007119118323613227	0.7961316012637227	0.7956687802762674	1.1431970040855415	1.1426415713806615	6.541495893803421	6.360199988434984	5.7546639304170935	5.599481000489297
Risky first	8.4	2.4000000000000004	0.7437296440642672	1.0003890187053117	0.32700642111241074	-0.0006507384458473986	0.8002903259764872	0.7930318748291795	1.105761388621241	1.1061915504850262	6.933711413767745	6.704148467570615	6.305670300572531	6.093563599949617
Risky first	9.8	2.4000000000000004	0.6980188782503456	0.9986952492668086	0.3476478399046551	0.0011920463755004107	0.7983443475391547	0.7865645935508266	1.080861626461093	1.0794513714614895	7.26762618595548	6.989674261404306	6.759482445809523	6.505874540683515
Risky first	11.2	2.4000000000000004	0.6578437273010913	0.9964070888675274	0.35823176530301365	-0.0002507956808169842	0.7918754285779032	0.7771519818383168	1.0625989731584145	1.0587811494783996	7.547023119606342	7.226553853605287	7.138937323248043	6.853263977703774
