order	stake_bin	stim	mean	lo	hi	stake	observed	observed_sem
Risky first	0	ips	0.5545520776093532	0.5107504046275607	0.5972514647007128	12.667230248654299	0.5701588578014938	0.037434839565611305
Risky first	0	vertex	0.5557920217209691	0.5234847589753605	0.594758538662674	12.667230248654299	0.5583628985884624	0.03999694366946201
Risky first	1	ips	0.5390502864303616	0.5044058794171575	0.5741127602556175	23.082450358562475	0.5165086959823803	0.03184365989712946
Risky first	1	vertex	0.5376199683382125	0.5019557186510968	0.5692273757988043	23.082450358562475	0.5254879878586203	0.04008110266870922
Risky first	2	ips	0.5180561973114606	0.4809305080884028	0.5582960621250095	42.217878391198916	0.5142750816435027	0.043505527983834044
Risky first	2	vertex	0.48722420802451766	0.4514359349800526	0.5228315418671455	42.217878391198916	0.4978310750137376	0.04487004462729665
Risky second	0	ips	0.547237219672558	0.5111969615597436	0.5804655795332486	12.667230248654299	0.5539721598368215	0.03971352066548918
Risky second	0	vertex	0.5313063014679557	0.5012807071792035	0.5662927556987707	12.667230248654299	0.4940239125953411	0.03709325563501315
Risky second	1	ips	0.6005168705440709	0.5649882712255556	0.6330492760102446	23.082450358562475	0.6600632980464913	0.03391213943664826
Risky second	1	vertex	0.5933981089086352	0.5589006417559049	0.6248651932862459	23.082450358562475	0.5987324371534898	0.027772313209004338
Risky second	2	ips	0.6351086764530374	0.5969692385726221	0.6744023342989508	42.217878391198916	0.6336926732415454	0.03830221367395639
Risky second	2	vertex	0.6152852358168147	0.5794911521227311	0.6508280359990886	42.217878391198916	0.5966871724766462	0.04575468210792034
