term	stimulation	payoff	nu	lo	hi
memory_noise_sd	ips	7.0	0.6549493601501954	0.37881467130231067	1.0211517026375496
memory_noise_sd	ips	7.882352941176471	0.6877635794919765	0.3671572328721073	1.114545009448045
memory_noise_sd	ips	8.764705882352942	0.6592319339402252	0.38146279284468737	1.0238696282752102
memory_noise_sd	ips	9.647058823529411	0.6155851263013147	0.45902365747038376	0.8020588122786055
memory_noise_sd	ips	10.529411764705882	0.6141811386860211	0.4602537673144334	0.8224416636228059
memory_noise_sd	ips	11.411764705882353	0.654519722623673	0.46319895417058327	0.8947105281907011
memory_noise_sd	ips	12.294117647058822	0.7200646519566205	0.5321726205712184	0.956552842324852
memory_noise_sd	ips	13.176470588235293	0.7981445907839878	0.6443874088981826	1.0265201312650107
memory_noise_sd	ips	14.058823529411764	0.8712563751244452	0.7356662674286094	1.1149282563482856
memory_noise_sd	ips	14.941176470588236	0.9206163817724855	0.7630278958035401	1.1823615172700512
memory_noise_sd	ips	15.823529411764707	0.9443480460378169	0.773588277505438	1.2082520103218026
memory_noise_sd	ips	16.705882352941174	0.9467447647821072	0.7807504703899234	1.1931793094072016
memory_noise_sd	ips	17.588235294117645	0.9335870208690279	0.7878934022356197	1.154275700632742
memory_noise_sd	ips	18.470588235294116	0.911162549733148	0.7900610103487022	1.1045356593319184
memory_noise_sd	ips	19.352941176470587	0.8856210105575368	0.7826243777278384	1.0600993417112963
memory_noise_sd	ips	20.235294117647058	0.8626062017252467	0.7647021122956126	1.0243515493996673
memory_noise_sd	ips	21.11764705882353	0.8452577479547796	0.7464933752716814	1.0007510167806226
memory_noise_sd	ips	22.0	0.8329053019012824	0.7333222573626527	0.9829176979239325
memory_noise_sd	ips	22.88235294117647	0.8246166672700856	0.7264477429788174	0.9685721564366484
memory_noise_sd	ips	23.764705882352942	0.8195670946603872	0.7251990731378736	0.9565017674040188
memory_noise_sd	ips	24.647058823529413	0.8169969494365051	0.727916088109813	0.9462410969061233
memory_noise_sd	ips	25.52941176470588	0.8161777113496061	0.7331934400922271	0.9396502589649717
memory_noise_sd	ips	26.41176470588235	0.8163869105400542	0.7374091213443343	0.933582119707433
memory_noise_sd	ips	27.294117647058822	0.816892241895613	0.7405359967049516	0.9292744118911518
memory_noise_sd	ips	28.176470588235293	0.8169460580556247	0.7415619050545225	0.9274834439736261
memory_noise_sd	ips	29.058823529411764	0.8160269360203132	0.7411436344198887	0.9250390632262401
memory_noise_sd	ips	29.941176470588236	0.8141482519183355	0.7388474620742541	0.9220168691964689
