subject	d_amp_mean	d_amp_median	d_amp_rel_mean	d_amp_rel_median	d_amp_low	d_amp_high	d_amp_rel_low	d_amp_rel_high	d_amp_lowminushigh	d_amp_rel_lowminushigh	d_amp_w7	d_amp_rel_w7	d_amp_w10	d_amp_rel_w10	d_amp_w14	d_amp_rel_w14	d_amp_w20	d_amp_rel_w20	d_amp_w28	d_amp_rel_w28	d_amp_wslope	d_amp_rel_wslope	n_voxels	pref_n_median	d_r_En1	d_log_abs_err	d_post_spread	d_log_abs_err_low	d_log_abs_err_high	d_post_spread_low	d_post_spread_high	d_log_abs_err_lowminushigh	d_post_spread_lowminushigh	d_p_risky	d_p_risky_rfirst	d_p_risky_rsecond	d_p_risky_lowsafe	d_p_risky_highsafe	d_consistency	d_indifference	d_consistency_rfirst	d_indifference_rfirst	d_consistency_rsecond	d_indifference_rsecond	d_p_risky_orderdiff	d_consistency_orderdiff	d_indifference_orderdiff	dnu_flexible2nf_slope	dnu_flexible2nf_7	dnu_flexible2nf_10	dnu_flexible2nf_14	dnu_flexible2nf_20	dnu_flexible2nf_28	dnu_flexible1nf_slope	dnu_flexible1nf_7	dnu_flexible1nf_10	dnu_flexible1nf_14	dnu_flexible1nf_20	dnu_flexible1nf_28
18	0.264580711	0.2855012099999999	0.6669705160530738	0.2775948704429586	0.2925093099999999		0.3409255868687161				0.2424692024645632	0.5253370863298633	0.2629445184294716	0.6603099423379523	0.2612633071906644	0.634220754863698	0.2399316904216544	0.4680096379397512	0.2174309344056655	0.3091521272488367	0.0250382680588976	0.2161849590810265	30	10.9291295	-0.009867163920643712	-0.08370883284128039	-2.235136320894675	-0.12098179687664556	-0.046435868805915104	-2.715393594591566	-1.7548790471977753	-0.07454592807073046	-0.9605145473937906	-0.00036231884057968955	-0.07485875706214695	0.07857142857142863	0.07789855072463775	-0.11775362318840576	-2.1247501371525246	-0.016284531644426115	-3.9234316146953274	0.03293457600412958	0.5356905763457709	-0.05835759398179921	0.15343018563357558	4.459122191041098	-0.09129216998592879	0.2739412660431073	0.2894463332278514	0.0569309456004435	-0.1109146402561461	-0.0919452297547858	0.0155050671847441	0.1981344055106776	0.2769044860710176	0.1034827089669942	-0.0233202613795918	-0.0077602235570459	0.07877008056034
19	-0.0691518514285714	-0.0488564499999999	-0.1521834212885181	-0.0942715539967057	-0.0488564499999999		-0.0942715539967057				-0.0093805847395314	-0.0365567105019146	-0.0844524727321493	-0.1819822727190192	-0.0456140487523795	-0.1094474781723442	0.0384662744682957	0.0348554123366753	0.1126916143900653	0.1483753649063801	-0.1220721991295967	-0.1849320754082948	49	9.575989	0.10580219163607849	-0.03972699440941374	-0.4271971702224526	-0.06369230345861032	-0.01576168536021655	-0.13221368319305427	-0.7221806572518581	-0.047930618098393774	0.5899669740588038	-0.0373949579831932	0.04322033898305083	-0.11666666666666664	-0.01388888888888884	-0.06693262411347523	-2.381868385273244	0.40251577275949213	-2.615216401102099	2.6033479316219186	-2.126078203469529	0.32827867258332355	-0.15988700564971747	0.48913819763256994	-2.2750692590385952	0.1098827891347241	0.1984243815743821	0.0709721191819468	-0.0046880724768305	0.0171828248939351	0.088541592439658	-0.0227929153130292	0.198833699353529	0.1786118265276968	0.170649948615812	0.1881715803143251	0.2216266146665583
21	0.1247142681599999	0.1433621799999999	0.3284921434036533	0.1121407360900875	0.2539267	-0.2185408499999999	0.1167282676711931	-0.0929521386126556	0.4724675499999999	0.2096804062838487	0.0335130038849034	0.2196876307379383	-0.0239503502482764	0.0913338935617806	-0.032876679854984	0.0788043004258721	-0.0357853046184747	0.0787635027196394	-0.0355136675945232	0.0844477850768619	0.0690266714794266	0.1352398456610764	25	9.09916	-0.05700863249350539	0.1921524746183778	8.459056103267006	0.34398282875301556	-0.006394911557687011	9.405571892853917	7.2213046861148875	0.35037774031070257	2.1842672067390296	0.08333333333333331	0.09999999999999998	0.06666666666666665	0.1388888888888889	0.0	-1.3980598537040996	-0.16544418870662236	-1.6521688452412533	-0.17393755542333134	-1.2607515874257542	-0.16212996259763135	-0.033333333333333326	0.3914172578154991	0.011807592825699986	0.2218434475771929	0.3242849097531877	0.2082767674099825	0.1199547010560601	0.0936084751376558	0.1024414621759947	0.111686094931364	0.3289528850089219	0.2665989007542341	0.2177732881635287	0.2069294986849727	0.2172667900775579
25	-0.3753677369344262	-0.3504522749999999	-0.4959894780418648	-0.4367505902326681	-0.36124226		-0.4578079657612388				-0.3703580906096252	-0.4836726798801759	-0.3728213986956016	-0.4961605087840244	-0.3754552131120633	-0.4783060940874115	-0.367906463878121	-0.4219506945856369	-0.3433322428860742	-0.3320981460946472	-0.027025847723551	-0.1515745337855287	122	8.34182675	-0.026828318423612496	0.05985791325249423	1.086570413726509	0.019403371457162644	0.10031245504782632	2.7604262409224685	-0.5872854134694521	-0.08090908359066368	3.3477116543919205	-0.022740112994350303	-0.2017241379310345	0.15000000000000002	-0.012301587301587258	-0.04166666666666663	-4.946708941782168	-0.02743169343581281	-2.6374692503068244	0.13555987917679668	-4.704997228672118	-0.16994219777993008	0.3517241379310345	-2.067527978365294	-0.30550207695672676	-0.1785275268307342	0.0795883131993605	0.062455394941172	0.0776818831985333	0.1538982253075479	0.2581158400300949	-0.1145396816187063	0.032877224742844	0.0361799470535506	0.05018158245064	0.0891443307049667	0.1474169063615504
26	0.2238763021428571	0.2878537000000001	0.01110832464967	0.1456248982036362							0.265367081195942	0.079891883618926	0.2325841951144299	0.0257741535309747	0.2265362491349316	0.0159751825967438	0.2569815348051172	0.0666764857415434	0.268700974878332	0.0868360528907015	-0.00333389368239	-0.0069441692717755	7	16.234003	0.1360593989408842	-0.08974745039465026	-3.161963010831272	-0.13496398960163214	-0.04453091118766783	-3.0974589414070266	-3.2264670802555173	-0.09043307841396431	0.12900813884849072	0.09166666666666667	0.01666666666666672	0.16666666666666663	0.08333333333333337	0.10416666666666674	-0.008715239239986516	-0.10442850882804461	-1.7065908608592277	-0.01703477133120801	2.636709488469843	-0.17365330815181412	0.1499999999999999	4.343300349329071	-0.1566185368206061	-0.0376525097888318	0.1968936977623714	0.1629411302741801	0.1499509998213663	0.1803155680415495	0.2345462075512033	-0.0005592119058265	0.1981925899748119	0.1777496999766252	0.1660228630766546	0.174744174321327	0.1987518018806384
29	-0.1652367675384615	-0.1632715	-0.1641635202082773	-0.0954461767654376	-0.0230195199999999	-0.17501025	-0.051459476627879	-0.1087617556725703	0.15199073	0.0573022790446912	-0.1091837958275908	-0.0948024421749953	-0.1158147470514438	-0.1065686540183758	-0.1255289994147904	-0.1348882048106669	-0.133119020865228	-0.1508687783195998	-0.135004258284959	-0.1365034913736796	0.0258204624573681	0.0417010491986842	65	16.167007	-0.03874657810021401	0.020597845505346046	0.7806251762969261	0.07662751948306301	-0.04343606761204488	1.835249761661025	-0.4246600641191769	0.1200635870951079	2.259909825780202	0.2689075630252101	0.24632768361581928	0.29322033898305083	0.23943661971830998	0.3125	-0.19220341684275688	-0.5737919004455136	-0.6585284682825936	-0.4420383274238243	0.10463727045886873	-0.724219037328185	0.046892655367231556	0.7631657387414623	-0.2821807099043607	0.1236218252702237	0.4350283781798822	0.4303694835807617	0.4025104460908521	0.3592026906941951	0.3114065529096586	0.0586542839594565	0.3954265504238083	0.3878726086117547	0.3622705517200426	0.3459972453257706	0.3367722664643517
30	0.1606948072205882	0.2170145299999999	0.1868036914403193	0.1258767793005453	0.1505369	0.3081454629999999	0.0908053516900352	0.1625606940473786	-0.1576085629999998	-0.0717553423573433	0.1547037263447784	0.1315142877984935	0.1564993484069198	0.1443402709217299	0.1625816856423779	0.1823445013386457	0.1650705810263302	0.1978161729435892	0.1574451204194291	0.1521922949044276	-0.0027413940746507	-0.020678007105934	68	14.8214935	0.075797188863542	0.047652090585377116	3.4930647905172414	-0.012223456306534652	0.11165698553880044	3.11743122183875	3.894604122552863	-0.12388044184533509	-0.7771729007141133	0.24481792717086837	0.31666666666666665	0.17090395480225984	0.10152582159624413	0.45833333333333326	0.6435487583810238	-0.4289842900728337	-0.3190997929889261	-0.5202476441659696	1.3642258677944152	-0.2284708209026653	-0.1457627118644068	1.6833256607833413	0.2917768232633043	-0.1601379145447957	0.3031998174608264	0.4270609754253736	0.5057667238851645	0.505153779009471	0.4633377320056221	-0.0978431132347884	0.3488257726316053	0.4324268912320781	0.4777433221330038	0.4740419283131743	0.4466688858663938
31	-0.381821088352768	-0.38935368	-0.4608109198235781	-0.5716065896063602	-0.38935368		-0.9384069991272688				-0.3127312947798322	-0.4635191490505504	-0.2881455269137011	-0.4543575189245645	-0.2614597380802222	-0.3951249054955253	-0.2408369673654743	-0.3190523246053759	-0.2486838463706351	-0.2961916555428679	-0.064047448409197	-0.1673274935076825	25	12.544234	0.0713728935462537	0.06844897420930907	1.4510118377901797	0.15270638472894627	-0.03453230531469176	2.0383363286200904	0.7331707934425218	0.18723869004363802	1.3051655351775686	0.09775910364145657	0.050000000000000044	0.14689265536723173	0.07902973395931134	0.125	2.7885844041193755	-0.022521401584763123	5.352265456593557	0.029094911874821494	-0.12710775831556553	-0.26666276237747855	0.09689265536723168	-5.479373214909122	-0.29575767425230004	-0.0386890477085369	0.1811603807626881	0.1961574689852112	0.204590425620302	0.2107031653559876	0.219849428471225	-0.0338513422940333	0.20020748136049	0.2048132591261957	0.2079608606211839	0.2171581593112807	0.2340588236545233
34	-0.6431554198333334	-0.7019661625	-1.0084828650224549	-1.2132952259287646	-0.7019661625		-1.2132952259287646				-0.60814189822226	-1.078982727550243	-0.6022953001677259	-1.120413464462391	-0.2899136552357604	-0.8495588977324934	0.0321353367305126	-0.066933804161109	0.1419659255962112	0.1922337483230858	-0.7501078238184712	-1.2712164758733289	18	8.151212000000001	-0.08531133772845059	-0.0054305979918498615	1.376601863551791	-0.003297031206982437	-0.007564164776717286	1.8855371105105192	0.8676666165930698	0.004267133569734849	1.0178704939174494	0.04166666666666674	-0.01666666666666672	0.09999999999999998	0.1527777777777778	-0.125	-3.135596524673087	-0.1817046194940064	-4.109686069966379	0.14603711181982593	-2.130576690855011	-0.37055963570101935	0.1166666666666667	1.9791093791113683	-0.5165967475208453	0.2394211231226853	0.3185735736874217	0.1612748578413122	0.0490413464257328	0.0369114858803292	0.0791524505647364	0.1012281508914172	0.2483524302457301	0.1608681598227562	0.1022250920801271	0.1072978626220338	0.1471242793543128
35	0.15573451225	0.17678295	0.2580493574681995	0.0826742611656498	0.18403425	0.1665621499999999	0.1525754697129729	0.0787022613118991	0.0174721000000001	0.0738732084010737	0.132728250103943	0.1634953800898473	0.1359665149734363	0.1808370311957282	0.1399436657568501	0.1994413242931359	0.1446309630023347	0.21903597607122	0.1489771775847481	0.2347568059967499	-0.016248927480805	-0.0712614259069026	40	32.861774	-0.004966288801868196	0.013780981118176716	-1.1479639321590405	-0.016896700917059304	0.044458663153412514	-1.2160616491921736	-1.079866215125893	-0.06135536407047182	-0.13619543406628054	-0.16232492997198888	-0.1576271186440678	-0.16666666666666669	-0.1416275430359937	-0.1875	-0.5675498422600276	0.25198959947551414	-1.9716284131614839	0.4526389035176279	0.8467665497372101	0.19315701529131435	-0.009039548022598876	2.8183949628986937	-0.2594818882263136	0.0896164534287184	0.1633357710059815	0.0285095666204791	-0.0880322640541998	-0.0469974394044307	0.073719317577263	0.0317498671498339	0.1873143908153671	0.1152058295884069	0.0661888032890581	0.0904984808438293	0.1555645236655332
36	0.2370262113625384	0.1898489000000003	0.4479211720335787	0.1347673206812095		0.1898489000000003		0.08966493114331			0.1856718536627514	0.4379122390310405	0.1885345081677361	0.4503209700425723	0.1891998816809242	0.4518070431770421	0.1877107594727078	0.4423917675364861	0.1843137871269779	0.4236315292588117	0.0013580665357735	0.0142807097722287	13	25.683147	0.0205607399833211	-0.02710546038361994	-1.928919796039395	-0.05258335489686816	0.0040341884659053084	-2.341583652751293	-1.4245528600581814	-0.05661754336277347	-0.9170307926931116	-0.025000000000000022	-0.050000000000000044	0.0	-0.04166666666666674	0.0	2.1695989956856447	0.05786954294388813	4.175401756436722	0.10361358264884846	0.24640642286464587	0.004124770261509814	0.050000000000000044	-3.928995333572076	-0.09948881238733864	-0.2762709185497824	-0.0749236604894506	0.0691628242876963	0.1732622985210483	0.2009674497365006	0.2013472580603318	-0.1219492846999807	0.1191013488662521	0.1627264680675266	0.1961249157538848	0.2183375106561995	0.2410506335662329
37	0.0101539337417647	-0.0082869199999999	0.1151307054657162	-0.0017058106161086	0.0042322700000003	-0.013414	0.0067123222815665	-0.0178567699382462	0.0176462700000004	0.0245690922198128	0.0277865449575379	0.1464153615314222	0.0084415154697728	0.1034877815015052	0.0385027723099638	0.1959899466438828	0.0412067029666093	0.2229603332476963	0.0138930386607923	0.1484377618910823	0.0138935062967455	-0.00202240035966	51	9.840706	0.08492364989338241	-0.025654484565288405	-1.8699119660786359	-0.023589037702053783	-0.027862376039780812	-0.8368394132851975	-2.9742309018233506	0.004273338337727028	2.137391488538153	-0.04166666666666663	0.0	-0.08333333333333337	-0.02777777777777779	-0.0625	-0.6869430441142663	0.05224014956584144	-1.8766635173658375	0.062097426691708923	0.14916174210900035	0.08251042114362411	-0.08333333333333337	2.025825259474838	0.02041299445191519	-0.1269815746518769	0.0409641254246989	0.0215733334347483	0.0284387529685174	0.0847953290806048	0.1679457000765759	0.0441761023799664	0.2234671069777637	0.1480383077412448	0.1042339492266605	0.1246068223121801	0.1792910045977973
45	0.2170119662967391	0.1748226000000001	0.1429558716093226	0.0922286754331008	0.2475943499999999	0.1072630999999997	0.1567519065444519	0.0389805293352273	0.1403312500000002	0.1177713772092246	0.2053985090459294	0.1266687817106272	0.1973876965877831	0.1173002022143548	0.1964272583676989	0.1162536553864641	0.1959970978672476	0.1152349245588483	0.1961688523123859	0.1143866504765556	0.0092296567335434	0.0122821312340715	74	16.0251565	-0.0818547479775332	0.05398140842469101	1.877406406524596	0.05947450579329172	0.04574176237179012	1.1416122679565461	2.981097614376676	0.013732743421501603	-1.8394853464201297	-0.3585192697768763	-0.3504842615012107	-0.3666666666666666	-0.2762128325508607	-0.48463356973995275	-1.0362001564512706	0.33410841154635174	-2.5213311516634596	0.22256444593209856	0.8944660470129859	1.3493395789424296	-0.016182405165455882	3.4157971986764455	1.126775133010331	-0.1533552835371672	-0.1253982646979972	-0.2132825947451222	-0.2312052355624457	-0.1307829257402367	0.0279570188391699	-0.0677626538463101	0.0023571900112037	-0.081378111843875	-0.1166323031676157	-0.051329432179323	0.0701198438575138
46	-0.0635593938571428	-0.0116768999999999	-0.0727210863315862	-0.0082578976354193	-8.469999999982658e-06		-2.4055563181937144e-05				-0.0063146931482347	-0.032510714972074	0.0172879193309595	-0.0139591710219569	0.0261729058235303	-0.0118777057178747	0.0484000125013209	0.0095351676108833	0.0684747841981586	0.0271844831563758	-0.0747894773463933	-0.0596951981284498	70	7.68258975	-0.13600996148766903	0.049582782547544446	0.909080699937018	0.11415510205181367	-0.014989536956724558	2.743814100759071	-0.9256527008850313	0.12914463900853823	3.669466801644102	0.0801820728291317	0.12768361581920906	0.033333333333333326	0.04988262910798125	0.125	-1.592209933059869	-0.13529764129048938	-1.4073256928700841	-0.21130785721093748	-1.693947390262469	-0.0665928213567123	-0.09435028248587574	-0.28662169739238497	0.14471503585422518	0.0248596121552655	0.2203054053937521	0.2248114306112618	0.2153768738271049	0.2024182802702663	0.1954457932384866	0.0233646802050354	0.2931234724291531	0.2790458546969716	0.2596660992404495	0.2581754868572079	0.2697587922241177
47	-0.077688712	-0.0295968699999999	-0.166139674499482	-0.0544114951971756		-0.04842481		-0.1163945632553596			0.1690419797670166	0.1330444352875269	0.1686070027456271	0.133005385186587	0.1657632087190624	0.1360399816956613	0.1306924414132363	0.1074625627416367	0.0483708100584483	-0.0455041253161824	0.1206711697085683	0.1785485606037094	18	46.51923	0.037078832580431306	0.12765767604291334	8.147934891800169	0.16833444265427921	0.06664252612586474	7.275258411956354	9.4569496115659	0.10169191652841447	-2.1816911996095456	-0.03583997701644759	-0.0045977011494253706	-0.06779661016949157	-0.04572361706470707	-0.02083333333333337	2.7547569535815306	0.09585227333884411	3.280271830729295	0.06645476411495083	2.2957168767290126	0.13321574986542728	-0.0631989090200662	-0.9845549540002825	0.06676098575047645	-0.335457237570322	-0.240946918919853	-0.0484031140074155	0.0823591355181615	0.1063687729518096	0.0945103186504689	-0.2305357319765715	-0.0156164037420735	0.0803203716248437	0.1522857913601825	0.1880530256610037	0.2149193282344979
