subject	d_amp_mean	d_amp_median	d_amp_rel_mean	d_amp_rel_median	d_amp_low	d_amp_high	d_amp_rel_low	d_amp_rel_high	d_amp_lowminushigh	d_amp_rel_lowminushigh	d_amp_w7	d_amp_rel_w7	d_amp_w10	d_amp_rel_w10	d_amp_w14	d_amp_rel_w14	d_amp_w20	d_amp_rel_w20	d_amp_w28	d_amp_rel_w28	d_amp_wslope	d_amp_rel_wslope	n_voxels	pref_n_median	d_r_En1	d_log_abs_err	d_post_spread	d_log_abs_err_low	d_log_abs_err_high	d_post_spread_low	d_post_spread_high	d_log_abs_err_lowminushigh	d_post_spread_lowminushigh	d_p_risky	d_p_risky_rfirst	d_p_risky_rsecond	d_p_risky_lowsafe	d_p_risky_highsafe	d_consistency	d_indifference	d_consistency_rfirst	d_indifference_rfirst	d_consistency_rsecond	d_indifference_rsecond	d_p_risky_orderdiff	d_consistency_orderdiff	d_indifference_orderdiff	dnu_flexible2nf_slope	dnu_flexible2nf_7	dnu_flexible2nf_10	dnu_flexible2nf_14	dnu_flexible2nf_20	dnu_flexible2nf_28	dnu_flexible1nf_slope	dnu_flexible1nf_7	dnu_flexible1nf_10	dnu_flexible1nf_14	dnu_flexible1nf_20	dnu_flexible1nf_28
50	0.1402101596875	0.1881614	0.158321383547336	0.0848483223381525	0.1092358000000001	0.1923344499999999	0.0804042135486952	0.0888812086446963	-0.0830986499999998	-0.0084769950960011	0.147034296910605	0.1551202333689876	0.0904619945500574	0.0643769086529122	0.0756228151339667	0.0423808033079378	0.0743946736302174	0.0392685782190257	0.0738573905308043	0.0367653855565334	0.0731769063798006	0.1183548478124541	32	13.0826315	-0.08031561709127409	0.04129681092397408	3.5761102650842105	0.07065461294278363	-0.0027398921042401936	3.3651455852263332	3.8925572848710175	0.07339450504702383	-0.5274116996446843	-0.19999999999999996	-0.30000000000000004	-0.09999999999999998	-0.2777777777777778	-0.08333333333333331	3.117355172188625	0.6937389882443223	2.527173164984638	1.115566936611316	3.269996712891283	0.4869021453571579	0.20000000000000007	0.742823547906645	-0.628664791254158	-0.4917115159525158	-0.2144111411905951	-0.1118938364594963	-0.000203957326386	0.1323861263575505	0.2773003747619206	-0.1769176776024593	-0.0653315515539642	-0.0697244073710503	-0.0505177611779878	0.0162553532108501	0.1115861260484951
53	0.1527629367580727	0.147054915	0.5227282661134446	0.3614474473576006	0.069329785	0.194476056	0.1792604355276913	0.7687032236637439	-0.125146271	-0.5894427881360526	0.1305001771623871	0.3767919088769189	0.1342492474553729	0.4263592020784035	0.1515046582923227	0.5122962355701496	0.1707189819615504	0.5714956486657575	0.1760157211096791	0.5177134387252161	-0.045515543947292	-0.1409215298482972	55	12.363505	-0.01860739551521548	0.04226654990482126	2.6843453627482923	0.0757154447476891	0.008817655061953589	3.7563540154517625	1.612336710044815	0.06689778968573551	2.1440173054069476	0.045028011204481855	0.09999999999999998	-0.01214689265536717	-0.0369718309859155	0.16666666666666663	0.33812969410270366	-0.06881056650801043	0.7019154920745843	-0.1754043165713418	-0.48520657394961697	-0.024913292164180367	-0.11214689265536715	-1.1871220660242012	0.15049102440716144	-0.164575532455462	0.1468552380134568	0.1809781948748152	0.2173672041999316	0.2616821536181855	0.3114307704689188	-0.2586096907415611	0.0952223887414254	0.1904052738371495	0.2664859856466276	0.3150034549099539	0.3538320794829865
56	-1.4885916229333334	-0.51534487	-0.6854732652441932	-1.1193230084265824	-0.934576385		-1.1801583265756728				-0.5932367789060952	-0.6200499121230085	-0.7109304829557668	-0.6242980997886635	-0.0150867126700552	-0.2178613246998167	0.043311710601732	-0.087198835763274	0.0665945044488262	-0.0241298989837797	-0.6598312833549214	-0.5959200131392287	15	8.747533	-0.1008373113673206	0.062064788165052454	1.5250553056144867	0.11480035855173054	-0.002389797863109666	2.8715305397934543	-0.12063664727092416	0.11719015641484021	2.9921671870643785	-0.06967787114845947	-0.1333333333333333	-0.004519774011299438	-0.13028169014084512	0.02083333333333326	-0.3121392317873273	0.07194832612316093	1.3527298276287647	0.22525625448539077	-2.084518993468544	-0.05951282228576105	0.12881355932203387	-3.4372488210973087	-0.2847690767711518	-0.4072324314393115	0.0205989608910565	0.0470224748077031	0.118592261996413	0.2619196802685199	0.4278313923303681	-0.3889317932783514	-0.1482373226017773	-0.0390346770705745	0.0641538237784357	0.1517342792495272	0.2406944706765741
59	0.1788962628920863	0.2074083	0.1456699746626991	0.1116652866065363	0.2143862999999999	0.135421	0.1193030171412076	0.0825222730947614	0.0789652999999999	0.0367807440464462	0.1854316400920417	0.1391342081416963	0.1802487152504336	0.1484897530726516	0.1916720440695205	0.1647478357077893	0.2047123355238657	0.1661954964775071	0.2146946215405646	0.1551389263120594	-0.0292629814485229	-0.016004718170363	139	10.008339	0.00656164170357329	-0.06693495346171041	-5.223551501054656	-0.16805595321989852	0.041159908348766705	-5.460881168086109	-4.969854270779658	-0.20921586156866523	-0.4910268973064511	-0.031442577030812296	-0.05000000000000002	-0.01271186440677971	-0.1351721439749609	0.125	0.23612453345293405	0.046356082961721556	1.1184775155105937	0.030781311181053983	-0.304725404966498	0.0971559999225553	0.037288135593220306	-1.4232029204770917	0.06637468874150132	-0.4232679028004931	0.048721537741541	0.2418211407147003	0.3940431734690919	0.4548111617138605	0.4719894405420341	-0.1022351746036658	0.2107159835741976	0.2664970409796884	0.3011591007481931	0.3119882469989059	0.3129511581778634
62	-0.4006474305475	-0.05928463	-0.2483750844808859	-0.0350439708040807	-0.1040886499999999		-0.0428415288673897				-0.1021667082262247	-0.0821412251720613	-0.0029915371025635	0.0693643885842199	0.0379423983514312	0.1215412487513982	0.0612521316416483	0.152750537537505	0.0725919188240905	0.1640047032915916	-0.1747586270503152	-0.2461459284636529	66	5.840168650000001	-0.2075102922838538	0.1337753890567367	4.942133458934805	0.19880094642454593	0.054299707829415345	4.85063988840416	5.053958934027808	0.1445012385951306	-0.20331904562364755	0.13675912843013305	0.08647798742138357	0.18220338983050843	0.1777133388566695	0.07638888888888884	-0.7052803385135942	-0.2474894314557891	2.340137827843992	-0.07064245170118288	-3.618772412281349	-1.3328169539324166	0.09572540240912486	-5.958910240125341	-1.2621745022312338	0.1055754503918001	0.4052002895827067	0.2821382765153744	0.2083555518511686	0.2326981363196966	0.2996248391909066	0.1941416175814737	0.3903032741933424	0.247113983968116	0.1497997647445662	0.1497145209269962	0.1961616566118686
63	0.132686186637931	0.1124797749999999	0.1595600491288038	0.1572760349959477	0.1137217849999999		0.1608779112058272				0.0993209400899914	0.2015839213732952	0.1077405116266041	0.2423393092721322	0.1026016904010566	0.2261901833761699	0.0793708067405296	0.1754444265887854	0.0359021413761625	0.1025757527274445	0.0634187987138288	0.0990081686458507	116	6.5888465	0.3037458174672407	-0.1526524038635777	0.00469331320741162	-0.12091206444175406	-0.19144615204580678	-1.8110322350809795	2.2239134277821258	0.07053408760405272	-4.034945662863105	0.025210084033613467	-0.10477657935285056	0.15087719298245617	0.04481434058898848	-0.0009057971014492794	-2.1525300609133926	-0.04822107959029032	-3.6504002134351192	0.10835412599048533	-0.549983204009143	-0.19517238134508108	0.25565377233530673	3.100417009425976	-0.3035265073355664	-0.1825203810515615	0.062305454317908	0.1098752790348458	0.1545426191187919	0.1972739406880465	0.2448258353694695	-0.2084866863330349	-0.0003265893139655	0.0699306378921718	0.1264489989615574	0.1676922548564361	0.2081600970190694
67	0.0137863045454545	0.1840233499999999	-0.0144877894947471	0.1491905233927944							-0.0212319033447272	-0.0798874220773168	-0.0392687724088484	-0.1170428152093027	-0.0148750300652751	-0.061179940911918	-0.0110725376216818	-0.0575355523511526	-0.0025798661813213	-0.047462462363132	-0.0186520371634058	-0.0324249597141848	11	18.618385	-0.1150429631144466	0.054895225269165016	1.160962674089376	0.06967611281301811	0.04011433772531192	1.5431997459743556	0.7787256022043785	0.029561775087706188	0.7644741437699771	0.32233893557422977	0.3290960451977401	0.3166666666666667	0.20481220657277	0.5000000000000001	1.0398769930653313	-0.5393677697260466	1.904951902705906	-0.7293031190179289	-0.3740445676873243	-0.4152700443564842	-0.012429378531073398	-2.2789964703932304	0.3140330746614447	-0.1628859065167019	0.3548233486341364	0.4642838848346347	0.5342708177658724	0.5420616288947521	0.5177092551508384	-0.1360803484983576	0.3348066178892306	0.4252069658561842	0.48219844246262	0.489051447601885	0.4708869663875883
69	-0.2954772052312877	-0.23273343	-0.3870318045385693	-0.3268287745404579	-0.23273343		-0.3268287745404579				-0.2434141435001998	-0.3649674032158294	-0.2422714494727897	-0.3828030732781711	-0.2563300612429316	-0.2897609424882148	-0.2922204544826713	-0.2595605291507109	-0.3035466958269873	-0.250988561679171	0.0601325523267875	-0.1139788415366583	73	8.127673	0.0048659586822276946	-0.11143957917597713	-2.459348993250071	-0.2557991261114392	0.09066378653367024	-4.637245309828739	0.5897058499600583	-0.3464629126451094	-5.226951159788797	-0.008333333333333304	-0.033333333333333326	0.01666666666666672	0.05555555555555547	-0.10416666666666663	-0.6221816980457082	-0.023882580462561143	-1.6283927468472332	-0.3356625383141505	0.4933616338928317	-0.008800933468890215	0.050000000000000044	2.121754380740065	0.3268616048452603	0.1699473244417758	0.1623775309889267	0.0114215770627799	-0.0844330565232216	-0.0746032320724384	-0.0075697934528491	-0.0560540731693341	0.0563197160427857	0.0108032187196058	-0.0036590150417162	0.0375247861966799	0.1123737892121198
72	-0.0594524754932732	-0.1849853649999999	-0.1382614153813012	-0.3776656048061177	-0.2115251199999999	-0.11800553	-0.3862090674141146	-0.2543790839608795	-0.0935195899999999	-0.1318299834532351	-0.0620798842126041	-0.0899588802282808	-0.0790992965806476	-0.1364457366865747	-0.0995517209682059	-0.1796573221373513	-0.0837474382585354	-0.1222207071229151	-0.10597184051304	-0.1017644112998513	0.0438919563004358	0.0118055310715704	86	9.633856	-0.10796602325600033	0.027602010684056433	0.8791510602674144	0.024111909741386883	0.03133280824346241	0.9923906007648071	0.7581018962874566	-0.007220898502075523	0.2342887044773505	0.16435574229691868	0.230225988700565	0.10000000000000009	0.12030516431924881	0.22916666666666669	-1.3084905359059533	-0.13764356005091516	-3.0312390448379443	-0.18341007618136707	-0.9987165202085571	-0.08493029553917875	-0.1302259887005649	2.032522524629387	0.09847978064218832	-0.237766707690761	0.2321162253947326	0.3593297418025977	0.4501287985448302	0.4764275849939355	0.4698829330854937	0.0100957695572255	0.40756491574676	0.4276713450180759	0.4304523714801195	0.4182971854321714	0.3974691461895345
74	-0.1482355491638919	-0.0990045749999999	-0.0683382731941078	-0.1061578028980297	-0.13255465		-0.2040042850387899				-0.048091858496495	-0.0375201857924764	-0.0275754683112836	-0.0758861367899061	-0.0053932810592682	-0.1307332810060464	0.0177221695100221	-0.1635318983219354	0.0403994367849561	-0.1762586446298708	-0.0884912952814512	0.1387384588373944	62	6.46992715	-0.0660377515707283	0.13655326819757063	1.606996103522814	0.14648856195378102	0.12441013138442447	0.5013113830821787	2.958388539616937	0.022078430569356544	-2.4570771565347584	0.025000000000000022	0.04999999999999999	0.0	0.1388888888888889	-0.1458333333333334	0.4693793724864017	-0.08224303146746337	2.308094077476949	-0.2544653354345957	-2.6711654176235924	0.1331998501936169	-0.04999999999999999	-4.979259495100541	0.3876651856282126	0.4257560860779668	0.2356571672638605	0.0845129071122995	-0.0556683492669351	-0.1449697412445357	-0.1900989188141062	0.3604625817562837	0.3677798292068371	0.1359636340811639	-0.0305472117994147	-0.0494512444442648	0.0073172474505534
