order	stake_bin	stim	mean	lo	hi	stake	observed	observed_sem
Risky first	0	ips	0.5110534065938975	0.47562131966024057	0.5475246133541135	12.667230248654299	0.5701588578014938	0.037434839565611305
Risky first	0	vertex	0.5427665353860843	0.5054108621119898	0.5784241691892069	12.667230248654299	0.5583628985884624	0.03999694366946201
Risky first	1	ips	0.5155827143616618	0.47972043203246206	0.5561640817411494	23.082450358562475	0.5165086959823803	0.03184365989712946
Risky first	1	vertex	0.5337362006365545	0.4910988164005634	0.5688132249710092	23.082450358562475	0.5254879878586203	0.04008110266870922
Risky first	2	ips	0.5309034518113466	0.48805479608111185	0.5680478658768132	42.217878391198916	0.5142750816435027	0.043505527983834044
Risky first	2	vertex	0.5155568917838268	0.47326808442675317	0.5517103241615626	42.217878391198916	0.4978310750137376	0.04487004462729665
Risky second	0	ips	0.5161304538402283	0.4776411944363072	0.5580339539324503	12.667230248654299	0.5539721598368215	0.03971352066548918
Risky second	0	vertex	0.48897202475886686	0.44896186353329215	0.52042904338769	12.667230248654299	0.4940239125953411	0.03709325563501315
Risky second	1	ips	0.535660044847285	0.5053753933790421	0.5743426866759463	23.082450358562475	0.6600632980464913	0.03391213943664826
Risky second	1	vertex	0.5317216829953673	0.5006038011695907	0.5651114528746108	23.082450358562475	0.5987324371534898	0.027772313209004338
Risky second	2	ips	0.5712365838839523	0.52690905022296	0.6069147978170535	42.217878391198916	0.6336926732415454	0.03830221367395639
Risky second	2	vertex	0.5788439887597783	0.5381308574466469	0.6180014999620264	42.217878391198916	0.5966871724766462	0.04575468210792034
