order	bin	stim	mean	lo	hi	frac	observed	observed_sem
Risky first	20%	ips	0.2799628153943132	0.2597329575502319	0.30031388557004335	1.5665678719620628	0.2584724799010513	0.036567045304318806
Risky first	20%	vertex	0.29201606738186264	0.27129681057633853	0.3125097999619317	1.5665678719620628	0.2836734693877551	0.041133372494283886
Risky first	32%	ips	0.37097084224308946	0.35088289184763183	0.3871936602068918	1.7840643574502972	0.3685424099709814	0.03696377789926892
Risky first	32%	vertex	0.38102812707922296	0.36264692941411814	0.3997642709680332	1.7840643574502972	0.3529385693671408	0.036095983869916755
Risky first	44%	ips	0.495219478067972	0.478739034634406	0.5138553422028705	2.0758035714285716	0.5117171717171717	0.035876112787416044
Risky first	44%	vertex	0.5033718541225262	0.48468329605366345	0.5211567598338092	2.0758035714285716	0.46951659451659455	0.04230279225889275
Risky first	56%	ips	0.5996300146025234	0.5812341641857655	0.6166001655311248	2.3923324052259587	0.6102380952380952	0.03889802004120507
Risky first	56%	vertex	0.6014266132263874	0.5792984401169847	0.6196153176988118	2.3923324052259587	0.5777777777777777	0.046014094783745414
Risky first	68%	ips	0.6947348997781978	0.6748871563724965	0.7156944991494448	2.7298066595059076	0.7044817927170869	0.040304966103260544
Risky first	68%	vertex	0.690864980267729	0.6691825357754653	0.7140425076741473	2.7298066595059076	0.7084150326797386	0.03685147712292179
Risky first	80%	ips	0.7805292944329401	0.7570995814249216	0.8026647689771401	3.1846923879040663	0.7862698412698413	0.03232222778649627
Risky first	80%	vertex	0.7658086517475033	0.7402009833571609	0.7895878126903693	3.1846923879040663	0.7965079365079365	0.03339170559287082
Risky second	20%	ips	0.32313904100734775	0.2957835460692668	0.3479411768742003	1.5660812943962115	0.3364378478664193	0.03826142357915323
Risky second	20%	vertex	0.2942962228771321	0.27206118703952925	0.31501008507396555	1.5660812943962115	0.2806698063840921	0.03961877840403597
Risky second	32%	ips	0.4338537610326266	0.41309463607404134	0.45586057014451836	1.7865968801313628	0.4897691197691198	0.04369127801036872
Risky second	32%	vertex	0.4037693277156042	0.3832720296138628	0.42114998155278865	1.7865968801313628	0.35310657596371886	0.03586546886638792
Risky second	44%	ips	0.5749248777494708	0.5571099167667853	0.5933589022796156	2.072118226600985	0.6010822510822511	0.04081048824072427
Risky second	44%	vertex	0.552263902659137	0.5314605869539697	0.569028255978534	2.072118226600985	0.5449168375484165	0.03503163460360681
Risky second	56%	ips	0.6832790281251863	0.6643731927570858	0.700003939362913	2.3922231614539307	0.6667460317460318	0.03605639137069605
Risky second	56%	vertex	0.6542188315308848	0.6343807476022898	0.6713201137110762	2.3922231614539307	0.6732395382395383	0.039669132435808496
Risky second	68%	ips	0.7721352848516397	0.7534477912938337	0.7891973540919339	2.7363499245852188	0.7763167388167388	0.03414896062657001
Risky second	68%	vertex	0.7488111825370445	0.7291588279365323	0.7641841286139679	2.7363499245852188	0.7423202614379084	0.030789195430231547
Risky second	80%	ips	0.8375793487544166	0.8175051752493007	0.854947628689896	3.1878139151914366	0.8418253968253968	0.02722916288954559
Risky second	80%	vertex	0.8072649032792976	0.784982979814238	0.8271586144980642	3.1878139151914366	0.8135714285714286	0.02718097721217697
