order	stake_grp	rung	label	where	variant	over_subjects	quantity	value	n_safe
Risky second	1.0	6.0	log-power-n1n2	trials	integrate/median	mean	dp	0.0420416266484087	
Risky first	0.0	1.0	log-power-n1n2	trials	integrate/mean	median	dp	-0.0005863117469133058	
Risky first	0.0	2.0	log-power-n1n2	trials	integrate/mean	median	dp	-0.00041162143604946556	
Risky first	0.0	3.0	log-power-n1n2	trials	integrate/mean	median	dp	0.00079913613450486	
Risky first	0.0	4.0	log-power-n1n2	trials	integrate/mean	median	dp	-0.0011041555903164625	
Risky first	0.0	5.0	log-power-n1n2	trials	integrate/mean	median	dp	-0.0018485812583591754	
Risky first	0.0	6.0	log-power-n1n2	trials	integrate/mean	median	dp	-0.004219211613828774	
Risky first	1.0	1.0	log-power-n1n2	trials	integrate/mean	median	dp	0.0036435064382063496	
Risky first	1.0	2.0	log-power-n1n2	trials	integrate/mean	median	dp	0.006843421797234477	
Risky first	1.0	3.0	log-power-n1n2	trials	integrate/mean	median	dp	0.009859240327904126	
Risky first	1.0	4.0	log-power-n1n2	trials	integrate/mean	median	dp	0.014818260022078302	
Risky first	1.0	5.0	log-power-n1n2	trials	integrate/mean	median	dp	0.013752616765171352	
Risky first	1.0	6.0	log-power-n1n2	trials	integrate/mean	median	dp	0.012568220908488017	
Risky second	0.0	1.0	log-power-n1n2	trials	integrate/mean	median	dp	0.013300689675827346	
Risky second	0.0	2.0	log-power-n1n2	trials	integrate/mean	median	dp	0.013847644306314617	
Risky second	0.0	3.0	log-power-n1n2	trials	integrate/mean	median	dp	0.014263819999789646	
Risky second	0.0	4.0	log-power-n1n2	trials	integrate/mean	median	dp	0.012116468468415157	
Risky second	0.0	5.0	log-power-n1n2	trials	integrate/mean	median	dp	0.006729895481913563	
Risky second	0.0	6.0	log-power-n1n2	trials	integrate/mean	median	dp	0.0007373037847248755	
Risky second	1.0	1.0	log-power-n1n2	trials	integrate/mean	median	dp	-0.0036580016703983732	
Risky second	1.0	2.0	log-power-n1n2	trials	integrate/mean	median	dp	-0.00016149054880449078	
Risky second	1.0	3.0	log-power-n1n2	trials	integrate/mean	median	dp	0.004274603336860871	
Risky second	1.0	4.0	log-power-n1n2	trials	integrate/mean	median	dp	0.009672502891448354	
Risky second	1.0	5.0	log-power-n1n2	trials	integrate/mean	median	dp	0.014579859416616428	
Risky second	1.0	6.0	log-power-n1n2	trials	integrate/mean	median	dp	0.015426912983268048	
Risky first	0.0	1.0	log-power-n1n2	trials	integrate/median	median	dp	0.0004953263898695159	
Risky first	0.0	2.0	log-power-n1n2	trials	integrate/median	median	dp	-0.00038009716473806166	
Risky first	0.0	3.0	log-power-n1n2	trials	integrate/median	median	dp	0.0007217681477994712	
Risky first	0.0	4.0	log-power-n1n2	trials	integrate/median	median	dp	-0.0013194294797783945	
Risky first	0.0	5.0	log-power-n1n2	trials	integrate/median	median	dp	-0.001884443932603829	
Risky first	0.0	6.0	log-power-n1n2	trials	integrate/median	median	dp	-0.004028829158992081	
Risky first	1.0	1.0	log-power-n1n2	trials	integrate/median	median	dp	0.002334980444161574	
Risky first	1.0	2.0	log-power-n1n2	trials	integrate/median	median	dp	0.005772558912411123	
Risky first	1.0	3.0	log-power-n1n2	trials	integrate/median	median	dp	0.008897349123035539	
Risky first	1.0	4.0	log-power-n1n2	trials	integrate/median	median	dp	0.01419644156844126	
Risky first	1.0	5.0	log-power-n1n2	trials	integrate/median	median	dp	0.013640122621715739	
Risky first	1.0	6.0	log-power-n1n2	trials	integrate/median	median	dp	0.01075202447833849	
Risky second	0.0	1.0	log-power-n1n2	trials	integrate/median	median	dp	0.01266977437245656	
Risky second	0.0	2.0	log-power-n1n2	trials	integrate/median	median	dp	0.012515699007975738	
Risky second	0.0	3.0	log-power-n1n2	trials	integrate/median	median	dp	0.013059907182610325	
Risky second	0.0	4.0	log-power-n1n2	trials	integrate/median	median	dp	0.010966702975657236	
Risky second	0.0	5.0	log-power-n1n2	trials	integrate/median	median	dp	0.005509868767878512	
Risky second	0.0	6.0	log-power-n1n2	trials	integrate/median	median	dp	0.000291038064994531	
Risky second	1.0	1.0	log-power-n1n2	trials	integrate/median	median	dp	-0.002807248039538697	
Risky second	1.0	2.0	log-power-n1n2	trials	integrate/median	median	dp	-0.0007185414380146693	
Risky second	1.0	3.0	log-power-n1n2	trials	integrate/median	median	dp	0.0036073643095018704	
Risky second	1.0	4.0	log-power-n1n2	trials	integrate/median	median	dp	0.008589706353622995	
Risky second	1.0	5.0	log-power-n1n2	trials	integrate/median	median	dp	0.014199716707787727	
Risky second	1.0	6.0	log-power-n1n2	trials	integrate/median	median	dp	0.015036600790896432	
Risky first	0.0	1.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	-0.01781239205254229	
Risky first	0.0	2.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	-0.016849064167951164	
Risky first	0.0	3.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	-0.012904152167109644	
Risky first	0.0	4.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	-0.012495053258147926	
Risky first	0.0	5.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	-0.01097969841818894	
Risky first	0.0	6.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	-0.007355609105280727	
Risky first	1.0	1.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	0.010436272302111686	
Risky first	1.0	2.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	0.015674762618702456	
Risky first	1.0	3.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	0.024860164869464206	
Risky first	1.0	4.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	0.029121150695874384	
Risky first	1.0	5.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	0.03724248134531624	
Risky first	1.0	6.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	0.04677013782303357	
Risky second	0.0	1.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	0.01843671728419919	
Risky second	0.0	2.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	0.01683017103017067	
Risky second	0.0	3.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	0.014102749955398739	
Risky second	0.0	4.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	0.011056104712400679	
Risky second	0.0	5.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	0.012914583279324323	
Risky second	0.0	6.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	0.014107122051858096	
Risky second	1.0	1.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	0.009513365055505141	
Risky second	1.0	2.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	0.01639744195314571	
Risky second	1.0	3.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	0.026364181956589593	
Risky second	1.0	4.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	0.030879730467362254	
Risky second	1.0	5.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	0.04402964208915172	
Risky second	1.0	6.0	log-power-n1n2	trials	integrate/mean	mean	num_shift	0.0590746750915775	
Risky first	0.0	1.0	log-power-n1n2	trials	integrate/median	mean	num_shift	-0.017253524943203633	
Risky first	0.0	2.0	log-power-n1n2	trials	integrate/median	mean	num_shift	-0.016304979224081584	
Risky first	0.0	3.0	log-power-n1n2	trials	integrate/median	mean	num_shift	-0.012170682551903168	
Risky first	0.0	4.0	log-power-n1n2	trials	integrate/median	mean	num_shift	-0.01170212943598842	
Risky first	0.0	5.0	log-power-n1n2	trials	integrate/median	mean	num_shift	-0.010090804605888171	
Risky first	0.0	6.0	log-power-n1n2	trials	integrate/median	mean	num_shift	-0.007436241968416123	
Risky first	1.0	1.0	log-power-n1n2	trials	integrate/median	mean	num_shift	0.010357179084573532	
Risky first	1.0	2.0	log-power-n1n2	trials	integrate/median	mean	num_shift	0.015520293125563646	
Risky first	1.0	3.0	log-power-n1n2	trials	integrate/median	mean	num_shift	0.02447813523029442	
Risky first	1.0	4.0	log-power-n1n2	trials	integrate/median	mean	num_shift	0.028693584183278945	
Risky first	1.0	5.0	log-power-n1n2	trials	integrate/median	mean	num_shift	0.03679174281881208	
Risky first	1.0	6.0	log-power-n1n2	trials	integrate/median	mean	num_shift	0.04558659420178739	
Risky second	0.0	1.0	log-power-n1n2	trials	integrate/median	mean	num_shift	0.01797688484323604	
Risky second	0.0	2.0	log-power-n1n2	trials	integrate/median	mean	num_shift	0.01632081482739635	
Risky second	0.0	3.0	log-power-n1n2	trials	integrate/median	mean	num_shift	0.013855502175851863	
Risky second	0.0	4.0	log-power-n1n2	trials	integrate/median	mean	num_shift	0.011135971656224864	
Risky second	0.0	5.0	log-power-n1n2	trials	integrate/median	mean	num_shift	0.01243777697340363	
Risky second	0.0	6.0	log-power-n1n2	trials	integrate/median	mean	num_shift	0.013738494209131327	
Risky second	1.0	1.0	log-power-n1n2	trials	integrate/median	mean	num_shift	0.010088361442477312	
Risky second	1.0	2.0	log-power-n1n2	trials	integrate/median	mean	num_shift	0.016257022412341754	
Risky second	1.0	3.0	log-power-n1n2	trials	integrate/median	mean	num_shift	0.025197248586249343	
Risky second	1.0	4.0	log-power-n1n2	trials	integrate/median	mean	num_shift	0.029992772575678964	
Risky second	1.0	5.0	log-power-n1n2	trials	integrate/median	mean	num_shift	0.04337302319385596	
Risky second	1.0	6.0	log-power-n1n2	trials	integrate/median	mean	num_shift	0.05885586741828203	
Risky first	0.0	1.0	log-power-n1n2	trials	integrate/mean	median	num_shift	-0.0017845131503824124	
Risky first	0.0	2.0	log-power-n1n2	trials	integrate/mean	median	num_shift	-0.0008446475808361461	
Risky first	0.0	3.0	log-power-n1n2	trials	integrate/mean	median	num_shift	0.0005213567675170717	
Risky first	0.0	4.0	log-power-n1n2	trials	integrate/mean	median	num_shift	-0.000774537042520405	
Risky first	0.0	5.0	log-power-n1n2	trials	integrate/mean	median	num_shift	-0.0007986841910736166	
Risky first	0.0	6.0	log-power-n1n2	trials	integrate/mean	median	num_shift	-0.0014379820408183558	
Risky first	1.0	1.0	log-power-n1n2	trials	integrate/mean	median	num_shift	0.009969196383181039	
Risky first	1.0	2.0	log-power-n1n2	trials	integrate/mean	median	num_shift	0.011677795913036828	
Risky first	1.0	3.0	log-power-n1n2	trials	integrate/mean	median	num_shift	0.014645044398604225	
Risky first	1.0	4.0	log-power-n1n2	trials	integrate/mean	median	num_shift	0.014716750036565772	
Risky first	1.0	5.0	log-power-n1n2	trials	integrate/mean	median	num_shift	0.01616971258822573	
Risky first	1.0	6.0	log-power-n1n2	trials	integrate/mean	median	num_shift	0.019098227466775572	
Risky second	0.0	1.0	log-power-n1n2	trials	integrate/mean	median	num_shift	0.015095604342176206	
Risky second	0.0	2.0	log-power-n1n2	trials	integrate/mean	median	num_shift	0.014150522212678606	
Risky second	0.0	3.0	log-power-n1n2	trials	integrate/mean	median	num_shift	0.012007428789269376	
Risky second	0.0	4.0	log-power-n1n2	trials	integrate/mean	median	num_shift	0.010652951279793035	
Risky second	0.0	5.0	log-power-n1n2	trials	integrate/mean	median	num_shift	0.010961819945819254	
Risky second	0.0	6.0	log-power-n1n2	trials	integrate/mean	median	num_shift	0.008230813979619422	
Risky second	1.0	1.0	log-power-n1n2	trials	integrate/mean	median	num_shift	-0.002873624591907251	
Risky second	1.0	2.0	log-power-n1n2	trials	integrate/mean	median	num_shift	-0.0012375539803771041	
Risky second	1.0	3.0	log-power-n1n2	trials	integrate/mean	median	num_shift	0.0010716171747836992	
Risky second	1.0	4.0	log-power-n1n2	trials	integrate/mean	median	num_shift	0.004372200977277853	
Risky second	1.0	5.0	log-power-n1n2	trials	integrate/mean	median	num_shift	0.008296539990285876	
Risky second	1.0	6.0	log-power-n1n2	trials	integrate/mean	median	num_shift	0.0141075524905096	
Risky first	0.0	1.0	log-power-n1n2	trials	integrate/median	median	num_shift	-0.0016662869997329799	
Risky first	0.0	2.0	log-power-n1n2	trials	integrate/median	median	num_shift	-4.0920989499371174e-05	
Risky first	0.0	3.0	log-power-n1n2	trials	integrate/median	median	num_shift	0.0004926253480904882	
Risky first	0.0	4.0	log-power-n1n2	trials	integrate/median	median	num_shift	-0.000745910021682513	
Risky first	0.0	5.0	log-power-n1n2	trials	integrate/median	median	num_shift	-0.000816804584133024	
Risky first	0.0	6.0	log-power-n1n2	trials	integrate/median	median	num_shift	-0.0010869167466510121	
Risky first	1.0	1.0	log-power-n1n2	trials	integrate/median	median	num_shift	0.008820739195572039	
Risky first	1.0	2.0	log-power-n1n2	trials	integrate/median	median	num_shift	0.010679085263476454	
Risky first	1.0	3.0	log-power-n1n2	trials	integrate/median	median	num_shift	0.013928264157440515	
Risky first	1.0	4.0	log-power-n1n2	trials	integrate/median	median	num_shift	0.013797000198782874	
Risky first	1.0	5.0	log-power-n1n2	trials	integrate/median	median	num_shift	0.015949477639590037	
Risky first	1.0	6.0	log-power-n1n2	trials	integrate/median	median	num_shift	0.018419046073026264	
Risky second	0.0	1.0	log-power-n1n2	trials	integrate/median	median	num_shift	0.014009814721618219	
Risky second	0.0	2.0	log-power-n1n2	trials	integrate/median	median	num_shift	0.012766424977852343	
Risky second	0.0	3.0	log-power-n1n2	trials	integrate/median	median	num_shift	0.011615070886182105	
Risky second	0.0	4.0	log-power-n1n2	trials	integrate/median	median	num_shift	0.01020674306637434	
Risky second	0.0	5.0	log-power-n1n2	trials	integrate/median	median	num_shift	0.010043529591101164	
Risky second	0.0	6.0	log-power-n1n2	trials	integrate/median	median	num_shift	0.007436696077735991	
Risky second	1.0	1.0	log-power-n1n2	trials	integrate/median	median	num_shift	-0.0024286445363170817	
Risky second	1.0	2.0	log-power-n1n2	trials	integrate/median	median	num_shift	-0.0018055768861437171	
Risky second	1.0	3.0	log-power-n1n2	trials	integrate/median	median	num_shift	0.0009385093565716651	
Risky second	1.0	4.0	log-power-n1n2	trials	integrate/median	median	num_shift	0.0035479792253251263	
Risky second	1.0	5.0	log-power-n1n2	trials	integrate/median	median	num_shift	0.007883997633440016	
Risky second	1.0	6.0	log-power-n1n2	trials	integrate/median	median	num_shift	0.012962803134257794	
Risky first	0.0	1.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0853383159770167	
Risky first	0.0	2.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0828951960952202	
Risky first	0.0	3.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0763394578924874	
Risky first	0.0	4.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0760681361944804	
Risky first	0.0	5.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0728665345391786	
Risky first	0.0	6.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0672336674160565	
Risky first	1.0	1.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0291988884405023	
Risky first	1.0	2.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0295133937747993	
Risky first	1.0	3.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0261649901150438	
Risky first	1.0	4.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0287020562196205	
Risky first	1.0	5.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0288370772780053	
Risky first	1.0	6.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0264705681215245	
Risky second	0.0	1.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.08538966551302	
Risky second	0.0	2.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0833933248274081	
Risky second	0.0	3.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0755163123330909	
Risky second	0.0	4.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0771502009651852	
Risky second	0.0	5.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0715118914743484	
Risky second	0.0	6.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0615910801881905	
Risky second	1.0	1.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0163513581184336	
Risky second	1.0	2.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0120767466072418	
Risky second	1.0	3.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.0029872517727785	
Risky second	1.0	4.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	1.002686085225023	
Risky second	1.0	5.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	0.9971416174924511	
Risky second	1.0	6.0	log-power-n1n2	trials	integrate/mean	mean	den_ratio	0.9880912583840269	
Risky first	0.0	1.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.0839035215727963	
Risky first	0.0	2.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.0816701871498444	
Risky first	0.0	3.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.0759788764060183	
Risky first	0.0	4.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.0753241482028275	
Risky first	0.0	5.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.071092842634555	
Risky first	0.0	6.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.0663471739095254	
Risky first	1.0	1.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.0281088781521706	
Risky first	1.0	2.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.0277357019949547	
Risky first	1.0	3.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.0236961083902378	
Risky first	1.0	4.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.0267067454795447	
Risky first	1.0	5.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.027089766011784	
Risky first	1.0	6.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.0241368214378952	
Risky second	0.0	1.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.0834946075345682	
Risky second	0.0	2.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.0820445419929996	
Risky second	0.0	3.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.0750359807030754	
Risky second	0.0	4.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.0766787521183891	
Risky second	0.0	5.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.071509784549232	
Risky second	0.0	6.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.0606394917537785	
Risky second	1.0	1.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.0164223165346822	
Risky second	1.0	2.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.0116597146355897	
Risky second	1.0	3.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.0020411618057947	
Risky second	1.0	4.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	1.0015536332737465	
Risky second	1.0	5.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	0.9967460678073703	
Risky second	1.0	6.0	log-power-n1n2	trials	integrate/median	mean	den_ratio	0.9869299390155646	
Risky first	0.0	1.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	1.052264766138161	
Risky first	0.0	2.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	1.05094886944701	
Risky first	0.0	3.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	1.0454621273615523	
Risky first	0.0	4.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	1.042224774509629	
Risky first	0.0	5.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	1.0378616334601893	
Risky first	0.0	6.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	1.0307852571721476	
Risky first	1.0	1.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	1.0021643701686862	
Risky first	1.0	2.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	1.0030017076554167	
Risky first	1.0	3.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	0.9997071317910914	
Risky first	1.0	4.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	1.0027675052343477	
Risky first	1.0	5.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	1.0041559237397797	
Risky first	1.0	6.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	1.0001144427609636	
Risky second	0.0	1.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	1.0598475623645358	
Risky second	0.0	2.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	1.0583758203814775	
Risky second	0.0	3.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	1.0522645377270388	
Risky second	0.0	4.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	1.052728186529942	
Risky second	0.0	5.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	1.0479645756577716	
Risky second	0.0	6.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	1.0384183052141793	
Risky second	1.0	1.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	0.9938837954314991	
Risky second	1.0	2.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	0.9919828123848784	
Risky second	1.0	3.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	0.9839948917041761	
Risky second	1.0	4.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	0.9847056851176137	
Risky second	1.0	5.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	0.9806146361628041	
Risky second	1.0	6.0	log-power-n1n2	trials	integrate/mean	median	den_ratio	0.9720149589911753	
Risky first	0.0	1.0	log-power-n1n2	trials	integrate/median	median	den_ratio	1.0514751832555895	
Risky first	0.0	2.0	log-power-n1n2	trials	integrate/median	median	den_ratio	1.0499965484749338	
Risky first	0.0	3.0	log-power-n1n2	trials	integrate/median	median	den_ratio	1.0451542666382645	
Risky first	0.0	4.0	log-power-n1n2	trials	integrate/median	median	den_ratio	1.0421555921072665	
Risky first	0.0	5.0	log-power-n1n2	trials	integrate/median	median	den_ratio	1.0383210382035184	
Risky first	0.0	6.0	log-power-n1n2	trials	integrate/median	median	den_ratio	1.0314020053815303	
Risky first	1.0	1.0	log-power-n1n2	trials	integrate/median	median	den_ratio	1.001242850636223	
Risky first	1.0	2.0	log-power-n1n2	trials	integrate/median	median	den_ratio	1.002454238644017	
Risky first	1.0	3.0	log-power-n1n2	trials	integrate/median	median	den_ratio	0.9973890961311955	
Risky first	1.0	4.0	log-power-n1n2	trials	integrate/median	median	den_ratio	0.9997443682189258	
Risky first	1.0	5.0	log-power-n1n2	trials	integrate/median	median	den_ratio	1.002690890912604	
Risky first	1.0	6.0	log-power-n1n2	trials	integrate/median	median	den_ratio	0.9969410854813106	
Risky second	0.0	1.0	log-power-n1n2	trials	integrate/median	median	den_ratio	1.0603903797917602	
Risky second	0.0	2.0	log-power-n1n2	trials	integrate/median	median	den_ratio	1.0569427012143784	
Risky second	0.0	3.0	log-power-n1n2	trials	integrate/median	median	den_ratio	1.0535586327845974	
Risky second	0.0	4.0	log-power-n1n2	trials	integrate/median	median	den_ratio	1.0523379553783214	
Risky second	0.0	5.0	log-power-n1n2	trials	integrate/median	median	den_ratio	1.0474398973156278	
Risky second	0.0	6.0	log-power-n1n2	trials	integrate/median	median	den_ratio	1.0358048663427204	
Risky second	1.0	1.0	log-power-n1n2	trials	integrate/median	median	den_ratio	0.9947540808106212	
Risky second	1.0	2.0	log-power-n1n2	trials	integrate/median	median	den_ratio	0.992609813432396	
