order	stake_grp	rung	label	where	variant	over_subjects	quantity	value	n_safe
Risky first	0.0	5.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.7802416798069354	
Risky first	0.0	6.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.8707480036881566	
Risky first	1.0	1.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.22152889901074801	
Risky first	1.0	2.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.29793680529334227	
Risky first	1.0	3.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.3909328801456422	
Risky first	1.0	4.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.5143497478971915	
Risky first	1.0	5.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.6224494564275429	
Risky first	1.0	6.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.7210534948082521	
Risky second	0.0	1.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.26684857168292647	
Risky second	0.0	2.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.38027781395147825	
Risky second	0.0	3.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.5275596612780846	
Risky second	0.0	4.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.671975283399303	
Risky second	0.0	5.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.7774717223633582	
Risky second	0.0	6.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.8638141205397651	
Risky second	1.0	1.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.31397123597611903	
Risky second	1.0	2.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.41445038542281426	
Risky second	1.0	3.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.5223142121922087	
Risky second	1.0	4.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.6364387654035599	
Risky second	1.0	5.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.720830838178539	
Risky second	1.0	6.0	log-power-n1n2pmusd	trials	integrate/mean	mean	p_vertex	0.7886854793907676	
Risky first	0.0	1.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.30150183937962716	
Risky first	0.0	2.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.40088826648207954	
Risky first	0.0	3.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.521502612920484	
Risky first	0.0	4.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.6731082417978033	
Risky first	0.0	5.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.7801392425519585	
Risky first	0.0	6.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.8707370732018711	
Risky first	1.0	1.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.22155777626544326	
Risky first	1.0	2.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.2974604343512865	
Risky first	1.0	3.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.39116214044203257	
Risky first	1.0	4.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.5148119223612385	
Risky first	1.0	5.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.6227030309073971	
Risky first	1.0	6.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.721425842740858	
Risky second	0.0	1.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.2662424597833176	
Risky second	0.0	2.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.3798047467576909	
Risky second	0.0	3.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.5277764548893706	
Risky second	0.0	4.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.6716318058039015	
Risky second	0.0	5.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.7767845902557995	
Risky second	0.0	6.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.8645701357933421	
Risky second	1.0	1.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.3136031603641378	
Risky second	1.0	2.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.4144011861914326	
Risky second	1.0	3.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.5220066145495417	
Risky second	1.0	4.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.6364462687664056	
Risky second	1.0	5.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.72104085858567	
Risky second	1.0	6.0	log-power-n1n2pmusd	trials	integrate/median	mean	p_vertex	0.788749390403817	
Risky first	0.0	1.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.24812950636339473	
Risky first	0.0	2.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.38451788426550876	
Risky first	0.0	3.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.5362942047626728	
Risky first	0.0	4.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.7024037454955433	
Risky first	0.0	5.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.8224363334360689	
Risky first	0.0	6.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.9117501350479429	
Risky first	1.0	1.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.14607104421897155	
Risky first	1.0	2.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.2602966876708244	
Risky first	1.0	3.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.3995369788909784	
Risky first	1.0	4.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.566045418075481	
Risky first	1.0	5.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.7038486040883539	
Risky first	1.0	6.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.8106539144184766	
Risky second	0.0	1.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.21550475779583741	
Risky second	0.0	2.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.3521315347900324	
Risky second	0.0	3.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.5219327671985918	
Risky second	0.0	4.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.6977756282812817	
Risky second	0.0	5.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.8171952200183722	
Risky second	0.0	6.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.9103191457646744	
Risky second	1.0	1.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.28312180602461706	
Risky second	1.0	2.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.42127294973791507	
Risky second	1.0	3.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.5736929326244662	
Risky second	1.0	4.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.7088209370670613	
Risky second	1.0	5.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.8135785358325096	
Risky second	1.0	6.0	log-power-n1n2pmusd	trials	integrate/mean	median	p_vertex	0.8837998486954882	
Risky first	0.0	1.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.24822100036691103	
Risky first	0.0	2.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.38507571517417943	
Risky first	0.0	3.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.53625582253425	
Risky first	0.0	4.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.7042113198425508	
Risky first	0.0	5.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.8248983300520091	
Risky first	0.0	6.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.9123310571396521	
Risky first	1.0	1.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.14522029667449438	
Risky first	1.0	2.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.2622402658156267	
Risky first	1.0	3.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.4011496179109618	
Risky first	1.0	4.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.5679273441152017	
Risky first	1.0	5.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.7053433618942805	
Risky first	1.0	6.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.8147063572071533	
Risky second	0.0	1.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.21413195348095238	
Risky second	0.0	2.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.34979156644617715	
Risky second	0.0	3.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.5204455398256559	
Risky second	0.0	4.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.697796317720631	
Risky second	0.0	5.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.817198457460536	
Risky second	0.0	6.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.9101720575722293	
Risky second	1.0	1.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.28010011576579597	
Risky second	1.0	2.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.4231889448119884	
Risky second	1.0	3.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.5734635461133879	
Risky second	1.0	4.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.7102804133842227	
Risky second	1.0	5.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.8142241912451906	
Risky second	1.0	6.0	log-power-n1n2pmusd	trials	integrate/median	median	p_vertex	0.8848603171408003	
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	dp	0.014812698830242367	7.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	dp	0.025562171538570364	10.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	dp	0.024469162860862412	14.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	dp	0.021646857793475447	20.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	dp	0.023597836270614344	28.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	dp	0.03927260226274366	7.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	dp	0.03533805865226345	10.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	dp	0.03270098671440888	14.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	dp	0.031038646557264248	20.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	dp	0.030602763209759028	28.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	dp	0.015451070451305095	7.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	dp	0.025577721912030144	10.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	dp	0.025035236582645826	14.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	dp	0.021769156745087337	20.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	dp	0.023151391922149617	28.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	dp	0.03876016002452252	7.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	dp	0.036025885023960535	10.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	dp	0.032377898498528845	14.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	dp	0.031179446195956348	20.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	dp	0.03095275914083999	28.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	dp	0.023055992431798088	7.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	dp	0.02897303470835058	10.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	dp	0.025835657774951334	14.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	dp	0.02218000597487202	20.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	dp	0.014636387893524958	28.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	dp	0.037001684736917805	7.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	dp	0.03316024388907001	10.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	dp	0.023122062030690577	14.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	dp	0.017587097679542217	20.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	dp	0.020198021203141472	28.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	dp	0.021538823160472037	7.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	dp	0.028700053809393812	10.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	dp	0.026691485116349584	14.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	dp	0.022535538964008964	20.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	dp	0.014609376218202394	28.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	dp	0.036578373703787165	7.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	dp	0.03290081107336501	10.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	dp	0.022805017285016025	14.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	dp	0.016501688680280853	20.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	dp	0.021245999296091406	28.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	num_shift	0.013145037191294584	7.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	num_shift	0.02316453266514655	10.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	num_shift	0.03050300060111355	14.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	num_shift	0.03585487038351884	20.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	num_shift	0.03871522664876066	28.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	num_shift	0.04348929588935255	7.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	num_shift	0.03517007034014774	10.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	num_shift	0.03334435838898395	14.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	num_shift	0.038047786212182036	20.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	num_shift	0.04912992190899905	28.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	num_shift	0.013099084765638636	7.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	num_shift	0.02366660315573444	10.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	num_shift	0.030635812003454638	14.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	num_shift	0.036258039476776555	20.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	num_shift	0.038722112331003	28.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	num_shift	0.043766966197824705	7.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	num_shift	0.03548178570187176	10.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	num_shift	0.033388855398244516	14.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	num_shift	0.03791697667115851	20.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	num_shift	0.04923106008034123	28.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	num_shift	0.025792570363693867	7.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	num_shift	0.027628903077039354	10.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	num_shift	0.026576726063374814	14.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	num_shift	0.024113095885479368	20.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	num_shift	0.020755477277569084	28.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	num_shift	0.037785836465154515	7.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	num_shift	0.030188274392852134	10.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	num_shift	0.02188007993374246	14.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	num_shift	0.018681029974346237	20.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	num_shift	0.022634109787598902	28.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	num_shift	0.025386380541913427	7.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	num_shift	0.026378204651091558	10.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	num_shift	0.02719495895249152	14.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	num_shift	0.02279653125758581	20.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	num_shift	0.02008096679466997	28.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	num_shift	0.03703733719669722	7.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	num_shift	0.030796466292237198	10.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	num_shift	0.021442206708151376	14.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	num_shift	0.01763108459268955	20.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	num_shift	0.022741988881748124	28.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	den_ratio	1.0967191299533017	7.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	den_ratio	1.0908133711659098	10.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	den_ratio	1.086702588135501	14.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	den_ratio	1.0830878113650444	20.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	den_ratio	1.0798219297426779	28.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	den_ratio	1.0788679637864307	7.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	den_ratio	1.0694833402430561	10.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	den_ratio	1.0619712413334148	14.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	den_ratio	1.0546206015803399	20.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	den_ratio	1.0477860715318814	28.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	den_ratio	1.0953292781873993	7.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	den_ratio	1.0875696174935587	10.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	den_ratio	1.0832718843704672	14.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	den_ratio	1.0783765608224796	20.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	den_ratio	1.073657438259632	28.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	den_ratio	1.0767095143662782	7.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	den_ratio	1.067887818040437	10.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	den_ratio	1.0583117604339027	14.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	den_ratio	1.0526719397662068	20.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	den_ratio	1.0469480572227243	28.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	den_ratio	1.0720874613350337	7.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	den_ratio	1.074964246800723	10.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	den_ratio	1.077572800887563	14.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	den_ratio	1.0778324335956966	20.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	den_ratio	1.0769530405692054	28.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	den_ratio	1.0560078229328627	7.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	den_ratio	1.0533677980235632	10.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	den_ratio	1.051537252021239	14.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	den_ratio	1.0489034852969157	20.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	den_ratio	1.0440166279698626	28.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	den_ratio	1.0686282773341662	7.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	den_ratio	1.0751319051335808	10.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	den_ratio	1.0733220100394987	14.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	den_ratio	1.0738564333200586	20.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	den_ratio	1.0708001715491409	28.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	den_ratio	1.053175824138619	7.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	den_ratio	1.0502287092444091	10.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	den_ratio	1.0497167496007795	14.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	den_ratio	1.0449574608101795	20.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	den_ratio	1.0409863827182586	28.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postR	0.02997836647606026	7.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postR	0.02884871655227605	10.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postR	0.02608307525616879	14.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postR	0.021408015034104288	20.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postR	0.015854022040801854	28.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postR	0.0329881057351699	7.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postR	0.023723635142509466	10.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postR	0.01853416657319624	14.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postR	0.01743710391280384	20.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postR	0.021352952964907145	28.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	d_postR	0.029469729650216336	7.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	d_postR	0.028437607529649897	10.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	d_postR	0.026479766598050347	14.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	d_postR	0.022201188293919434	20.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	d_postR	0.017020336849702125	28.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	d_postR	0.032761832237080915	7.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	d_postR	0.02295741681978077	10.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	d_postR	0.018401491722819865	14.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	d_postR	0.018385080395896675	20.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	d_postR	0.022517199954324545	28.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	d_postR	0.03374229258621	7.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	d_postR	0.028016949735175326	10.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	d_postR	0.021010927428069415	14.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	d_postR	0.011284611047217452	20.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	median	d_postR	0.0013814187538098033	28.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	d_postR	0.018442872718211135	7.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	d_postR	0.013409570988486007	10.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	d_postR	0.009476317071419256	14.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	d_postR	0.004258882892698827	20.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	median	d_postR	0.0005312454516146065	28.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	d_postR	0.03314616908856349	7.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	d_postR	0.02753039731283104	10.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	d_postR	0.019359605944702245	14.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	d_postR	0.011584769340468298	20.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	median	d_postR	0.0018347756986142696	28.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	d_postR	0.01689638885783044	7.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	d_postR	0.012655830515429695	10.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	d_postR	0.008797051035055976	14.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	d_postR	0.004796984804988099	20.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	median	d_postR	0.0021681346532899104	28.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postS	0.016833329284765674	7.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postS	0.005684183887129498	10.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postS	-0.00441992534494476	14.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postS	-0.01444685534941455	20.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postS	-0.022861204607958808	28.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postS	-0.010501190154182636	7.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postS	-0.011446435197638273	10.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postS	-0.014810191815787702	14.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postS	-0.020610682299378194	20.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/mean	mean	d_postS	-0.0277769689440919	28.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	d_postS	0.0163212285456385	7.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	d_postS	0.005398526923494286	10.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	d_postS	-0.004507954240523259	14.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	d_postS	-0.013839593829277666	20.0
Risky first			log-power-n1n2pmusd	trials_safe	integrate/median	mean	d_postS	-0.0230160526096322	28.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	d_postS	-0.011782049621376883	7.0
Risky second			log-power-n1n2pmusd	trials_safe	integrate/median	mean	d_postS	-0.011730555818826515	10.0
