label	order	n_safe	ratio	n_risky	quantity	lo	mid	hi
log-weber+affine-n1n2.pathfinder	Risky first	7.0	1.2	8.4	rel_risky	-4.850606860441412	-0.588285485469774	3.252869118127527
log-weber+affine-n1n2.pathfinder	Risky first	7.0	1.2547336039483463	8.783135227638425	rel_risky	-4.6516586437992755	-0.5568914199797463	3.0930478189913493
log-weber+affine-n1n2.pathfinder	Risky first	7.0	1.3119636807310047	9.183745765117033	rel_risky	-4.44970520546783	-0.5210106211973022	2.933194580596119
log-weber+affine-n1n2.pathfinder	Risky first	7.0	1.3718040978107926	9.602628684675548	rel_risky	-4.269251956313799	-0.49271565216946966	2.7710093448310618
log-weber+affine-n1n2.pathfinder	Risky first	7.0	1.4343739162977047	10.040617414083933	rel_risky	-4.042624517725901	-0.46432655000480644	2.604972888961885
log-weber+affine-n1n2.pathfinder	Risky first	7.0	1.4997976278381022	10.498583394866715	rel_risky	-3.885636352519947	-0.4310168304754366	2.4520083980258516
log-weber+affine-n1n2.pathfinder	Risky first	7.0	1.5682054023087357	10.97743781616115	rel_risky	-3.65319673383677	-0.39876173870975967	2.3034043178290378
log-weber+affine-n1n2.pathfinder	Risky first	7.0	1.6397333468084219	11.478133427658953	rel_risky	-3.4735317904373626	-0.36871940248988627	2.1621822057579667
log-weber+affine-n1n2.pathfinder	Risky first	7.0	1.714523776462679	12.001666435238754	rel_risky	-3.2755974036219553	-0.3383106806434789	2.0109695276654524
log-weber+affine-n1n2.pathfinder	Risky first	7.0	1.792725497580122	12.549078483060853	rel_risky	-3.0728472932949162	-0.30877564966599674	1.8546486423989599
log-weber+affine-n1n2.pathfinder	Risky first	7.0	1.874494103723999	13.121458726067994	rel_risky	-2.873132186688031	-0.274830945586113	1.71494237872552
log-weber+affine-n1n2.pathfinder	Risky first	7.0	1.959992285287949	13.719945997015643	rel_risky	-2.6865115198665923	-0.2402125051774644	1.5631942916114854
log-weber+affine-n1n2.pathfinder	Risky first	7.0	2.0493901531919194	14.345731072343437	rel_risky	-2.4651660682445247	-0.20830175081100988	1.429706311989045
log-weber+affine-n1n2.pathfinder	Risky first	7.0	2.142865577342292	15.000059041396046	rel_risky	-2.2831727314427415	-0.1693008307134795	1.2960716260721685
log-weber+affine-n1n2.pathfinder	Risky first	7.0	2.2406045405296235	15.684231783707364	rel_risky	-2.131453747095942	-0.13174985440209533	1.1581089168463126
log-weber+affine-n1n2.pathfinder	Risky first	7.0	2.342801508468136	16.399610559276955	rel_risky	-1.955315758540399	-0.09573252436395426	1.0341181450974628
