label	space	form	placement	memory_model	n_par	elpd_loo	se	p_loo	frac_k_gt_07	max_k
log-spl7-n1n2.mapjitter	log	spl7	n1n2	independent	18	-4183.358295612029	46.9138939420585	334.04773373131866	0.0002399520095980804	0.7904568854850189
