label	space	form	placement	memory_model	n_par	elpd_loo	se	p_loo	frac_k_gt_07	max_k
log-spl3-pmusd	log	spl3	pmusd	shared_perceptual_noise	10	-4130.994164571099	46.9480343130248	222.14161231265552	0.0	0.6650459774536172
