label	parameter	order	stake	observed	model	lo	hi	ppp	n
log-power-n1n2psd	slope	Risky second	low	-0.7024646713461231	-0.38988374563521666	-0.8542735457865213	0.08468434807557579	0.11	200
log-power-n1n2psd	rnp	Risky second	low	0.048661017293143094	0.023649533679636348	-0.003426989413217801	0.04814429593119758	0.975	200
log-power-n1n2psd	slope	Risky second	high	-0.14615290313619944	-0.09794789034584694	-0.45794204841632946	0.32014020579755614	0.39	200
log-power-n1n2psd	rnp	Risky second	high	0.05137914675857136	0.036759597696309904	-0.012341807077044083	0.09975373898906832	0.685	200
log-power-n1n2psd	slope	Risky first	low	-0.23033198068514027	-0.23727010451014907	-0.6207960561457796	0.22318645562793674	0.515	200
log-power-n1n2psd	rnp	Risky first	low	0.004560177114007691	0.005762853660498057	-0.0200446949803791	0.03158558605714546	0.465	200
log-power-n1n2psd	slope	Risky first	high	0.12198712391306055	-0.031023597704904704	-0.32330668950736025	0.3282152360377046	0.79	200
log-power-n1n2psd	rnp	Risky first	high	0.005324676133122819	0.011022557724141041	-0.02260898951323658	0.052840340756425644	0.36	200
