label	parameter	order	stake	observed	model	lo	hi	ppp	n
log-power-psd	slope	Risky second	low	-0.7024646713461231	-0.28087738627038106	-0.6842363263792183	0.12193383938143464	0.025	200
log-power-psd	rnp	Risky second	low	0.048661017293143094	0.015257163534845242	-0.009774125207739745	0.036223318131586385	0.995	200
log-power-psd	slope	Risky second	high	-0.14615290313619944	-0.08563520880479014	-0.42598330532343626	0.22794627675107088	0.375	200
log-power-psd	rnp	Risky second	high	0.05137914675857136	0.036354061424771766	-0.007818392201122525	0.08019380077717966	0.74	200
log-power-psd	slope	Risky first	low	-0.23033198068514027	-0.19325653828470246	-0.5895515418161369	0.2265588747763887	0.425	200
log-power-psd	rnp	Risky first	low	0.004560177114007691	0.011587617754750923	-0.015887563650214247	0.034120946140749765	0.3	200
log-power-psd	slope	Risky first	high	0.12198712391306055	-0.07658018640699471	-0.3936419008441947	0.28639380059176683	0.825	200
log-power-psd	rnp	Risky first	high	0.005324676133122819	0.01112203249344737	-0.014158308650093756	0.04103948443935679	0.295	200
