label	parameter	order	stake	observed	model	lo	hi	ppp	n
log-power-n1n2	slope	Risky second	low	-0.7024646713461231	-0.3808059510461821	-0.8084137776105709	0.031864250326521536	0.055	200
log-power-n1n2	rnp	Risky second	low	0.048661017293143094	0.011684067422253419	-0.01119263380158107	0.03441971221059604	1.0	200
log-power-n1n2	slope	Risky second	high	-0.14615290313619944	0.013793989434078058	-0.3819163321818234	0.4061387949724591	0.255	200
log-power-n1n2	rnp	Risky second	high	0.05137914675857136	0.021755336420878624	-0.025958779785584737	0.07549903470702844	0.87	200
log-power-n1n2	slope	Risky first	low	-0.23033198068514027	-0.1719839050238161	-0.4784054527990918	0.19507586998959706	0.38	200
log-power-n1n2	rnp	Risky first	low	0.004560177114007691	-0.003679643264665189	-0.027676115247225574	0.022157995367681437	0.76	200
log-power-n1n2	slope	Risky first	high	0.12198712391306055	0.04571378069840615	-0.308733860031596	0.43757820547692533	0.645	200
log-power-n1n2	rnp	Risky first	high	0.005324676133122819	0.004178240221178131	-0.025937997619721553	0.04397387225937495	0.525	200
