label	parameter	order	stake	observed	model	lo	hi	ppp	n
log-power-n2	slope	Risky second	low	-0.7024646713461231	-0.36889371002954685	-0.795895388748223	-0.03733181046163053	0.08	200
log-power-n2	rnp	Risky second	low	0.048661017293143094	0.007676128343035105	-0.01899772861013237	0.02890192486704647	1.0	200
log-power-n2	slope	Risky second	high	-0.14615290313619944	0.07011197602840069	-0.3079041910146893	0.4369443630990677	0.125	200
log-power-n2	rnp	Risky second	high	0.05137914675857136	0.007551149979961147	-0.030140764460392357	0.04994477724929566	0.975	200
log-power-n2	slope	Risky first	low	-0.23033198068514027	-0.38525666053073193	-0.70230492934045	0.06013473545015113	0.755	200
log-power-n2	rnp	Risky first	low	0.004560177114007691	-0.007840545457472592	-0.03458655287314525	0.016213217505597413	0.875	200
log-power-n2	slope	Risky first	high	0.12198712391306055	-0.14032120895916012	-0.5388791464694365	0.16968959188140234	0.93	200
log-power-n2	rnp	Risky first	high	0.005324676133122819	-0.0015255670025009493	-0.028348599729367267	0.02663753365928079	0.685	200
