label	order	n_safe	ratio	quantity	lo	mid	hi
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.2	p_vertex	0.1771083619931176	0.22103224729151144	0.2696113376846414
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.233392832614218	p_vertex	0.19449127906502317	0.23796489180535574	0.2853962717255114
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.267714899620104	p_vertex	0.21327108429333072	0.25596111566119994	0.3021846650577304
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.3029920591580744	p_vertex	0.23270068530040502	0.2748647641367935	0.3202579036977739
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.339250888932342	p_vertex	0.25299687262300496	0.2947556918223664	0.33883082147910804
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.3765187062344757	p_vertex	0.27531418376037464	0.31572278437706536	0.35845822786959464
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.4148235885241658	p_vertex	0.2983891034928298	0.33746913659831773	0.3786719953379305
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.454194394582695	p_vertex	0.3219520429841331	0.35992170271542157	0.39958575286860615
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.4946607862550567	p_vertex	0.3466720163816647	0.38318789953122767	0.4206434711773018
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.5362532507970992	p_vertex	0.3721739166092954	0.4069835636521111	0.44217579804721757
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.579003123844529	p_vertex	0.3976929395109155	0.43124041988180206	0.4646852337514502
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.6229426130210856	p_vertex	0.4234582745456771	0.4554679683616991	0.486922166887359
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.6681048222036647	p_vertex	0.44996728594860874	0.4800463959457403	0.5096102219950641
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.714523776462679	p_vertex	0.4756798685655398	0.5043110210186181	0.532563138597305
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.7622344476964418	p_vertex	0.5011806131590762	0.5285091792033223	0.5550724948835122
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.8112727809788889	p_vertex	0.5262956839621735	0.5522337947000201	0.5773805827945171
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.861675721640487	p_vertex	0.5508163449261795	0.5754346377587274	0.5996716834985096
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.9134812431027324	p_vertex	0.5743135770939033	0.5980504167599144	0.6214568294658652
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.9667283754872122	p_vertex	0.5972306866540603	0.6200167135273509	0.6426480510623922
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	2.021457235020777	p_vertex	0.6188160942880505	0.6410983622674422	0.6633376897055762
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	2.0777090542589844	p_vertex	0.6392773896873731	0.6613022787854761	0.6834024531128399
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	2.1355262131505808	p_vertex	0.659081250383002	0.6806409937501092	0.7023575259093239
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	2.1949522709664246	p_vertex	0.6780172647876465	0.6991030514120832	0.7204767645752237
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	2.256031999116908	p_vertex	0.6957654189795802	0.7165005619046336	0.7375592219256782
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	2.3188114148826	p_vertex	0.7124703590761469	0.7330657957845583	0.7538469079088047
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	2.3833378160835275	p_vertex	0.7281374045549308	0.7486774445233848	0.7692877171637776
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	2.4496598167132055	p_vertex	0.7431382748457054	0.7634162595237395	0.7837428914346084
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	2.5178273835642724	p_vertex	0.7572038990295382	0.7772333897235799	0.7971892684233209
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	2.58789187387332	p_vertex	0.7704611791673467	0.7901610995202892	0.8099370699067449
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	2.659906074013276	p_vertex	0.7826846609899424	0.8023631092497712	0.8218169873878545
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	2.7339242392624983	p_vertex	0.7944360470000044	0.8139252482979561	0.8328159758494181
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	2.8100021346805373	p_vertex	0.8054544882575985	0.8246223753297012	0.8433187222701836
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	2.8881970771213568	p_vertex	0.8158002630216408	0.8346866229280004	0.852968314195233
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	2.9685679784156793	p_vertex	0.8253257401350332	0.8441044769383357	0.8620327291290032
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	3.051175389754982	p_vertex	0.8344806367735045	0.8529155051629378	0.870449093660013
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	3.1360815473105736	p_vertex	0.842890554315301	0.8611586813751706	0.8783008767687365
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	3.2233504191221405	p_vertex	0.8507566711837314	0.868903762111775	0.8855572887658482
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	3.31304775329107	p_vertex	0.8581557617685077	0.876112099762707	0.8923169330313296
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	3.40524112751487	p_vertex	0.8652280958392635	0.8829271415436122	0.8988146732831152
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	3.5000000000000004	p_vertex	0.8718718825809069	0.8893269308172328	0.9049597769029567
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.2	p_full	0.1877638501155689	0.23822168051522058	0.2926099700966984
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.233392832614218	p_full	0.20511972471899836	0.2552161863830311	0.3083203379263735
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.267714899620104	p_full	0.22384066070237238	0.2728719977734295	0.32436673205789907
log-power-n1n2.mapjitter.klw.tn0.1	Risky first	7.0	1.3029920591580744	p_full	0.24315359525806238	0.29115264331553636	0.3407586507926959
