label	order	n_safe	ratio	quantity	lo	mid	hi
log-power-perc.mapjitter.klw	Risky first	7.0	1.2	p_vertex	0.14138699099186894	0.1803811097489469	0.2238440798564298
log-power-perc.mapjitter.klw	Risky first	7.0	1.233392832614218	p_vertex	0.1574162312567001	0.19665608016954605	0.2398161494758161
log-power-perc.mapjitter.klw	Risky first	7.0	1.267714899620104	p_vertex	0.17498990497337005	0.21418813496138417	0.2574820206694427
log-power-perc.mapjitter.klw	Risky first	7.0	1.3029920591580744	p_vertex	0.1937306927767955	0.23331677842659704	0.2760115497212501
log-power-perc.mapjitter.klw	Risky first	7.0	1.339250888932342	p_vertex	0.2145402130474176	0.25381566722575283	0.29646313462541335
log-power-perc.mapjitter.klw	Risky first	7.0	1.3765187062344757	p_vertex	0.23723184170296854	0.2759100487875573	0.31810970604545385
log-power-perc.mapjitter.klw	Risky first	7.0	1.4148235885241658	p_vertex	0.26102864086708394	0.29937307483894726	0.34072956261658943
log-power-perc.mapjitter.klw	Risky first	7.0	1.454194394582695	p_vertex	0.28633339215883086	0.32400669574430685	0.36475515866412295
log-power-perc.mapjitter.klw	Risky first	7.0	1.4946607862550567	p_vertex	0.31321901663074775	0.34996260423181524	0.3895772785110528
log-power-perc.mapjitter.klw	Risky first	7.0	1.5362532507970992	p_vertex	0.3410518897138344	0.3770484537262858	0.41571609505094226
log-power-perc.mapjitter.klw	Risky first	7.0	1.579003123844529	p_vertex	0.36950756819126646	0.40492967310271316	0.4430513753363631
log-power-perc.mapjitter.klw	Risky first	7.0	1.6229426130210856	p_vertex	0.3989781427593176	0.43363248273308097	0.4707324382817656
log-power-perc.mapjitter.klw	Risky first	7.0	1.6681048222036647	p_vertex	0.42898487337159996	0.46283186010273714	0.4987615767092501
log-power-perc.mapjitter.klw	Risky first	7.0	1.714523776462679	p_vertex	0.45875171890173544	0.4920553794658757	0.526870918080978
log-power-perc.mapjitter.klw	Risky first	7.0	1.7622344476964418	p_vertex	0.4884304145435678	0.5212035935120363	0.5552250716551298
