trial_nr	onset	event_type	phase	response	nr_frames	prob1	prob2	n1	n2	choice	onset_abs	duration
4.0	77.93388923098973	stim	6		18	0.55	1.0	33.0	20.0		81.34825372300111	0.2999631310085533
4.0	78.23385236199829	stim	7		18	0.55	1.0	33.0	20.0		81.64821685400966	0.29928897198988125
4.0	78.53314133398817	stim	8		32	0.55	1.0	33.0	20.0		81.94750582599954	0.6078038130071945
4.0	79.14094514699536	stim	9		31	0.55	1.0	33.0	20.0		82.55530963900674	0.5222529169986956
4.0	79.65881795599125	response	9	j		0.55	1.0	33.0	20.0		83.07318244800263	
4.0	79.66319806399406	choice	9		239					1.0	83.07756255600543	3.470563201000914
5.0	83.13376126499497	stim	0		15	0.55	1.0	112.0	28.0		86.54812575700635	0.25003706400457304
5.0	83.38379832899955	stim	1		18	0.55	1.0	112.0	28.0		86.79816282101092	0.2998438369977521
5.0	83.6836421659973	stim	2		18	0.55	1.0	112.0	28.0		87.09800665800867	0.29996639100136235
5.0	83.98360855699866	stim	3		30	0.55	1.0	112.0	28.0		87.39797304901003	0.5345336640020832
5.0	84.51814222100074	stim	4		12	0.55	1.0	112.0	28.0		87.93250671301212	0.5933290279936045
5.0	85.11147124899435	stim	5		298	0.55	1.0	112.0	28.0		88.52583574100572	4.9792533940053545
5.0	90.0907246429997	stim	6		18	0.55	1.0	112.0	28.0		93.50508913501108	0.3003388079960132
5.0	90.39106345099572	stim	7		18	0.55	1.0	112.0	28.0		93.80542794300709	0.3081434000050649
5.0	90.69920685100078	stim	8		28	0.55	1.0	112.0	28.0		94.11357134301215	0.5947157789923949
5.0	91.29392262999318	stim	9		24	0.55	1.0	112.0	28.0		94.70828712200455	0.412665885000024
5.0	91.70211793699127	response	9	j		0.55	1.0	112.0	28.0		95.11648242900264	
5.0	91.7065885149932	choice	9		239					1.0	95.12095300700457	3.5766191099974094
6.0	95.28320762499061	stim	0		15	0.55	1.0	8.0	7.0		98.69757211700198	0.2501365570060443
6.0	95.53334418199665	stim	1		18	0.55	1.0	8.0	7.0		98.94770867400803	0.30019591699237935
6.0	95.83354009898903	stim	2		18	0.55	1.0	8.0	7.0		99.2479045910004	0.2999799899989739
6.0	96.133520088988	stim	3		30	0.55	1.0	8.0	7.0		99.54788458099938	0.5000085339997895
6.0	96.6335286229878	stim	4		37	0.55	1.0	8.0	7.0		100.04789311499917	0.6161257050116546
6.0	97.24965432799945	stim	5		299	0.55	1.0	8.0	7.0		100.66401882001082	4.983644773994456
6.0	102.23329910199391	stim	6		18	0.55	1.0	8.0	7.0		105.64766359400528	0.3001134429941885
6.0	102.5334125449881	stim	7		18	0.55	1.0	8.0	7.0		105.94777703699947	0.30000088100496214
6.0	102.83341342599306	stim	8		36	0.55	1.0	8.0	7.0		106.24777791800443	0.6000610790069913
6.0	103.43347450500005	stim	9		52	0.55	1.0	8.0	7.0		106.84783899701142	0.8731269079871709
6.0	104.30223096998816	response	9	k		0.55	1.0	8.0	7.0		107.71659546199953	
6.0	104.30660141298722	choice	9		240					2.0	107.7209659049986	3.1267920110112755
7.0	107.4333934239985	stim	0		15	0.55	1.0	56.0	20.0		110.84775791600987	0.2499467529996764
7.0	107.68334017699817	stim	1		18	0.55	1.0	56.0	20.0		111.09770466900954	0.3001124699949287
7.0	107.9834526469931	stim	2		18	0.55	1.0	56.0	20.0		111.39781713900447	0.29992895800387487
7.0	108.28338160499698	stim	3		30	0.55	1.0	56.0	20.0		111.69774609700835	0.5096672709914856
7.0	108.79304887598846	stim	4		25	0.55	1.0	56.0	20.0		112.20741336799983	0.6068103249999695
7.0	109.39985920098843	stim	5		299	0.55	1.0	56.0	20.0		112.8142236929998	4.9834344730043085
7.0	114.38329367399274	stim	6		18	0.55	1.0	56.0	20.0		117.79765816600411	0.29994003599858843
7.0	114.68323370999133	stim	7		18	0.55	1.0	56.0	20.0		118.0975982020027	0.2993231209984515
7.0	114.98255683098978	stim	8		37	0.55	1.0	56.0	20.0		118.39692132300115	0.6173314379993826
7.0	115.59988826898916	stim	9		33	0.55	1.0	56.0	20.0		119.01425276100053	0.5569565629994031
7.0	116.15220735099865	response	9	k		0.55	1.0	56.0	20.0		119.56657184301002	
7.0	116.15684483198856	choice	9		239					2.0	119.57120932399994	3.425979827006813
8.0	119.58282465899538	stim	0		15	0.55	1.0	33.0	14.0		122.99718915100675	0.2500823400041554
8.0	119.83290699899953	stim	1		18	0.55	1.0	33.0	14.0		123.2472714910109	0.29993403000116814
8.0	120.1328410290007	stim	2		19	0.55	1.0	33.0	14.0		123.54720552101207	0.31665524998970795
8.0	120.44949627899041	stim	3		29	0.55	1.0	33.0	14.0		123.86386077100178	0.4858209160011029
8.0	120.93531719499151	stim	4		36	0.55	1.0	33.0	14.0		124.34968168700289	0.5964898230013205
8.0	121.53180701799283	stim	5		301	0.55	1.0	33.0	14.0		124.9461715100042	5.0169746199972
8.0	126.54878163799003	stim	6		18	0.55	1.0	33.0	14.0		129.9631461300014	0.3006928830000106
8.0	126.84947452099004	stim	7		18	0.55	1.0	33.0	14.0		130.26383901300142	0.29914204801025335
8.0	127.1486165690003	stim	8		36	0.55	1.0	33.0	14.0		130.56298106101167	0.6006143790000351
8.0	127.74923094800033	stim	9		33	0.55	1.0	33.0	14.0		131.1635954400117	0.5543006199877709
8.0	128.30004771299718	response	9	j		0.55	1.0	33.0	14.0		131.71441220500856	
8.0	128.3035315679881	choice	9		240					1.0	131.71789605999948	3.4449901530024363
9.0	131.74852172099054	stim	0		15	0.55	1.0	47.0	14.0		135.1628862130019	0.25050277799891774
9.0	131.99902449898946	stim	1		18	0.55	1.0	47.0	14.0		135.41338899100083	0.3002630140108522
9.0	132.2992875130003	stim	2		18	0.55	1.0	47.0	14.0		135.71365200501168	0.29964271798962727
9.0	132.59893023098994	stim	3		30	0.55	1.0	47.0	14.0		136.0132947230013	0.5085823310073465
9.0	133.10751256199728	stim	4		28	0.55	1.0	47.0	14.0		136.52187705400866	0.5916034769907128
9.0	133.699116038988	stim	5		300	0.55	1.0	47.0	14.0		137.11348053099937	4.999607719000778
9.0	138.69872375798877	stim	6		18	0.55	1.0	47.0	14.0		142.11308825000015	0.3003127310075797
9.0	138.99903648899635	stim	7		18	0.55	1.0	47.0	14.0		142.41340098100773	0.2998193459934555
9.0	139.2988558349898	stim	8		34	0.55	1.0	47.0	14.0		142.71322032700118	0.5917553510080324
9.0	139.89061118599784	stim	9		22	0.55	1.0	47.0	14.0		143.3049756780092	0.3733050379960332
9.0	140.25898662599502	response	9	j		0.55	1.0	47.0	14.0		143.6733511180064	
9.0	140.26391622399387	choice	9		240					1.0	143.67828071600525	3.625600494007813
10.0	143.8895167180017	stim	0		15	0.55	1.0	20.0	10.0		147.30388121001306	0.25012337099178694
10.0	144.13964008899347	stim	1		18	0.55	1.0	20.0	10.0		147.55400458100485	0.29987192500266246
10.0	144.43951201399614	stim	2		18	0.55	1.0	20.0	10.0		147.8538765060075	0.3000073680013884
10.0	144.73951938199752	stim	3		30	0.55	1.0	20.0	10.0		148.1538838740089	0.5043095809960505
10.0	145.24382896299358	stim	4		31	0.55	1.0	20.0	10.0		148.65819345500495	0.5841720430034911
10.0	145.82800100599707	stim	5		301	0.55	1.0	20.0	10.0		149.24236549800844	5.021376541000791
10.0	150.84937754699786	stim	6		18	0.55	1.0	20.0	10.0		154.26374203900923	0.29997181000362616
10.0	151.14934935700148	stim	7		18	0.55	1.0	20.0	10.0		154.56371384901286	0.2997116179903969
10.0	151.44906097499188	stim	8		36	0.55	1.0	20.0	10.0		154.86342546700325	0.6002120000048308
10.0	152.0492729749967	stim	9		28	0.55	1.0	20.0	10.0		155.46363746700808	0.4736976819986012
10.0	152.51846017799107	response	9	j		0.55	1.0	20.0	10.0		155.93282467000245	
10.0	152.5229706569953	choice	9		240					1.0	155.93733514900669	3.5254424320010003
1.0	156.0484130889963	stim	0		300						159.46277758100769	5.0003670470032375
11.0	161.04878013599955	stim	0		15	1.0	0.55	7.0	23.0		164.46314462801092	0.250042902000132
11.0	161.29882303799968	stim	1		18	1.0	0.55	7.0	23.0		164.71318753001106	0.3001014780020341
11.0	161.59892451600172	stim	2		18	1.0	0.55	7.0	23.0		165.0132890080131	0.2998612619994674
11.0	161.89878577800118	stim	3		30	1.0	0.55	7.0	23.0		165.31315027001256	0.49994621699443087
11.0	162.39873199499561	stim	4		36	1.0	0.55	7.0	23.0		165.813096487007	0.6000601760024438
11.0	162.99879217099806	stim	5		300	1.0	0.55	7.0	23.0		166.41315666300943	5.000079837001977
11.0	167.99887200800003	stim	6		18	1.0	0.55	7.0	23.0		171.4132365000114	0.30007780199230183
11.0	168.29894980999234	stim	7		18	1.0	0.55	7.0	23.0		171.7133143020037	0.29957757600641344
11.0	168.59852738599875	stim	8		36	1.0	0.55	7.0	23.0		172.01289187801012	0.6002077049924992
11.0	169.19873509099125	stim	9		21	1.0	0.55	7.0	23.0		172.61309958300262	0.356763937001233
11.0	169.55117833099212	response	9	k		1.0	0.55	7.0	23.0		172.9655428230035	
11.0	169.55549902799248	choice	9		240					2.0	172.96986352000386	3.643236706004245
12.0	173.19873573399673	stim	0		15	1.0	0.55	10.0	11.0		176.6131002260081	0.24995873800071422
12.0	173.44869447199744	stim	1		18	1.0	0.55	10.0	11.0		176.86305896400881	0.2999745499982964
12.0	173.74866902199574	stim	2		18	1.0	0.55	10.0	11.0		177.1630335140071	0.30006969699752517
12.0	174.04873871899326	stim	3		30	1.0	0.55	10.0	11.0		177.46310321100464	0.49952395500440616
12.0	174.54826267399767	stim	4		36	1.0	0.55	10.0	11.0		177.96262716600904	0.6002964459912619
12.0	175.14855911998893	stim	5		300	1.0	0.55	10.0	11.0		178.5629236120003	5.000272400007816
12.0	180.14883151999675	stim	6		18	1.0	0.55	10.0	11.0		183.56319601200812	0.2999133559933398
12.0	180.4487448759901	stim	7		18	1.0	0.55	10.0	11.0		183.86310936800146	0.2997880090115359
12.0	180.74853288500162	stim	8		36	1.0	0.55	10.0	11.0		184.162897377013	0.6003575059876312
12.0	181.34889039098925	stim	9		42	1.0	0.55	10.0	11.0		184.76325488300063	0.7062463809998007
12.0	182.05067282999516	response	9	j		1.0	0.55	10.0	11.0		185.46503732200654	
12.0	182.05513677198905	choice	9		240					1.0	185.46950126400043	3.29361597901152
13.0	185.34875275100057	stim	0		15	1.0	0.55	10.0	14.0		188.76311724301195	0.24982849799562246
13.0	185.5985812489962	stim	1		18	1.0	0.55	10.0	14.0		189.01294574100757	0.30012336099753156
13.0	185.89870460999373	stim	2		18	1.0	0.55	10.0	14.0		189.3130691020051	0.29996605099586304
13.0	186.1986706609896	stim	3		30	1.0	0.55	10.0	14.0		189.61303515300096	0.4997328110039234
13.0	186.69840347199352	stim	4		36	1.0	0.55	10.0	14.0		190.1127679640049	0.6003356110013556
13.0	187.29873908299487	stim	5		299	1.0	0.55	10.0	14.0		190.71310357500624	4.999931999002001
13.0	192.29867108199687	stim	6		18	1.0	0.55	10.0	14.0		195.71303557400825	0.29989803599892184
13.0	192.5985691179958	stim	7		18	1.0	0.55	10.0	14.0		196.01293361000717	0.299701534997439
13.0	192.89827065299323	stim	8		36	1.0	0.55	10.0	14.0		196.3126351450046	0.6001292300061323
13.0	193.49839988299937	stim	9		38	1.0	0.55	10.0	14.0		196.91276437501074	0.6406390929914778
13.0	194.13438759600103	response	9	j		1.0	0.55	10.0	14.0		197.5487520880124	
13.0	194.13903897599084	choice	9		240					1.0	197.55340346800222	3.3594300900003873
14.0	197.49846906599123	stim	0		15	1.0	0.55	14.0	56.0		200.9128335580026	0.24988972100254614
14.0	197.74835878699378	stim	1		18	1.0	0.55	14.0	56.0		201.16272327900515	0.3001457189966459
14.0	198.04850450599042	stim	2		18	1.0	0.55	14.0	56.0		201.4628689980018	0.2999349580059061
14.0	198.34843946399633	stim	3		30	1.0	0.55	14.0	56.0		201.7628039560077	0.49974804499652237
14.0	198.84818750899285	stim	4		36	1.0	0.55	14.0	56.0		202.26255200100422	0.6002699439995922
14.0	199.44845745299244	stim	5		300	1.0	0.55	14.0	56.0		202.86282194500382	4.99983995599905
14.0	204.4482974089915	stim	6		18	1.0	0.55	14.0	56.0		207.86266190100287	0.29988370499631856
14.0	204.7481811139878	stim	7		18	1.0	0.55	14.0	56.0		208.16254560599918	0.31080323801143095
14.0	205.05898435199924	stim	8		24	1.0	0.55	14.0	56.0		208.47334884401062	0.5721780469903024
14.0	205.63116239898955	stim	9		25	1.0	0.55	14.0	56.0		209.04552689100092	0.4232794859999558
14.0	206.05008408499998	response	9	k		1.0	0.55	14.0	56.0		209.46444857701135	
14.0	206.0544418849895	choice	9		241					2.0	209.46880637700087	3.5938750200002687
15.0	209.64831690498977	stim	0		15	1.0	0.55	7.0	14.0		213.06268139700114	0.2498323519976111
15.0	209.89814925698738	stim	1		18	1.0	0.55	7.0	14.0		213.31251374899875	0.3002052560041193
15.0	210.1983545129915	stim	2		18	1.0	0.55	7.0	14.0		213.61271900500287	0.2999291570013156
15.0	210.49828366999282	stim	3		30	1.0	0.55	7.0	14.0		213.9126481620042	0.49993266200181097
15.0	210.99821633199463	stim	4		36	1.0	0.55	7.0	14.0		214.412580824006	0.6000642190047074
15.0	211.59828055099933	stim	5		300	1.0	0.55	7.0	14.0		215.0126450430107	4.999793820999912
15.0	216.59807437199925	stim	6		18	1.0	0.55	7.0	14.0		220.01243886401062	0.30003831000067294
15.0	216.89811268199992	stim	7		18	1.0	0.55	7.0	14.0		220.3124771740113	0.2998281619948102
15.0	217.19794084399473	stim	8		36	1.0	0.55	7.0	14.0		220.6123053360061	0.6001828290027333
15.0	217.79812367299746	stim	9		28	1.0	0.55	7.0	14.0		221.21248816500884	0.4735281320026843
15.0	218.2672381769953	response	9	j		1.0	0.55	7.0	14.0		221.68160266900668	
15.0	218.27165180500015	choice	9		240					1.0	221.68601629701152	3.526202661989373
16.0	221.79785446698952	stim	0		15	1.0	0.55	7.0	11.0		225.2122189590009	0.24961597000947222
16.0	222.047470436999	stim	1		18	1.0	0.55	7.0	11.0		225.46183492901037	0.3001214449905092
16.0	222.3475918819895	stim	2		18	1.0	0.55	7.0	11.0		225.76195637400087	0.3004069900052855
16.0	222.6479988719948	stim	3		30	1.0	0.55	7.0	11.0		226.06236336400616	0.499771677001263
16.0	223.14777054899605	stim	4		36	1.0	0.55	7.0	11.0		226.56213504100742	0.5991882719972637
16.0	223.7469588209933	stim	5		300	1.0	0.55	7.0	11.0		227.1613233130047	5.000841018001665
16.0	228.74779983899498	stim	6		18	1.0	0.55	7.0	11.0		232.16216433100635	0.299050219997298
16.0	229.04685005899228	stim	7		18	1.0	0.55	7.0	11.0		232.46121455100365	0.30015247700794134
16.0	229.34700253600022	stim	8		36	1.0	0.55	7.0	11.0		232.7613670280116	0.600407843987341
16.0	229.94741037998756	stim	9		60	1.0	0.55	7.0	11.0		233.36177487199893	1.007047961000353
16.0	230.94989788898965	response	9	j		1.0	0.55	7.0	11.0		234.36426238100103	
16.0	230.9544583409879	choice	9		240					1.0	234.36882283299929	2.9927543830126524
17.0	233.94721272400056	stim	0		15	1.0	0.55	7.0	28.0		237.36157721601194	0.2501568919979036
17.0	234.19736961599847	stim	1		18	1.0	0.55	7.0	28.0		237.61173410800984	0.2999618999892846
17.0	234.49733151598775	stim	2		18	1.0	0.55	7.0	28.0		237.91169600799913	0.300303239011555
17.0	234.7976347549993	stim	3		30	1.0	0.55	7.0	28.0		238.21199924701068	0.5000766359880799
17.0	235.2977113909874	stim	4		36	1.0	0.55	7.0	28.0		238.71207588299876	0.5994170450139791
17.0	235.89712843600137	stim	5		300	1.0	0.55	7.0	28.0		239.31149292801274	5.000509126999532
17.0	240.8976375630009	stim	6		18	1.0	0.55	7.0	28.0		244.31200205501227	0.29974838499038015
17.0	241.19738594799128	stim	7		18	1.0	0.55	7.0	28.0		244.61175044000265	0.30145214100775775
17.0	241.49883808899904	stim	8		29	1.0	0.55	7.0	28.0		244.9132025810104	0.6064707350014942
17.0	242.10530882400053	stim	9		21	1.0	0.55	7.0	28.0		245.5196733160119	0.36596582899801433
17.0	242.46666382999683	response	9	k		1.0	0.55	7.0	28.0		245.8810283220082	
17.0	242.47127465299855	choice	9		239					2.0	245.88563914500992	3.6260986129927915
18.0	246.09737326599134	stim	0		15	1.0	0.55	14.0	39.0		249.5117377580027	0.25029797000752296
18.0	246.34767123599886	stim	1		18	1.0	0.55	14.0	39.0		249.76203572801023	0.29985126700194087
18.0	246.6475225030008	stim	2		18	1.0	0.55	14.0	39.0		250.06188699501217	0.29969596599403303
18.0	246.94721846899483	stim	3		30	1.0	0.55	14.0	39.0		250.3615829610062	0.5001762799947755
18.0	247.4473947489896	stim	4		36	1.0	0.55	14.0	39.0		250.86175924100098	0.6002626280096592
18.0	248.04765737699927	stim	5		300	1.0	0.55	14.0	39.0		251.46202186901064	4.999288469000021
18.0	253.0469458459993	stim	6		18	1.0	0.55	14.0	39.0		256.46131033801066	0.29968487699807156
18.0	253.34663072299736	stim	7		18	1.0	0.55	14.0	39.0		256.76099521500873	0.305657117991359
18.0	253.65228784098872	stim	8		32	1.0	0.55	14.0	39.0		257.0666523330001	0.5949336080084322
18.0	254.24722144899715	stim	9		17	1.0	0.55	14.0	39.0		257.6615859410085	0.2905346509942319
18.0	254.5330850899918	response	9	k		1.0	0.55	14.0	39.0		257.9474495820032	
18.0	254.53775609999138	choice	9		240					2.0	257.95212059200276	3.708866601009504
19.0	258.2466227010009	stim	0		15	1.0	0.55	20.0	23.0		261.66098719301226	0.24996950798959006
19.0	258.4965922089905	stim	1		18	1.0	0.55	20.0	23.0		261.91095670100185	0.30034487500961404
19.0	258.7969370840001	stim	2		18	1.0	0.55	20.0	23.0		262.21130157601146	0.3001401419896865
19.0	259.0970772259898	stim	3		30	1.0	0.55	20.0	23.0		262.51144171800115	0.4994967340026051
19.0	259.5965739599924	stim	4		36	1.0	0.55	20.0	23.0		263.01093845200376	0.6003235600073822
19.0	260.19689751999977	stim	5		300	1.0	0.55	20.0	23.0		263.61126201201114	4.999758068996016
19.0	265.1966555889958	stim	6		18	1.0	0.55	20.0	23.0		268.61102008100715	0.300081389999832
19.0	265.4967369789956	stim	7		18	1.0	0.55	20.0	23.0		268.911101471007	0.29957236599875614
19.0	265.79630934499437	stim	8		36	1.0	0.55	20.0	23.0		269.21067383700574	0.6001607910002349
19.0	266.3964701359946	stim	9		31	1.0	0.55	20.0	23.0		269.810834628006	0.5244778630003566
19.0	266.9163679399935	response	9	j		1.0	0.55	20.0	23.0		270.3307324320049	
19.0	266.92094799899496	choice	9		240					1.0	270.33531249100633	3.4762271420040634
20.0	270.397175140999	stim	0		15	1.0	0.55	7.0	9.0		273.8115396330104	0.24996657999872696
20.0	270.64714172099775	stim	1		18	1.0	0.55	7.0	9.0		274.0615062130091	0.2998489040037384
20.0	270.9469906250015	stim	2		18	1.0	0.55	7.0	9.0		274.36135511701286	0.2994587489956757
20.0	271.24644937399717	stim	3		30	1.0	0.55	7.0	9.0		274.66081386600854	0.5004520929942373
20.0	271.7469014669914	stim	4		36	1.0	0.55	7.0	9.0		275.1612659590028	0.5995804999984102
20.0	272.3464819669898	stim	5		300	1.0	0.55	7.0	9.0		275.7608464590012	5.000122972007375
20.0	277.3466049389972	stim	6		18	1.0	0.55	7.0	9.0		280.76096943100856	0.3005628809914924
20.0	277.6471678199887	stim	7		18	1.0	0.55	7.0	9.0		281.06153231200005	0.2998161830037134
20.0	277.9469840029924	stim	8		36	1.0	0.55	7.0	9.0		281.36134849500377	0.6001644909993047
20.0	278.5471484939917	stim	9		48	1.0	0.55	7.0	9.0		281.9615129860031	0.8064785019960254
20.0	279.34893045599165	response	9	j		1.0	0.55	7.0	9.0		282.763294948003	
20.0	279.3536269959877	choice	9		240					1.0	282.7679914879991	3.192723169006058
2.0	282.5463501649938	stim	0		973						285.96071465700516	16.21624123500078
2.0	298.7478096959967	response	0	space							302.16217418800807	
2.0	298.76259139999456	stim	0		301						302.17695589200594	5.0171077249979135
2.0	301.200755812999	response	0	space							304.61512030501035	
21.0	303.7796991249925	stim	0		15	1.0	0.55	20.0	33.0		307.19406361700385	0.249775086005684
21.0	304.02947421099816	stim	1		18	1.0	0.55	20.0	33.0		307.44383870300953	0.3003268619941082
21.0	304.32980107299227	stim	2		18	1.0	0.55	20.0	33.0		307.74416556500364	0.3001784310035873
21.0	304.62997950399586	stim	3		30	1.0	0.55	20.0	33.0		308.0443439960072	0.49926059899735264
21.0	305.1292401029932	stim	4		36	1.0	0.55	20.0	33.0		308.5436045950046	0.6004182089964161
21.0	305.7296583119896	stim	5		300	1.0	0.55	20.0	33.0		309.144022804001	4.999748858012026
21.0	310.72940717000165	stim	6		18	1.0	0.55	20.0	33.0		314.143771662013	0.30029262699827086
21.0	311.0296997969999	stim	7		18	1.0	0.55	20.0	33.0		314.4440642890113	0.31124012600048445
21.0	311.3409399230004	stim	8		36	1.0	0.55	20.0	33.0		314.7553044150118	0.5887990259943763
21.0	311.9297389489948	stim	9		65	1.0	0.55	20.0	33.0		315.34410344100615	1.0904491389956092
21.0	313.01555981999263	response	9	j		1.0	0.55	20.0	33.0		316.429924312004	
21.0	313.0201880879904	choice	9		240					1.0	316.43455258000176	2.9094672439969145
22.0	315.9296553319873	stim	0		15	1.0	0.55	14.0	28.0		319.3440198239987	0.25000343400461134
22.0	316.1796587659919	stim	1		18	1.0	0.55	14.0	28.0		319.5940232580033	0.30008627800270915
22.0	316.4797450439946	stim	2		18	1.0	0.55	14.0	28.0		319.894109536006	0.29973630800668616
22.0	316.7794813520013	stim	3		30	1.0	0.55	14.0	28.0		320.1938458440127	0.5000165649980772
22.0	317.2794979169994	stim	4		36	1.0	0.55	14.0	28.0		320.69386240901076	0.600277705991175
22.0	317.87977562299056	stim	5		300	1.0	0.55	14.0	28.0		321.29414011500194	4.999883306998527
22.0	322.8796589299891	stim	6		18	1.0	0.55	14.0	28.0		326.29402342200046	0.29991210100706667
22.0	323.17957103099616	stim	7		18	1.0	0.55	14.0	28.0		326.59393552300753	0.3008111709932564
22.0	323.4803822019894	stim	8		36	1.0	0.55	14.0	28.0		326.8947466940008	0.5990548210102133
22.0	324.0794370229996	stim	9		37	1.0	0.55	14.0	28.0		327.493801515011	0.6223257870005909
22.0	324.69753598399984	response	9	k		1.0	0.55	14.0	28.0		328.1119004760112	
22.0	324.7017628100002	choice	9		240					2.0	328.1161273020116	3.3772918969916645
23.0	328.0790547069919	stim	0		15	1.0	0.55	28.0	56.0		331.49341919900326	0.2496628079970833
23.0	328.32871751498897	stim	1		18	1.0	0.55	28.0	56.0		331.74308200700034	0.3005509840004379
23.0	328.6292684989894	stim	2		18	1.0	0.55	28.0	56.0		332.0436329910008	0.3000907000096049
23.0	328.929359198999	stim	3		30	1.0	0.55	28.0	56.0		332.3437236910104	0.5008902309928089
23.0	329.4302494299918	stim	4		33	1.0	0.55	28.0	56.0		332.8446139220032	0.5919041800079867
23.0	330.0221536099998	stim	5		300	1.0	0.55	28.0	56.0		333.4365181020112	5.007487433991628
23.0	335.02964104399143	stim	6		18	1.0	0.55	28.0	56.0		338.4440055360028	0.2999574220011709
