label	space	form	placement	memory_model	n_par	elpd_loo	se	p_loo	frac_k_gt_07	max_k
log-spl3-null.mapjitter.klw	log	spl3	null	shared_perceptual_noise	10	-4550.364599522344	45.896642304124924	294.0255310461962	0.0	0.6672897798121512
