label	order	n_safe	lo	mid	hi	subject_median	median_lo	median_hi	subject_sd	quantity	observed	observed_sem
log-spl3-percmem	Risky first	7.0	-1.6854927427581676	-0.073910981918613	1.6776892480286532	0.29015986380616643	-0.9582957854827628	1.3458275071262928	6.56632466575468	rel_risky		
log-spl3-percmem	Risky first	10.0	-1.327181725996157	0.10386249410522025	1.7008696920361763	0.1502653293588933	-0.991825539358781	1.2425877070155336	7.392708428833041	rel_risky		
log-spl3-percmem	Risky first	14.0	-0.7227709682658977	1.2480189323661377	3.3989789011564997	0.047901791072723104	-1.243812005792561	1.3030276781371348	10.830314126903065	rel_risky		
log-spl3-percmem	Risky first	20.0	0.8164923478908015	3.8342665612546747	6.974265433822336	0.07494003162210458	-1.395089417777054	1.6489762784681918	17.992611105918648	rel_risky		
log-spl3-percmem	Risky first	28.0	3.25423492940308	7.619882591833399	12.536774286631882	0.12860222501892132	-2.222659438736463	2.9959179502464	27.97161369127495	rel_risky		
log-spl3-percmem	Risky second	7.0	-1.1072020547458408	0.219450970588652	2.1889323960747182	0.3354370126088336	-0.4768522817334954	1.4251881677489868	5.248463332672163	rel_risky		
log-spl3-percmem	Risky second	10.0	-0.8890753737037477	0.3413269559369272	2.020912216089439	0.11531576488369316	-0.6849549044348414	0.9616072141454117	6.749894725698436	rel_risky		
log-spl3-percmem	Risky second	14.0	-0.09826604156756623	1.7511105503467543	3.865862830144695	0.011251634188681997	-0.9143806556623697	1.0900644817794756	11.420822068526522	rel_risky		
log-spl3-percmem	Risky second	20.0	1.9196297827766537	4.839427386909085	8.088937228375602	0.06027623177146588	-1.0664393859603913	1.5714244978848413	20.491240522706967	rel_risky		
log-spl3-percmem	Risky second	28.0	4.570288391228691	9.48773658122331	14.975105457923142	0.04566050059015329	-2.014418625196464	2.707268864316303	33.28316297037406	rel_risky		
log-spl3-percmem	Risky first	7.0	-1.5626438609128395	0.3468617198982579	2.1875599015315665	0.032015306597638266	-0.5126251570609259	0.7641515254808398	5.000231034630836	rel_safe		
log-spl3-percmem	Risky first	10.0	-1.227294826809632	-0.09142049653145592	0.9549207479642173	-0.029121593097437247	-0.5819065930775339	0.26628301659617976	3.890824001763551	rel_safe		
log-spl3-percmem	Risky first	14.0	-1.6727543286024686	-0.3617479321405595	1.1545665473902613	-0.0890306315677272	-0.8507131749705394	0.32811762376641096	4.468332631747713	rel_safe		
log-spl3-percmem	Risky first	20.0	-2.4634453094033666	-0.3025092084409881	2.1236246962559693	-0.14072579787273726	-1.2629879745955495	0.5309448374147986	7.204586932094694	rel_safe		
log-spl3-percmem	Risky first	28.0	-2.480773229393356	0.026962879876928587	2.7633236128817726	-0.16673083013610562	-1.6129527794183864	0.844419762889945	7.440341340556682	rel_safe		
log-spl3-percmem	Risky second	7.0	-2.2185893205950014	-0.07796304996867034	2.2297189089398297	-0.08282543716889659	-1.2025418921130824	0.7268198358384219	6.981313066755996	rel_safe		
log-spl3-percmem	Risky second	10.0	-1.8362141296526435	-0.4012128189298914	0.8564629715114115	-0.15793133729097766	-1.0798117521456436	0.375268972249607	5.545206539580585	rel_safe		
log-spl3-percmem	Risky second	14.0	-2.34831596889557	-0.6453640886981485	0.9010745785571725	-0.18867413856681553	-1.2378470192030315	0.3262740779320761	5.8268963919986385	rel_safe		
log-spl3-percmem	Risky second	20.0	-3.444038233375484	-0.9053026739249979	2.0396159766076	-0.33015632484495305	-2.0175246424880493	0.7689907896763998	8.289899677572865	rel_safe		
log-spl3-percmem	Risky second	28.0	-3.1101061594277386	-0.40606904084897644	2.9732051126646812	-0.27410274957190583	-2.29591637502015	1.3987921860927421	8.401658938334219	rel_safe		
log-spl3-percmem	Risky first	7.0	0.9779347876652171	0.9993097581152831	1.022200124832461	1.002960877916851	0.9855651961534312	1.0215267212761352	0.08445856090215616	ratio_shift		
log-spl3-percmem	Risky first	10.0	0.9879967006035133	1.004595973496098	1.0219649846755632	1.0062651488447278	0.9915155628999678	1.0238925285239455	0.0902256985410223	ratio_shift		
log-spl3-percmem	Risky first	14.0	0.9967802279392455	1.0191738320018016	1.0393717967985316	1.0064971507568066	0.9893731983382688	1.0255386428104745	0.1230753155104907	ratio_shift		
log-spl3-percmem	Risky first	20.0	1.0156519915091144	1.048985926600076	1.0815775124832046	1.0082618206092784	0.9857735224792034	1.040946922723316	0.20099265663308652	ratio_shift		
log-spl3-percmem	Risky first	28.0	1.0333631206508171	1.077444965558897	1.131097752875865	1.009686844029213	0.9746364596951694	1.051070592047989	0.27228547694089283	ratio_shift		
log-spl3-percmem	Risky second	7.0	0.9853859929274149	1.0097320402391137	1.0352429266932166	1.0083973315617851	0.9886769745898178	1.0289709792679345	0.08898327494567507	ratio_shift		
log-spl3-percmem	Risky second	10.0	0.9941934153520605	1.0128421065160476	1.0319790497272607	1.0087738197511542	0.9938546099714659	1.0255378687223111	0.09374599687514201	ratio_shift		
log-spl3-percmem	Risky second	14.0	1.0064822338212962	1.0287994006893597	1.0537986295720017	1.0105094629434932	0.9925078926447484	1.0307811511990124	0.134942669276156	ratio_shift		
log-spl3-percmem	Risky second	20.0	1.02798431596614	1.0654973956148936	1.1074573447849119	1.0144004301195122	0.9853024326229554	1.049949898574379	0.23277842878607236	ratio_shift		
