label	order	n_safe	ratio	n_risky	quantity	lo	mid	hi
log-spl3-n1n2	Risky first	7.0	1.2	8.4	rel_risky	-6.099017094091478	-0.2942092768704525	5.448055519387537
log-spl3-n1n2	Risky first	7.0	1.2547336039483463	8.783135227638425	rel_risky	-5.507833559636608	-0.2033558109030556	4.959088112131362
log-spl3-n1n2	Risky first	7.0	1.3119636807310047	9.183745765117033	rel_risky	-4.978965202767407	-0.09343959688137113	4.609806145953804
log-spl3-n1n2	Risky first	7.0	1.3718040978107926	9.602628684675548	rel_risky	-4.461377009734654	0.008020567930257318	4.224320021268232
log-spl3-n1n2	Risky first	7.0	1.4343739162977047	10.040617414083933	rel_risky	-4.0324312023927344	0.04857962955617031	3.8582896173179146
log-spl3-n1n2	Risky first	7.0	1.4997976278381022	10.498583394866715	rel_risky	-3.620655076451813	0.11368791955836405	3.498419705205568
log-spl3-n1n2	Risky first	7.0	1.5682054023087357	10.97743781616115	rel_risky	-3.1811020340285094	0.14755395258160636	3.2046845591501096
log-spl3-n1n2	Risky first	7.0	1.6397333468084219	11.478133427658953	rel_risky	-2.8570943341950987	0.1855105219853207	2.9222272490791372
log-spl3-n1n2	Risky first	7.0	1.714523776462679	12.001666435238754	rel_risky	-2.503277208173303	0.21554446844253777	2.7714282014137472
log-spl3-n1n2	Risky first	7.0	1.792725497580122	12.549078483060853	rel_risky	-2.2429245671258453	0.22165633278683228	2.5313742229045535
log-spl3-n1n2	Risky first	7.0	1.874494103723999	13.121458726067994	rel_risky	-1.9983482914551711	0.21219486249051578	2.3848559482524467
log-spl3-n1n2	Risky first	7.0	1.959992285287949	13.719945997015643	rel_risky	-1.7670530310361785	0.19642783897701388	2.2583465051727067
log-spl3-n1n2	Risky first	7.0	2.0493901531919194	14.345731072343437	rel_risky	-1.6305562273500556	0.18284508000026012	2.061140919706263
log-spl3-n1n2	Risky first	7.0	2.142865577342292	15.000059041396046	rel_risky	-1.4404455199277915	0.15039221847743725	1.9190831133520407
log-spl3-n1n2	Risky first	7.0	2.2406045405296235	15.684231783707364	rel_risky	-1.2878500583262844	0.1158687503493714	1.7562048831372938
log-spl3-n1n2	Risky first	7.0	2.342801508468136	16.399610559276955	rel_risky	-1.1445352749855948	0.0856560476552076	1.6230433357492862
log-spl3-n1n2	Risky first	7.0	2.4496598167132055	17.14761871699244	rel_risky	-1.0319796598477413	0.046474876133912685	1.4540442384590375
log-spl3-n1n2	Risky first	7.0	2.5613920752266717	17.929744526586703	rel_risky	-0.9602024160970771	0.01875684790515522	1.2272494771850522
log-spl3-n1n2	Risky first	7.0	2.678220591394913	18.747544139764393	rel_risky	-1.0247392377988296	-8.2855330306582e-05	1.0830381793794666
log-spl3-n1n2	Risky first	7.0	2.8003778123413423	19.602644686389397	rel_risky	-1.1813582433659446	-0.015832961138883928	0.9945119976267233
log-spl3-n1n2	Risky first	7.0	2.9281067874133657	20.49674751189356	rel_risky	-1.4345799165762534	-0.044192238377033684	0.9209065082873017
log-spl3-n1n2	Risky first	7.0	3.0616616517639894	21.431631562347924	rel_risky	-1.596229572622815	-0.08213203154962129	0.959240043602781
log-spl3-n1n2	Risky first	7.0	3.2013081319902303	22.40915692393161	rel_risky	-1.774847958089639	-0.12000413020750918	1.064585505810407
log-spl3-n1n2	Risky first	7.0	3.347324074834376	23.431268523840632	rel_risky	-1.9805197783905368	-0.15961317984180606	1.221184091031696
log-spl3-n1n2	Risky first	7.0	3.5000000000000004	24.500000000000004	rel_risky	-2.161175541900932	-0.2007854828669322	1.4201649642178755
log-spl3-n1n2	Risky first	7.0	1.2	8.4	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	1.2547336039483463	8.783135227638425	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	1.3119636807310047	9.183745765117033	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	1.3718040978107926	9.602628684675548	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	1.4343739162977047	10.040617414083933	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	1.4997976278381022	10.498583394866715	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	1.5682054023087357	10.97743781616115	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	1.6397333468084219	11.478133427658953	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	1.714523776462679	12.001666435238754	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	1.792725497580122	12.549078483060853	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	1.874494103723999	13.121458726067994	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	1.959992285287949	13.719945997015643	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	2.0493901531919194	14.345731072343437	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	2.142865577342292	15.000059041396046	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	2.2406045405296235	15.684231783707364	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	2.342801508468136	16.399610559276955	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	2.4496598167132055	17.14761871699244	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	2.5613920752266717	17.929744526586703	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	2.678220591394913	18.747544139764393	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	2.8003778123413423	19.602644686389397	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	2.9281067874133657	20.49674751189356	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	3.0616616517639894	21.431631562347924	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	3.2013081319902303	22.40915692393161	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	3.347324074834376	23.431268523840632	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	3.5000000000000004	24.500000000000004	rel_safe	-0.03427417188898661	1.453056049657905	5.345331090124027
log-spl3-n1n2	Risky first	7.0	1.2	8.4	ratio_shift	0.912999297088614	0.9808292296070458	1.0448715284752186
log-spl3-n1n2	Risky first	7.0	1.2547336039483463	8.783135227638425	ratio_shift	0.9175591116763134	0.9821226901552632	1.0409830320478666
log-spl3-n1n2	Risky first	7.0	1.3119636807310047	9.183745765117033	ratio_shift	0.9215877347474479	0.9827734788570013	1.0372219470461495
log-spl3-n1n2	Risky first	7.0	1.3718040978107926	9.602628684675548	ratio_shift	0.9258284443842564	0.9833612290070527	1.0333658562920511
log-spl3-n1n2	Risky first	7.0	1.4343739162977047	10.040617414083933	ratio_shift	0.9288708104640508	0.9845491377457982	1.0298167864147003
log-spl3-n1n2	Risky first	7.0	1.4997976278381022	10.498583394866715	ratio_shift	0.9320892426316588	0.9853654004267245	1.0272602270412838
log-spl3-n1n2	Risky first	7.0	1.5682054023087357	10.97743781616115	ratio_shift	0.9352486625158908	0.9859543924417806	1.024493380850368
log-spl3-n1n2	Risky first	7.0	1.6397333468084219	11.478133427658953	ratio_shift	0.9371816286045984	0.9861751720388063	1.0224192654949402
log-spl3-n1n2	Risky first	7.0	1.714523776462679	12.001666435238754	ratio_shift	0.9392482520464046	0.9865303035331023	1.0197207828836798
log-spl3-n1n2	Risky first	7.0	1.792725497580122	12.549078483060853	ratio_shift	0.941444836648421	0.9868426615407005	1.0181917609484001
log-spl3-n1n2	Risky first	7.0	1.874494103723999	13.121458726067994	ratio_shift	0.943420728310189	0.9872970547365857	1.016344280008111
log-spl3-n1n2	Risky first	7.0	1.959992285287949	13.719945997015643	ratio_shift	0.944294325325831	0.9875459216594756	1.0146293876068329
log-spl3-n1n2	Risky first	7.0	2.0493901531919194	14.345731072343437	ratio_shift	0.9449647877397364	0.9875831906818919	1.012823886421379
log-spl3-n1n2	Risky first	7.0	2.142865577342292	15.000059041396046	ratio_shift	0.9460096411989749	0.9876444823528059	1.0110638986334788
log-spl3-n1n2	Risky first	7.0	2.2406045405296235	15.684231783707364	ratio_shift	0.9465079641910157	0.9874779385389767	1.0096098988887632
log-spl3-n1n2	Risky first	7.0	2.342801508468136	16.399610559276955	ratio_shift	0.9469214789974987	0.986948529036002	1.0077780120886923
log-spl3-n1n2	Risky first	7.0	2.4496598167132055	17.14761871699244	ratio_shift	0.9475023196823072	0.9865793669892211	1.0062077311260464
log-spl3-n1n2	Risky first	7.0	2.5613920752266717	17.929744526586703	ratio_shift	0.9480476048332273	0.9860252635413622	1.0047312935395285
log-spl3-n1n2	Risky first	7.0	2.678220591394913	18.747544139764393	ratio_shift	0.9480502755226425	0.9854716263176817	1.0032820138223753
log-spl3-n1n2	Risky first	7.0	2.8003778123413423	19.602644686389397	ratio_shift	0.9479953114459769	0.9848543032250334	1.0026141292329838
log-spl3-n1n2	Risky first	7.0	2.9281067874133657	20.49674751189356	ratio_shift	0.9482721257313866	0.9841048285232034	1.0019769991409315
log-spl3-n1n2	Risky first	7.0	3.0616616517639894	21.431631562347924	ratio_shift	0.9490718772345407	0.9834486088317486	1.0014870669669738
log-spl3-n1n2	Risky first	7.0	3.2013081319902303	22.40915692393161	ratio_shift	0.9479741259195366	0.9828783967792087	1.0019186925254528
log-spl3-n1n2	Risky first	7.0	3.347324074834376	23.431268523840632	ratio_shift	0.9467918616208283	0.9822463010319622	1.002499392478532
log-spl3-n1n2	Risky first	7.0	3.5000000000000004	24.500000000000004	ratio_shift	0.9463293926091983	0.9817302757727253	1.0033719025184966
log-spl3-n1n2	Risky first	7.0	1.2	8.4	leverage	0.5352258641898273	0.7818051281051297	0.9995864471566961
log-spl3-n1n2	Risky first	7.0	1.2547336039483463	8.783135227638425	leverage	0.6603084029432972	0.8822353194661228	1.0975118715360292
log-spl3-n1n2	Risky first	7.0	1.3119636807310047	9.183745765117033	leverage	0.7772237134437072	0.978022720581252	1.1827843874127486
log-spl3-n1n2	Risky first	7.0	1.3718040978107926	9.602628684675548	leverage	0.8664756373072282	1.062317417453845	1.263285728830821
log-spl3-n1n2	Risky first	7.0	1.4343739162977047	10.040617414083933	leverage	0.9255264642325676	1.128595391701406	1.3465653992446358
log-spl3-n1n2	Risky first	7.0	1.4997976278381022	10.498583394866715	leverage	0.9557079168739964	1.1761867426758803	1.4048964666548978
log-spl3-n1n2	Risky first	7.0	1.5682054023087357	10.97743781616115	leverage	0.9589954620145705	1.2016902434699244	1.443555631122883
log-spl3-n1n2	Risky first	7.0	1.6397333468084219	11.478133427658953	leverage	0.9420280552310704	1.2016781318302883	1.4652715059317134
log-spl3-n1n2	Risky first	7.0	1.714523776462679	12.001666435238754	leverage	0.9003356537076616	1.1838126674292146	1.458778922768417
log-spl3-n1n2	Risky first	7.0	1.792725497580122	12.549078483060853	leverage	0.8452505054551197	1.1420166556727156	1.4202535719951888
log-spl3-n1n2	Risky first	7.0	1.874494103723999	13.121458726067994	leverage	0.7891266533179312	1.0785301805689151	1.35110994506677
log-spl3-n1n2	Risky first	7.0	1.959992285287949	13.719945997015643	leverage	0.7180352720340405	1.0022407253319074	1.2656785341181906
log-spl3-n1n2	Risky first	7.0	2.0493901531919194	14.345731072343437	leverage	0.6437853283871103	0.9169321285120895	1.1669062388547489
log-spl3-n1n2	Risky first	7.0	2.142865577342292	15.000059041396046	leverage	0.5581934446891811	0.8238886374685538	1.0716737385720057
log-spl3-n1n2	Risky first	7.0	2.2406045405296235	15.684231783707364	leverage	0.4792485985972563	0.7248368838317316	0.9642896967939604
log-spl3-n1n2	Risky first	7.0	2.342801508468136	16.399610559276955	leverage	0.4023356376565731	0.6287435351854299	0.852705590031897
log-spl3-n1n2	Risky first	7.0	2.4496598167132055	17.14761871699244	leverage	0.33371596361999195	0.5353338774665537	0.7453364853810818
log-spl3-n1n2	Risky first	7.0	2.5613920752266717	17.929744526586703	leverage	0.2684177484303759	0.44884176030745376	0.6469788050539669
log-spl3-n1n2	Risky first	7.0	2.678220591394913	18.747544139764393	leverage	0.2126664814543288	0.37005858191788843	0.5546230841240439
log-spl3-n1n2	Risky first	7.0	2.8003778123413423	19.602644686389397	leverage	0.1628310754915011	0.30025783078987567	0.47421992954162534
log-spl3-n1n2	Risky first	7.0	2.9281067874133657	20.49674751189356	leverage	0.12054384138398425	0.24170872557823903	0.4017443345221291
log-spl3-n1n2	Risky first	7.0	3.0616616517639894	21.431631562347924	leverage	0.08927222078029545	0.19088496901728408	0.3351475390785252
log-spl3-n1n2	Risky first	7.0	3.2013081319902303	22.40915692393161	leverage	0.06325158468956829	0.14814965127464033	0.28059704654597845
log-spl3-n1n2	Risky first	7.0	3.347324074834376	23.431268523840632	leverage	0.04365981621348752	0.11309527687128355	0.23058426676101057
log-spl3-n1n2	Risky first	7.0	3.5000000000000004	24.500000000000004	leverage	0.030131404607379692	0.08461138274753399	0.18804959425534593
log-spl3-n1n2	Risky first	7.0	1.2	8.4	p_vertex	0.0751486084026147	0.16897974333749663	0.3283674257674404
log-spl3-n1n2	Risky first	7.0	1.2547336039483463	8.783135227638425	p_vertex	0.10631930767346302	0.20815035484925598	0.36931946833738344
log-spl3-n1n2	Risky first	7.0	1.3119636807310047	9.183745765117033	p_vertex	0.14414887703095275	0.25206710950824446	0.41167196701282094
log-spl3-n1n2	Risky first	7.0	1.3718040978107926	9.602628684675548	p_vertex	0.18827128182033637	0.3005925222578612	0.4574283500298987
log-spl3-n1n2	Risky first	7.0	1.4343739162977047	10.040617414083933	p_vertex	0.23652372861186266	0.35259496570300525	0.5047209159828318
log-spl3-n1n2	Risky first	7.0	1.4997976278381022	10.498583394866715	p_vertex	0.28687885196457624	0.40610603392660416	0.5558738213163478
log-spl3-n1n2	Risky first	7.0	1.5682054023087357	10.97743781616115	p_vertex	0.3408099343049269	0.4612170302715569	0.6051622531879524
log-spl3-n1n2	Risky first	7.0	1.6397333468084219	11.478133427658953	p_vertex	0.39808534425109243	0.5160759791883313	0.6539113311681252
log-spl3-n1n2	Risky first	7.0	1.714523776462679	12.001666435238754	p_vertex	0.45640240811072386	0.5717300830217169	0.700819924347619
log-spl3-n1n2	Risky first	7.0	1.792725497580122	12.549078483060853	p_vertex	0.5110689005763156	0.6243953261496606	0.7437943719656595
log-spl3-n1n2	Risky first	7.0	1.874494103723999	13.121458726067994	p_vertex	0.5647232381434341	0.6750255115845415	0.7831283569358037
log-spl3-n1n2	Risky first	7.0	1.959992285287949	13.719945997015643	p_vertex	0.616953084392389	0.7224039465149333	0.821233894115718
log-spl3-n1n2	Risky first	7.0	2.0493901531919194	14.345731072343437	p_vertex	0.6681183998765757	0.7656451733916451	0.8547696242077961
log-spl3-n1n2	Risky first	7.0	2.142865577342292	15.000059041396046	p_vertex	0.7127927543151231	0.8051307235239717	0.8817427007821206
log-spl3-n1n2	Risky first	7.0	2.2406045405296235	15.684231783707364	p_vertex	0.7547283793994891	0.8397926233950199	0.9063034761526637
log-spl3-n1n2	Risky first	7.0	2.342801508468136	16.399610559276955	p_vertex	0.7893177561886174	0.869415537524146	0.9271272352510936
log-spl3-n1n2	Risky first	7.0	2.4496598167132055	17.14761871699244	p_vertex	0.8226410745065391	0.8951108263399314	0.944097701730837
log-spl3-n1n2	Risky first	7.0	2.5613920752266717	17.929744526586703	p_vertex	0.8506469130756309	0.9167103544188521	0.9589426033349253
log-spl3-n1n2	Risky first	7.0	2.678220591394913	18.747544139764393	p_vertex	0.8758707913494918	0.9348211471228167	0.9702081213588379
