label	subject	order	stake2	stimulation_condition	parameter	median	lo	hi
log-spl3-n1n2	1	Risky first	0	ips	slope	2.8198791799956293	1.827404513322238	3.9049199750579766
log-spl3-n1n2	2	Risky first	0	ips	slope	1.7371481558761377	1.0913623415084892	2.6315267909066877
log-spl3-n1n2	3	Risky first	0	ips	slope	3.5642661278447783	2.4739121165347964	5.347897231021667
log-spl3-n1n2	4	Risky first	0	ips	slope	1.9266618194912593	0.9266242356093207	3.0791250253483375
log-spl3-n1n2	5	Risky first	0	ips	slope	2.499819024318688	1.3093273455140246	4.059288603061062
log-spl3-n1n2	6	Risky first	0	ips	slope	2.576175220117799	1.608313746141031	4.027398959733222
log-spl3-n1n2	7	Risky first	0	ips	slope	1.874640449431562	1.016458758670819	2.8189366251036727
log-spl3-n1n2	9	Risky first	0	ips	slope	2.74494777957837	1.2265407179689864	4.764663371454208
log-spl3-n1n2	10	Risky first	0	ips	slope	2.1986040126216984	1.1001327115540254	3.4139995630625597
log-spl3-n1n2	11	Risky first	0	ips	slope	3.2745454245127927	2.4158823285030855	4.5097999502586745
log-spl3-n1n2	18	Risky first	0	ips	slope	3.385911296263477	2.37897157238759	4.703029430595854
log-spl3-n1n2	19	Risky first	0	ips	slope	1.650613890189149	0.5857595614160411	3.6378936859607838
log-spl3-n1n2	21	Risky first	0	ips	slope	1.4673925668720322	0.8723987416091469	2.132160855422312
log-spl3-n1n2	25	Risky first	0	ips	slope	3.6831714339414448	2.6573307823382564	5.043399653710345
log-spl3-n1n2	26	Risky first	0	ips	slope	3.017407290045246	2.2857616598163855	3.7858947652721113
log-spl3-n1n2	29	Risky first	0	ips	slope	1.7655120945814442	0.9123922916803734	2.8406199167311863
log-spl3-n1n2	30	Risky first	0	ips	slope	2.283203918496761	1.194549470158195	3.380051025137673
log-spl3-n1n2	31	Risky first	0	ips	slope	2.8267632619706267	1.6316382688653999	4.11028996245216
log-spl3-n1n2	34	Risky first	0	ips	slope	2.0321387436480336	1.0573127210674633	3.3461622584884374
log-spl3-n1n2	35	Risky first	0	ips	slope	2.835694874673459	1.8551219002990966	4.140402083657941
log-spl3-n1n2	36	Risky first	0	ips	slope	2.9915831347249604	1.9356533616790632	4.242870923217467
log-spl3-n1n2	37	Risky first	0	ips	slope	2.678957825482297	1.8317823128826725	3.5617089790919794
log-spl3-n1n2	45	Risky first	0	ips	slope	2.276936106016848	1.3874202989236888	3.185333784422571
log-spl3-n1n2	46	Risky first	0	ips	slope	2.439036884067222	1.5653686299915042	3.3054817668382115
log-spl3-n1n2	47	Risky first	0	ips	slope	2.9600605622659506	2.1400736474857505	3.9484672651037114
log-spl3-n1n2	50	Risky first	0	ips	slope	2.0395456663828586	0.8759018220405599	3.58907062616945
log-spl3-n1n2	53	Risky first	0	ips	slope	2.0460912654348706	1.0246034158072217	3.153229473353862
log-spl3-n1n2	56	Risky first	0	ips	slope	2.5599214677504345	1.6005147278900844	3.7572535196606465
log-spl3-n1n2	59	Risky first	0	ips	slope	2.1563922885989912	1.2101053782474902	3.289131341365929
log-spl3-n1n2	62	Risky first	0	ips	slope	2.645000969812177	1.6591354131571743	4.175550793000566
log-spl3-n1n2	63	Risky first	0	ips	slope	2.1561110104730505	1.1011326883065329	3.3122237891959627
log-spl3-n1n2	67	Risky first	0	ips	slope	2.8953094329948588	1.8516323436952256	4.307631346344506
log-spl3-n1n2	69	Risky first	0	ips	slope	2.1158153104517017	1.069368715333366	3.098650188618928
log-spl3-n1n2	72	Risky first	0	ips	slope	3.0947172886250813	2.186634983295306	4.1701349514198105
log-spl3-n1n2	74	Risky first	0	ips	slope	2.1461655970392237	1.2313478869971748	3.2509801976094335
log-spl3-n1n2	1	Risky first	0	ips	rnp	1.132165634257402	1.0254597057203183	1.26534097018053
log-spl3-n1n2	2	Risky first	0	ips	rnp	1.1284289482716368	0.8808688334905127	1.4634302631474791
log-spl3-n1n2	3	Risky first	0	ips	rnp	0.9232605819919234	0.7975772286665698	1.008254561843416
log-spl3-n1n2	4	Risky first	0	ips	rnp	1.2197557014056848	1.038989578807567	1.5401581557965645
log-spl3-n1n2	5	Risky first	0	ips	rnp	0.7329255402636565	0.3871634087109799	0.9499564137802506
log-spl3-n1n2	6	Risky first	0	ips	rnp	1.26487573834866	1.0987967879391212	1.5507922395313642
log-spl3-n1n2	7	Risky first	0	ips	rnp	0.7743908331682239	0.5591124800609101	0.9307837681376909
log-spl3-n1n2	9	Risky first	0	ips	rnp	1.5163168303886732	1.2701401914001802	2.0460366768991656
log-spl3-n1n2	10	Risky first	0	ips	rnp	0.6348751223501763	0.33057360673687247	0.8155879003952553
log-spl3-n1n2	11	Risky first	0	ips	rnp	0.7895307029334209	0.6739333423491115	0.8816410058459522
log-spl3-n1n2	18	Risky first	0	ips	rnp	0.7899440267647356	0.7067866427392008	0.88894355089933
log-spl3-n1n2	19	Risky first	0	ips	rnp	1.255477561968036	0.7541676552671998	1.550214330408487
