curve	region	mean	lo	hi	p_gt0
n1 (first)	7-28 CHF	0.017264154699569566	-0.0065008981141063595	0.0401937490224217	0.9275
n1 (first)	28-112 CHF	-0.008486421793432043	-0.027062487080182232	0.009596184967595294	0.193
n2 (second)	7-28 CHF	0.010108511014413046	-0.007841018459110786	0.028133420411036607	0.8705
n2 (second)	28-112 CHF	-0.010031166806825307	-0.02579379660121457	0.005563099863828902	0.108
memory	7-28 CHF	0.015463225504849933	-0.051705606476466395	0.08051638587818588	0.687
memory	28-112 CHF	0.013412930751189671	-0.03473178958697985	0.06047285716890155	0.715
perceptual	7-28 CHF	0.010108511014413046	-0.007841018459110786	0.028133420411036607	0.8705
perceptual	28-112 CHF	-0.010031166806825307	-0.02579379660121457	0.005563099863828902	0.108
